Angle,Source
174.5309050298881,Real
156.77419059076848,Real
118.2374455381673,Real
154.65382405805332,Real
143.13010235415598,Real
93.36646066342979,Real
174.35945056784317,Real
141.34019174590992,Real
169.14358665193777,Real
170.0737544933483,Real
116.99583839408663,Real
156.03751102542182,Real
171.04752666584585,Real
135.0,Real
90.0,Real
171.08507304285212,Real
174.8895824389688,Real
125.61448173995691,Real
163.14160123226173,Real
149.3110412626064,Real
78.69006752597979,Real
147.0947570770121,Real
161.565051177078,Real
174.53090502988806,Real
153.92464441605125,Real
116.565051177078,Real
112.52939800293686,Real
150.94539590092285,Real
164.98163936884936,Real
167.47119229084848,Real
150.94539590092285,Real
134.56921278299137,Real
178.60281897270363,Real
161.565051177078,Real
175.4057466687336,Real
168.6900675259798,Real
145.37170265722474,Real
168.6900675259798,Real
157.00410597391667,Real
172.46589737336748,Real
88.12212255271464,Real
128.5444477800833,Real
148.67130713219584,Real
160.34617594194668,Real
71.56505117707799,Real
144.97366068035063,Real
159.44395478041653,Real
126.02737338510362,Real
164.9315118405078,Real
167.10625595511783,Real
176.05481377096243,Real
123.47627829610266,Real
175.477545853598,Real
179.59651526494125,Real
107.71579270637693,Real
151.69924423399362,Real
160.523424501068,Real
145.1915018500277,Real
126.19320730556468,Real
143.7461622625552,Real
174.90788487550105,Real
171.86989764584402,Real
147.61188514659906,Real
156.80140948635182,Real
173.45370921670596,Real
158.19859051364818,Real
153.434948822922,Real
141.45555221991668,Real
140.11041756103123,Real
178.3788540863466,Real
165.51023740611558,Real
162.97947438848018,Real
159.8293465881496,Real
156.92958775017536,Real
170.53767779197437,Real
162.14968169778317,Real
168.56631873457331,Real
173.60560223477242,Real
154.3348085378264,Real
166.7594800848128,Real
129.80557109226518,Real
161.565051177078,Real
167.70865123713338,Real
165.28795299066604,Real
140.79279649503215,Real
125.8376529542783,Real
154.29004621918875,Real
174.05313694602648,Real
144.22736719428934,Real
169.50852298766839,Real
135.35884152634873,Real
148.24051991518718,Real
177.27368900609375,Real
109.81530289636646,Real
132.85241457170147,Real
61.606980578617005,Real
31.6075022462489,Real
167.47119229084848,Real
127.74680538727466,Real
145.4914770123316,Real
113.62937773065683,Real
128.65980825409008,Real
177.9545915111128,Real
146.3099324740202,Real
80.19390724010292,Real
