experiment,cell_name,method,trueBrlen,estBrlen
s15c7_,b'134_6',spalin-divide-beta3,43.0,18.441543558157104
s15c7_,b'184_10',spalin-divide-beta3,50.0,71.56722559396916
s15c7_,b'216_19',spalin-divide-beta3,32.0,34.277789316100815
s15c7_,b'216_18',spalin-divide-beta3,32.0,34.277789316100815
s15c7_,b'177_11',spalin-divide-beta3,43.0,80.62247317936577
s15c7_,b'216_21',spalin-divide-beta3,39.0,25.222541730704208
s15c7_,b'216_20',spalin-divide-beta3,39.0,25.222541730704208
s15c7_,b'84_4',spalin-divide-beta3,42.0,1.0000000226530306
s15c7_,b'131_8',spalin-divide-beta3,47.0,40.23841781981811
s15c7_,b'179_19',spalin-divide-beta3,48.0,1.0000000420363682
s15c7_,b'216_30',spalin-divide-beta3,37.0,118.95920031491828
s15c7_,b'216_29',spalin-divide-beta3,37.0,118.95920031491828
s15c7_,b'173_15',spalin-divide-beta3,42.0,1.000000050191323
s15c7_,b'216_28',spalin-divide-beta3,43.0,118.95920030725348
s15c7_,b'216_27',spalin-divide-beta3,43.0,118.95920030725348
s15c7_,b'131_7',spalin-divide-beta3,47.0,11.03446896565162
s15c7_,b'176_14',spalin-divide-beta3,45.0,1.0000000016775588
s15c7_,b'216_26',spalin-divide-beta3,40.0,148.16314923536777
s15c7_,b'216_25',spalin-divide-beta3,40.0,148.16314923536777
s15c7_,b'171_12',spalin-divide-beta3,40.0,130.61554623444718
s15c7_,b'216_24',spalin-divide-beta3,45.0,18.54760297418892
s15c7_,b'214_22',spalin-divide-beta3,43.0,8.106470563161245
s15c7_,b'216_23',spalin-divide-beta3,2.0,10.441132411027674
s15c7_,b'216_22',spalin-divide-beta3,2.0,10.441132411027674
s15c7_,b'virtual',spalin-divide-beta5,0.0,45.98145164100114
s15c7_,b'51_1',spalin-divide-beta5,50.0,4.616320165653982
s15c7_,b'104_3',spalin-divide-beta5,53.0,41.703268084434086
s15c7_,b'151_5',spalin-divide-beta5,47.0,1.000000177365153
s15c7_,b'216_14',spalin-divide-beta5,65.0,121.7089599424947
s15c7_,b'193_8',spalin-divide-beta5,42.0,20.510018649623845
s15c7_,b'216_16',spalin-divide-beta5,23.0,101.19894129287084
s15c7_,b'216_15',spalin-divide-beta5,23.0,101.19894129287084
s15c7_,b'151_4',spalin-divide-beta5,47.0,77.2037814775166
s15c7_,b'206_9',spalin-divide-beta5,55.0,1.0
s15c7_,b'216_10',spalin-divide-beta5,10.0,44.50517870517742
s15c7_,b'216_9',spalin-divide-beta5,10.0,44.50517870517742
s15c7_,b'201_9',spalin-divide-beta5,50.0,18.653006766789062
s15c7_,b'216_12',spalin-divide-beta5,15.0,26.85217187555417
s15c7_,b'216_11',spalin-divide-beta5,15.0,26.85217187555417
s15c7_,b'95_1',spalin-divide-beta5,44.0,83.05995533923789
s15c7_,b'153_3',spalin-divide-beta5,58.0,1.0000000029430318
s15c7_,b'200_6',spalin-divide-beta5,47.0,59.53829655699966
s15c7_,b'216_8',spalin-divide-beta5,16.0,20.813976305113382
s15c7_,b'216_7',spalin-divide-beta5,16.0,20.813976305113382
s15c7_,b'193_3',spalin-divide-beta5,40.0,2.262229099710348
s15c7_,b'216_6',spalin-divide-beta5,23.0,78.09004376240269
s15c7_,b'216_5',spalin-divide-beta5,23.0,78.09004376240269
s15c7_,b'147_1',spalin-divide-beta5,52.0,46.648357743456785
s15c7_,b'202_3',spalin-divide-beta5,55.0,26.841424107215502
s15c7_,b'216_4',spalin-divide-beta5,14.0,7.862491014383777
s15c7_,b'216_3',spalin-divide-beta5,14.0,7.862491014383777
s15c7_,b'195_1',spalin-divide-beta5,48.0,1.0
s15c7_,b'216_2',spalin-divide-beta5,21.0,33.70391517664253
s15c7_,b'216_1',spalin-divide-beta5,21.0,33.70391517664253
s15c7_,b'42_2',spalin-divide-beta5,41.0,7.53985603044565
s15c7_,b'91_3',spalin-divide-beta5,49.0,39.46819289275071
s15c7_,b'216_17',spalin-divide-beta5,125.0,122.02049944675159
s15c7_,b'134_6',spalin-divide-beta5,43.0,18.1081294795534
s15c7_,b'184_10',spalin-divide-beta5,50.0,72.2638911425885
s15c7_,b'216_19',spalin-divide-beta5,32.0,31.648478824609686
s15c7_,b'216_18',spalin-divide-beta5,32.0,31.648478824609686
s15c7_,b'177_11',spalin-divide-beta5,43.0,79.1935121827321
s15c7_,b'216_21',spalin-divide-beta5,39.0,24.718857784466078
s15c7_,b'216_20',spalin-divide-beta5,39.0,24.718857784466078
s15c7_,b'84_4',spalin-divide-beta5,42.0,2.5808617547340136
s15c7_,b'131_8',spalin-divide-beta5,47.0,41.23227664118413
s15c7_,b'179_19',spalin-divide-beta5,48.0,1.0
s15c7_,b'216_30',spalin-divide-beta5,37.0,116.67555396570883
s15c7_,b'216_29',spalin-divide-beta5,37.0,116.67555396570883
s15c7_,b'173_15',spalin-divide-beta5,42.0,1.0000001539502017
s15c7_,b'216_28',spalin-divide-beta5,43.0,116.67555378963397
s15c7_,b'216_27',spalin-divide-beta5,43.0,116.67555378963397
s15c7_,b'131_7',spalin-divide-beta5,47.0,10.917954805204714
s15c7_,b'176_14',spalin-divide-beta5,45.0,1.0000000174322534
s15c7_,b'216_26',spalin-divide-beta5,40.0,146.9898757621313
s15c7_,b'216_25',spalin-divide-beta5,40.0,146.9898757621313
s15c7_,b'171_12',spalin-divide-beta5,40.0,131.9864519956787
s15c7_,b'216_24',spalin-divide-beta5,45.0,16.003423783884866
s15c7_,b'214_22',spalin-divide-beta5,43.0,8.29266229579444
s15c7_,b'216_23',spalin-divide-beta5,2.0,7.710761488090425
s15c7_,b'216_22',spalin-divide-beta5,2.0,7.710761488090425
s15c7_,b'virtual',spalin-divide-beta7,0.0,44.97291735443997
s15c7_,b'51_1',spalin-divide-beta7,50.0,5.827886212113955
s15c7_,b'104_3',spalin-divide-beta7,53.0,45.54113985043308
s15c7_,b'151_5',spalin-divide-beta7,47.0,1.0000001490923631
s15c7_,b'216_14',spalin-divide-beta7,65.0,117.66805642566877
s15c7_,b'193_8',spalin-divide-beta7,42.0,19.78189653341103
s15c7_,b'216_16',spalin-divide-beta7,23.0,97.88615989225774
s15c7_,b'216_15',spalin-divide-beta7,23.0,97.88615989225774
s15c7_,b'151_4',spalin-divide-beta7,47.0,77.00754324972739
s15c7_,b'206_9',spalin-divide-beta7,55.0,1.0
s15c7_,b'216_10',spalin-divide-beta7,10.0,40.66051341918188
s15c7_,b'216_9',spalin-divide-beta7,10.0,40.66051341918188
s15c7_,b'201_9',spalin-divide-beta7,50.0,18.088886752901846
s15c7_,b'216_12',spalin-divide-beta7,15.0,23.571626572131894
s15c7_,b'216_11',spalin-divide-beta7,15.0,23.571626572131894
s15c7_,b'95_1',spalin-divide-beta7,44.0,85.76467018837486
s15c7_,b'153_3',spalin-divide-beta7,58.0,1.0000000262708832
s15c7_,b'200_6',spalin-divide-beta7,47.0,60.243107974784294
s15c7_,b'216_8',spalin-divide-beta7,16.0,17.201418235764187
s15c7_,b'216_7',spalin-divide-beta7,16.0,17.201418235764187
s15c7_,b'193_3',spalin-divide-beta7,40.0,2.8609271399467127
s15c7_,b'216_6',spalin-divide-beta7,23.0,74.58359907060176
s15c7_,b'216_5',spalin-divide-beta7,23.0,74.58359907060176
s15c7_,b'147_1',spalin-divide-beta7,52.0,48.36612394453273
s15c7_,b'202_3',spalin-divide-beta7,55.0,24.928891582729435
s15c7_,b'216_4',spalin-divide-beta7,14.0,5.1495107095571875
s15c7_,b'216_3',spalin-divide-beta7,14.0,5.1495107095571875
s15c7_,b'195_1',spalin-divide-beta7,48.0,1.0
s15c7_,b'216_2',spalin-divide-beta7,21.0,29.078402309699413
s15c7_,b'216_1',spalin-divide-beta7,21.0,29.078402309699413
s15c7_,b'42_2',spalin-divide-beta7,41.0,7.107652720526481
s15c7_,b'91_3',spalin-divide-beta7,49.0,43.049515704627524
s15c7_,b'216_17',spalin-divide-beta7,125.0,119.87991421215419
s15c7_,b'134_6',spalin-divide-beta7,43.0,17.88114196128784
s15c7_,b'184_10',spalin-divide-beta7,50.0,73.25600751199393
s15c7_,b'216_19',spalin-divide-beta7,32.0,28.74276473887242
s15c7_,b'216_18',spalin-divide-beta7,32.0,28.74276473887242
s15c7_,b'177_11',spalin-divide-beta7,43.0,77.99723521226109
s15c7_,b'216_21',spalin-divide-beta7,39.0,24.001537038605264
s15c7_,b'216_20',spalin-divide-beta7,39.0,24.001537038605264
s15c7_,b'84_4',spalin-divide-beta7,42.0,8.705398539967703
s15c7_,b'131_8',spalin-divide-beta7,47.0,38.99203547998536
s15c7_,b'179_19',spalin-divide-beta7,48.0,1.0
s15c7_,b'216_30',spalin-divide-beta7,37.0,114.23199592073435
s15c7_,b'216_29',spalin-divide-beta7,37.0,114.23199592073435
s15c7_,b'173_15',spalin-divide-beta7,42.0,1.0
s15c7_,b'216_28',spalin-divide-beta7,43.0,114.2319959836513
s15c7_,b'216_27',spalin-divide-beta7,43.0,114.2319959836513
s15c7_,b'131_7',spalin-divide-beta7,47.0,10.481571623514935
s15c7_,b'176_14',spalin-divide-beta7,45.0,1.000000012575676
s15c7_,b'216_26',spalin-divide-beta7,40.0,142.74245974072338
s15c7_,b'216_25',spalin-divide-beta7,40.0,142.74245974072338
s15c7_,b'171_12',spalin-divide-beta7,40.0,131.07773540105555
s15c7_,b'216_24',spalin-divide-beta7,45.0,12.664724352243486
s15c7_,b'214_22',spalin-divide-beta7,43.0,8.165712065080777
s15c7_,b'216_23',spalin-divide-beta7,2.0,4.49901228716271
s15c7_,b'216_22',spalin-divide-beta7,2.0,4.49901228716271
s15c7_,b'virtual',spalin-divide-beta10,0.0,39.138695658774445
s15c7_,b'51_1',spalin-divide-beta10,50.0,7.470328926137255
s15c7_,b'104_3',spalin-divide-beta10,53.0,55.28770390631618
s15c7_,b'151_5',spalin-divide-beta10,47.0,1.0000000065810997
s15c7_,b'216_14',spalin-divide-beta10,65.0,112.11327150582635
s15c7_,b'193_8',spalin-divide-beta10,42.0,16.791819753510286
s15c7_,b'216_16',spalin-divide-beta10,23.0,95.32145175231605
s15c7_,b'216_15',spalin-divide-beta10,23.0,95.32145175231605
s15c7_,b'151_4',spalin-divide-beta10,47.0,78.51187059002315
s15c7_,b'206_9',spalin-divide-beta10,55.0,1.0000000278042314
s15c7_,b'216_10',spalin-divide-beta10,10.0,33.60140089458006
s15c7_,b'216_9',spalin-divide-beta10,10.0,33.60140089458006
s15c7_,b'201_9',spalin-divide-beta10,50.0,16.674019719526008
s15c7_,b'216_12',spalin-divide-beta10,15.0,17.92738120285828
s15c7_,b'216_11',spalin-divide-beta10,15.0,17.92738120285828
s15c7_,b'95_1',spalin-divide-beta10,44.0,92.91491968138033
s15c7_,b'153_3',spalin-divide-beta10,58.0,1.0
s15c7_,b'200_6',spalin-divide-beta10,47.0,65.10103520825965
s15c7_,b'216_8',spalin-divide-beta10,16.0,9.38502052973646
s15c7_,b'216_7',spalin-divide-beta10,16.0,9.38502052973646
s15c7_,b'193_3',spalin-divide-beta10,40.0,4.354904012916095
s15c7_,b'216_6',spalin-divide-beta10,23.0,70.13115172508003
s15c7_,b'216_5',spalin-divide-beta10,23.0,70.13115172508003
s15c7_,b'147_1',spalin-divide-beta10,52.0,49.40470207039867
s15c7_,b'202_3',spalin-divide-beta10,55.0,25.081353662871575
s15c7_,b'216_4',spalin-divide-beta10,14.0,1.0000000040730153
s15c7_,b'216_3',spalin-divide-beta10,14.0,1.0000000040730153
s15c7_,b'195_1',spalin-divide-beta10,48.0,1.0000000012180368
s15c7_,b'216_2',spalin-divide-beta10,21.0,25.081353665726553
s15c7_,b'216_1',spalin-divide-beta10,21.0,25.081353665726553
s15c7_,b'42_2',spalin-divide-beta10,41.0,5.557666974386291
s15c7_,b'91_3',spalin-divide-beta10,49.0,51.70865142645885
s15c7_,b'216_17',spalin-divide-beta10,125.0,118.60498594401568
s15c7_,b'134_6',spalin-divide-beta10,43.0,17.82974503726229
s15c7_,b'184_10',spalin-divide-beta10,50.0,72.70470459385898
s15c7_,b'216_19',spalin-divide-beta10,32.0,28.070536312894422
s15c7_,b'216_18',spalin-divide-beta10,32.0,28.070536312894422
s15c7_,b'177_11',spalin-divide-beta10,43.0,77.79731711028764
s15c7_,b'216_21',spalin-divide-beta10,39.0,22.97792379646576
s15c7_,b'216_20',spalin-divide-beta10,39.0,22.97792379646576
s15c7_,b'84_4',spalin-divide-beta10,42.0,23.19068782450437
s15c7_,b'131_8',spalin-divide-beta10,47.0,33.534570799397656
s15c7_,b'179_19',spalin-divide-beta10,48.0,1.0
s15c7_,b'216_30',spalin-divide-beta10,37.0,112.58837875399045
s15c7_,b'216_29',spalin-divide-beta10,37.0,112.58837875399045
s15c7_,b'173_15',spalin-divide-beta10,42.0,1.0
s15c7_,b'216_28',spalin-divide-beta10,43.0,112.58837879341839
s15c7_,b'216_27',spalin-divide-beta10,43.0,112.58837879341839
s15c7_,b'131_7',spalin-divide-beta10,47.0,9.749983153890529
s15c7_,b'176_14',spalin-divide-beta10,45.0,1.000000007895992
s15c7_,b'216_26',spalin-divide-beta10,40.0,136.37296638418366
s15c7_,b'216_25',spalin-divide-beta10,40.0,136.37296638418366
s15c7_,b'171_12',spalin-divide-beta10,40.0,130.71880770014621
s15c7_,b'216_24',spalin-divide-beta10,45.0,6.654158691933398
s15c7_,b'214_22',spalin-divide-beta10,43.0,5.6541586918856614
s15c7_,b'216_23',spalin-divide-beta10,2.0,1.0000000000477374
s15c7_,b'216_22',spalin-divide-beta10,2.0,1.0000000000477374
s15c7_,b'virtual',spalin_spatialonly,0.0,107.69566003916745
s15c7_,b'51_1',spalin_spatialonly,50.0,27.61656071055411
s15c7_,b'104_3',spalin_spatialonly,53.0,37.02642286334545
s15c7_,b'151_5',spalin_spatialonly,47.0,20.444810130373956
s15c7_,b'216_14',spalin_spatialonly,65.0,22.226546256558994
s15c7_,b'193_8',spalin_spatialonly,42.0,18.39235456071039
s15c7_,b'216_16',spalin_spatialonly,23.0,3.8341916958486038
s15c7_,b'216_15',spalin_spatialonly,23.0,3.8341916958486038
s15c7_,b'151_4',spalin_spatialonly,47.0,24.708037548846914
s15c7_,b'206_9',spalin_spatialonly,55.0,6.752117242624488
s15c7_,b'216_10',spalin_spatialonly,10.0,11.211201595461555
s15c7_,b'216_9',spalin_spatialonly,10.0,11.211201595461555
s15c7_,b'201_9',spalin_spatialonly,50.0,9.864236309772897
s15c7_,b'216_12',spalin_spatialonly,15.0,8.099082528313144
s15c7_,b'216_11',spalin_spatialonly,15.0,8.099082528313144
s15c7_,b'95_1',spalin_spatialonly,44.0,46.3486174423167
s15c7_,b'153_3',spalin_spatialonly,58.0,2.3826972383071983
s15c7_,b'200_6',spalin_spatialonly,47.0,20.762158317794093
s15c7_,b'216_8',spalin_spatialonly,16.0,10.204306251860416
s15c7_,b'216_7',spalin_spatialonly,16.0,10.204306251860416
s15c7_,b'193_3',spalin_spatialonly,40.0,23.417887335457873
s15c7_,b'216_6',spalin_spatialonly,23.0,7.5485772341966335
s15c7_,b'216_5',spalin_spatialonly,23.0,7.5485772341966335
s15c7_,b'147_1',spalin_spatialonly,52.0,21.940851195832057
s15c7_,b'202_3',spalin_spatialonly,55.0,4.274896904843623
s15c7_,b'216_4',spalin_spatialonly,14.0,7.133413707286022
s15c7_,b'216_3',spalin_spatialonly,14.0,7.133413707286022
s15c7_,b'195_1',spalin_spatialonly,48.0,8.12587632061125
s15c7_,b'216_2',spalin_spatialonly,21.0,3.282434291518396
s15c7_,b'216_1',spalin_spatialonly,21.0,3.282434291518396
s15c7_,b'42_2',spalin_spatialonly,41.0,33.33241124552626
s15c7_,b'91_3',spalin_spatialonly,49.0,38.88904951617164
s15c7_,b'216_17',spalin_spatialonly,125.0,35.09287919913462
s15c7_,b'134_6',spalin_spatialonly,43.0,1.0
s15c7_,b'184_10',spalin_spatialonly,50.0,28.735805488913506
s15c7_,b'216_19',spalin_spatialonly,32.0,5.357073710221116
s15c7_,b'216_18',spalin_spatialonly,32.0,5.357073710221116
s15c7_,b'177_11',spalin_spatialonly,43.0,16.05165952192151
s15c7_,b'216_21',spalin_spatialonly,39.0,18.04121967721311
s15c7_,b'216_20',spalin_spatialonly,39.0,18.04121967721311
s15c7_,b'84_4',spalin_spatialonly,42.0,35.25212395797077
s15c7_,b'131_8',spalin_spatialonly,47.0,13.946866922495678
s15c7_,b'179_19',spalin_spatialonly,48.0,18.55269359249227
s15c7_,b'216_30',spalin_spatialonly,37.0,6.23024424234755
s15c7_,b'216_29',spalin_spatialonly,37.0,6.23024424234755
s15c7_,b'173_15',spalin_spatialonly,42.0,16.1346708645021
s15c7_,b'216_28',spalin_spatialonly,43.0,8.648266970337717
s15c7_,b'216_27',spalin_spatialonly,43.0,8.648266970337717
s15c7_,b'131_7',spalin_spatialonly,47.0,1.0
s15c7_,b'176_14',spalin_spatialonly,45.0,15.4417013083882
s15c7_,b'216_26',spalin_spatialonly,40.0,22.288103448947297
s15c7_,b'216_25',spalin_spatialonly,40.0,22.288103448947297
s15c7_,b'171_12',spalin_spatialonly,40.0,24.058977507046976
s15c7_,b'216_24',spalin_spatialonly,45.0,13.670827250288525
s15c7_,b'214_22',spalin_spatialonly,43.0,7.313484162533255
s15c7_,b'216_23',spalin_spatialonly,2.0,6.35734308775527
s15c7_,b'216_22',spalin_spatialonly,2.0,6.35734308775527
s15c7_,b'virtual',spalin-divide-beta5_spatialonly,0.0,1.0000000000000007
s15c7_,b'51_1',spalin-divide-beta5_spatialonly,50.0,55.34849006883525
s15c7_,b'104_3',spalin-divide-beta5_spatialonly,53.0,84.51405129193141
s15c7_,b'151_5',spalin-divide-beta5_spatialonly,47.0,40.819853011514056
s15c7_,b'216_14',spalin-divide-beta5_spatialonly,65.0,33.32760562771922
s15c7_,b'193_8',spalin-divide-beta5_spatialonly,42.0,31.688694472538714
s15c7_,b'216_16',spalin-divide-beta5_spatialonly,23.0,1.6389111551805131
s15c7_,b'216_15',spalin-divide-beta5_spatialonly,23.0,1.6389111551805131
s15c7_,b'151_4',spalin-divide-beta5_spatialonly,47.0,50.10953374395956
s15c7_,b'206_9',spalin-divide-beta5_spatialonly,55.0,8.769222616634226
s15c7_,b'216_10',spalin-divide-beta5_spatialonly,10.0,15.268702278639497
s15c7_,b'216_9',spalin-divide-beta5_spatialonly,10.0,15.268702278639497
s15c7_,b'201_9',spalin-divide-beta5_spatialonly,50.0,16.881637585781647
s15c7_,b'216_12',spalin-divide-beta5_spatialonly,15.0,7.156287309492076
s15c7_,b'216_11',spalin-divide-beta5_spatialonly,15.0,7.156287309492076
s15c7_,b'95_1',spalin-divide-beta5_spatialonly,44.0,107.20231267956345
s15c7_,b'153_3',spalin-divide-beta5_spatialonly,58.0,1.9350593479046545
s15c7_,b'200_6',spalin-divide-beta5_spatialonly,47.0,39.229574437438956
s15c7_,b'216_8',spalin-divide-beta5_spatialonly,16.0,10.294563466257644
s15c7_,b'216_7',spalin-divide-beta5_spatialonly,16.0,10.294563466257644
s15c7_,b'193_3',spalin-divide-beta5_spatialonly,40.0,42.163992033990766
s15c7_,b'216_6',spalin-divide-beta5_spatialonly,23.0,7.360145869705834
s15c7_,b'216_5',spalin-divide-beta5_spatialonly,23.0,7.360145869705834
s15c7_,b'147_1',spalin-divide-beta5_spatialonly,52.0,40.27210868468072
s15c7_,b'202_3',spalin-divide-beta5_spatialonly,55.0,4.476772497804073
s15c7_,b'216_4',spalin-divide-beta5_spatialonly,14.0,6.710316069116456
s15c7_,b'216_3',spalin-divide-beta5_spatialonly,14.0,6.710316069116456
s15c7_,b'195_1',spalin-divide-beta5_spatialonly,48.0,10.18708856692053
s15c7_,b'216_2',spalin-divide-beta5_spatialonly,21.0,1.0
s15c7_,b'216_1',spalin-divide-beta5_spatialonly,21.0,1.0
s15c7_,b'42_2',spalin-divide-beta5_spatialonly,41.0,58.85941147593278
s15c7_,b'91_3',spalin-divide-beta5_spatialonly,49.0,92.25594806776263
s15c7_,b'216_17',spalin-divide-beta5_spatialonly,125.0,62.89464045630456
s15c7_,b'134_6',spalin-divide-beta5_spatialonly,43.0,4.031247831907689
s15c7_,b'184_10',spalin-divide-beta5_spatialonly,50.0,55.666549399647344
s15c7_,b'216_19',spalin-divide-beta5_spatialonly,32.0,3.196843224749535
s15c7_,b'216_18',spalin-divide-beta5_spatialonly,32.0,3.196843224749535
s15c7_,b'177_11',spalin-divide-beta5_spatialonly,43.0,29.257369216804392
s15c7_,b'216_21',spalin-divide-beta5_spatialonly,39.0,29.606023407592485
s15c7_,b'216_20',spalin-divide-beta5_spatialonly,39.0,29.606023407592485
s15c7_,b'84_4',spalin-divide-beta5_spatialonly,42.0,95.23673989749315
s15c7_,b'131_8',spalin-divide-beta5_spatialonly,47.0,19.541446457922333
s15c7_,b'179_19',spalin-divide-beta5_spatialonly,48.0,35.40638376247173
s15c7_,b'216_30',spalin-divide-beta5_spatialonly,37.0,4.966018406179973
s15c7_,b'216_29',spalin-divide-beta5_spatialonly,37.0,4.966018406179973
s15c7_,b'173_15',spalin-divide-beta5_spatialonly,42.0,31.87387287073971
s15c7_,b'216_28',spalin-divide-beta5_spatialonly,43.0,8.498529297911993
s15c7_,b'216_27',spalin-divide-beta5_spatialonly,43.0,8.498529297911993
s15c7_,b'131_7',spalin-divide-beta5_spatialonly,47.0,1.0000000000000009
s15c7_,b'176_14',spalin-divide-beta5_spatialonly,45.0,22.81557218674828
s15c7_,b'216_26',spalin-divide-beta5_spatialonly,40.0,36.09827643982576
s15c7_,b'216_25',spalin-divide-beta5_spatialonly,40.0,36.09827643982576
s15c7_,b'171_12',spalin-divide-beta5_spatialonly,40.0,43.570702482243945
s15c7_,b'216_24',spalin-divide-beta5_spatialonly,45.0,15.343146144330095
s15c7_,b'214_22',spalin-divide-beta5_spatialonly,43.0,9.783689907439994
s15c7_,b'216_23',spalin-divide-beta5_spatialonly,2.0,5.559456236890101
s15c7_,b'216_22',spalin-divide-beta5_spatialonly,2.0,5.559456236890101
s3c5_,b'16_1',problin,15.0,1.0
s3c5_,b'143_5',problin,127.0,83.96401347729439
s3c5_,b'209_9',problin,66.0,101.01796799310041
s3c5_,b'216_8',problin,7.0,29.028018536228352
s3c5_,b'216_7',problin,7.0,29.028018536228352
s3c5_,b'202_10',problin,59.0,65.40172620715688
s3c5_,b'216_10',problin,14.0,64.64426032217192
s3c5_,b'216_9',problin,14.0,64.64426032217192
s3c5_,b'66_1',problin,50.0,1.0000000004073764
s3c5_,b'188_5',problin,122.0,81.7198968821085
s3c5_,b'216_6',problin,28.0,131.2901031241073
s3c5_,b'216_5',problin,28.0,131.2901031241073
s3c5_,b'126_1',problin,60.0,95.65792848095352
s3c5_,b'187_1',problin,61.0,1.0000000002787628
s3c5_,b'216_2',problin,29.0,116.35207152498351
s3c5_,b'216_1',problin,29.0,116.35207152498351
s3c5_,b'185_2',problin,59.0,116.35207152501685
s3c5_,b'216_4',problin,31.0,1.0000000002454301
s3c5_,b'216_3',problin,31.0,1.0000000002454301
s3c5_,b'16_1',spalin,15.0,1.000000000003483
s3c5_,b'143_5',spalin,127.0,83.74477626918512
s3c5_,b'209_9',spalin,66.0,93.4995507097468
s3c5_,b'216_8',spalin,7.0,36.76567301815258
s3c5_,b'216_7',spalin,7.0,36.76567301815258
s3c5_,b'202_10',spalin,59.0,57.385303304543655
s3c5_,b'216_10',spalin,14.0,72.87992042335573
s3c5_,b'216_9',spalin,14.0,72.87992042335573
s3c5_,b'66_1',spalin,50.0,1.0
s3c5_,b'188_5',spalin,122.0,84.12136374682692
s3c5_,b'216_6',spalin,28.0,128.88863625127615
s3c5_,b'216_5',spalin,28.0,128.88863625127615
s3c5_,b'126_1',spalin,60.0,101.58244066717901
s3c5_,b'187_1',spalin,61.0,1.0000000004828156
s3c5_,b'216_2',spalin,29.0,110.4275593304412
s3c5_,b'216_1',spalin,29.0,110.4275593304412
s3c5_,b'185_2',spalin,59.0,94.49788253596557
s3c5_,b'216_4',spalin,31.0,16.929676794958443
s3c5_,b'216_3',spalin,31.0,16.929676794958443
s3c5_,b'16_1',spalin-divide-beta1,15.0,1.0
s3c5_,b'143_5',spalin-divide-beta1,127.0,84.05055476015883
s3c5_,b'209_9',spalin-divide-beta1,66.0,94.02181240307733
s3c5_,b'216_8',spalin-divide-beta1,7.0,35.93763283676415
s3c5_,b'216_7',spalin-divide-beta1,7.0,35.93763283676415
s3c5_,b'202_10',spalin-divide-beta1,59.0,56.771626983384024
s3c5_,b'216_10',spalin-divide-beta1,14.0,73.18781825645746
s3c5_,b'216_9',spalin-divide-beta1,14.0,73.18781825645746
s3c5_,b'66_1',spalin-divide-beta1,50.0,1.0
s3c5_,b'188_5',spalin-divide-beta1,122.0,83.84988581358016
s3c5_,b'216_6',spalin-divide-beta1,28.0,129.16011418642037
s3c5_,b'216_5',spalin-divide-beta1,28.0,129.16011418642037
s3c5_,b'126_1',spalin-divide-beta1,60.0,102.96252925184662
s3c5_,b'187_1',spalin-divide-beta1,61.0,1.0
s3c5_,b'216_2',spalin-divide-beta1,29.0,109.04747074815391
s3c5_,b'216_1',spalin-divide-beta1,29.0,109.04747074815391
s3c5_,b'185_2',spalin-divide-beta1,59.0,94.16468271131885
s3c5_,b'216_4',spalin-divide-beta1,31.0,15.882788036835056
s3c5_,b'216_3',spalin-divide-beta1,31.0,15.882788036835056
s3c5_,b'16_1',spalin-divide-beta3,15.0,1.0000000002507852
s3c5_,b'143_5',spalin-divide-beta3,127.0,84.89505192109402
s3c5_,b'209_9',spalin-divide-beta3,66.0,95.37226041680994
s3c5_,b'216_8',spalin-divide-beta3,7.0,33.74268766184507
s3c5_,b'216_7',spalin-divide-beta3,7.0,33.74268766184507
s3c5_,b'202_10',spalin-divide-beta3,59.0,55.21445835268535
s3c5_,b'216_10',spalin-divide-beta3,14.0,73.90048972596965
s3c5_,b'216_9',spalin-divide-beta3,14.0,73.90048972596965
s3c5_,b'66_1',spalin-divide-beta3,50.0,1.0
s3c5_,b'188_5',spalin-divide-beta3,122.0,83.08881171674632
s3c5_,b'216_6',spalin-divide-beta3,28.0,129.92118828320295
s3c5_,b'216_5',spalin-divide-beta3,28.0,129.92118828320295
s3c5_,b'126_1',spalin-divide-beta3,60.0,106.53658694195332
s3c5_,b'187_1',spalin-divide-beta3,61.0,1.0
s3c5_,b'216_2',spalin-divide-beta3,29.0,105.47341305828994
s3c5_,b'216_1',spalin-divide-beta3,29.0,105.47341305828994
s3c5_,b'185_2',spalin-divide-beta3,59.0,93.27643557354097
s3c5_,b'216_4',spalin-divide-beta3,31.0,13.196977484454967
s3c5_,b'216_3',spalin-divide-beta3,31.0,13.196977484454967
s3c5_,b'16_1',spalin-divide-beta5,15.0,1.0000000001545704
s3c5_,b'143_5',spalin-divide-beta5,127.0,86.27468969288475
s3c5_,b'209_9',spalin-divide-beta5,66.0,97.3832910988038
s3c5_,b'216_8',spalin-divide-beta5,7.0,30.352019208156797
s3c5_,b'216_7',spalin-divide-beta5,7.0,30.352019208156797
s3c5_,b'202_10',spalin-divide-beta5,59.0,53.01867812205156
s3c5_,b'216_10',spalin-divide-beta5,14.0,74.71663218490903
s3c5_,b'216_9',spalin-divide-beta5,14.0,74.71663218490903
s3c5_,b'66_1',spalin-divide-beta5,50.0,1.0
s3c5_,b'188_5',spalin-divide-beta5,122.0,81.99046159864747
s3c5_,b'216_6',spalin-divide-beta5,28.0,131.0195384012394
s3c5_,b'216_5',spalin-divide-beta5,28.0,131.0195384012394
s3c5_,b'126_1',spalin-divide-beta5,60.0,111.71651640883479
s3c5_,b'187_1',spalin-divide-beta5,61.0,1.0000000000259222
s3c5_,b'216_2',spalin-divide-beta5,29.0,100.29348359102617
