experiment,cell_name,method,trueBrlen,estBrlen
s20c7_,b'1_1',problin,0.0,50.112579090403266
s20c7_,b'177_5',problin,176.0,1.0
s20c7_,b'216_5',problin,39.0,163.8974209094475
s20c7_,b'216_4',problin,39.0,163.8974209094475
s20c7_,b'216_1',problin,215.0,164.89742090941877
s20c7_,b'1_1',spalin,0.0,50.131671078037044
s20c7_,b'177_5',spalin,176.0,1.0
s20c7_,b'216_5',spalin,39.0,163.87832892197113
s20c7_,b'216_4',spalin,39.0,163.87832892197113
s20c7_,b'216_1',spalin,215.0,164.8783289219635
s20c7_,b'1_1',spalin-divide-beta1,0.0,50.132285759231095
s20c7_,b'177_5',spalin-divide-beta1,176.0,1.0
s20c7_,b'216_5',spalin-divide-beta1,39.0,163.87771424078937
s20c7_,b'216_4',spalin-divide-beta1,39.0,163.87771424078937
s20c7_,b'216_1',spalin-divide-beta1,215.0,164.87771424077008
s20c7_,b'1_1',spalin-divide-beta3,0.0,50.13451884552753
s20c7_,b'177_5',spalin-divide-beta3,176.0,1.0000000002182001
s20c7_,b'216_5',spalin-divide-beta3,39.0,163.87517244291624
s20c7_,b'216_4',spalin-divide-beta3,39.0,163.87517244291624
s20c7_,b'216_1',spalin-divide-beta3,215.0,164.87517244313443
s20c7_,b'1_1',spalin-divide-beta5,0.0,50.127651100899186
s20c7_,b'177_5',spalin-divide-beta5,176.0,1.0
s20c7_,b'216_5',spalin-divide-beta5,39.0,163.87346193383362
s20c7_,b'216_4',spalin-divide-beta5,39.0,163.87346193383362
s20c7_,b'216_1',spalin-divide-beta5,215.0,164.87346193382842
s20c7_,b'1_1',spalin-divide-beta7,0.0,50.13684127941909
s20c7_,b'177_5',spalin-divide-beta7,176.0,1.0
s20c7_,b'216_5',spalin-divide-beta7,39.0,163.8731587215753
s20c7_,b'216_4',spalin-divide-beta7,39.0,163.8731587215753
s20c7_,b'216_1',spalin-divide-beta7,215.0,164.873158720581
s20c7_,b'1_1',spalin-divide-beta10,0.0,50.1400662950712
s20c7_,b'177_5',spalin-divide-beta10,176.0,1.0
s20c7_,b'216_5',spalin-divide-beta10,39.0,163.86993370496816
s20c7_,b'216_4',spalin-divide-beta10,39.0,163.86993370496816
s20c7_,b'216_1',spalin-divide-beta10,215.0,164.86993370492897
s20c7_,b'1_1',spalin_spatialonly,0.0,121.99503689594646
s20c7_,b'177_5',spalin_spatialonly,176.0,42.45406137093168
s20c7_,b'216_5',spalin_spatialonly,39.0,50.54092820834043
s20c7_,b'216_4',spalin_spatialonly,39.0,50.54092820834043
s20c7_,b'216_1',spalin_spatialonly,215.0,92.99498957927212
s20c7_,b'1_1',spalin-divide-beta5_spatialonly,0.0,134.66652613613851
s20c7_,b'177_5',spalin-divide-beta5_spatialonly,176.0,44.47112849684056
s20c7_,b'216_5',spalin-divide-beta5_spatialonly,39.0,35.85600498027596
s20c7_,b'216_4',spalin-divide-beta5_spatialonly,39.0,35.85600498027596
s20c7_,b'216_1',spalin-divide-beta5_spatialonly,215.0,80.32713347711652
s20c1_,b'103_1',problin,102.0,21.561685840230965
s20c1_,b'147_3',problin,44.0,58.268332419268326
s20c1_,b'190_5',problin,43.0,134.17998176716023
s20c1_,b'216_9',problin,26.0,1.0000000028551048
s20c1_,b'216_8',problin,26.0,1.0000000028551048
s20c1_,b'185_6',problin,38.0,1.0000000038723584
s20c1_,b'216_11',problin,31.0,134.17998176614296
s20c1_,b'216_10',problin,31.0,134.17998176614296
s20c1_,b'136_1',problin,33.0,1.0000000040671948
s20c1_,b'216_7',problin,80.0,192.44831418521647
s20c1_,b'174_1',problin,38.0,1.000000003252785
s20c1_,b'210_2',problin,36.0,1.0
s20c1_,b'216_4',problin,6.0,190.44831418623264
s20c1_,b'216_3',problin,6.0,190.44831418623264
s20c1_,b'210_1',problin,36.0,133.54427538071263
s20c1_,b'216_2',problin,6.0,57.90403880125106
s20c1_,b'216_1',problin,6.0,57.90403880125106
s20c1_,b'103_1',spalin,102.0,21.749180400527955
s20c1_,b'147_3',spalin,44.0,59.26726932418053
s20c1_,b'190_5',spalin,43.0,110.73338246607089
s20c1_,b'216_9',spalin,26.0,23.26016786417156
s20c1_,b'216_8',spalin,26.0,23.26016786417156
s20c1_,b'185_6',spalin,38.0,1.0
s20c1_,b'216_11',spalin,31.0,132.99355033121418
s20c1_,b'216_10',spalin,31.0,132.99355033121418
s20c1_,b'136_1',spalin,33.0,1.0
s20c1_,b'216_7',spalin,80.0,192.26081969159046
s20c1_,b'174_1',spalin,38.0,1.0
s20c1_,b'210_2',spalin,36.0,1.0
s20c1_,b'216_4',spalin,6.0,190.26081974886873
s20c1_,b'216_3',spalin,6.0,190.26081974886873
s20c1_,b'210_1',spalin,36.0,140.83393050625332
s20c1_,b'216_2',spalin,6.0,50.42688919269884
s20c1_,b'216_1',spalin,6.0,50.42688919269884
s20c1_,b'103_1',spalin-divide-beta1,102.0,21.746326381582765
s20c1_,b'147_3',spalin-divide-beta1,44.0,59.359319075294714
s20c1_,b'190_5',spalin-divide-beta1,43.0,111.24942596505741
s20c1_,b'216_9',spalin-divide-beta1,26.0,22.654928578064148
s20c1_,b'216_8',spalin-divide-beta1,26.0,22.654928578064148
s20c1_,b'185_6',spalin-divide-beta1,38.0,1.0000000001526317
s20c1_,b'216_11',spalin-divide-beta1,31.0,132.90435454296895
s20c1_,b'216_10',spalin-divide-beta1,31.0,132.90435454296895
s20c1_,b'136_1',spalin-divide-beta1,33.0,1.0000000000208578
s20c1_,b'216_7',spalin-divide-beta1,80.0,192.26367361839544
s20c1_,b'174_1',spalin-divide-beta1,38.0,1.0000000002606377
s20c1_,b'210_2',spalin-divide-beta1,36.0,1.0000000007491117
s20c1_,b'216_4',spalin-divide-beta1,6.0,190.26367361738568
s20c1_,b'216_3',spalin-divide-beta1,6.0,190.26367361738568
s20c1_,b'210_1',spalin-divide-beta1,36.0,141.713851048376
s20c1_,b'216_2',spalin-divide-beta1,6.0,49.54982256975879
s20c1_,b'216_1',spalin-divide-beta1,6.0,49.54982256975879
s20c1_,b'103_1',spalin-divide-beta3,102.0,21.727457221161853
s20c1_,b'147_3',spalin-divide-beta3,44.0,59.615175425530644
s20c1_,b'190_5',spalin-divide-beta3,43.0,112.48132264270754
s20c1_,b'216_9',spalin-divide-beta3,26.0,21.18604471508288
s20c1_,b'216_8',spalin-divide-beta3,26.0,21.18604471508288
s20c1_,b'185_6',spalin-divide-beta3,38.0,1.0
s20c1_,b'216_11',spalin-divide-beta3,31.0,132.66736737113723
s20c1_,b'216_10',spalin-divide-beta3,31.0,132.66736737113723
s20c1_,b'136_1',spalin-divide-beta3,33.0,1.0
s20c1_,b'216_7',spalin-divide-beta3,80.0,192.2825428294385
s20c1_,b'174_1',spalin-divide-beta3,38.0,1.0000000005669551
s20c1_,b'210_2',spalin-divide-beta3,36.0,1.0
s20c1_,b'216_4',spalin-divide-beta3,6.0,190.2825428495377
s20c1_,b'216_3',spalin-divide-beta3,6.0,190.2825428495377
s20c1_,b'210_1',spalin-divide-beta3,36.0,143.81961469896598
s20c1_,b'216_2',spalin-divide-beta3,6.0,47.46292812990558
s20c1_,b'216_1',spalin-divide-beta3,6.0,47.46292812990558
s20c1_,b'103_1',spalin-divide-beta5,102.0,21.70682931931303
s20c1_,b'147_3',spalin-divide-beta5,44.0,60.00031162730432
s20c1_,b'190_5',spalin-divide-beta5,43.0,114.06112740215875
s20c1_,b'216_9',spalin-divide-beta5,26.0,19.241731651224157
s20c1_,b'216_8',spalin-divide-beta5,26.0,19.241731651224157
s20c1_,b'185_6',spalin-divide-beta5,38.0,1.000000022717795
s20c1_,b'216_11',spalin-divide-beta5,31.0,132.3028590306651
s20c1_,b'216_10',spalin-divide-beta5,31.0,132.3028590306651
s20c1_,b'136_1',spalin-divide-beta5,33.0,1.0000000017796165
s20c1_,b'216_7',spalin-divide-beta5,80.0,192.3031706789076
s20c1_,b'174_1',spalin-divide-beta5,38.0,1.0000000005956435
s20c1_,b'210_2',spalin-divide-beta5,36.0,1.0000000134764544
s20c1_,b'216_4',spalin-divide-beta5,6.0,190.3031706648355
s20c1_,b'216_3',spalin-divide-beta5,6.0,190.3031706648355
s20c1_,b'210_1',spalin-divide-beta5,36.0,146.53750215007366
s20c1_,b'216_2',spalin-divide-beta5,6.0,44.765668528238294
s20c1_,b'216_1',spalin-divide-beta5,6.0,44.765668528238294
s20c1_,b'103_1',spalin-divide-beta7,102.0,21.675772728158766
s20c1_,b'147_3',spalin-divide-beta7,44.0,60.58823921893495
s20c1_,b'190_5',spalin-divide-beta7,43.0,116.16784737065665
s20c1_,b'216_9',spalin-divide-beta7,26.0,16.578140682248016
s20c1_,b'216_8',spalin-divide-beta7,26.0,16.578140682248016
s20c1_,b'185_6',spalin-divide-beta7,38.0,1.0000000000098814
s20c1_,b'216_11',spalin-divide-beta7,31.0,131.74598805289477
s20c1_,b'216_10',spalin-divide-beta7,31.0,131.74598805289477
s20c1_,b'136_1',spalin-divide-beta7,33.0,1.0
s20c1_,b'216_7',spalin-divide-beta7,80.0,192.33422727187647
s20c1_,b'174_1',spalin-divide-beta7,38.0,1.0
s20c1_,b'210_2',spalin-divide-beta7,36.0,1.0000000000217875
s20c1_,b'216_4',spalin-divide-beta7,6.0,190.33422727188898
s20c1_,b'216_3',spalin-divide-beta7,6.0,190.33422727188898
s20c1_,b'210_1',spalin-divide-beta7,36.0,150.14719520695488
s20c1_,b'216_2',spalin-divide-beta7,6.0,41.18703206495591
s20c1_,b'216_1',spalin-divide-beta7,6.0,41.18703206495591
s20c1_,b'103_1',spalin-divide-beta10,102.0,21.586496460385288
s20c1_,b'147_3',spalin-divide-beta10,44.0,62.098032668578874
s20c1_,b'190_5',spalin-divide-beta10,43.0,121.04894402674904
s20c1_,b'216_9',spalin-divide-beta10,26.0,10.276526844295752
s20c1_,b'216_8',spalin-divide-beta10,26.0,10.276526844295752
s20c1_,b'185_6',spalin-divide-beta10,38.0,1.0000000014569803
s20c1_,b'216_11',spalin-divide-beta10,31.0,130.32547086958783
s20c1_,b'216_10',spalin-divide-beta10,31.0,130.32547086958783
s20c1_,b'136_1',spalin-divide-beta10,33.0,1.0000000004865033
s20c1_,b'216_7',spalin-divide-beta10,80.0,192.4235035391372
s20c1_,b'174_1',spalin-divide-beta10,38.0,1.0
s20c1_,b'210_2',spalin-divide-beta10,36.0,1.0
s20c1_,b'216_4',spalin-divide-beta10,6.0,190.42350354329352
s20c1_,b'216_3',spalin-divide-beta10,6.0,190.42350354329352
s20c1_,b'210_1',spalin-divide-beta10,36.0,157.68492794287795
s20c1_,b'216_2',spalin-divide-beta10,6.0,33.738575596752526
s20c1_,b'216_1',spalin-divide-beta10,6.0,33.738575596752526
s20c1_,b'103_1',spalin_spatialonly,102.0,116.34796313486193
s20c1_,b'147_3',spalin_spatialonly,44.0,35.139816911031474
s20c1_,b'190_5',spalin_spatialonly,43.0,44.75221477292172
s20c1_,b'216_9',spalin_spatialonly,26.0,18.764443621156506
s20c1_,b'216_8',spalin_spatialonly,26.0,18.764443621156506
s20c1_,b'185_6',spalin_spatialonly,38.0,42.209758574745386
s20c1_,b'216_11',spalin_spatialonly,31.0,21.306899819332845
s20c1_,b'216_10',spalin_spatialonly,31.0,21.306899819332845
s20c1_,b'136_1',spalin_spatialonly,33.0,29.824432706215738
s20c1_,b'216_7',spalin_spatialonly,80.0,68.83204259889396
s20c1_,b'174_1',spalin_spatialonly,38.0,24.048275589336413
s20c1_,b'210_2',spalin_spatialonly,36.0,33.23234966567506
s20c1_,b'216_4',spalin_spatialonly,6.0,11.551417343882488
s20c1_,b'216_3',spalin_spatialonly,6.0,11.551417343882488
s20c1_,b'210_1',spalin_spatialonly,36.0,30.17675897303172
s20c1_,b'216_2',spalin_spatialonly,6.0,14.60700803652583
s20c1_,b'216_1',spalin_spatialonly,6.0,14.60700803652583
s20c1_,b'103_1',spalin-divide-beta5_spatialonly,102.0,123.8142516595439
s20c1_,b'147_3',spalin-divide-beta5_spatialonly,44.0,33.00695373801412
s20c1_,b'190_5',spalin-divide-beta5_spatialonly,43.0,46.117110173113296
s20c1_,b'216_9',spalin-divide-beta5_spatialonly,26.0,12.054186537562359
s20c1_,b'216_8',spalin-divide-beta5_spatialonly,26.0,12.054186537562359
s20c1_,b'185_6',spalin-divide-beta5_spatialonly,38.0,44.857906326338124
s20c1_,b'216_11',spalin-divide-beta5_spatialonly,31.0,13.313390384337525
s20c1_,b'216_10',spalin-divide-beta5_spatialonly,31.0,13.313390384337525
s20c1_,b'136_1',spalin-divide-beta5_spatialonly,33.0,29.526175084072793
s20c1_,b'216_7',spalin-divide-beta5_spatialonly,80.0,61.65207536461697
s20c1_,b'174_1',spalin-divide-beta5_spatialonly,38.0,24.663758663735198
s20c1_,b'210_2',spalin-divide-beta5_spatialonly,36.0,32.108562931932845
s20c1_,b'216_4',spalin-divide-beta5_spatialonly,6.0,4.879753768948929
s20c1_,b'216_3',spalin-divide-beta5_spatialonly,6.0,4.879753768948929
s20c1_,b'210_1',spalin-divide-beta5_spatialonly,36.0,29.198290877818874
s20c1_,b'216_2',spalin-divide-beta5_spatialonly,6.0,7.790025823062904
s20c1_,b'216_1',spalin-divide-beta5_spatialonly,6.0,7.790025823062904
s20c6_,b'1_1',problin,0.0,1.0
s20c6_,b'47_1',problin,46.0,1.0
s20c6_,b'156_1',problin,109.0,35.60353614382141
s20c6_,b'210_3',problin,54.0,149.95324873018086
s20c6_,b'216_4',problin,6.0,27.45321495957479
s20c6_,b'216_3',problin,6.0,27.45321495957479
s20c6_,b'201_1',problin,45.0,97.22360784450991
s20c6_,b'216_2',problin,15.0,80.18285584524573
s20c6_,b'216_1',problin,15.0,80.18285584524573
s20c6_,b'104_3',problin,57.0,69.0116117759192
s20c6_,b'166_5',problin,62.0,82.56083395557957
s20c6_,b'216_9',problin,50.0,61.43755410207826
s20c6_,b'216_8',problin,50.0,61.43755410207826
s20c6_,b'157_6',problin,53.0,56.806759225301974
s20c6_,b'216_11',problin,59.0,87.19162883235585
s20c6_,b'216_10',problin,59.0,87.19162883235585
s20c6_,b'46_2',problin,45.0,12.718456905597325
s20c6_,b'176_10',problin,130.0,145.22929232041275
s20c6_,b'216_13',problin,40.0,56.06225054555107
s20c6_,b'216_12',problin,40.0,56.06225054555107
s20c6_,b'89_4',problin,43.0,88.63759970480113
s20c6_,b'216_16',problin,127.0,112.6539431611627
s20c6_,b'216_19',problin,127.0,112.6539431611627
s20c6_,b'1_1',spalin,0.0,1.00000000910517
s20c6_,b'47_1',spalin,46.0,1.0
s20c6_,b'156_1',spalin,109.0,47.80093877947608
s20c6_,b'210_3',spalin,54.0,138.66402600706664
s20c6_,b'216_4',spalin,6.0,26.545035226457756
s20c6_,b'216_3',spalin,6.0,26.545035226457756
s20c6_,b'201_1',spalin,45.0,107.51281843947591
s20c6_,b'216_2',spalin,15.0,57.696242794048516
s20c6_,b'216_1',spalin,15.0,57.696242794048516
s20c6_,b'104_3',spalin,57.0,93.52341025966689
s20c6_,b'166_5',spalin,62.0,78.16998667749424
s20c6_,b'216_9',spalin,50.0,41.316603075839375
s20c6_,b'216_8',spalin,50.0,41.316603075839375
s20c6_,b'157_6',spalin,53.0,53.007695619955264
s20c6_,b'216_11',spalin,59.0,66.47889413337833
s20c6_,b'216_10',spalin,59.0,66.47889413337833
s20c6_,b'46_2',spalin,45.0,11.351778984201617
s20c6_,b'176_10',spalin,130.0,112.11024980321929
s20c6_,b'216_13',spalin,40.0,90.54797122548709
s20c6_,b'216_12',spalin,40.0,90.54797122548709
s20c6_,b'89_4',spalin,43.0,72.71309341894536
s20c6_,b'216_16',spalin,127.0,129.94512760976104
s20c6_,b'216_19',spalin,127.0,129.94512760976104
s20c6_,b'1_1',spalin-divide-beta1,0.0,1.0000000118206465
s20c6_,b'47_1',spalin-divide-beta1,46.0,1.0
s20c6_,b'156_1',spalin-divide-beta1,109.0,49.26581285313144
s20c6_,b'210_3',spalin-divide-beta1,54.0,138.91285137717358
s20c6_,b'216_4',spalin-divide-beta1,6.0,24.831335789857167
s20c6_,b'216_3',spalin-divide-beta1,6.0,24.831335789857167
s20c6_,b'201_1',spalin-divide-beta1,45.0,107.30823730540757
s20c6_,b'216_2',spalin-divide-beta1,15.0,56.435949861623186
s20c6_,b'216_1',spalin-divide-beta1,15.0,56.435949861623186
s20c6_,b'104_3',spalin-divide-beta1,57.0,94.8521895680889
s20c6_,b'166_5',spalin-divide-beta1,62.0,78.54560306813757
s20c6_,b'216_9',spalin-divide-beta1,50.0,39.61220738393569
s20c6_,b'216_8',spalin-divide-beta1,50.0,39.61220738393569
s20c6_,b'157_6',spalin-divide-beta1,53.0,53.10722379800213
s20c6_,b'216_11',spalin-divide-beta1,59.0,65.05058665407114
s20c6_,b'216_10',spalin-divide-beta1,59.0,65.05058665407114
s20c6_,b'46_2',spalin-divide-beta1,45.0,11.148406129781478
s20c6_,b'176_10',spalin-divide-beta1,130.0,111.22078005411282
s20c6_,b'216_13',spalin-divide-beta1,40.0,91.64081379382135
s20c6_,b'216_12',spalin-divide-beta1,40.0,91.64081379382135
s20c6_,b'89_4',spalin-divide-beta1,43.0,72.02658560731818
s20c6_,b'216_16',spalin-divide-beta1,127.0,130.835008240616
s20c6_,b'216_19',spalin-divide-beta1,127.0,130.835008240616
s20c6_,b'1_1',spalin-divide-beta3,0.0,1.0
s20c6_,b'47_1',spalin-divide-beta3,46.0,1.0000000015768613
s20c6_,b'156_1',spalin-divide-beta3,109.0,52.438157410663464
s20c6_,b'210_3',spalin-divide-beta3,54.0,139.91203749161969
s20c6_,b'216_4',spalin-divide-beta3,6.0,20.6598051522344
s20c6_,b'216_3',spalin-divide-beta3,6.0,20.6598051522344
s20c6_,b'201_1',spalin-divide-beta3,45.0,107.12244574605698
s20c6_,b'216_2',spalin-divide-beta3,15.0,53.44939689779709
s20c6_,b'216_1',spalin-divide-beta3,15.0,53.44939689779709
s20c6_,b'104_3',spalin-divide-beta3,57.0,98.58267435377617
s20c6_,b'166_5',spalin-divide-beta3,62.0,78.46874318761058
s20c6_,b'216_9',spalin-divide-beta3,50.0,35.95858251313079
s20c6_,b'216_8',spalin-divide-beta3,50.0,35.95858251313079
s20c6_,b'157_6',spalin-divide-beta3,53.0,53.30151997490477
s20c6_,b'216_11',spalin-divide-beta3,59.0,61.12580572583661
s20c6_,b'216_10',spalin-divide-beta3,59.0,61.12580572583661
s20c6_,b'46_2',spalin-divide-beta3,45.0,10.876178572813195
s20c6_,b'176_10',spalin-divide-beta3,130.0,108.06761377463708
s20c6_,b'216_13',spalin-divide-beta3,40.0,95.06620770864416
s20c6_,b'216_12',spalin-divide-beta3,40.0,95.06620770864416
s20c6_,b'89_4',spalin-divide-beta3,43.0,70.3093787742507
s20c6_,b'216_16',spalin-divide-beta3,127.0,132.82444270903054
s20c6_,b'216_19',spalin-divide-beta3,127.0,132.82444270903054
s20c6_,b'1_1',spalin-divide-beta5,0.0,1.0000000104837505
s20c6_,b'47_1',spalin-divide-beta5,46.0,1.0
s20c6_,b'156_1',spalin-divide-beta5,109.0,56.810270561848526
s20c6_,b'210_3',spalin-divide-beta5,54.0,141.15632819813243
s20c6_,b'216_4',spalin-divide-beta5,6.0,15.043401144611044
s20c6_,b'216_3',spalin-divide-beta5,6.0,15.043401144611044
s20c6_,b'201_1',spalin-divide-beta5,45.0,105.37345256632304
s20c6_,b'216_2',spalin-divide-beta5,15.0,50.82627677642045
s20c6_,b'216_1',spalin-divide-beta5,15.0,50.82627677642045
s20c6_,b'104_3',spalin-divide-beta5,57.0,102.30999347845416
s20c6_,b'166_5',spalin-divide-beta5,62.0,78.80140963667458
s20c6_,b'216_9',spalin-divide-beta5,50.0,31.89859678946326
s20c6_,b'216_8',spalin-divide-beta5,50.0,31.89859678946326
s20c6_,b'157_6',spalin-divide-beta5,53.0,53.328864247219954
s20c6_,b'216_11',spalin-divide-beta5,59.0,57.37114217891789
s20c6_,b'216_10',spalin-divide-beta5,59.0,57.37114217891789
s20c6_,b'46_2',spalin-divide-beta5,45.0,10.550984618066751
s20c6_,b'176_10',spalin-divide-beta5,130.0,105.04535669124228
s20c6_,b'216_13',spalin-divide-beta5,40.0,98.41365858678924
s20c6_,b'216_12',spalin-divide-beta5,40.0,98.41365858678924
s20c6_,b'89_4',spalin-divide-beta5,43.0,68.95776129774842
s20c6_,b'216_16',spalin-divide-beta5,127.0,134.50125398028308
s20c6_,b'216_19',spalin-divide-beta5,127.0,134.50125398028308
s20c6_,b'1_1',spalin-divide-beta7,0.0,1.0000000000078917
s20c6_,b'47_1',spalin-divide-beta7,46.0,1.0
s20c6_,b'156_1',spalin-divide-beta7,109.0,62.53430551137722
s20c6_,b'210_3',spalin-divide-beta7,54.0,143.0663982881624
s20c6_,b'216_4',spalin-divide-beta7,6.0,7.409296200460738
s20c6_,b'216_3',spalin-divide-beta7,6.0,7.409296200460738
s20c6_,b'201_1',spalin-divide-beta7,45.0,100.69365083420597
s20c6_,b'216_2',spalin-divide-beta7,15.0,49.78204365441717
s20c6_,b'216_1',spalin-divide-beta7,15.0,49.78204365441717
s20c6_,b'104_3',spalin-divide-beta7,57.0,105.09662729566706
s20c6_,b'166_5',spalin-divide-beta7,62.0,78.71295546807276
s20c6_,b'216_9',spalin-divide-beta7,50.0,29.200417236260563
s20c6_,b'216_8',spalin-divide-beta7,50.0,29.200417236260563
s20c6_,b'157_6',spalin-divide-beta7,53.0,54.04634650350436
s20c6_,b'216_11',spalin-divide-beta7,59.0,53.86702620082896
s20c6_,b'216_10',spalin-divide-beta7,59.0,53.86702620082896
s20c6_,b'46_2',spalin-divide-beta7,45.0,10.401256828645352
s20c6_,b'176_10',spalin-divide-beta7,130.0,102.19197631405818
s20c6_,b'216_13',spalin-divide-beta7,40.0,101.41676685728861
s20c6_,b'216_12',spalin-divide-beta7,40.0,101.41676685728861
s20c6_,b'89_4',spalin-divide-beta7,43.0,67.47374310748582
s20c6_,b'216_16',spalin-divide-beta7,127.0,136.13500006386096
s20c6_,b'216_19',spalin-divide-beta7,127.0,136.13500006386096
s20c6_,b'1_1',spalin-divide-beta10,0.0,1.0000000103165794
s20c6_,b'47_1',spalin-divide-beta10,46.0,1.0000000051110107
s20c6_,b'156_1',spalin-divide-beta10,109.0,65.69944148665877
s20c6_,b'210_3',spalin-divide-beta10,54.0,139.1199028566833
s20c6_,b'216_4',spalin-divide-beta10,6.0,8.190655667504869
s20c6_,b'216_3',spalin-divide-beta10,6.0,8.190655667504869
s20c6_,b'201_1',spalin-divide-beta10,45.0,90.73907033071374
s20c6_,b'216_2',spalin-divide-beta10,15.0,56.57148819347442
s20c6_,b'216_1',spalin-divide-beta10,15.0,56.57148819347442
s20c6_,b'104_3',spalin-divide-beta10,57.0,100.04077007632489
s20c6_,b'166_5',spalin-divide-beta10,62.0,76.06491133104258
s20c6_,b'216_9',spalin-divide-beta10,50.0,36.90431860347947
s20c6_,b'216_8',spalin-divide-beta10,50.0,36.90431860347947
s20c6_,b'157_6',spalin-divide-beta10,53.0,56.43483039239529
s20c6_,b'216_11',spalin-divide-beta10,59.0,56.53439954212674
s20c6_,b'216_10',spalin-divide-beta10,59.0,56.53439954212674
s20c6_,b'46_2',spalin-divide-beta10,45.0,11.214548668052425
s20c6_,b'176_10',spalin-divide-beta10,130.0,103.36489540470454
s20c6_,b'216_13',spalin-divide-beta10,40.0,99.43055594320099
s20c6_,b'216_12',spalin-divide-beta10,40.0,99.43055594320099
s20c6_,b'89_4',spalin-divide-beta10,43.0,69.49724147032312
s20c6_,b'216_16',spalin-divide-beta10,127.0,133.2982098775824
s20c6_,b'216_19',spalin-divide-beta10,127.0,133.2982098775824
s20c6_,b'1_1',spalin_spatialonly,0.0,113.53424395480721
s20c6_,b'47_1',spalin_spatialonly,46.0,1.0000000000000027
s20c6_,b'156_1',spalin_spatialonly,109.0,65.1513292517361
s20c6_,b'210_3',spalin_spatialonly,54.0,24.109685081683676
s20c6_,b'216_4',spalin_spatialonly,6.0,11.209809612362509
s20c6_,b'216_3',spalin_spatialonly,6.0,11.209809612362509
s20c6_,b'201_1',spalin_spatialonly,45.0,30.091836276847065
s20c6_,b'216_2',spalin_spatialonly,15.0,5.227658417199121
s20c6_,b'216_1',spalin_spatialonly,15.0,5.227658417199121
s20c6_,b'104_3',spalin_spatialonly,57.0,89.11522657902698
s20c6_,b'166_5',spalin_spatialonly,62.0,4.524249056021923
s20c6_,b'216_9',spalin_spatialonly,50.0,6.831348310733376
s20c6_,b'216_8',spalin_spatialonly,50.0,6.831348310733376
s20c6_,b'157_6',spalin_spatialonly,53.0,1.3307797782976247
s20c6_,b'216_11',spalin_spatialonly,59.0,10.024817588457674
s20c6_,b'216_10',spalin_spatialonly,59.0,10.024817588457674
s20c6_,b'46_2',spalin_spatialonly,45.0,1.0000000000000142
s20c6_,b'176_10',spalin_spatialonly,130.0,14.027058367753312
s20c6_,b'216_13',spalin_spatialonly,40.0,86.44376557802897
s20c6_,b'216_12',spalin_spatialonly,40.0,86.44376557802897
s20c6_,b'89_4',spalin_spatialonly,43.0,1.0000000000000044
s20c6_,b'216_16',spalin_spatialonly,127.0,99.47082394578227
s20c6_,b'216_19',spalin_spatialonly,127.0,99.47082394578227
s20c6_,b'1_1',spalin-divide-beta5_spatialonly,0.0,1.0000000000000184
s20c6_,b'47_1',spalin-divide-beta5_spatialonly,46.0,1.000000000000023
s20c6_,b'156_1',spalin-divide-beta5_spatialonly,109.0,163.63760991393752
s20c6_,b'210_3',spalin-divide-beta5_spatialonly,54.0,42.44525653653128
s20c6_,b'216_4',spalin-divide-beta5_spatialonly,6.0,6.92713354953112
s20c6_,b'216_3',spalin-divide-beta5_spatialonly,6.0,6.92713354953112
s20c6_,b'201_1',spalin-divide-beta5_spatialonly,45.0,48.37239008606241
s20c6_,b'216_2',spalin-divide-beta5_spatialonly,15.0,1.0
s20c6_,b'216_1',spalin-divide-beta5_spatialonly,15.0,1.0
s20c6_,b'104_3',spalin-divide-beta5_spatialonly,57.0,208.07850279452336
s20c6_,b'166_5',spalin-divide-beta5_spatialonly,62.0,2.2471835727423026
s20c6_,b'216_9',spalin-divide-beta5_spatialonly,50.0,2.684313632734252
s20c6_,b'216_8',spalin-divide-beta5_spatialonly,50.0,2.684313632734252
s20c6_,b'157_6',spalin-divide-beta5_spatialonly,53.0,1.0
s20c6_,b'216_11',spalin-divide-beta5_spatialonly,59.0,3.931497205476555
s20c6_,b'216_10',spalin-divide-beta5_spatialonly,59.0,3.931497205476555
s20c6_,b'46_2',spalin-divide-beta5_spatialonly,45.0,1.0000000000000202
s20c6_,b'176_10',spalin-divide-beta5_spatialonly,130.0,1.0
s20c6_,b'216_13',spalin-divide-beta5_spatialonly,40.0,212.00999999999993
s20c6_,b'216_12',spalin-divide-beta5_spatialonly,40.0,212.00999999999993
s20c6_,b'89_4',spalin-divide-beta5_spatialonly,43.0,1.0
s20c6_,b'216_16',spalin-divide-beta5_spatialonly,127.0,212.00999999999993
s20c6_,b'216_19',spalin-divide-beta5_spatialonly,127.0,212.00999999999993
s13c3_,b'41_1',problin,40.0,1.0000000009680066
s13c3_,b'105_3',problin,64.0,212.01000000110415
s13c3_,b'216_9',problin,111.0,2.0000000051337095
s13c3_,b'149_6',problin,44.0,1.0000000034364795
s13c3_,b'216_12',problin,67.0,1.00000000169723
s13c3_,b'216_11',problin,67.0,1.00000000169723
s13c3_,b'85_1',problin,44.0,1.0000000014336357
s13c3_,b'184_1',problin,99.0,121.23096744657552
s13c3_,b'216_2',problin,32.0,91.77903255822872
s13c3_,b'216_1',problin,32.0,91.77903255822872
s13c3_,b'131_2',problin,46.0,38.577800640973244
s13c3_,b'181_5',problin,50.0,1.0000000001885285
