experiment,cell_name,method,trueBrlen,estBrlen,character
s3c3,b'77_1',spalin-divide-beta3,76.0,100.50064063618665,k10_r2_
s3c3,b'136_1',spalin-divide-beta3,59.0,79.70552841270572,k10_r2_
s3c3,b'188_3',spalin-divide-beta3,52.0,22.624807684423313,k10_r2_
s3c3,b'216_4',spalin-divide-beta3,28.0,12.179023267699893,k10_r2_
s3c3,b'216_3',spalin-divide-beta3,28.0,12.179023267699893,k10_r2_
s3c3,b'187_1',spalin-divide-beta3,51.0,1.0000000006589669,k10_r2_
s3c3,b'216_2',spalin-divide-beta3,29.0,33.80383095146424,k10_r2_
s3c3,b'216_1',spalin-divide-beta3,29.0,33.80383095146424,k10_r2_
s3c3,b'126_2',spalin-divide-beta3,49.0,39.98949130726416,k10_r2_
s3c3,b'177_5',spalin-divide-beta3,51.0,47.94860540542907,k10_r2_
s3c3,b'216_10',spalin-divide-beta3,39.0,26.571262652135687,k10_r2_
s3c3,b'216_9',spalin-divide-beta3,39.0,26.571262652135687,k10_r2_
s3c3,b'169_3',spalin-divide-beta3,43.0,52.52934865382799,k10_r2_
s3c3,b'207_7',spalin-divide-beta3,38.0,1.0,k10_r2_
s3c3,b'216_8',spalin-divide-beta3,9.0,20.990519403918555,k10_r2_
s3c3,b'216_7',spalin-divide-beta3,9.0,20.990519403918555,k10_r2_
s3c3,b'205_5',spalin-divide-beta3,36.0,1.0,k10_r2_
s3c3,b'216_6',spalin-divide-beta3,11.0,20.990519404391872,k10_r2_
s3c3,b'216_5',spalin-divide-beta3,11.0,20.990519404391872,k10_r2_
s3c3,b'77_1',spalin-divide-beta5,76.0,99.17072528462438,k10_r2_
s3c3,b'136_1',spalin-divide-beta5,59.0,83.80744879106895,k10_r2_
s3c3,b'188_3',spalin-divide-beta5,52.0,21.443727306717957,k10_r2_
s3c3,b'216_4',spalin-divide-beta5,28.0,10.588098617588086,k10_r2_
s3c3,b'216_3',spalin-divide-beta5,28.0,10.588098617588086,k10_r2_
s3c3,b'187_1',spalin-divide-beta5,51.0,1.000000000013483,k10_r2_
s3c3,b'216_2',spalin-divide-beta5,29.0,31.03182592429256,k10_r2_
s3c3,b'216_1',spalin-divide-beta5,29.0,31.03182592429256,k10_r2_
s3c3,b'126_2',spalin-divide-beta5,49.0,40.297406545513674,k10_r2_
s3c3,b'177_5',spalin-divide-beta5,51.0,50.358651773188704,k10_r2_
s3c3,b'216_10',spalin-divide-beta5,39.0,25.183216396672623,k10_r2_
s3c3,b'216_9',spalin-divide-beta5,39.0,25.183216396672623,k10_r2_
s3c3,b'169_3',spalin-divide-beta5,43.0,53.767553739947104,k10_r2_
s3c3,b'207_7',spalin-divide-beta5,38.0,1.0,k10_r2_
s3c3,b'216_8',spalin-divide-beta5,9.0,20.774314429967887,k10_r2_
s3c3,b'216_7',spalin-divide-beta5,9.0,20.774314429967887,k10_r2_
s3c3,b'205_5',spalin-divide-beta5,36.0,1.0,k10_r2_
s3c3,b'216_6',spalin-divide-beta5,11.0,20.77431442993524,k10_r2_
s3c3,b'216_5',spalin-divide-beta5,11.0,20.77431442993524,k10_r2_
s3c3,b'77_1',spalin-divide-beta7,76.0,97.80066115896959,k10_r2_
s3c3,b'136_1',spalin-divide-beta7,59.0,90.9959046940529,k10_r2_
s3c3,b'188_3',spalin-divide-beta7,52.0,18.78756648622889,k10_r2_
s3c3,b'216_4',spalin-divide-beta7,28.0,7.425867660749868,k10_r2_
s3c3,b'216_3',spalin-divide-beta7,28.0,7.425867660749868,k10_r2_
s3c3,b'187_1',spalin-divide-beta7,51.0,1.0,k10_r2_
s3c3,b'216_2',spalin-divide-beta7,29.0,25.21343414702896,k10_r2_
s3c3,b'216_1',spalin-divide-beta7,29.0,25.21343414702896,k10_r2_
s3c3,b'126_2',spalin-divide-beta7,49.0,40.43223716871828,k10_r2_
s3c3,b'177_5',spalin-divide-beta7,51.0,54.8391892003841,k10_r2_
s3c3,b'216_10',spalin-divide-beta7,39.0,21.93791247192928,k10_r2_
s3c3,b'216_9',spalin-divide-beta7,39.0,21.93791247192928,k10_r2_
s3c3,b'169_3',spalin-divide-beta7,43.0,53.868848311853135,k10_r2_
s3c3,b'207_7',spalin-divide-beta7,38.0,1.0,k10_r2_
s3c3,b'216_8',spalin-divide-beta7,9.0,21.908253360767638,k10_r2_
s3c3,b'216_7',spalin-divide-beta7,9.0,21.908253360767638,k10_r2_
s3c3,b'205_5',spalin-divide-beta7,36.0,1.0,k10_r2_
s3c3,b'216_6',spalin-divide-beta7,11.0,21.90825336046504,k10_r2_
s3c3,b'216_5',spalin-divide-beta7,11.0,21.90825336046504,k10_r2_
s3c3,b'77_1',spalin-divide-beta10,76.0,86.92331012013683,k10_r2_
s3c3,b'136_1',spalin-divide-beta10,59.0,118.73598435225811,k10_r2_
s3c3,b'188_3',spalin-divide-beta10,52.0,8.350705527613265,k10_r2_
s3c3,b'216_4',spalin-divide-beta10,28.0,1.0000000000018943,k10_r2_
s3c3,b'216_3',spalin-divide-beta10,28.0,1.0000000000018943,k10_r2_
s3c3,b'187_1',spalin-divide-beta10,51.0,1.0000000000071383,k10_r2_
s3c3,b'216_2',spalin-divide-beta10,29.0,8.35070552760802,k10_r2_
s3c3,b'216_1',spalin-divide-beta10,29.0,8.35070552760802,k10_r2_
s3c3,b'126_2',spalin-divide-beta10,49.0,36.103188858716095,k10_r2_
s3c3,b'177_5',spalin-divide-beta10,51.0,85.23466948888868,k10_r2_
s3c3,b'216_10',spalin-divide-beta10,39.0,6.748831532268491,k10_r2_
s3c3,b'216_9',spalin-divide-beta10,39.0,6.748831532268491,k10_r2_
s3c3,b'169_3',spalin-divide-beta10,43.0,38.83362590822603,k10_r2_
s3c3,b'207_7',spalin-divide-beta10,38.0,26.472621030527755,k10_r2_
s3c3,b'216_8',spalin-divide-beta10,9.0,26.677254082403397,k10_r2_
s3c3,b'216_7',spalin-divide-beta10,9.0,26.677254082403397,k10_r2_
s3c3,b'205_5',spalin-divide-beta10,36.0,34.43788917409941,k10_r2_
s3c3,b'216_6',spalin-divide-beta10,11.0,18.711985938831738,k10_r2_
s3c3,b'216_5',spalin-divide-beta10,11.0,18.711985938831738,k10_r2_
s3c3,b'77_1',problin,76.0,34.88575574899408,k10_r3_
s3c3,b'136_1',problin,59.0,53.82788177880999,k10_r3_
s3c3,b'188_3',problin,52.0,97.59447586395235,k10_r3_
s3c3,b'216_4',problin,28.0,28.701886619526462,k10_r3_
s3c3,b'216_3',problin,28.0,28.701886619526462,k10_r3_
s3c3,b'187_1',problin,51.0,97.60107403661434,k10_r3_
s3c3,b'216_2',problin,29.0,28.695288446864485,k10_r3_
s3c3,b'216_1',problin,29.0,28.695288446864485,k10_r3_
s3c3,b'126_2',problin,49.0,52.628536172745605,k10_r3_
s3c3,b'177_5',problin,51.0,98.03826793521021,k10_r3_
s3c3,b'216_10',problin,39.0,29.457440154332957,k10_r3_
s3c3,b'216_9',problin,39.0,29.457440154332957,k10_r3_
s3c3,b'169_3',problin,43.0,1.0000000003702685,k10_r3_
s3c3,b'207_7',problin,38.0,94.46123427505249,k10_r3_
s3c3,b'216_8',problin,9.0,32.03447381412043,k10_r3_
s3c3,b'216_7',problin,9.0,32.03447381412043,k10_r3_
s3c3,b'205_5',problin,36.0,125.49570808912448,k10_r3_
s3c3,b'216_6',problin,11.0,1.0000000000484328,k10_r3_
s3c3,b'216_5',problin,11.0,1.0000000000484328,k10_r3_
s3c3,b'77_1',spalin-spatialonly,76.0,111.51291762744738,k10_r3_
s3c3,b'136_1',spalin-spatialonly,59.0,65.7169492744101,k10_r3_
s3c3,b'188_3',spalin-spatialonly,52.0,5.602594878297455,k10_r3_
s3c3,b'216_4',spalin-spatialonly,28.0,32.17753821984502,k10_r3_
s3c3,b'216_3',spalin-spatialonly,28.0,32.17753821984502,k10_r3_
s3c3,b'187_1',spalin-spatialonly,51.0,12.140523398626515,k10_r3_
s3c3,b'216_2',spalin-spatialonly,29.0,25.63960969951596,k10_r3_
s3c3,b'216_1',spalin-spatialonly,29.0,25.63960969951596,k10_r3_
s3c3,b'126_2',spalin-spatialonly,49.0,26.525518713998274,k10_r3_
s3c3,b'177_5',spalin-spatialonly,51.0,46.44535784057129,k10_r3_
s3c3,b'216_10',spalin-spatialonly,39.0,30.52620581798301,k10_r3_
s3c3,b'216_9',spalin-spatialonly,39.0,30.52620581798301,k10_r3_
s3c3,b'169_3',spalin-spatialonly,43.0,44.645660899163566,k10_r3_
s3c3,b'207_7',spalin-spatialonly,38.0,1.0,k10_r3_
s3c3,b'216_8',spalin-spatialonly,9.0,31.325902759390733,k10_r3_
s3c3,b'216_7',spalin-spatialonly,9.0,31.325902759390733,k10_r3_
s3c3,b'205_5',spalin-spatialonly,36.0,1.0,k10_r3_
s3c3,b'216_6',spalin-spatialonly,11.0,31.325902759390733,k10_r3_
s3c3,b'216_5',spalin-spatialonly,11.0,31.325902759390733,k10_r3_
s3c3,b'77_1',spalin-divide-beta5-spatialonly,76.0,104.340403550467,k10_r3_
s3c3,b'136_1',spalin-divide-beta5-spatialonly,59.0,87.28723689396605,k10_r3_
s3c3,b'188_3',spalin-divide-beta5-spatialonly,52.0,4.398845352403453,k10_r3_
s3c3,b'216_4',spalin-divide-beta5-spatialonly,28.0,18.983514203163487,k10_r3_
s3c3,b'216_3',spalin-divide-beta5-spatialonly,28.0,18.983514203163487,k10_r3_
s3c3,b'187_1',spalin-divide-beta5-spatialonly,51.0,4.929434487004743,k10_r3_
s3c3,b'216_2',spalin-divide-beta5-spatialonly,29.0,18.452925068562198,k10_r3_
s3c3,b'216_1',spalin-divide-beta5-spatialonly,29.0,18.452925068562198,k10_r3_
s3c3,b'126_2',spalin-divide-beta5-spatialonly,49.0,30.25700176731337,k10_r3_
s3c3,b'177_5',spalin-divide-beta5-spatialonly,51.0,59.233615602335256,k10_r3_
s3c3,b'216_10',spalin-divide-beta5-spatialonly,39.0,21.178979079884364,k10_r3_
s3c3,b'216_9',spalin-divide-beta5-spatialonly,39.0,21.178979079884364,k10_r3_
s3c3,b'169_3',spalin-divide-beta5-spatialonly,43.0,54.116207129154404,k10_r3_
s3c3,b'207_7',spalin-divide-beta5-spatialonly,38.0,1.0,k10_r3_
s3c3,b'216_8',spalin-divide-beta5-spatialonly,9.0,25.296387553065223,k10_r3_
s3c3,b'216_7',spalin-divide-beta5-spatialonly,9.0,25.296387553065223,k10_r3_
s3c3,b'205_5',spalin-divide-beta5-spatialonly,36.0,1.0,k10_r3_
s3c3,b'216_6',spalin-divide-beta5-spatialonly,11.0,25.296387553065223,k10_r3_
s3c3,b'216_5',spalin-divide-beta5-spatialonly,11.0,25.296387553065223,k10_r3_
s3c3,b'77_1',spalin,76.0,35.34497344367056,k10_r3_
s3c3,b'136_1',spalin,59.0,61.78458610784378,k10_r3_
s3c3,b'188_3',spalin,52.0,85.56685455659728,k10_r3_
s3c3,b'216_4',spalin,28.0,32.31358587676706,k10_r3_
s3c3,b'216_3',spalin,28.0,32.31358587676706,k10_r3_
s3c3,b'187_1',spalin,51.0,84.73721730782745,k10_r3_
s3c3,b'216_2',spalin,29.0,33.14322312553689,k10_r3_
s3c3,b'216_1',spalin,29.0,33.14322312553689,k10_r3_
s3c3,b'126_2',spalin,49.0,52.44303487415405,k10_r3_
s3c3,b'177_5',spalin,51.0,92.95696999728926,k10_r3_
s3c3,b'216_10',spalin,39.0,34.265021669764785,k10_r3_
s3c3,b'216_9',spalin,39.0,34.265021669764785,k10_r3_
s3c3,b'169_3',spalin,43.0,1.0,k10_r3_
s3c3,b'207_7',spalin,38.0,82.91116928919575,k10_r3_
s3c3,b'216_8',spalin,9.0,43.31082237947037,k10_r3_
s3c3,b'216_7',spalin,9.0,43.31082237947037,k10_r3_
s3c3,b'205_5',spalin,36.0,98.74766320455802,k10_r3_
s3c3,b'216_6',spalin,11.0,27.47432846410812,k10_r3_
s3c3,b'216_5',spalin,11.0,27.47432846410812,k10_r3_
s3c3,b'77_1',spalin-divide-beta1,76.0,35.21444153626472,k10_r3_
s3c3,b'136_1',spalin-divide-beta1,59.0,62.54993378052577,k10_r3_
s3c3,b'188_3',spalin-divide-beta1,52.0,85.54464321908159,k10_r3_
s3c3,b'216_4',spalin-divide-beta1,28.0,31.700981464124236,k10_r3_
s3c3,b'216_3',spalin-divide-beta1,28.0,31.700981464124236,k10_r3_
s3c3,b'187_1',spalin-divide-beta1,51.0,84.54312215297793,k10_r3_
s3c3,b'216_2',spalin-divide-beta1,29.0,32.70250253022789,k10_r3_
s3c3,b'216_1',spalin-divide-beta1,29.0,32.70250253022789,k10_r3_
s3c3,b'126_2',spalin-divide-beta1,49.0,52.637322898118384,k10_r3_
s3c3,b'177_5',spalin-divide-beta1,51.0,93.35231112549859,k10_r3_
s3c3,b'216_10',spalin-divide-beta1,39.0,33.80592444011463,k10_r3_
s3c3,b'216_9',spalin-divide-beta1,39.0,33.80592444011463,k10_r3_
s3c3,b'169_3',spalin-divide-beta1,43.0,1.000000000005639,k10_r3_
s3c3,b'207_7',spalin-divide-beta1,38.0,82.77219557233346,k10_r3_
s3c3,b'216_8',spalin-divide-beta1,9.0,43.38603999327412,k10_r3_
s3c3,b'216_7',spalin-divide-beta1,9.0,43.38603999327412,k10_r3_
s3c3,b'205_5',spalin-divide-beta1,36.0,98.55433170303257,k10_r3_
s3c3,b'216_6',spalin-divide-beta1,11.0,27.603903862575002,k10_r3_
s3c3,b'216_5',spalin-divide-beta1,11.0,27.603903862575002,k10_r3_
s3c3,b'77_1',spalin-divide-beta3,76.0,34.84886044111266,k10_r3_
s3c3,b'136_1',spalin-divide-beta3,59.0,64.65323190972695,k10_r3_
s3c3,b'188_3',spalin-divide-beta3,52.0,85.53904907018278,k10_r3_
s3c3,b'216_4',spalin-divide-beta3,28.0,29.96885857705654,k10_r3_
s3c3,b'216_3',spalin-divide-beta3,28.0,29.96885857705654,k10_r3_
s3c3,b'187_1',spalin-divide-beta3,51.0,84.04327099528662,k10_r3_
s3c3,b'216_2',spalin-divide-beta3,29.0,31.464636651952702,k10_r3_
s3c3,b'216_1',spalin-divide-beta3,29.0,31.464636651952702,k10_r3_
s3c3,b'126_2',spalin-divide-beta3,49.0,53.11063932095611,k10_r3_
s3c3,b'177_5',spalin-divide-beta3,51.0,94.50819753795552,k10_r3_
s3c3,b'216_10',spalin-divide-beta3,39.0,32.54230269805462,k10_r3_
s3c3,b'216_9',spalin-divide-beta3,39.0,32.54230269805462,k10_r3_
s3c3,b'169_3',spalin-divide-beta3,43.0,1.0,k10_r3_
s3c3,b'207_7',spalin-divide-beta3,38.0,82.5849721744676,k10_r3_
s3c3,b'216_8',spalin-divide-beta3,9.0,43.46552806502216,k10_r3_
s3c3,b'216_7',spalin-divide-beta3,9.0,43.46552806502216,k10_r3_
s3c3,b'205_5',spalin-divide-beta3,36.0,98.15898071515524,k10_r3_
s3c3,b'216_6',spalin-divide-beta3,11.0,27.891519524334512,k10_r3_
s3c3,b'216_5',spalin-divide-beta3,11.0,27.891519524334512,k10_r3_
s3c3,b'77_1',spalin-divide-beta5,76.0,34.247075256044155,k10_r3_
s3c3,b'136_1',spalin-divide-beta5,59.0,68.09170378209414,k10_r3_
s3c3,b'188_3',spalin-divide-beta5,52.0,85.56186094301846,k10_r3_
s3c3,b'216_4',spalin-divide-beta5,28.0,27.10936001884629,k10_r3_
s3c3,b'216_3',spalin-divide-beta5,28.0,27.10936001884629,k10_r3_
s3c3,b'187_1',spalin-divide-beta5,51.0,83.27661803517164,k10_r3_
s3c3,b'216_2',spalin-divide-beta5,29.0,29.39460292669311,k10_r3_
s3c3,b'216_1',spalin-divide-beta5,29.0,29.39460292669311,k10_r3_
s3c3,b'126_2',spalin-divide-beta5,49.0,53.726431858130994,k10_r3_
s3c3,b'177_5',spalin-divide-beta5,51.0,96.59033932541662,k10_r3_
s3c3,b'216_10',spalin-divide-beta5,39.0,30.446153560411293,k10_r3_
s3c3,b'216_9',spalin-divide-beta5,39.0,30.446153560411293,k10_r3_
s3c3,b'169_3',spalin-divide-beta5,43.0,1.0000000000641853,k10_r3_
s3c3,b'207_7',spalin-divide-beta5,38.0,82.76701125965855,k10_r3_
s3c3,b'216_8',spalin-divide-beta5,9.0,43.2694816261052,k10_r3_
s3c3,b'216_7',spalin-divide-beta5,9.0,43.2694816261052,k10_r3_
s3c3,b'205_5',spalin-divide-beta5,36.0,97.87763602632955,k10_r3_
s3c3,b'216_6',spalin-divide-beta5,11.0,28.15885685943418,k10_r3_
s3c3,b'216_5',spalin-divide-beta5,11.0,28.15885685943418,k10_r3_
s3c3,b'77_1',spalin-divide-beta7,76.0,33.195614246919504,k10_r3_
s3c3,b'136_1',spalin-divide-beta7,59.0,74.42989225133677,k10_r3_
s3c3,b'188_3',spalin-divide-beta7,52.0,85.62802851101006,k10_r3_
s3c3,b'216_4',spalin-divide-beta7,28.0,21.75646499073627,k10_r3_
s3c3,b'216_3',spalin-divide-beta7,28.0,21.75646499073627,k10_r3_
s3c3,b'187_1',spalin-divide-beta7,51.0,81.9507029629477,k10_r3_
s3c3,b'216_2',spalin-divide-beta7,29.0,25.433790538798608,k10_r3_
s3c3,b'216_1',spalin-divide-beta7,29.0,25.433790538798608,k10_r3_
s3c3,b'126_2',spalin-divide-beta7,49.0,54.4119451424718,k10_r3_
s3c3,b'177_5',spalin-divide-beta7,51.0,100.91887799997467,k10_r3_
s3c3,b'216_10',spalin-divide-beta7,39.0,26.4835626106366,k10_r3_
s3c3,b'216_9',spalin-divide-beta7,39.0,26.4835626106366,k10_r3_
s3c3,b'169_3',spalin-divide-beta7,43.0,1.0,k10_r3_
s3c3,b'207_7',spalin-divide-beta7,38.0,84.19534448790004,k10_r3_
s3c3,b'216_8',spalin-divide-beta7,9.0,42.20709612282567,k10_r3_
s3c3,b'216_7',spalin-divide-beta7,9.0,42.20709612282567,k10_r3_
s3c3,b'205_5',spalin-divide-beta7,36.0,98.26673537949422,k10_r3_
s3c3,b'216_6',spalin-divide-beta7,11.0,28.135705231231487,k10_r3_
s3c3,b'216_5',spalin-divide-beta7,11.0,28.135705231231487,k10_r3_
s3c3,b'77_1',spalin-divide-beta10,76.0,29.411389571028153,k10_r3_
s3c3,b'136_1',spalin-divide-beta10,59.0,97.60914208392862,k10_r3_
s3c3,b'188_3',spalin-divide-beta10,52.0,86.6057663095666,k10_r3_
s3c3,b'216_4',spalin-divide-beta10,28.0,1.3837020354926348,k10_r3_
s3c3,b'216_3',spalin-divide-beta10,28.0,1.3837020354926348,k10_r3_
s3c3,b'187_1',spalin-divide-beta10,51.0,80.95801382503207,k10_r3_
s3c3,b'216_2',spalin-divide-beta10,29.0,7.031454520027174,k10_r3_
s3c3,b'216_1',spalin-divide-beta10,29.0,7.031454520027174,k10_r3_
s3c3,b'126_2',spalin-divide-beta10,49.0,52.6504724845381,k10_r3_
s3c3,b'177_5',spalin-divide-beta10,51.0,125.34222558545916,k10_r3_
s3c3,b'216_10',spalin-divide-beta10,39.0,7.605912358990605,k10_r3_
s3c3,b'216_9',spalin-divide-beta10,39.0,7.605912358990605,k10_r3_
s3c3,b'169_3',spalin-divide-beta10,43.0,1.0000000000010494,k10_r3_
s3c3,b'207_7',spalin-divide-beta10,38.0,99.41224901228082,k10_r3_
s3c3,b'216_8',spalin-divide-beta10,9.0,32.5358889321679,k10_r3_
s3c3,b'216_7',spalin-divide-beta10,9.0,32.5358889321679,k10_r3_
s3c3,b'205_5',spalin-divide-beta10,36.0,108.94997486159203,k10_r3_
s3c3,b'216_6',spalin-divide-beta10,11.0,22.99816308285668,k10_r3_
s3c3,b'216_5',spalin-divide-beta10,11.0,22.99816308285668,k10_r3_
s3c3,b'77_1',problin,76.0,123.27151151969488,k10_r4_
s3c3,b'136_1',problin,59.0,59.645183370442375,k10_r4_
s3c3,b'188_3',problin,52.0,31.093305123205663,k10_r4_
s3c3,b'216_4',problin,28.0,1.00000000655756,k10_r4_
s3c3,b'216_3',problin,28.0,1.00000000655756,k10_r4_
s3c3,b'187_1',problin,51.0,31.09330512886457,k10_r4_
s3c3,b'216_2',problin,29.0,1.0000000008986487,k10_r4_
s3c3,b'216_1',problin,29.0,1.0000000008986487,k10_r4_
s3c3,b'126_2',problin,49.0,1.0000000021936295,k10_r4_
s3c3,b'177_5',problin,51.0,89.73848848609853,k10_r4_
s3c3,b'216_10',problin,39.0,1.0000000119134205,k10_r4_
s3c3,b'216_9',problin,39.0,1.0000000119134205,k10_r4_
s3c3,b'169_3',problin,43.0,1.0000000023959859,k10_r4_
s3c3,b'207_7',problin,38.0,88.73848849503362,k10_r4_
s3c3,b'216_8',problin,9.0,1.000000000582361,k10_r4_
s3c3,b'216_7',problin,9.0,1.000000000582361,k10_r4_
s3c3,b'205_5',problin,36.0,88.7384884911965,k10_r4_
s3c3,b'216_6',problin,11.0,1.0000000044194801,k10_r4_
s3c3,b'216_5',problin,11.0,1.0000000044194801,k10_r4_
s3c3,b'77_1',spalin-spatialonly,76.0,111.51291762744738,k10_r4_
s3c3,b'136_1',spalin-spatialonly,59.0,65.7169492744101,k10_r4_
s3c3,b'188_3',spalin-spatialonly,52.0,5.602594878297455,k10_r4_
s3c3,b'216_4',spalin-spatialonly,28.0,32.17753821984502,k10_r4_
s3c3,b'216_3',spalin-spatialonly,28.0,32.17753821984502,k10_r4_
s3c3,b'187_1',spalin-spatialonly,51.0,12.140523398626515,k10_r4_
s3c3,b'216_2',spalin-spatialonly,29.0,25.63960969951596,k10_r4_
s3c3,b'216_1',spalin-spatialonly,29.0,25.63960969951596,k10_r4_
s3c3,b'126_2',spalin-spatialonly,49.0,26.525518713998274,k10_r4_
s3c3,b'177_5',spalin-spatialonly,51.0,46.44535784057129,k10_r4_
s3c3,b'216_10',spalin-spatialonly,39.0,30.52620581798301,k10_r4_
s3c3,b'216_9',spalin-spatialonly,39.0,30.52620581798301,k10_r4_
s3c3,b'169_3',spalin-spatialonly,43.0,44.645660899163566,k10_r4_
s3c3,b'207_7',spalin-spatialonly,38.0,1.0,k10_r4_
s3c3,b'216_8',spalin-spatialonly,9.0,31.325902759390733,k10_r4_
s3c3,b'216_7',spalin-spatialonly,9.0,31.325902759390733,k10_r4_
s3c3,b'205_5',spalin-spatialonly,36.0,1.0,k10_r4_
s3c3,b'216_6',spalin-spatialonly,11.0,31.325902759390733,k10_r4_
s3c3,b'216_5',spalin-spatialonly,11.0,31.325902759390733,k10_r4_
s3c3,b'77_1',spalin-divide-beta5-spatialonly,76.0,1.0,k10_r4_
s3c3,b'136_1',spalin-divide-beta5-spatialonly,59.0,170.50642395998028,k10_r4_
s3c3,b'188_3',spalin-divide-beta5-spatialonly,52.0,8.494947600598804,k10_r4_
s3c3,b'216_4',spalin-divide-beta5-spatialonly,28.0,34.9935477904138,k10_r4_
s3c3,b'216_3',spalin-divide-beta5-spatialonly,28.0,34.9935477904138,k10_r4_
s3c3,b'187_1',spalin-divide-beta5-spatialonly,51.0,8.847557033638854,k10_r4_
s3c3,b'216_2',spalin-divide-beta5-spatialonly,29.0,34.64093835737375,k10_r4_
s3c3,b'216_1',spalin-divide-beta5-spatialonly,29.0,34.64093835737375,k10_r4_
s3c3,b'126_2',spalin-divide-beta5-spatialonly,49.0,68.61667334096906,k10_r4_
s3c3,b'177_5',spalin-divide-beta5-spatialonly,51.0,105.82997317501263,k10_r4_
s3c3,b'216_10',spalin-divide-beta5-spatialonly,39.0,39.548272835011204,k10_r4_
s3c3,b'216_9',spalin-divide-beta5-spatialonly,39.0,39.548272835011204,k10_r4_
s3c3,b'169_3',spalin-divide-beta5-spatialonly,43.0,97.73247387967592,k10_r4_
s3c3,b'207_7',spalin-divide-beta5-spatialonly,38.0,1.0000000000000007,k10_r4_
s3c3,b'216_8',spalin-divide-beta5-spatialonly,9.0,46.64577213034789,k10_r4_
s3c3,b'216_7',spalin-divide-beta5-spatialonly,9.0,46.64577213034789,k10_r4_
s3c3,b'205_5',spalin-divide-beta5-spatialonly,36.0,1.0000000000000013,k10_r4_
s3c3,b'216_6',spalin-divide-beta5-spatialonly,11.0,46.64577213034789,k10_r4_
s3c3,b'216_5',spalin-divide-beta5-spatialonly,11.0,46.64577213034789,k10_r4_
s3c3,b'77_1',spalin,76.0,129.548607996113,k10_r4_
s3c3,b'136_1',spalin,59.0,56.804877644678896,k10_r4_
s3c3,b'188_3',spalin,52.0,15.242791735689496,k10_r4_
s3c3,b'216_4',spalin,28.0,13.413722622664842,k10_r4_
s3c3,b'216_3',spalin,28.0,13.413722622664842,k10_r4_
s3c3,b'187_1',spalin,51.0,18.236017573683156,k10_r4_
s3c3,b'216_2',spalin,29.0,10.420496784671183,k10_r4_
s3c3,b'216_1',spalin,29.0,10.420496784671183,k10_r4_
s3c3,b'126_2',spalin,49.0,1.0000000001368003,k10_r4_
s3c3,b'177_5',spalin,51.0,72.48390698617207,k10_r4_
s3c3,b'216_10',spalin,39.0,11.977485016724353,k10_r4_
s3c3,b'216_9',spalin,39.0,11.977485016724353,k10_r4_
s3c3,b'169_3',spalin,43.0,1.0000000002500873,k10_r4_
s3c3,b'207_7',spalin,38.0,68.1097264084822,k10_r4_
s3c3,b'216_8',spalin,9.0,15.351665594164135,k10_r4_
s3c3,b'216_7',spalin,9.0,15.351665594164135,k10_r4_
s3c3,b'205_5',spalin,36.0,67.70131167149252,k10_r4_
s3c3,b'216_6',spalin,11.0,15.760080331153834,k10_r4_
s3c3,b'216_5',spalin,11.0,15.760080331153834,k10_r4_
s3c3,b'77_1',spalin-divide-beta1,76.0,129.47892611104587,k10_r4_
s3c3,b'136_1',spalin-divide-beta1,59.0,57.4522982396283,k10_r4_
s3c3,b'188_3',spalin-divide-beta1,52.0,15.11229642918933,k10_r4_
s3c3,b'216_4',spalin-divide-beta1,28.0,12.966479220122112,k10_r4_
s3c3,b'216_3',spalin-divide-beta1,28.0,12.966479220122112,k10_r4_
s3c3,b'187_1',spalin-divide-beta1,51.0,17.906912626782457,k10_r4_
s3c3,b'216_2',spalin-divide-beta1,29.0,10.171863022528987,k10_r4_
s3c3,b'216_1',spalin-divide-beta1,29.0,10.171863022528987,k10_r4_
s3c3,b'126_2',spalin-divide-beta1,49.0,1.0000000000211378,k10_r4_
s3c3,b'177_5',spalin-divide-beta1,51.0,72.81360800704317,k10_r4_
s3c3,b'216_10',spalin-divide-beta1,39.0,11.717465881875425,k10_r4_
s3c3,b'216_9',spalin-divide-beta1,39.0,11.717465881875425,k10_r4_
s3c3,b'169_3',spalin-divide-beta1,43.0,1.0,k10_r4_
s3c3,b'207_7',spalin-divide-beta1,38.0,68.1455638008019,k10_r4_
s3c3,b'216_8',spalin-divide-beta1,9.0,15.385510088121983,k10_r4_
s3c3,b'216_7',spalin-divide-beta1,9.0,15.385510088121983,k10_r4_
s3c3,b'205_5',spalin-divide-beta1,36.0,67.71019903342611,k10_r4_
s3c3,b'216_6',spalin-divide-beta1,11.0,15.820874855497784,k10_r4_
s3c3,b'216_5',spalin-divide-beta1,11.0,15.820874855497784,k10_r4_
s3c3,b'77_1',spalin-divide-beta3,76.0,129.29997667914358,k10_r4_
s3c3,b'136_1',spalin-divide-beta3,59.0,59.206347314411005,k10_r4_
s3c3,b'188_3',spalin-divide-beta3,52.0,14.764913862450712,k10_r4_
s3c3,b'216_4',spalin-divide-beta3,28.0,11.738762153710319,k10_r4_
s3c3,b'216_3',spalin-divide-beta3,28.0,11.738762153710319,k10_r4_
s3c3,b'187_1',spalin-divide-beta3,51.0,17.01259114903634,k10_r4_
s3c3,b'216_2',spalin-divide-beta3,29.0,9.491084867124691,k10_r4_
s3c3,b'216_1',spalin-divide-beta3,29.0,9.491084867124691,k10_r4_
s3c3,b'126_2',spalin-divide-beta3,49.0,1.000000001481632,k10_r4_
