experiment,character,method,est_sigma
s4c10,k200_,sigma3_spalin,2.572136353385043
s20c5,k10_,sigma05_spalin,0.623023203247754
s20c5,k10_,sigma15_spalin,1.525916246925651
s20c5,k10_,sigma3_spalin,3.616937146243835
s20c5,k10_,sigma05_spalin_spatialonly,0.699488440475216
s20c5,k10_,sigma15_spalin_spatialonly,1.846232567239525
s20c5,k10_,sigma3_spalin_spatialonly,5.18986378809372
s20c5,k50_,sigma05_spalin,0.60816433473355
s20c5,k50_,sigma15_spalin,1.47250375348582
s20c5,k50_,sigma3_spalin,3.369068349822223
s20c5,k200_,sigma05_spalin,0.608616050757778
s20c5,k200_,sigma15_spalin,1.4945847448896
s20c5,k200_,sigma3_spalin,3.41589862555869
s20c2,k10_,sigma05_spalin,0.336940393812691
s20c2,k10_,sigma15_spalin,1.38213964653921
s20c2,k10_,sigma3_spalin,2.908867637950295
s20c2,k10_,sigma05_spalin_spatialonly,0.29115782735844
s20c2,k10_,sigma15_spalin_spatialonly,1.216092133762398
s20c2,k10_,sigma3_spalin_spatialonly,3.129808972242088
s20c2,k50_,sigma05_spalin,0.3352168127093515
s20c2,k50_,sigma15_spalin,1.4743572377837
s20c2,k50_,sigma3_spalin,2.952915191164025
s20c2,k200_,sigma05_spalin,0.3566550641877047
s20c2,k200_,sigma15_spalin,1.505554867204205
s20c2,k200_,sigma3_spalin,2.97995533175585
s17c1,k10_,sigma05_spalin,0.581010895724798
s17c1,k10_,sigma15_spalin,1.685287077129554
s17c1,k10_,sigma3_spalin,2.74554063411257
s17c1,k10_,sigma05_spalin_spatialonly,1.35130033624547
s17c1,k10_,sigma15_spalin_spatialonly,1.88268312458595
s17c1,k10_,sigma3_spalin_spatialonly,2.94190608568101
s17c1,k50_,sigma05_spalin,0.607088892622004
s17c1,k50_,sigma15_spalin,1.725030116406602
s17c1,k50_,sigma3_spalin,2.96843098692384
s17c1,k200_,sigma05_spalin,0.589651496610266
s17c1,k200_,sigma15_spalin,1.717232884732689
s17c1,k200_,sigma3_spalin,2.81472867695381
s15c2,k10_,sigma05_spalin,0.62387565600603
s15c2,k10_,sigma15_spalin,1.6510244635407
s15c2,k10_,sigma3_spalin,2.934983984478914
s15c2,k10_,sigma05_spalin_spatialonly,1.035823136021485
s15c2,k10_,sigma15_spalin_spatialonly,1.609805803501627
s15c2,k10_,sigma3_spalin_spatialonly,2.8835589849937
s15c2,k50_,sigma05_spalin,0.571972065451009
s15c2,k50_,sigma15_spalin,1.518427442314548
s15c2,k50_,sigma3_spalin,2.869495539161569
s15c2,k200_,sigma05_spalin,0.569372602201173
s15c2,k200_,sigma15_spalin,1.554974861111494
s15c2,k200_,sigma3_spalin,3.108723596888826
s15c5,k10_,sigma05_spalin,0.59092661571915
s15c5,k10_,sigma15_spalin,1.613753271087608
s15c5,k10_,sigma3_spalin,2.77341803574253
s15c5,k10_,sigma05_spalin_spatialonly,0.382345008394699
s15c5,k10_,sigma15_spalin_spatialonly,1.90796622388575
s15c5,k10_,sigma3_spalin_spatialonly,1.893327200041496
s15c5,k50_,sigma05_spalin,0.56461548502706
s15c5,k50_,sigma15_spalin,1.47431490339915
s15c5,k50_,sigma3_spalin,2.93603303365168
s15c5,k200_,sigma05_spalin,0.550712426330913
s15c5,k200_,sigma15_spalin,1.317294758464739
s15c5,k200_,sigma3_spalin,2.723462512696207
s7c1,k10_,sigma05_spalin,0.536603065330414
s7c1,k10_,sigma15_spalin,1.16805321794769
s7c1,k10_,sigma3_spalin,2.916574334930586
s7c1,k10_,sigma05_spalin_spatialonly,0.47194204942728
s7c1,k10_,sigma15_spalin_spatialonly,1.157658712759374
s7c1,k10_,sigma3_spalin_spatialonly,3.161371650872579
s7c1,k50_,sigma05_spalin,0.624185280132767
s7c1,k50_,sigma15_spalin,1.193845444807473
s7c1,k50_,sigma3_spalin,3.338795886498272
s7c1,k200_,sigma05_spalin,0.549398335478104
s7c1,k200_,sigma15_spalin,1.120087534105516
s7c1,k200_,sigma3_spalin,2.77099225804646
s5c5,k10_,sigma05_spalin,0.45476169885754
s5c5,k10_,sigma15_spalin,1.081824008447154
s5c5,k10_,sigma3_spalin,3.509347635990714
s5c5,k10_,sigma05_spalin_spatialonly,0.4351125175865299
s5c5,k10_,sigma15_spalin_spatialonly,1.104006252967466
s5c5,k10_,sigma3_spalin_spatialonly,3.53173703605208
s5c5,k50_,sigma05_spalin,0.438501309598969
s5c5,k50_,sigma15_spalin,1.078179570042455
s5c5,k50_,sigma3_spalin,3.51749023144615
s5c5,k200_,sigma05_spalin,0.491258415653014
s5c5,k200_,sigma15_spalin,1.121278420110472
s5c5,k200_,sigma3_spalin,3.74949457380566
s5c2,k10_,sigma05_spalin,0.483047726546288
s5c2,k10_,sigma15_spalin,1.80730963249753
s5c2,k10_,sigma3_spalin,3.637504491629962
s5c2,k10_,sigma05_spalin_spatialonly,0.418473867941083
s5c2,k10_,sigma15_spalin_spatialonly,1.625811139439362
s5c2,k10_,sigma3_spalin_spatialonly,3.770432087927591
s5c2,k50_,sigma05_spalin,0.410733065488746
s5c2,k50_,sigma15_spalin,1.438703125075789
s5c2,k50_,sigma3_spalin,3.076962851994551
s5c2,k200_,sigma05_spalin,0.4245649898401361
s5c2,k200_,sigma15_spalin,1.614820853593898
s5c2,k200_,sigma3_spalin,3.263185318428465
s15c4,k10_,sigma05_spalin,0.4144822981861046
s15c4,k10_,sigma15_spalin,1.27473499429256
s15c4,k10_,sigma3_spalin,2.0062228020197
s15c4,k10_,sigma05_spalin_spatialonly,0.587038416001516
s15c4,k10_,sigma15_spalin_spatialonly,1.374125336911485
s15c4,k10_,sigma3_spalin_spatialonly,2.225503433836873
s15c4,k50_,sigma05_spalin,0.4633481395874789
s15c4,k50_,sigma15_spalin,1.480400303908306
s15c4,k50_,sigma3_spalin,2.301857033223616
s15c4,k200_,sigma05_spalin,0.4548337961191834
s15c4,k200_,sigma15_spalin,1.489291745977255
s15c4,k200_,sigma3_spalin,2.26714592844081
s9c1,k10_,sigma05_spalin,0.503991985397573
s9c1,k10_,sigma15_spalin,1.73194523923129
s9c1,k10_,sigma3_spalin,3.264762651067594
s9c1,k10_,sigma05_spalin_spatialonly,0.757518932329858
s9c1,k10_,sigma15_spalin_spatialonly,1.780447969560886
s9c1,k10_,sigma3_spalin_spatialonly,3.563257563412751
s9c1,k50_,sigma05_spalin,0.4701924043825825
s9c1,k50_,sigma15_spalin,1.804086151430658
s9c1,k50_,sigma3_spalin,3.18567678634371
s9c1,k200_,sigma05_spalin,0.446297056168474
s9c1,k200_,sigma15_spalin,1.717922197066975
s9c1,k200_,sigma3_spalin,2.971355560011097
s3c1,k10_,sigma05_spalin,0.3528596504855392
s3c1,k10_,sigma15_spalin,1.509915552143939
s3c1,k10_,sigma3_spalin,2.545585317541207
s3c1,k10_,sigma05_spalin_spatialonly,0.260500972894854
s3c1,k10_,sigma15_spalin_spatialonly,1.91998466551164
s3c1,k10_,sigma3_spalin_spatialonly,2.32866383015138
s3c1,k50_,sigma05_spalin,0.381292596417262
s3c1,k50_,sigma15_spalin,1.512672356953608
s3c1,k50_,sigma3_spalin,2.545605784178195
s3c1,k200_,sigma05_spalin,0.398468281684659
s3c1,k200_,sigma15_spalin,1.471433506480897
s3c1,k200_,sigma3_spalin,2.595168589792504
s5c3,k10_,sigma05_spalin,0.40209669349548
s5c3,k10_,sigma15_spalin,1.566015365655463
s5c3,k10_,sigma3_spalin,2.320635573260009
s5c3,k10_,sigma05_spalin_spatialonly,0.364594842440844
s5c3,k10_,sigma15_spalin_spatialonly,1.460598312045709
s5c3,k10_,sigma3_spalin_spatialonly,2.53373915820657
s5c3,k50_,sigma05_spalin,0.4318466086526598
s5c3,k50_,sigma15_spalin,1.614548640836732
s5c3,k50_,sigma3_spalin,2.588356031790025
s5c3,k200_,sigma05_spalin,0.470920148957037
s5c3,k200_,sigma15_spalin,1.720270744540093
s5c3,k200_,sigma3_spalin,3.007633697626799
s19c1,k10_,sigma05_spalin,0.286308935201952
s19c1,k10_,sigma15_spalin,1.517340183876416
s19c1,k10_,sigma3_spalin,3.158543660950562
s19c1,k10_,sigma05_spalin_spatialonly,0.1691118663442146
s19c1,k10_,sigma15_spalin_spatialonly,1.898792335024828
s19c1,k10_,sigma3_spalin_spatialonly,3.64558076187662
s19c1,k50_,sigma05_spalin,0.3064557850054304
s19c1,k50_,sigma15_spalin,1.287038993987778
s19c1,k50_,sigma3_spalin,2.906232468046
s19c1,k200_,sigma05_spalin,0.3283966552365
s19c1,k200_,sigma15_spalin,1.33576182482151
s19c1,k200_,sigma3_spalin,2.98695676259935
s5c10,k10_,sigma05_spalin,0.3926823936798047
s5c10,k10_,sigma15_spalin,1.787060008767794
s5c10,k10_,sigma3_spalin,2.522799369871101
s5c10,k10_,sigma05_spalin_spatialonly,0.322928667889767
s5c10,k10_,sigma15_spalin_spatialonly,1.71412508181092
s5c10,k10_,sigma3_spalin_spatialonly,2.73814989268839
s5c10,k50_,sigma05_spalin,0.392788249960949
s5c10,k50_,sigma15_spalin,1.606340885080285
s5c10,k50_,sigma3_spalin,2.250229676685575
s5c10,k200_,sigma05_spalin,0.4227993907716919
s5c10,k200_,sigma15_spalin,1.63984045045559
s5c10,k200_,sigma3_spalin,2.415276159307762
s13c1,k10_,sigma05_spalin,0.4608722727556174
s13c1,k10_,sigma15_spalin,1.49987221307857
s13c1,k10_,sigma3_spalin,3.16456019941238
s13c1,k10_,sigma05_spalin_spatialonly,0.444007303379646
s13c1,k10_,sigma15_spalin_spatialonly,1.475058421521335
s13c1,k10_,sigma3_spalin_spatialonly,2.98256786314209
s13c1,k50_,sigma05_spalin,0.453134999925298
s13c1,k50_,sigma15_spalin,1.520250158122814
s13c1,k50_,sigma3_spalin,3.162528236035259
s13c1,k200_,sigma05_spalin,0.45256611614893
s13c1,k200_,sigma15_spalin,1.542360163800179
s13c1,k200_,sigma3_spalin,3.13077547213344
s21c1,k10_,sigma05_spalin,0.596235639779689
s21c1,k10_,sigma15_spalin,1.26047604030819
s21c1,k10_,sigma3_spalin,3.343053511437457
s21c1,k10_,sigma05_spalin_spatialonly,0.740452082368234
s21c1,k10_,sigma15_spalin_spatialonly,1.418671948646292
s21c1,k10_,sigma3_spalin_spatialonly,3.05847055988103
s21c1,k50_,sigma05_spalin,0.481799394034815
s21c1,k50_,sigma15_spalin,1.152722503017315
s21c1,k50_,sigma3_spalin,3.107078302331165
s21c1,k200_,sigma05_spalin,0.502702703538198
s21c1,k200_,sigma15_spalin,1.213921743923437
s21c1,k200_,sigma3_spalin,3.361523772048023
s4c6,k10_,sigma05_spalin,0.53293285006596
s4c6,k10_,sigma15_spalin,1.493179969483701
s4c6,k10_,sigma3_spalin,3.053363805908642
s4c6,k10_,sigma05_spalin_spatialonly,0.475045480374439
s4c6,k10_,sigma15_spalin_spatialonly,0.952474897780512
s4c6,k10_,sigma3_spalin_spatialonly,2.516476592307475
s4c6,k50_,sigma05_spalin,0.5107526823597
s4c6,k50_,sigma15_spalin,1.5554846078057
s4c6,k50_,sigma3_spalin,2.8708025876918
s4c6,k200_,sigma05_spalin,0.52014896011883
s4c6,k200_,sigma15_spalin,1.655422775721894
s4c6,k200_,sigma3_spalin,2.89138057854706
s12c4,k10_,sigma05_spalin,0.3786636080091
s12c4,k10_,sigma15_spalin,1.065225739815219
s12c4,k10_,sigma3_spalin,2.66703046193976
s12c4,k10_,sigma05_spalin_spatialonly,0.446121616155615
s12c4,k10_,sigma15_spalin_spatialonly,1.223927201546601
s12c4,k10_,sigma3_spalin_spatialonly,3.842307866843228
s12c4,k50_,sigma05_spalin,0.4701745128153929
s12c4,k50_,sigma15_spalin,1.196592150223179
s12c4,k50_,sigma3_spalin,3.143118887759305
s12c4,k200_,sigma05_spalin,0.51424920520265
s12c4,k200_,sigma15_spalin,1.320379582442585
s12c4,k200_,sigma3_spalin,3.294749767737704
s8c3,k10_,sigma05_spalin,0.542575483225124
s8c3,k10_,sigma15_spalin,1.273395522407685
s8c3,k10_,sigma3_spalin,4.03886874728196
s8c3,k10_,sigma05_spalin_spatialonly,0.332834369972673
s8c3,k10_,sigma15_spalin_spatialonly,0.875911313541702
s8c3,k10_,sigma3_spalin_spatialonly,3.61025399833117
s8c3,k50_,sigma05_spalin,0.4581502843186761
s8c3,k50_,sigma15_spalin,1.134908216191469
s8c3,k50_,sigma3_spalin,3.342650949482959
s8c3,k200_,sigma05_spalin,0.504952282877161
s8c3,k200_,sigma15_spalin,1.22568215410461
s8c3,k200_,sigma3_spalin,3.49821725767457
s14c6,k10_,sigma05_spalin,0.436232890495462
s14c6,k10_,sigma15_spalin,0.968589760949344
s14c6,k10_,sigma3_spalin,2.665423498495352
s14c6,k10_,sigma05_spalin_spatialonly,0.4460531243547536
s14c6,k10_,sigma15_spalin_spatialonly,1.301145782476317
s14c6,k10_,sigma3_spalin_spatialonly,2.93121076841709
s14c6,k50_,sigma05_spalin,0.502243064999099
s14c6,k50_,sigma15_spalin,1.25209875556361
s14c6,k50_,sigma3_spalin,2.856157524249026
s14c6,k200_,sigma05_spalin,0.4787123649331842
s14c6,k200_,sigma15_spalin,1.353777301982202
s14c6,k200_,sigma3_spalin,2.94984448704981
s8c4,k10_,sigma05_spalin,0.4721736120945808
s8c4,k10_,sigma15_spalin,1.253972427386224
s8c4,k10_,sigma3_spalin,2.593149997659134
s8c4,k10_,sigma05_spalin_spatialonly,0.4460518743466408
s8c4,k10_,sigma15_spalin_spatialonly,2.15327444229557
s8c4,k10_,sigma3_spalin_spatialonly,2.723676525092522
s8c4,k50_,sigma05_spalin,0.42330704580157
s8c4,k50_,sigma15_spalin,1.140183189792869
s8c4,k50_,sigma3_spalin,2.34937707999629
s8c4,k200_,sigma05_spalin,0.4838820644685371
s8c4,k200_,sigma15_spalin,1.27176826703068
s8c4,k200_,sigma3_spalin,2.392798698561741
s16c5,k10_,sigma05_spalin,0.3847252315283587
s16c5,k10_,sigma15_spalin,1.958635532495613
s16c5,k10_,sigma3_spalin,2.5632079598965
s16c5,k10_,sigma05_spalin_spatialonly,0.2848537858982622
s16c5,k10_,sigma15_spalin_spatialonly,1.850785716352559
s16c5,k10_,sigma3_spalin_spatialonly,2.22893059042951
s16c5,k50_,sigma05_spalin,0.4397502731206691
s16c5,k50_,sigma15_spalin,1.90446306524324
s16c5,k50_,sigma3_spalin,2.685447304495945
s16c5,k200_,sigma05_spalin,0.472546609993162
s16c5,k200_,sigma15_spalin,1.809343323923683
s16c5,k200_,sigma3_spalin,2.905412414726251
s2c4,k10_,sigma05_spalin,0.340132091980857
s2c4,k10_,sigma15_spalin,1.251566286486054
s2c4,k10_,sigma3_spalin,3.2942910691952
s2c4,k10_,sigma05_spalin_spatialonly,0.59460805370927
s2c4,k10_,sigma15_spalin_spatialonly,1.131564414699953
s2c4,k10_,sigma3_spalin_spatialonly,3.939666837376538
s2c4,k50_,sigma05_spalin,0.3826660484557
s2c4,k50_,sigma15_spalin,1.36904301568271
s2c4,k50_,sigma3_spalin,3.248029653408231
s2c4,k200_,sigma05_spalin,0.3570169600859458
s2c4,k200_,sigma15_spalin,1.295810920230818
s2c4,k200_,sigma3_spalin,3.052053831488581
s6c3,k10_,sigma05_spalin,0.510695240701913
s6c3,k10_,sigma15_spalin,1.157262986596946
s6c3,k10_,sigma3_spalin,3.132666486341457
s6c3,k10_,sigma05_spalin_spatialonly,0.405539560354406
s6c3,k10_,sigma15_spalin_spatialonly,1.05461638985232
s6c3,k10_,sigma3_spalin_spatialonly,2.755821281327232
s6c3,k50_,sigma05_spalin,0.530950301027487
s6c3,k50_,sigma15_spalin,1.221094929912464
s6c3,k50_,sigma3_spalin,3.233637833463686
s6c3,k200_,sigma05_spalin,0.511097608368702
s6c3,k200_,sigma15_spalin,1.199316891593764
s6c3,k200_,sigma3_spalin,3.05770161531294
s18c2,k10_,sigma05_spalin,0.502912680246954
s18c2,k10_,sigma15_spalin,1.441729058384507
s18c2,k10_,sigma3_spalin,3.339606844274095
s18c2,k10_,sigma05_spalin_spatialonly,0.475351367014881
s18c2,k10_,sigma15_spalin_spatialonly,1.35037033444475
s18c2,k10_,sigma3_spalin_spatialonly,3.260491529165237
s18c2,k50_,sigma05_spalin,0.4490043974564093
s18c2,k50_,sigma15_spalin,1.317148597673425
s18c2,k50_,sigma3_spalin,2.77335888117818
s18c2,k200_,sigma05_spalin,0.4788132741086693
s18c2,k200_,sigma15_spalin,1.415673765349117
s18c2,k200_,sigma3_spalin,3.022984092145388
s10c1,k10_,sigma05_spalin,0.609670568035563
s10c1,k10_,sigma15_spalin,1.92389043524182
s10c1,k10_,sigma3_spalin,3.589129355579004
s10c1,k10_,sigma05_spalin_spatialonly,0.92830182126888
s10c1,k10_,sigma15_spalin_spatialonly,2.306247373915178
s10c1,k10_,sigma3_spalin_spatialonly,4.40870034810029
s10c1,k50_,sigma05_spalin,0.508584543430743
s10c1,k50_,sigma15_spalin,1.444043477793733
s10c1,k50_,sigma3_spalin,2.89480320867768
s10c1,k200_,sigma05_spalin,0.517526378702453
s10c1,k200_,sigma15_spalin,1.55470197932175
s10c1,k200_,sigma3_spalin,3.074810566718611
s2c2,k10_,sigma05_spalin,0.4765798952566747
s2c2,k10_,sigma15_spalin,1.38176898309186
s2c2,k10_,sigma3_spalin,2.79004687888486
s2c2,k10_,sigma05_spalin_spatialonly,0.3762588474641792
s2c2,k10_,sigma15_spalin_spatialonly,1.81637121237945
s2c2,k10_,sigma3_spalin_spatialonly,3.952138017391545
s2c2,k50_,sigma05_spalin,0.4917129959399675
s2c2,k50_,sigma15_spalin,1.43014063971193
s2c2,k50_,sigma3_spalin,2.742261971130485
s2c2,k200_,sigma05_spalin,0.479662489134067
s2c2,k200_,sigma15_spalin,1.36968855477828
s2c2,k200_,sigma3_spalin,2.802184583403624
s8c5,k10_,sigma05_spalin,0.501649788169683
s8c5,k10_,sigma15_spalin,1.653363740975951
s8c5,k10_,sigma3_spalin,3.44205522687664
s8c5,k10_,sigma05_spalin_spatialonly,0.4434926202551835
s8c5,k10_,sigma15_spalin_spatialonly,1.284410783970205
s8c5,k10_,sigma3_spalin_spatialonly,2.997649437154774
s8c5,k50_,sigma05_spalin,0.432522828575765
s8c5,k50_,sigma15_spalin,1.452527062118211
s8c5,k50_,sigma3_spalin,3.13907127872632
s8c5,k200_,sigma05_spalin,0.442948634042493
s8c5,k200_,sigma15_spalin,1.56867086286804
s8c5,k200_,sigma3_spalin,3.204306126489347
