experiment,character,cell_name,method,trueBrlen,estBrlen
s20c6,k10_,b'1_1',problin,0.0,1.000000008036798
s20c6,k10_,b'47_1',problin,46.0,74.79012186629309
s20c6,k10_,b'156_1',problin,109.0,99.35031620294777
s20c6,k10_,b'210_3',problin,54.0,38.86956199777887
s20c6,k10_,b'216_4',problin,6.0,1.0000000073798276
s20c6,k10_,b'216_3',problin,6.0,1.0000000073798276
s20c6,k10_,b'201_1',problin,45.0,1.0000000092067889
s20c6,k10_,b'216_2',problin,15.0,38.86956199595191
s20c6,k10_,b'216_1',problin,15.0,38.86956199595191
s20c6,k10_,b'104_3',problin,57.0,1.000000007881079
s20c6,k10_,b'166_5',problin,62.0,14.897615247398775
s20c6,k10_,b'216_9',problin,50.0,123.3222629528266
s20c6,k10_,b'216_8',problin,50.0,123.3222629528266
s20c6,k10_,b'157_6',problin,53.0,107.50511425219916
s20c6,k10_,b'216_11',problin,59.0,30.714763948026228
s20c6,k10_,b'216_10',problin,59.0,30.714763948026228
s20c6,k10_,b'46_2',problin,45.0,13.168461110095073
s20c6,k10_,b'176_10',problin,130.0,175.0056149011427
s20c6,k10_,b'216_13',problin,40.0,25.835924063161777
s20c6,k10_,b'216_12',problin,40.0,25.835924063161777
s20c6,k10_,b'89_4',problin,43.0,87.64372345347216
s20c6,k10_,b'216_16',problin,127.0,113.19781551083233
s20c6,k10_,b'216_19',problin,127.0,113.19781551083233
s20c6,k10_,b'1_1',sigma05_spalin,0.0,1.0000000005504133
s20c6,k10_,b'47_1',sigma05_spalin,46.0,65.59588483587183
s20c6,k10_,b'156_1',sigma05_spalin,109.0,77.61501786327952
s20c6,k10_,b'210_3',sigma05_spalin,54.0,69.05764194603813
s20c6,k10_,b'216_4',sigma05_spalin,6.0,1.7414553542713578
s20c6,k10_,b'216_3',sigma05_spalin,6.0,1.7414553542713578
s20c6,k10_,b'201_1',sigma05_spalin,45.0,69.79909730030933
s20c6,k10_,b'216_2',sigma05_spalin,15.0,1.000000000000157
s20c6,k10_,b'216_1',sigma05_spalin,15.0,1.000000000000157
s20c6,k10_,b'104_3',sigma05_spalin,57.0,1.0000000000350298
s20c6,k10_,b'166_5',sigma05_spalin,62.0,25.58779640871704
s20c6,k10_,b'216_9',sigma05_spalin,50.0,121.82631875483693
s20c6,k10_,b'216_8',sigma05_spalin,50.0,121.82631875483693
s20c6,k10_,b'157_6',sigma05_spalin,53.0,122.96952064894116
s20c6,k10_,b'216_11',sigma05_spalin,59.0,24.444594514612817
s20c6,k10_,b'216_10',sigma05_spalin,59.0,24.444594514612817
s20c6,k10_,b'46_2',sigma05_spalin,45.0,12.440438293646368
s20c6,k10_,b'176_10',sigma05_spalin,130.0,174.74364912251139
s20c6,k10_,b'216_13',sigma05_spalin,40.0,26.825912583303094
s20c6,k10_,b'216_12',sigma05_spalin,40.0,26.825912583303094
s20c6,k10_,b'89_4',sigma05_spalin,43.0,96.71812305817305
s20c6,k10_,b'216_16',sigma05_spalin,127.0,104.85143864764143
s20c6,k10_,b'216_19',sigma05_spalin,127.0,104.85143864764143
s20c6,k10_,b'1_1',sigma15_spalin,0.0,1.0
s20c6,k10_,b'47_1',sigma15_spalin,46.0,75.6464271771471
s20c6,k10_,b'156_1',sigma15_spalin,109.0,76.51021254724166
s20c6,k10_,b'210_3',sigma15_spalin,54.0,55.49057695922967
s20c6,k10_,b'216_4',sigma15_spalin,6.0,6.362783337146574
s20c6,k10_,b'216_3',sigma15_spalin,6.0,6.362783337146574
s20c6,k10_,b'201_1',sigma15_spalin,45.0,25.240728712493993
s20c6,k10_,b'216_2',sigma15_spalin,15.0,36.61263158388225
s20c6,k10_,b'216_1',sigma15_spalin,15.0,36.61263158388225
s20c6,k10_,b'104_3',sigma15_spalin,57.0,1.000000013036807
s20c6,k10_,b'166_5',sigma15_spalin,62.0,25.673466037944404
s20c6,k10_,b'216_9',sigma15_spalin,50.0,111.6901067926367
s20c6,k10_,b'216_8',sigma15_spalin,50.0,111.6901067926367
s20c6,k10_,b'157_6',sigma15_spalin,53.0,50.72563708321975
s20c6,k10_,b'216_11',sigma15_spalin,59.0,86.63793574736135
s20c6,k10_,b'216_10',sigma15_spalin,59.0,86.63793574736135
s20c6,k10_,b'46_2',sigma15_spalin,45.0,18.020159065735683
s20c6,k10_,b'176_10',sigma15_spalin,130.0,178.0812141915517
s20c6,k10_,b'216_13',sigma15_spalin,40.0,17.908626763477592
s20c6,k10_,b'216_12',sigma15_spalin,40.0,17.908626763477592
s20c6,k10_,b'89_4',sigma15_spalin,43.0,79.29381787946885
s20c6,k10_,b'216_16',sigma15_spalin,127.0,116.69602307556048
s20c6,k10_,b'216_19',sigma15_spalin,127.0,116.69602307556048
s20c6,k10_,b'1_1',sigma3_spalin,0.0,1.0000000072378967
s20c6,k10_,b'47_1',sigma3_spalin,46.0,78.04372986703272
s20c6,k10_,b'156_1',sigma3_spalin,109.0,112.01934726390944
s20c6,k10_,b'210_3',sigma3_spalin,54.0,17.074703857075672
s20c6,k10_,b'216_4',sigma3_spalin,6.0,6.872219030819148
s20c6,k10_,b'216_3',sigma3_spalin,6.0,6.872219030819148
s20c6,k10_,b'201_1',sigma3_spalin,45.0,1.0
s20c6,k10_,b'216_2',sigma3_spalin,15.0,22.946922890900645
s20c6,k10_,b'216_1',sigma3_spalin,15.0,22.946922890900645
s20c6,k10_,b'104_3',sigma3_spalin,57.0,1.0000000030969622
s20c6,k10_,b'166_5',sigma3_spalin,62.0,30.113672623646753
s20c6,k10_,b'216_9',sigma3_spalin,50.0,104.85259752506056
s20c6,k10_,b'216_8',sigma3_spalin,50.0,104.85259752506056
s20c6,k10_,b'157_6',sigma3_spalin,53.0,121.96133306171593
s20c6,k10_,b'216_11',sigma3_spalin,59.0,13.004937086991399
s20c6,k10_,b'216_10',sigma3_spalin,59.0,13.004937086991399
s20c6,k10_,b'46_2',sigma3_spalin,45.0,8.572217250302353
s20c6,k10_,b'176_10',sigma3_spalin,130.0,181.1914300133254
s20c6,k10_,b'216_13',sigma3_spalin,40.0,24.24635275520924
s20c6,k10_,b'216_12',sigma3_spalin,40.0,24.24635275520924
s20c6,k10_,b'89_4',sigma3_spalin,43.0,55.92975615486014
s20c6,k10_,b'216_16',sigma3_spalin,127.0,149.5080266136745
s20c6,k10_,b'216_19',sigma3_spalin,127.0,149.5080266136745
s20c6,k10_,b'1_1',sigma05_spalin_spatialonly,0.0,1.0
s20c6,k10_,b'47_1',sigma05_spalin_spatialonly,46.0,1.0
s20c6,k10_,b'156_1',sigma05_spalin_spatialonly,109.0,37.166966012589704
s20c6,k10_,b'210_3',sigma05_spalin_spatialonly,54.0,173.5394884304455
s20c6,k10_,b'216_4',sigma05_spalin_spatialonly,6.0,2.30354555714705
s20c6,k10_,b'216_3',sigma05_spalin_spatialonly,6.0,2.30354555714705
s20c6,k10_,b'201_1',sigma05_spalin_spatialonly,45.0,174.84303398756725
s20c6,k10_,b'216_2',sigma05_spalin_spatialonly,15.0,1.0000000000253069
s20c6,k10_,b'216_1',sigma05_spalin_spatialonly,15.0,1.0000000000253069
s20c6,k10_,b'104_3',sigma05_spalin_spatialonly,57.0,1.0
s20c6,k10_,b'166_5',sigma05_spalin_spatialonly,62.0,140.5971274734999
s20c6,k10_,b'216_9',sigma05_spalin_spatialonly,50.0,71.41287252670985
s20c6,k10_,b'216_8',sigma05_spalin_spatialonly,50.0,71.41287252670985
s20c6,k10_,b'157_6',sigma05_spalin_spatialonly,53.0,186.9527272957359
s20c6,k10_,b'216_11',sigma05_spalin_spatialonly,59.0,25.05727270447385
s20c6,k10_,b'216_10',sigma05_spalin_spatialonly,59.0,25.05727270447385
s20c6,k10_,b'46_2',sigma05_spalin_spatialonly,45.0,1.0
s20c6,k10_,b'176_10',sigma05_spalin_spatialonly,130.0,179.50430475054935
s20c6,k10_,b'216_13',sigma05_spalin_spatialonly,40.0,33.50569524970978
s20c6,k10_,b'216_12',sigma05_spalin_spatialonly,40.0,33.50569524970978
s20c6,k10_,b'89_4',sigma05_spalin_spatialonly,43.0,156.46703841860935
s20c6,k10_,b'216_16',sigma05_spalin_spatialonly,127.0,56.54296158164978
s20c6,k10_,b'216_19',sigma05_spalin_spatialonly,127.0,56.54296158164978
s20c6,k10_,b'1_1',sigma15_spalin_spatialonly,0.0,113.30597330253727
s20c6,k10_,b'47_1',sigma15_spalin_spatialonly,46.0,4.337632084448569
s20c6,k10_,b'156_1',sigma15_spalin_spatialonly,109.0,1.0000000000000306
s20c6,k10_,b'210_3',sigma15_spalin_spatialonly,54.0,91.07012538802124
s20c6,k10_,b'216_4',sigma15_spalin_spatialonly,6.0,5.296269224992846
s20c6,k10_,b'216_3',sigma15_spalin_spatialonly,6.0,5.296269224992846
s20c6,k10_,b'201_1',sigma15_spalin_spatialonly,45.0,74.75517338428573
s20c6,k10_,b'216_2',sigma15_spalin_spatialonly,15.0,21.611221228728365
s20c6,k10_,b'216_1',sigma15_spalin_spatialonly,15.0,21.611221228728365
s20c6,k10_,b'104_3',sigma15_spalin_spatialonly,57.0,16.446519632274264
s20c6,k10_,b'166_5',sigma15_spalin_spatialonly,62.0,76.85563571576449
s20c6,k10_,b'216_9',sigma15_spalin_spatialonly,50.0,4.064239264975367
s20c6,k10_,b'216_8',sigma15_spalin_spatialonly,50.0,4.064239264975367
s20c6,k10_,b'157_6',sigma15_spalin_spatialonly,53.0,1.0000000000000007
s20c6,k10_,b'216_11',sigma15_spalin_spatialonly,59.0,79.91987498073986
s20c6,k10_,b'216_10',sigma15_spalin_spatialonly,59.0,79.91987498073986
s20c6,k10_,b'46_2',sigma15_spalin_spatialonly,45.0,49.1324901020934
s20c6,k10_,b'176_10',sigma15_spalin_spatialonly,130.0,44.20410205994958
s20c6,k10_,b'216_13',sigma15_spalin_spatialonly,40.0,8.367434535419715
s20c6,k10_,b'216_12',sigma15_spalin_spatialonly,40.0,8.367434535419715
s20c6,k10_,b'89_4',sigma15_spalin_spatialonly,43.0,1.0
s20c6,k10_,b'216_16',sigma15_spalin_spatialonly,127.0,51.57153659536931
s20c6,k10_,b'216_19',sigma15_spalin_spatialonly,127.0,51.57153659536931
s20c6,k10_,b'1_1',sigma3_spalin_spatialonly,0.0,120.63062579662864
s20c6,k10_,b'47_1',sigma3_spalin_spatialonly,46.0,1.0
s20c6,k10_,b'156_1',sigma3_spalin_spatialonly,109.0,87.96051398442931
s20c6,k10_,b'210_3',sigma3_spalin_spatialonly,54.0,1.3894495734645758
s20c6,k10_,b'216_4',sigma3_spalin_spatialonly,6.0,4.0294106454775775
s20c6,k10_,b'216_3',sigma3_spalin_spatialonly,6.0,4.0294106454775775
s20c6,k10_,b'201_1',sigma3_spalin_spatialonly,45.0,1.7522805289392092
s20c6,k10_,b'216_2',sigma3_spalin_spatialonly,15.0,3.666579690002944
s20c6,k10_,b'216_1',sigma3_spalin_spatialonly,15.0,3.666579690002944
s20c6,k10_,b'104_3',sigma3_spalin_spatialonly,57.0,63.79405189084495
s20c6,k10_,b'166_5',sigma3_spalin_spatialonly,62.0,27.32496724699365
s20c6,k10_,b'216_9',sigma3_spalin_spatialonly,50.0,2.2603550655328615
s20c6,k10_,b'216_8',sigma3_spalin_spatialonly,50.0,2.2603550655328615
s20c6,k10_,b'157_6',sigma3_spalin_spatialonly,53.0,27.479788348108677
s20c6,k10_,b'216_11',sigma3_spalin_spatialonly,59.0,2.105533964417837
s20c6,k10_,b'216_10',sigma3_spalin_spatialonly,59.0,2.105533964417837
s20c6,k10_,b'46_2',sigma3_spalin_spatialonly,45.0,1.0
s20c6,k10_,b'176_10',sigma3_spalin_spatialonly,130.0,84.09979647758882
s20c6,k10_,b'216_13',sigma3_spalin_spatialonly,40.0,9.27957772578249
s20c6,k10_,b'216_12',sigma3_spalin_spatialonly,40.0,9.27957772578249
s20c6,k10_,b'89_4',sigma3_spalin_spatialonly,43.0,1.0
s20c6,k10_,b'216_16',sigma3_spalin_spatialonly,127.0,92.37937420337131
s20c6,k10_,b'216_19',sigma3_spalin_spatialonly,127.0,92.37937420337131
s20c6,k50_,b'1_1',problin,0.0,1.0000000000001432
s20c6,k50_,b'47_1',problin,46.0,40.88201168714091
s20c6,k50_,b'156_1',problin,109.0,104.05343986027637
s20c6,k50_,b'210_3',problin,54.0,63.561291608931434
s20c6,k50_,b'216_4',problin,6.0,5.513256843638502
s20c6,k50_,b'216_3',problin,6.0,5.513256843638502
s20c6,k50_,b'201_1',problin,45.0,51.176383547469676
s20c6,k50_,b'216_2',problin,15.0,17.898164905100266
s20c6,k50_,b'216_1',problin,15.0,17.898164905100266
s20c6,k50_,b'104_3',problin,57.0,39.76806742033588
s20c6,k50_,b'166_5',problin,62.0,52.43932425398867
s20c6,k50_,b'216_9',problin,50.0,80.92059663852176
s20c6,k50_,b'216_8',problin,50.0,80.92059663852176
s20c6,k50_,b'157_6',problin,53.0,54.723069463879995
s20c6,k50_,b'216_11',problin,59.0,78.63685142863042
s20c6,k50_,b'216_10',problin,59.0,78.63685142863042
s20c6,k50_,b'46_2',problin,45.0,67.49531312510553
s20c6,k50_,b'176_10',problin,130.0,119.54206828978245
s20c6,k50_,b'216_13',problin,40.0,26.97261858509928
s20c6,k50_,b'216_12',problin,40.0,26.97261858509928
s20c6,k50_,b'89_4',problin,43.0,25.327249497648044
s20c6,k50_,b'216_16',problin,127.0,121.18743737723368
s20c6,k50_,b'216_19',problin,127.0,121.18743737723368
s20c6,k50_,b'1_1',sigma05_spalin,0.0,1.0
s20c6,k50_,b'47_1',sigma05_spalin,46.0,40.36283535325814
s20c6,k50_,b'156_1',sigma05_spalin,109.0,100.15576184030776
s20c6,k50_,b'210_3',sigma05_spalin,54.0,70.24697817270493
s20c6,k50_,b'216_4',sigma05_spalin,6.0,3.2444246337165974
s20c6,k50_,b'216_3',sigma05_spalin,6.0,3.2444246337165974
s20c6,k50_,b'201_1',sigma05_spalin,45.0,61.59945039311787
s20c6,k50_,b'216_2',sigma05_spalin,15.0,11.891952413303658
s20c6,k50_,b'216_1',sigma05_spalin,15.0,11.891952413303658
s20c6,k50_,b'104_3',sigma05_spalin,57.0,36.957498873240134
s20c6,k50_,b'166_5',sigma05_spalin,62.0,56.74929137893889
s20c6,k50_,b'216_9',sigma05_spalin,50.0,79.94037439455023
s20c6,k50_,b'216_8',sigma05_spalin,50.0,79.94037439455023
s20c6,k50_,b'157_6',sigma05_spalin,53.0,61.45512247180385
s20c6,k50_,b'216_11',sigma05_spalin,59.0,75.23454330168528
s20c6,k50_,b'216_10',sigma05_spalin,59.0,75.23454330168528
s20c6,k50_,b'46_2',sigma05_spalin,45.0,66.33309001634368
s20c6,k50_,b'176_10',sigma05_spalin,130.0,120.51425880460043
s20c6,k50_,b'216_13',sigma05_spalin,40.0,27.162651179043333
s20c6,k50_,b'216_12',sigma05_spalin,40.0,27.162651179043333
s20c6,k50_,b'89_4',sigma05_spalin,43.0,28.29516036841985
s20c6,k50_,b'216_16',sigma05_spalin,127.0,119.38174961522392
s20c6,k50_,b'216_19',sigma05_spalin,127.0,119.38174961522392
s20c6,k50_,b'1_1',sigma15_spalin,0.0,1.0
s20c6,k50_,b'47_1',sigma15_spalin,46.0,40.33492683548492
s20c6,k50_,b'156_1',sigma15_spalin,109.0,100.09401707813107
s20c6,k50_,b'210_3',sigma15_spalin,54.0,66.80472569354772
s20c6,k50_,b'216_4',sigma15_spalin,6.0,6.776330392829354
s20c6,k50_,b'216_3',sigma15_spalin,6.0,6.776330392829354
s20c6,k50_,b'201_1',sigma15_spalin,45.0,52.37640504260895
s20c6,k50_,b'216_2',sigma15_spalin,15.0,21.20465104376812
s20c6,k50_,b'216_1',sigma15_spalin,15.0,21.20465104376812
s20c6,k50_,b'104_3',sigma15_spalin,57.0,40.75453882562573
s20c6,k50_,b'166_5',sigma15_spalin,62.0,55.14861983606422
s20c6,k50_,b'216_9',sigma15_spalin,50.0,77.77191450281822
s20c6,k50_,b'216_8',sigma15_spalin,50.0,77.77191450281822
s20c6,k50_,b'157_6',sigma15_spalin,53.0,45.53488139346063
s20c6,k50_,b'216_11',sigma15_spalin,59.0,87.3856529454218
s20c6,k50_,b'216_10',sigma15_spalin,59.0,87.3856529454218
s20c6,k50_,b'46_2',sigma15_spalin,45.0,69.28377813343545
s20c6,k50_,b'176_10',sigma15_spalin,130.0,120.58180627231567
s20c6,k50_,b'216_13',sigma15_spalin,40.0,24.14441559424198
s20c6,k50_,b'216_12',sigma15_spalin,40.0,24.14441559424198
s20c6,k50_,b'89_4',sigma15_spalin,43.0,23.224036991248408
s20c6,k50_,b'216_16',sigma15_spalin,127.0,121.50218487530924
s20c6,k50_,b'216_19',sigma15_spalin,127.0,121.50218487530924
s20c6,k50_,b'1_1',sigma3_spalin,0.0,1.000000000021619
s20c6,k50_,b'47_1',sigma3_spalin,46.0,41.30621132313899
s20c6,k50_,b'156_1',sigma3_spalin,109.0,107.52216090422723
s20c6,k50_,b'210_3',sigma3_spalin,54.0,57.802212771753894
s20c6,k50_,b'216_4',sigma3_spalin,6.0,7.3794150009566115
s20c6,k50_,b'216_3',sigma3_spalin,6.0,7.3794150009566115
s20c6,k50_,b'201_1',sigma3_spalin,45.0,49.538210739370534
s20c6,k50_,b'216_2',sigma3_spalin,15.0,15.643417033339972
s20c6,k50_,b'216_1',sigma3_spalin,15.0,15.643417033339972
s20c6,k50_,b'104_3',sigma3_spalin,57.0,42.380307041133925
s20c6,k50_,b'166_5',sigma3_spalin,62.0,54.87012007742519
s20c6,k50_,b'216_9',sigma3_spalin,50.0,75.45336155837865
s20c6,k50_,b'216_8',sigma3_spalin,50.0,75.45336155837865
s20c6,k50_,b'157_6',sigma3_spalin,53.0,55.62212083871429
s20c6,k50_,b'216_11',sigma3_spalin,59.0,74.70136079708956
s20c6,k50_,b'216_10',sigma3_spalin,59.0,74.70136079708956
s20c6,k50_,b'46_2',sigma3_spalin,45.0,64.28071171106329
s20c6,k50_,b'176_10',sigma3_spalin,130.0,122.77983596114817
s20c6,k50_,b'216_13',sigma3_spalin,40.0,26.949452327865295
s20c6,k50_,b'216_12',sigma3_spalin,40.0,26.949452327865295
s20c6,k50_,b'89_4',sigma3_spalin,43.0,17.938233832265087
s20c6,k50_,b'216_16',sigma3_spalin,127.0,131.79105445674838
s20c6,k50_,b'216_19',sigma3_spalin,127.0,131.79105445674838
s20c6,k200_,b'1_1',problin,0.0,1.0
s20c6,k200_,b'47_1',problin,46.0,37.50045930960498
s20c6,k200_,b'156_1',problin,109.0,104.95133189403397
s20c6,k200_,b'210_3',problin,54.0,65.52057708056478
s20c6,k200_,b'216_4',problin,6.0,6.017631715934411
s20c6,k200_,b'216_3',problin,6.0,6.017631715934411
s20c6,k200_,b'201_1',problin,45.0,48.90290456644065
s20c6,k200_,b'216_2',problin,15.0,22.63530423005855
s20c6,k200_,b'216_1',problin,15.0,22.63530423005855
s20c6,k200_,b'104_3',problin,57.0,62.46985152116001
s20c6,k200_,b'166_5',problin,62.0,49.191364676492526
s20c6,k200_,b'216_9',problin,50.0,64.82832449288065
s20c6,k200_,b'216_8',problin,50.0,64.82832449288065
s20c6,k200_,b'157_6',problin,53.0,59.9949278795406
s20c6,k200_,b'216_11',problin,59.0,54.02476128983257
s20c6,k200_,b'216_10',problin,59.0,54.02476128983257
s20c6,k200_,b'46_2',problin,45.0,48.07609886903443
s20c6,k200_,b'176_10',problin,130.0,132.4304270593981
s20c6,k200_,b'216_13',problin,40.0,33.48347407170561
s20c6,k200_,b'216_12',problin,40.0,33.48347407170561
s20c6,k200_,b'89_4',problin,43.0,30.566882549005193
s20c6,k200_,b'216_16',problin,127.0,135.3470185820985
s20c6,k200_,b'216_19',problin,127.0,135.3470185820985
s20c6,k200_,b'1_1',sigma05_spalin,0.0,1.0000000000063005
s20c6,k200_,b'47_1',sigma05_spalin,46.0,37.441252790619295
s20c6,k200_,b'156_1',sigma05_spalin,109.0,103.27872254426649
s20c6,k200_,b'210_3',sigma05_spalin,54.0,68.34278870923248
s20c6,k200_,b'216_4',sigma05_spalin,6.0,4.927534545825971
s20c6,k200_,b'216_3',sigma05_spalin,6.0,4.927534545825971
s20c6,k200_,b'201_1',sigma05_spalin,45.0,52.08382748998102
s20c6,k200_,b'216_2',sigma05_spalin,15.0,21.186495765077424
s20c6,k200_,b'216_1',sigma05_spalin,15.0,21.186495765077424
s20c6,k200_,b'104_3',sigma05_spalin,57.0,60.92468568651316
s20c6,k200_,b'166_5',sigma05_spalin,62.0,50.3175698994208
s20c6,k200_,b'216_9',sigma05_spalin,50.0,65.30679021339097
s20c6,k200_,b'216_8',sigma05_spalin,50.0,65.30679021339097
s20c6,k200_,b'157_6',sigma05_spalin,53.0,62.12926134032269
s20c6,k200_,b'216_11',sigma05_spalin,59.0,53.49509877248909
s20c6,k200_,b'216_10',sigma05_spalin,59.0,53.49509877248909
s20c6,k200_,b'46_2',sigma05_spalin,45.0,47.88956534441653
s20c6,k200_,b'176_10',sigma05_spalin,130.0,133.1685205430056
s20c6,k200_,b'216_13',sigma05_spalin,40.0,32.93221270252209
s20c6,k200_,b'216_12',sigma05_spalin,40.0,32.93221270252209
s20c6,k200_,b'89_4',sigma05_spalin,43.0,31.405000068959286
s20c6,k200_,b'216_16',sigma05_spalin,127.0,134.6957331765684
s20c6,k200_,b'216_19',sigma05_spalin,127.0,134.6957331765684
s20c6,k200_,b'1_1',sigma15_spalin,0.0,1.0000000000001426
s20c6,k200_,b'47_1',sigma15_spalin,46.0,37.2811028506494
s20c6,k200_,b'156_1',sigma15_spalin,109.0,104.2266589820321
s20c6,k200_,b'210_3',sigma15_spalin,54.0,66.3317642099082
s20c6,k200_,b'216_4',sigma15_spalin,6.0,6.150473956865919
s20c6,k200_,b'216_3',sigma15_spalin,6.0,6.150473956865919
s20c6,k200_,b'201_1',sigma15_spalin,45.0,49.39577738923362
s20c6,k200_,b'216_2',sigma15_spalin,15.0,23.086460777540516
s20c6,k200_,b'216_1',sigma15_spalin,15.0,23.086460777540516
s20c6,k200_,b'104_3',sigma15_spalin,57.0,62.465729565999794
s20c6,k200_,b'166_5',sigma15_spalin,62.0,49.75033841094126
s20c6,k200_,b'216_9',sigma15_spalin,50.0,64.49282917186521
s20c6,k200_,b'216_8',sigma15_spalin,50.0,64.49282917186521
s20c6,k200_,b'157_6',sigma15_spalin,53.0,56.65533365552023
s20c6,k200_,b'216_11',sigma15_spalin,59.0,57.587833927286226
s20c6,k200_,b'216_10',sigma15_spalin,59.0,57.587833927286226
s20c6,k200_,b'46_2',sigma15_spalin,45.0,48.45832428585729
s20c6,k200_,b'176_10',sigma15_spalin,130.0,133.0803082236855
s20c6,k200_,b'216_13',sigma15_spalin,40.0,32.451367489912855
s20c6,k200_,b'216_12',sigma15_spalin,40.0,32.451367489912855
s20c6,k200_,b'89_4',sigma15_spalin,43.0,30.979778498009637
s20c6,k200_,b'216_16',sigma15_spalin,127.0,134.5518972155887
s20c6,k200_,b'216_19',sigma15_spalin,127.0,134.5518972155887
s20c6,k200_,b'1_1',sigma3_spalin,0.0,1.0
s20c6,k200_,b'47_1',sigma3_spalin,46.0,37.3382762117677
s20c6,k200_,b'156_1',sigma3_spalin,109.0,105.81473336370593
s20c6,k200_,b'210_3',sigma3_spalin,54.0,64.08391455797839
s20c6,k200_,b'216_4',sigma3_spalin,6.0,6.773075866897618
s20c6,k200_,b'216_3',sigma3_spalin,6.0,6.773075866897618
s20c6,k200_,b'201_1',sigma3_spalin,45.0,48.83148765283494
s20c6,k200_,b'216_2',sigma3_spalin,15.0,22.025502772041055
s20c6,k200_,b'216_1',sigma3_spalin,15.0,22.025502772041055
s20c6,k200_,b'104_3',sigma3_spalin,57.0,63.503143758151246
s20c6,k200_,b'166_5',sigma3_spalin,62.0,49.403409518396295
s20c6,k200_,b'216_9',sigma3_spalin,50.0,63.7651705120344
s20c6,k200_,b'216_8',sigma3_spalin,50.0,63.7651705120344
s20c6,k200_,b'157_6',sigma3_spalin,53.0,60.24843497121834
s20c6,k200_,b'216_11',sigma3_spalin,59.0,52.92014505921236
s20c6,k200_,b'216_10',sigma3_spalin,59.0,52.92014505921236
s20c6,k200_,b'46_2',sigma3_spalin,45.0,47.15613685298879
s20c6,k200_,b'176_10',sigma3_spalin,130.0,133.68918152956152
s20c6,k200_,b'216_13',sigma3_spalin,40.0,33.16468161779931
s20c6,k200_,b'216_12',sigma3_spalin,40.0,33.16468161779931
s20c6,k200_,b'89_4',sigma3_spalin,43.0,28.80376260497838
s20c6,k200_,b'216_16',sigma3_spalin,127.0,138.05010054238247
s20c6,k200_,b'216_19',sigma3_spalin,127.0,138.05010054238247
s7c5,k10_,b'virtual',problin,0.0,14.986120446197779
s7c5,k10_,b'186_2',problin,185.0,199.02387952728603
s7c5,k10_,b'216_4',problin,30.0,1.0000000327755496
s7c5,k10_,b'216_3',problin,30.0,1.0000000327755496
s7c5,k10_,b'45_2',problin,44.0,1.0
s7c5,k10_,b'159_8',problin,114.0,69.91640932771946
s7c5,k10_,b'208_10',problin,49.0,128.10747023614053
s7c5,k10_,b'216_13',problin,8.0,1.0000000003623672
s7c5,k10_,b'216_12',problin,8.0,1.0000000003623672
s7c5,k10_,b'205_10',problin,46.0,128.10747023614002
s7c5,k10_,b'216_15',problin,11.0,1.0000000003628862
s7c5,k10_,b'216_14',problin,11.0,1.0000000003628862
s7c5,k10_,b'115_3',problin,70.0,132.20549171095104
s7c5,k10_,b'173_5',problin,58.0,1.0000000038033854
s7c5,k10_,b'216_5',problin,43.0,65.81838784946794
s7c5,k10_,b'215_6',problin,42.0,64.81838784987006
s7c5,k10_,b'216_7',problin,1.0,1.0
s7c5,k10_,b'216_6',problin,1.0,1.0
s7c5,k10_,b'166_6',problin,51.0,1.0000000006272578
s7c5,k10_,b'210_7',problin,44.0,64.8183878500686
s7c5,k10_,b'216_9',problin,6.0,1.0000000025754647
s7c5,k10_,b'216_8',problin,6.0,1.0000000025754647
s7c5,k10_,b'207_8',problin,41.0,64.81838783331689
s7c5,k10_,b'216_11',problin,9.0,1.000000019327175
s7c5,k10_,b'216_10',problin,9.0,1.000000019327175
s7c5,k10_,b'virtual',sigma05_spalin,0.0,14.205113961865079
s7c5,k10_,b'186_2',sigma05_spalin,185.0,181.00730889068456
s7c5,k10_,b'216_4',sigma05_spalin,30.0,19.797577147436044
s7c5,k10_,b'216_3',sigma05_spalin,30.0,19.797577147436044
s7c5,k10_,b'45_2',sigma05_spalin,44.0,1.0
s7c5,k10_,b'159_8',sigma05_spalin,114.0,73.61789418049167
s7c5,k10_,b'208_10',sigma05_spalin,49.0,125.18699187523
s7c5,k10_,b'216_13',sigma05_spalin,8.0,1.0000000000139302
s7c5,k10_,b'216_12',sigma05_spalin,8.0,1.0000000000139302
s7c5,k10_,b'205_10',sigma05_spalin,46.0,119.86651546136204
s7c5,k10_,b'216_15',sigma05_spalin,11.0,6.320476413881906
s7c5,k10_,b'216_14',sigma05_spalin,11.0,6.320476413881906
s7c5,k10_,b'115_3',sigma05_spalin,70.0,119.52173194530342
s7c5,k10_,b'173_5',sigma05_spalin,58.0,8.961310259628798
s7c5,k10_,b'216_5',sigma05_spalin,43.0,71.32184385080336
s7c5,k10_,b'215_6',sigma05_spalin,42.0,70.3218438508051
s7c5,k10_,b'216_7',sigma05_spalin,1.0,1.0
s7c5,k10_,b'216_6',sigma05_spalin,1.0,1.0
s7c5,k10_,b'166_6',sigma05_spalin,51.0,1.0000000399306326
s7c5,k10_,b'210_7',sigma05_spalin,44.0,71.41580371421668
s7c5,k10_,b'216_9',sigma05_spalin,6.0,7.8673503562848826
s7c5,k10_,b'216_8',sigma05_spalin,6.0,7.8673503562848826
s7c5,k10_,b'207_8',sigma05_spalin,41.0,71.93746226357464
