sigma: 22.470982031241125
216_1 301.0 154.0
216_3 298.0 140.0
216_2 284.0 156.0
216_5 208.0 195.0
216_4 163.0 220.0
216_7 273.0 150.0
216_6 279.0 138.0
185_5 275.5259414740609 144.4572562331661
192_5 198.19279591615705 199.93289035617613
128_2 249.97047985118397 169.069809819755
184_2 290.9854499876051 149.0644117263028
130_1 290.93797731686635 152.51650138633087
82_1 250.19319106856707 168.9799138480545
