27_1,168.0,242.0
76_1,144.0,242.0
130_3,132.0,242.0
187_5,112.0,241.0
216_6,94.0,220.0
216_5,103.0,235.0
185_6,111.0,204.0
216_8,116.0,193.0
216_7,81.0,237.0
126_1,115.0,242.0
177_3,101.0,222.0
216_4,102.0,207.0
216_3,50.0,259.0
174_1,100.0,255.0
216_2,92.0,237.0
216_1,97.0,254.0
75_2,170.0,249.0
140_5,173.0,271.0
216_12,158.0,250.0
191_9,185.0,294.0
216_10,192.0,293.0
216_9,179.0,317.0
131_6,158.0,230.0
185_11,176.0,187.0
216_16,187.0,157.0
216_15,177.0,172.0
180_9,139.0,228.0
216_14,115.0,215.0
216_13,129.0,231.0
23_2,180.0,203.0
74_5,179.0,199.0
170_17,164.0,221.0
211_33,138.0,218.0
216_34,149.0,208.0
216_33,135.0,221.0
205_34,161.0,218.0
216_36,166.0,207.0
216_35,159.0,228.0
163_19,203.0,222.0
198_37,197.0,239.0
216_44,201.0,227.0
216_43,204.0,253.0
197_37,198.0,207.0
216_46,188.0,188.0
216_45,202.0,217.0
67_3,186.0,222.0
117_5,169.0,256.0
156_9,161.0,287.0
191_16,167.0,278.0
216_20,183.0,282.0
216_19,174.0,294.0
191_15,163.0,302.0
216_18,158.0,299.0
216_17,168.0,327.0
155_10,146.0,256.0
191_19,144.0,255.0
216_24,120.0,239.0
216_23,157.0,264.0
188_17,125.0,272.0
216_22,108.0,250.0
216_21,128.0,275.0
116_6,175.0,237.0
163_15,176.0,234.0
199_31,178.0,239.0
216_32,169.0,225.0
216_31,189.0,238.0
197_29,152.0,240.0
216_30,156.0,238.0
216_29,135.0,243.0
158_13,151.0,279.0
196_27,162.0,271.0
216_28,171.0,271.0
216_27,147.0,276.0
192_24,137.0,285.0
216_26,128.0,291.0
216_25,144.0,289.0
