cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_6,1,1,1,0,1,1,2,2,2,2
216_5,1,1,1,0,1,1,2,2,2,2
216_8,1,1,1,0,1,1,2,0,2,2
216_7,1,1,1,0,1,1,2,0,2,2
216_4,1,2,1,0,0,1,2,1,2,0
216_3,1,2,1,0,2,1,2,1,2,0
216_2,1,2,1,0,2,1,2,2,2,1
216_1,1,2,1,0,0,1,2,0,2,1
216_12,1,0,1,0,0,1,2,2,0,0
216_10,1,0,1,1,0,1,2,2,0,0
216_9,1,0,1,0,0,1,2,2,0,0
216_16,1,1,1,1,2,1,2,2,2,0
216_15,1,1,1,1,2,1,2,2,2,0
216_14,1,1,1,0,2,1,2,2,2,0
216_13,1,1,1,0,2,1,2,2,2,0
216_34,1,1,2,2,2,2,1,0,2,2
216_33,1,1,2,2,2,2,1,0,2,2
216_36,1,1,2,2,2,2,0,0,2,2
216_35,1,1,2,2,2,2,0,0,2,2
216_44,1,0,2,2,2,2,1,0,2,2
216_43,1,0,2,2,2,2,1,0,2,2
216_46,1,0,2,2,2,2,1,0,2,2
216_45,1,0,2,2,2,2,1,0,2,2
216_20,0,0,2,1,1,2,0,2,2,1
216_19,0,0,2,1,0,2,0,2,2,1
216_18,1,0,2,0,0,2,0,2,2,1
216_17,0,0,2,0,0,2,0,2,2,1
216_24,2,0,2,1,2,2,0,2,2,0
216_23,2,0,2,0,2,2,0,2,2,0
216_22,0,0,2,0,2,2,0,2,2,0
216_21,0,0,2,0,2,2,0,2,2,2
216_32,1,0,2,0,0,0,2,2,2,0
216_31,1,0,2,0,0,0,2,2,2,1
216_30,1,0,2,0,1,0,2,2,2,0
216_29,1,0,2,0,0,0,2,2,2,0
216_28,1,1,2,0,2,2,2,2,2,0
216_27,1,1,2,0,2,2,2,2,2,0
216_26,1,0,2,0,2,0,2,2,2,0
216_25,1,0,2,0,2,0,2,2,2,0
