cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_6,2,1,1,1,2,1,0,0,2,2
216_5,2,1,1,1,2,1,0,0,2,2
216_8,1,1,1,1,2,1,0,2,0,2
216_7,1,1,1,1,2,1,0,2,0,2
216_4,2,1,1,1,2,0,2,2,0,2
216_3,2,1,1,1,2,0,2,2,0,2
216_2,0,1,1,1,2,1,0,0,0,2
216_1,0,1,1,1,2,0,0,0,0,2
216_12,1,1,0,2,0,1,0,0,2,2
216_10,1,1,2,2,0,1,1,0,2,2
216_9,1,1,2,2,0,1,1,0,2,2
216_16,2,1,0,1,1,1,0,2,2,2
216_15,2,1,0,1,1,1,0,2,2,2
216_14,2,1,0,0,2,1,0,1,2,2
216_13,2,1,0,0,0,1,0,1,2,2
216_34,1,2,2,2,0,0,1,2,2,2
216_33,1,2,2,2,0,0,1,2,2,2
216_36,1,2,2,2,0,1,1,2,0,2
216_35,1,2,2,2,0,1,1,2,1,2
216_44,0,2,2,2,1,0,1,2,1,2
216_43,0,2,2,2,1,0,1,2,1,2
216_46,0,2,2,2,1,0,1,2,1,2
216_45,0,2,2,2,1,0,1,2,1,2
216_20,0,0,1,2,2,1,0,2,0,1
216_19,0,0,1,2,2,1,0,2,0,1
216_18,0,0,1,2,2,1,0,2,0,1
216_17,0,0,1,2,2,1,0,2,0,1
216_24,2,2,1,2,0,1,0,2,0,1
216_23,2,2,1,2,0,1,0,2,0,1
216_22,2,2,1,2,2,1,0,2,1,1
216_21,2,2,1,2,2,1,0,2,0,1
216_32,0,1,1,2,2,1,0,2,0,0
216_31,0,1,1,2,2,1,0,2,0,0
216_30,0,1,1,2,2,1,0,2,0,1
216_29,0,1,1,2,2,1,0,2,0,1
216_28,0,1,1,2,2,1,1,2,0,0
216_27,0,0,1,2,2,1,1,2,0,0
216_26,0,0,1,2,2,1,1,2,0,2
216_25,0,0,1,2,2,1,0,2,0,0
