cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,2,0,0,2,2,0,0,0,0,0
I2,2,2,0,2,2,0,2,2,0,0
I3,2,2,0,2,2,0,2,2,0,0
I4,2,2,0,2,2,0,2,2,1,2
216_6,2,2,0,2,2,0,2,2,1,2
216_5,2,2,0,2,2,2,2,2,1,2
I5,2,2,2,2,2,0,2,2,0,0
216_8,2,2,2,2,2,0,2,2,0,0
216_7,2,2,2,2,2,0,2,2,0,0
I6,2,2,2,2,2,0,2,2,0,0
I7,2,2,2,2,2,1,2,2,0,0
216_4,2,2,2,2,2,1,2,2,2,1
216_3,2,2,2,2,2,1,2,2,0,0
I8,2,2,2,2,2,0,2,2,0,0
216_2,2,2,2,2,2,2,2,2,0,1
216_1,2,2,2,2,2,1,2,2,0,2
I9,2,0,0,2,2,1,0,0,0,1
I10,2,2,0,2,2,1,0,0,1,1
216_12,2,2,0,2,2,1,0,0,1,1
I11,2,2,1,2,2,1,0,0,1,1
216_10,2,2,1,2,2,1,0,0,1,1
216_9,2,2,1,2,2,1,0,0,1,1
I12,2,0,0,2,2,1,0,1,0,1
I13,2,1,2,2,2,1,0,1,0,1
216_16,2,1,2,2,2,1,0,1,0,1
216_15,2,1,2,2,2,1,2,1,0,1
I14,2,0,2,2,2,1,0,1,0,1
216_14,2,0,2,2,2,1,2,1,0,1
216_13,2,0,2,2,2,1,2,1,0,1
I15,0,0,0,0,0,0,0,0,2,0
I16,0,0,0,0,0,0,1,0,2,0
I17,0,0,1,0,0,0,1,2,2,0
I18,0,0,1,0,0,0,1,2,2,0
216_34,0,0,1,0,0,0,1,2,2,0
216_33,0,0,1,0,0,0,1,2,2,0
I19,2,1,1,0,0,0,1,2,2,0
216_36,2,1,1,0,0,0,1,2,2,0
216_35,2,1,1,0,0,0,1,2,2,0
I20,0,1,2,2,0,0,1,0,2,1
I21,0,1,2,2,0,0,1,0,2,1
216_44,0,1,2,2,0,0,1,0,2,1
216_43,0,1,2,2,0,1,1,0,2,1
I22,0,1,2,2,1,1,1,0,2,1
216_46,0,1,2,2,1,1,1,0,2,1
216_45,0,1,2,2,1,1,1,0,2,1
I23,0,2,0,0,2,0,1,0,2,0
I24,2,2,0,2,2,2,1,0,2,0
I25,2,2,0,2,2,2,1,0,2,0
I26,2,2,1,2,2,2,1,0,2,2
216_20,2,2,1,2,2,2,1,0,2,2
216_19,2,2,1,2,2,2,1,0,2,2
I27,2,2,0,2,2,2,1,0,2,0
216_18,2,2,0,2,2,2,1,0,2,2
216_17,2,2,0,2,2,2,1,0,2,0
I28,2,2,1,2,2,2,1,0,2,0
I29,2,2,1,2,2,2,1,0,2,0
216_24,2,2,1,2,2,2,1,0,2,0
216_23,2,2,1,2,2,2,1,2,2,0
I30,2,2,1,2,2,2,1,0,2,0
216_22,2,2,1,2,2,2,1,0,2,0
216_21,2,2,1,2,2,2,1,0,2,0
I31,0,2,0,1,2,0,1,0,2,0
I32,0,2,0,1,2,0,1,0,2,1
I33,1,2,0,1,2,0,1,0,2,1
216_32,1,2,0,1,2,0,1,0,2,1
216_31,1,2,0,1,2,0,1,2,2,1
I34,0,2,0,1,2,0,1,2,2,1
216_30,0,2,0,1,2,0,1,2,2,1
216_29,0,2,0,1,2,0,1,2,2,1
I35,1,2,1,1,2,0,1,2,2,0
I36,1,2,1,1,2,0,1,2,2,0
216_28,1,2,1,1,2,0,1,2,2,0
216_27,1,2,1,1,2,0,1,2,2,0
I37,1,2,1,1,2,2,1,2,2,0
216_26,1,2,1,1,2,2,1,2,2,0
216_25,1,2,1,1,2,2,1,2,2,0
Evolve tree: [&R] ((((((216_25:0.14400000000000002,216_26:0.14400000000000002)I37:0.20400000000000001,(216_27:0.12,216_28:0.12)I36:0.228)I35:0.252,((216_29:0.114,216_30:0.114)I34:0.20400000000000001,(216_31:0.10200000000000001,216_32:0.10200000000000001)I33:0.216)I32:0.28200000000000003)I31:0.294,(((216_21:0.168,216_22:0.168)I30:0.198,(216_23:0.15,216_24:0.15)I29:0.216)I28:0.228,((216_17:0.15,216_18:0.15)I27:0.21,(216_19:0.15,216_20:0.15)I26:0.21)I25:0.234)I24:0.3)I23:0.264,(((216_45:0.114,216_46:0.114)I22:0.20400000000000001,(216_43:0.108,216_44:0.108)I21:0.21)I20:0.534,((216_35:0.066,216_36:0.066)I19:0.21,(216_33:0.03,216_34:0.03)I18:0.246)I17:0.5760000000000001)I16:0.306)I15:0.132,((((216_13:0.216,216_14:0.216)I14:0.294,(216_15:0.186,216_16:0.186)I13:0.324)I12:0.336,((216_9:0.15,216_10:0.15)I11:0.306,216_12:0.456)I10:0.39)I9:0.28800000000000003,(((216_1:0.252,216_2:0.252)I8:0.28800000000000003,(216_3:0.234,216_4:0.234)I7:0.306)I6:0.3,((216_7:0.186,216_8:0.186)I5:0.33,(216_5:0.17400000000000002,216_6:0.17400000000000002)I4:0.342)I3:0.324)I2:0.294)I1:0.156)I0:0;
