cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,2,0,0,1,0,0,0,0,0
I1,0,2,1,0,1,1,0,0,0,2
I2,0,2,1,2,1,1,0,0,0,2
216_13,0,2,1,2,1,1,0,1,0,2
I3,1,2,1,2,1,1,0,0,2,2
216_16,1,2,1,2,1,1,0,0,2,2
216_15,1,2,1,2,1,1,0,0,2,2
I4,0,2,1,2,1,1,0,0,0,2
I5,1,2,1,2,1,1,0,0,1,2
216_12,1,2,1,2,1,1,0,0,1,2
216_11,1,2,1,2,1,1,0,0,1,2
I6,1,2,1,2,1,1,0,0,0,2
216_10,1,2,1,2,1,1,0,0,0,2
216_9,1,2,1,2,1,1,0,0,0,2
I7,2,2,2,0,1,0,0,2,0,0
I8,2,2,2,0,1,0,0,2,0,1
216_8,2,2,2,0,1,1,1,2,0,1
216_7,2,2,2,0,1,0,0,2,0,1
I9,2,2,2,0,1,2,0,2,0,0
I10,2,2,2,0,1,2,2,2,0,0
216_4,2,2,2,0,1,2,2,2,0,0
216_3,2,2,2,0,1,2,2,2,0,0
I11,2,2,2,0,1,2,0,2,0,0
216_2,2,2,2,2,1,2,0,2,0,0
216_1,2,2,2,0,1,2,0,2,0,1
Evolve tree: [&R] ((((216_1:0.1435385029740302,216_2:0.1435385029740302)I11:0.23675500555843934,(216_3:0.12142580669781664,216_4:0.12142580669781664)I10:0.2588677018346529)I9:0.2897646011509981,(216_7:0.13465042760322857,216_8:0.13465042760322857)I8:0.5354076820802393)I7:0.349093832407179,(((216_9:0.15248434229088492,216_10:0.15248434229088492)I6:0.21220918684247547,(216_11:0.12581974319240852,216_12:0.12581974319240852)I5:0.23887378594095188)I4:0.28696258937068236,((216_15:0.07826040190720206,216_16:0.07826040190720206)I3:0.2156043886897059,216_13:0.29386479059690795)I2:0.35779132790713486)I1:0.3674958235866039)I0:0.2217960925786623;
