cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,2,1,0,0,2,0,2,0,0
I1,0,2,1,2,0,2,1,2,0,0
I2,0,2,1,2,0,2,1,2,0,0
216_13,0,2,1,2,0,2,1,2,0,2
I3,0,2,1,2,0,2,1,2,0,0
216_16,0,2,1,2,0,2,1,2,0,0
216_15,0,2,1,2,0,2,1,2,0,0
I4,2,2,1,2,0,2,1,2,0,2
I5,2,2,1,2,0,2,1,2,0,2
216_12,2,2,1,2,2,2,1,2,0,2
216_11,2,2,1,2,0,2,1,2,0,2
I6,2,2,1,2,0,2,1,2,0,2
216_10,2,2,1,2,0,2,1,2,0,2
216_9,2,2,1,2,0,2,1,2,0,2
I7,2,2,1,0,1,2,0,2,1,0
I8,2,2,1,0,1,2,0,2,1,0
216_8,2,2,1,0,1,2,0,2,1,0
216_7,2,2,1,0,1,2,0,2,1,0
I9,2,2,1,2,1,2,0,2,1,0
I10,2,2,1,2,1,2,0,2,1,0
216_4,2,2,1,2,1,2,0,2,1,0
216_3,2,2,1,2,1,2,0,2,1,0
I11,2,2,1,2,1,2,0,2,1,1
216_2,2,2,1,2,1,2,0,2,1,1
216_1,2,2,1,2,1,2,0,2,1,1
Evolve tree: [&R] ((((216_1:0.07719389857338455,216_2:0.07719389857338455)I11:0.15244746383745333,(216_3:0.06456756588627624,216_4:0.06456756588627624)I10:0.16507379652456167)I9:0.2312114143452389,(216_7:0.07208632009293092,216_8:0.07208632009293092)I8:0.3887664566631459)I7:0.3473422940829414,(((216_9:0.08237888326446041,216_10:0.08237888326446041)I6:0.13622873647042336,(216_11:0.06705499223213832,216_12:0.06705499223213832)I5:0.15155262750274542)I4:0.22605318238110989,((216_15:0.04069564477212541,216_16:0.04069564477212541)I3:0.1295884970330584,216_13:0.17028414180518386)I2:0.2743766603108099)I1:0.3635342687230245)I0:0.2615353509476129;
