method error
problin 5.032438549942374
problin 35.04539760774033
problin 10.67451675913041
problin 5.615215747465117
problin 17.146432752023436
problin 6.103448100584602
problin 4.143112932737331
problin 29.70148254640348
problin 50.2677595976494
problin 33.43057005307053
problin 25.89989023802212
problin 5.33490903571437
problin 29.692083733597865
problin 19.668809427476987
problin 21.86736610280181
problin 27.86920958731027
problin 36.59353000049764
problin 5.104377186339641
problin 23.620097537325112
problin 17.659265948276815
problin 9.630472761432102
problin 26.451628774492068
problin 3.4100057690082077
problin 3.7017398629767944
problin 24.948497253178076
problin 46.015140163923775
problin 33.052711196555045
problin 25.369916579870157
problin 5.40583148383102
problin 46.432295651983374
problin 17.540736119188942
problin 5.416050770168709
problin 22.380176086977187
problin 32.91184592773751
problin 4.347937185138497
problin 49.96937319305322
problin 24.998153012948602
problin 5.5717410912082945
problin 20.411599878488634
problin 3.641346468506728
problin 3.571795132436472
problin 32.44925434709994
problin 39.321145792749356
problin 22.551141283384307
problin 21.280709927874124
problin 5.365543669154827
problin 60.60152479617365
problin 17.58393573290415
problin 5.950323586714944
problin 25.288643320365363
problin 44.1332239376693
problin 5.463411429754345
problin 35.63724611998302
problin 21.607270437024418
problin 5.573954640905011
problin 16.952030822896134
problin 16.89508376558924
problin 3.638022033585091
problin 24.648256670772287
problin 33.82607670398137
problin 30.645877524442326
problin 21.24749520673846
problin 22.92123796265869
problin 47.23453026178953
problin 17.513584094628722
problin 5.751965851823415
problin 18.37466908150431
problin 16.133080061173455
problin 8.931125566219482
problin 22.465173197714417
problin 10.720953620303606
problin 5.526517281280738
problin 42.821345673864336
problin 3.445386835604781
problin 3.658815555770144
problin 25.89525290033487
problin 38.75105969323833
problin 31.98790180466765
problin 32.29684356189434
problin 5.370054728754306
problin 35.842296458672806
problin 17.522914930869756
problin 16.369728364669086
problin 23.04890528391536
problin 25.996463199180116
problin 10.419400408125663
problin 7.894506131346106
problin 8.85533443078331
problin 14.211330542364252
problin 21.908407365113874
problin 4.303825396777686
problin 2.1705096537578163
problin 7.116665042779529
problin 2.2873789198137735
problin 13.90176842172127
problin 2.8622672927819597
problin 8.530017680589353
problin 10.45734594508962
problin 14.362968221327044
problin 20.22179412819185
problin 7.00596283466702
problin 10.468975074736136
problin 6.0161751406260295
problin 5.009537529875532
problin 12.593582353990614
problin 9.430611449400068
problin 7.747699864048304
problin 1.5206436103524619
problin 4.566387632630904
problin 5.47875843183801
problin 9.72377111296619
problin 7.902096869853117
problin 8.871703000599094
problin 13.846451405407507
problin 22.55055998983739
problin 10.265007980955032
problin 7.201219398153871
problin 3.818742428626801
problin 6.534391268096209
problin 18.073031268572066
problin 2.6531541975030084
problin 3.001524704931104
problin 9.427083795258381
problin 14.31270409789152
problin 10.673648766027995
problin 6.967035122958103
problin 10.510719638216026
problin 6.003777960656565
problin 11.900077426937111
problin 10.491635899722082
problin 14.568467149772253
problin 5.779828191589259
problin 2.8892144066954994
problin 5.18019985613219
problin 12.944223268385468
problin 9.775099001746856
problin 15.706192846835826
problin 8.918880492679325
problin 14.651757321803904
problin 22.761234796280263
problin 24.118360566811738
problin 4.591297832148082
problin 3.8775411515535563
problin 6.486895893961104
problin 17.87301120932064
problin 8.949955700898599
problin 6.828199958440269
problin 10.504068495234694
problin 6.925917472921126
problin 19.761762210387193
problin 4.566068535160799
problin 14.506170541206346
problin 9.535572579996499
problin 13.151020258846483
problin 9.094629934123226
problin 7.748689051681873
problin 5.607890717510295
problin 1.5089305974509963
problin 4.560611313219754
problin 6.085078596206596
problin 12.044295492666837
problin 7.845294638440399
problin 17.16405699194177
problin 17.908015213344587
problin 18.821451128472102
problin 4.227944887138083
problin 22.293490892694674
problin 29.833551124072113
problin 2.2961395530952218
problin 16.370783921778116
problin 8.850376600607529
problin 9.734001648725751
problin 10.5553118058486
problin 14.528241453289178
problin 13.293716302732111
problin 14.583360195168385
problin 5.8273839918652275
problin 6.701199169701869
problin 9.328780285320782
problin 18.656409259666678
problin 9.991574273396571
problin 6.048994072284343
problin 1.5373646639367067
problin 4.5773207709721
problin 1.4714162171093432
problin 9.282213093927938
problin 7.859961764866781
problin 8.8892109643846
problin 17.988652681716193
problin 20.822919295241793
problin 4.298346548331989
problin 10.277381790332885
problin 6.898889996234038
problin 2.3425807962010206
problin 13.666997431777547
problin 3.761817212795942
problin 6.017253577417547
problin 10.530059230974832
problin 11.061563251167547
problin 15.841131018520613
problin 7.033473793721041
problin 10.458380729863507
problin 5.774224478617555
problin 5.171143340869906
problin 13.762082900041543
problin 8.949080834747281
problin 6.032614225768951
problin 1.5044767905913807
problin 4.5511397115435335
problin 1.6720930447673377
problin 17.761540356807583
problin 4.48240826751342
problin 6.032458817829852
problin 8.940084186061771
problin 18.28724226892029
problin 20.1011508156564
problin 12.578336711827758
problin 12.521490221957439
problin 10.749698399111182
problin 11.381043198658492
problin 15.957034789668137
problin 4.728856300716072
problin 19.296714682430878
problin 19.11378393417633
problin 4.602112446914993
problin 8.370288150560514
problin 3.93946634748037
problin 18.384530121893857
problin 21.127996843742583
problin 21.983009508498142
problin 33.784217996072606
problin 27.29255561530193
problin 16.373322154459974
problin 15.933518594508062
problin 12.917618607328366
problin 27.680392255876527
problin 22.50202516865056
problin 4.468034944107783
problin 17.351520255910017
problin 1.9017391931467154
problin 12.053765133611384
problin 15.589519308496842
problin 24.729764390273722
problin 10.622558365045348
problin 10.698254381084842
problin 10.836804355227336
problin 14.164349350006537
problin 9.713024658866074
problin 30.23217952716704
problin 14.789269925422666
problin 4.482103422737185
problin 2.115365911217003
problin 6.083307833904264
problin 13.365620117896714
problin 14.356787243333878
problin 28.43375246113011
problin 5.275242900032193
problin 10.57294788917719
problin 18.245418170489796
problin 16.20857510026705
problin 10.52206072635574
problin 33.9351421942754
problin 22.484620025907418
problin 4.792430601099093
problin 8.355190150338423
problin 13.208993002267379
problin 17.874180246606656
problin 24.658242524053865
problin 17.35523992287411
problin 25.500017393965425
problin 2.3386611419665257
problin 10.945515861167737
problin 13.56267725703017
problin 21.0271838069113
problin 23.54993223838102
problin 2.2796836292531837
problin 26.29621102531569
problin 8.157847110688014
problin 23.942735408298518
problin 11.569157917506145
problin 2.075610336442861
problin 6.743864517534449
problin 3.2160871853784307
problin 4.488789730784288
problin 2.8610272261050627
problin 11.042481826543916
problin 14.351795954964043
problin 3.534610025031228
problin 4.439270137682354
problin 13.290700939906403
problin 5.57007170897478
problin 16.82447982290878
problin 9.309995968105941
problin 20.632740544110124
problin 2.264921291474681
problin 25.812748070410628
problin 6.411954299620069
problin 21.863928209537537
problin 8.715606467126483
problin 19.559902673634273
problin 6.301716698678523
problin 7.0546989117857555
problin 2.5758745907164102
problin 8.136825894426318
problin 13.352446663616641
problin 16.40361931496954
problin 7.247002440413042
problin 3.5625796786670834
problin 5.714172674412933
problin 6.803080714400763
problin 17.906594903753366
problin 13.013829503279533
problin 22.765218869767253
problin 3.1612377911977956
problin 29.507103720410086
problin 6.48554332470744
problin 22.617747246753137
problin 11.555733413062464
problin 2.079245893246614
problin 9.304627677505035
problin 7.071284678537699
problin 2.680044335123558
problin 3.009866231988552
problin 15.045216982859914
problin 15.917411704620529
problin 18.995691340352124
problin 12.298231987341667
problin 2.591060680351587
problin 6.9827762119782095
problin 12.621485733788303
problin 11.499043968561974
problin 22.52520144436888
problin 2.2978460139531256
problin 25.187396905860403
problin 7.564631404574336
problin 21.88959927242976
problin 11.559782545368375
problin 2.081557913580111
problin 6.273947527765886
problin 7.068514028382735
problin 2.668450920517336
problin 2.7104856337497107
problin 12.64579077865186
problin 15.88168562885279
problin 3.519906623828918
problin 4.416941014844515
problin 12.586016572018762
problin 4.6923539589459775
problin 19.544581546496996
problin 9.01942053088565
problin 22.517473865803474
problin 3.165869974485965
problin 29.513771503459242
problin 8.446256217667269
problin 26.8729573593614
problin 11.546679942723417
problin 2.1051697160728775
problin 7.306848111104811
problin 7.055383355985939
problin 2.6214124867562636
problin 5.015891309845848
problin 10.701009189444282
problin 15.212289357276152
problin 7.258563505942775
problin 3.573890987167196
problin 5.765430443138041
problin 7.025480765813445
problin 4.140939396703996
problin 17.915301438225903
problin 21.6089376875651
problin 2.0106690370500226
problin 5.110473868742933
problin 13.645143641566722
problin 6.95278499283812
problin 10.765549111398453
problin 6.554890887839641
problin 10.016023154130373
problin 7.095408294896323
problin 23.788909447875174
problin 2.0200079023153035
problin 7.164953949664857
problin 10.111302171714692
problin 5.9899376250314855
problin 12.572879828863968
problin 7.467863043524534
problin 10.055856833224231
problin 1.6022213881525225
problin 25.573809607739044
problin 2.0340997117518556
problin 4.572209896485328
problin 12.168370632503128
problin 6.208965248650022
problin 9.932865808111531
problin 3.268439824895384
problin 8.694947847582469
problin 14.249546552293575
problin 22.729284905696762
problin 2.034825363764141
problin 5.1335109500112885
problin 11.774711931687312
problin 7.46888930997356
problin 9.707593956369891
problin 5.563648659600703
problin 10.020193828599897
problin 4.518122359041869
problin 22.418547580268207
problin 9.465894763991082
problin 5.144895049662525
problin 9.57551488498798
problin 7.375132869623635
problin 8.995554544138411
problin 3.419434723207903
problin 7.623497245556554
problin 5.739901713509459
problin 20.787932212870544
problin 2.299885115792297
problin 2.513902024950134
problin 27.55300241530741
problin 8.677863662695778
problin 12.314980933918084
problin 26.439442991981004
problin 35.25390932708154
problin 40.4988496577116
problin 22.68089958704803
problin 47.53117588588374
problin 1.9632588767162227
problin 3.9412385806962007
problin 14.783795013752751
problin 6.223710205652238
problin 4.584089695416026
problin 25.166883170356208
problin 1.1155735801631206
problin 11.899103193551847
problin 17.784370701673044
problin 54.411042366673236
problin 2.23014302032301
problin 2.6666307675016143
problin 14.126740378260898
problin 9.41121068866712
problin 11.16508312491394
problin 24.91883573700731
problin 38.824803389103266
problin 36.33229848547416
problin 22.67757710314962
problin 48.02424646769084
problin 1.8318196569521907
problin 3.873347262883935
problin 7.853492731215308
problin 4.74898380999751
problin 4.442317785731725
problin 5.777185578744315
problin 1.2977819294302284
problin 10.681455143706621
problin 26.73129665029945
problin 39.388794640504685
problin 2.2752437044064386
problin 2.572517639413595
problin 18.912396368941245
problin 18.72074777403872
problin 13.427510630089165
problin 25.25242654745031
problin 46.342409524082974
problin 39.32654038239318
problin 17.729006786465575
problin 48.58517110658623
problin 1.8527672128771886
problin 10.824176285814868
problin 11.862795303963248
problin 3.246617447980055
problin 5.801207428044989
problin 21.299626057152857
problin 1.2159815444963107
problin 8.960711423248473
problin 20.73743799173941
problin 40.8398012332837
problin 4.610577717275847
problin 6.991473266965928
problin 12.972520854344282
problin 8.647321441969599
problin 7.518480555723711
problin 27.859453005192975
problin 25.20629925590197
problin 28.680651546789022
problin 18.80575277914032
problin 52.76031751166082
problin 4.839923475281875
problin 3.9435262158618056
problin 16.854127814932703
problin 6.998829665379316
problin 11.773842447151365
problin 28.327677275735155
problin 1.1157057171270415
problin 17.392171151814154
problin 23.688677578572758
problin 61.195039938383516
problin 2.2709478415279296
problin 2.6383800190555315
problin 16.777726723496237
problin 23.64095964784387
problin 13.683023968075807
problin 20.23413300602121
problin 18.41637864238913
problin 31.293530443971026
problin 22.58247191209098
problin 54.029892650669666
problin 1.8728730813329033
problin 3.926577096106444
problin 13.292890616643687
problin 3.1306304885727227
problin 10.756594477946791
problin 19.091880812898896
problin 1.2866130233983282
problin 8.281779878961459
problin 15.361657383375844
problin 45.66996522374638
problin 4.538058736371685
problin 6.838218931535873
problin 25.32914522057588
problin 2.1987932994561676
problin 30.425576627206386
problin 5.040668104462031
problin 2.1053220270301183
problin 44.694503219510274
problin 22.660391689166833
problin 59.1674705359124
problin 85.97849086677824
problin 4.864779771325055
problin 7.403204125405391
problin 24.282157975296784
problin 4.387295590810552
problin 29.677586807414183
problin 7.679140061594833
problin 5.074111475800719
problin 36.45386333693438
problin 33.89671205556429
problin 44.43152646716266
problin 85.49531698208702
problin 6.455167908882545
problin 7.414337763681434
problin 23.950515540297523
problin 4.442555346523
problin 29.04537902034596
problin 5.0201164797538915
problin 3.3346998391703946
problin 41.86992834688014
problin 25.323293337216462
problin 42.34863756244893
problin 84.96251625229485
problin 6.440833669864388
problin 7.4102224546456315
problin 23.86608483674866
problin 2.2958332366500613
problin 28.648576075655914
problin 6.244877065405372
problin 5.967641229891635
problin 53.514947295239935
problin 4.2522879853108595
problin 61.296722799398935
problin 84.62073911372882
problin 6.437071920974238
problin 6.618701941931635
problin 25.17435388274132
problin 4.380541781713089
problin 29.820370963398826
problin 5.2790166533869956
problin 5.028881249029744
problin 36.83019990315155
problin 24.95663332233119
problin 42.70508497310761
problin 85.44632075048746
problin 4.345514786771599
problin 11.591101382047395
problin 27.795448454667547
problin 7.709359060036129
problin 4.858661744730581
problin 20.65457285927448
problin 21.22880682826162
problin 12.545899919563828
problin 21.404360508507555
problin 32.56081635920636
problin 30.207505818811427
problin 9.507371284565489
problin 25.250391934822375
problin 2.574594038636023
problin 1.2577641049390724
problin 8.694629311242432
problin 31.527919380741107
problin 11.391330294878102
problin 18.69362677058901
problin 6.421735555496227
problin 35.370109557208714
problin 3.969544479795572
problin 46.61322001203232
problin 29.260244819422322
problin 4.623954363743315
problin 14.287698058377568
problin 10.649744358196692
problin 5.481030283913342
problin 14.326986493500726
problin 1.4254889892732316
problin 25.14549747064926
problin 7.3958880772884905
problin 0.3702792854921567
problin 33.567936800006805
problin 26.91893728294561
problin 8.044247500269487
problin 17.964016448548456
problin 2.5787220002650155
problin 1.2500487711124493
problin 8.905444585954447
problin 47.314455838820024
problin 12.076733362443534
problin 3.6017232133160637
problin 3.0793253057316043
problin 14.52512942450314
problin 1.2838422733891715
problin 36.6753443121571
problin 54.11030230020328
problin 4.36511408292313
problin 8.637057360003482
problin 13.678316529889287
problin 5.522267685134266
problin 7.761862731127968
problin 9.469346093784985
problin 22.799819180942304
problin 21.637035060530398
problin 0.37100238827396775
problin 25.048818373060083
problin 22.377642329163777
problin 5.55806250533973
problin 14.875752901979206
problin 2.5028708071861008
problin 1.231668715690324
problin 1.1570544019174944
problin 27.40256000993112
problin 9.298131258200511
problin 19.22487669592357
problin 8.156306411693295
problin 14.599731282785855
problin 5.137944286724657
problin 47.7968957047905
problin 25.36686632156479
problin 19.974617515707138
problin 6.495427644630941
problin 8.623854645474136
problin 5.164733992842155
problin 13.240062857630917
problin 6.023333730934459
problin 25.85850385068117
problin 14.706907706966534
problin 9.512700522454315
problin 35.09793760225578
problin 25.54830192297028
problin 12.37741003966207
problin 22.895576194952582
problin 11.224429871593681
problin 12.811482075268373
problin 3.432233015971703
problin 39.682570452035826
problin 7.5542397691242895
problin 3.855774871671446
problin 10.746573920545929
problin 24.58958164655763
problin 6.767087403574596
problin 30.39615645003512
problin 43.536541839099336
problin 2.3273752659844775
problin 8.650225921682651
problin 13.775565473104823
problin 5.433242056410559
problin 4.8860261387714
problin 1.391238008890017
problin 27.160723008642794
problin 10.38704688532649
problin 7.870552014959717
problin 30.71278497485507
problin 24.45063021173699
problin 8.492163260525432
problin 32.033411632230894
problin 2.4920774971481467
problin 1.2552610826910817
problin 1.185383101494634
problin 29.28221640845097
problin 9.566700439460293
problin 9.103428087788842
problin 0.48550434815190374
problin 14.84823051454963
problin 5.734194964864167
problin 36.49176480588524
problin 28.661319653272955
problin 14.116760870462127
problin 3.537785542388855
problin 23.79430299857054
problin 7.929755383332567
problin 15.228129088607341
problin 15.602323746307663
problin 17.92477351608088
problin 25.096778272799003
problin 16.09427217678583
problin 18.222278115589763
problin 18.264699750748466
problin 14.994656196999005
problin 17.723179448215316
problin 2.4574912409843264
problin 17.901803537720014
problin 14.496874440287158
problin 15.160854462285062
problin 20.037182887413174
problin 28.454256321173318
problin 14.271208111678687
problin 10.43615898471437
problin 15.33857428076283
problin 12.489423644508541
problin 19.445079062763458
problin 13.473583345051352
problin 3.3681070261817077
problin 19.353597734365547
problin 14.420685421906036
problin 16.469365333621514
problin 18.019531051172795
problin 28.873109469654967
problin 12.7961400753775
problin 19.748842641589622
problin 15.085165702186464
problin 8.06292940130312
problin 19.134995534328976
problin 15.506705147248603
problin 8.604032155718164
problin 19.393928055476106
problin 13.002493466950352
problin 14.951400099871984
problin 26.374701486017997
problin 7.419489707716752
problin 19.685510046699104
problin 20.991980424854624
problin 19.45775247333592
problin 18.894558805694945
problin 24.336530091965884
problin 18.297081331898333
problin 3.493034535074226
problin 15.852989264386306
problin 16.54038813044563
problin 12.87869269396547
problin 19.539534878898273
problin 7.319823223674043
problin 21.403942031926483
problin 23.91125275586987
problin 26.287342640904768
problin 25.88194644330462
problin 17.123263417019295
problin 7.804191224640804
problin 5.086095007388225
problin 14.583980537202944
problin 9.495387354631834
problin 8.574707771500673
problin 10.132120193968554
problin 2.3732643596730165
problin 9.805396224116084
problin 3.9143418609116654
problin 2.677910242110072
problin 3.8254779421176224
problin 9.186055009070477
problin 7.370599133713754
problin 14.020813610720555
problin 14.40885769274622
problin 36.3117881594544
problin 11.70256487279897
problin 25.03828025517278
problin 36.410948447758706
problin 12.718800852807856
problin 22.686817208215896
problin 5.235910444260873
problin 14.103499533798148
problin 4.678039453775638
problin 9.601544907285827
problin 22.864760295550482
problin 19.85679199558021
problin 8.300620194339418
problin 19.193336996175372
problin 10.084410024064297
problin 14.012570656642271
problin 14.050355753301146
problin 17.012570207165925
problin 10.220865684135743
problin 10.265562392101495
problin 18.095764262825142
problin 9.770595835436879
problin 4.230019434006623
problin 5.044445241513368
problin 18.615359487546254
problin 22.135533299832193
problin 7.238832408113697
problin 9.017439894005268
problin 16.45121203531034
problin 7.035508635131802
problin 11.990440620963694
problin 5.834903002224946
problin 9.718266951643239
problin 12.598537943601867
problin 9.422744033484319
problin 20.29420250932172
problin 13.776555078827853
problin 10.293612964217502
problin 8.52321771857976
problin 28.69874607545551
problin 11.836296925948787
problin 12.264077906726078
problin 7.637386236106008
problin 6.633198873471676
problin 5.659937347433676
problin 10.278405134456744
problin 9.494963361337701
problin 9.68447813386554
problin 18.798801424940965
problin 10.695807426554348
problin 9.923707615417223
problin 8.27782286103617
problin 7.297754813594634
problin 3.825506617158084
problin 7.832751722964459
problin 5.714562982878056
problin 15.286650761185484
problin 20.245408704836905
problin 4.714246685313974
problin 10.524723484791139
problin 4.00360353289485
problin 27.867815194210205
problin 8.633962232625555
problin 15.102018647275704
problin 26.40568008025298
problin 19.616238188159773
problin 6.857729460949244
problin 8.559645663979103
problin 31.139404047109707
problin 10.870139255618586
problin 15.337487672365945
problin 24.189758547149708
problin 10.24854937694758
problin 3.559112030910569
problin 20.475951538789005
problin 3.5375006101691002
problin 10.691787221287054
problin 11.491734845667871
problin 6.0081280945025215
problin 9.736864241501532
problin 3.8923437086429433
problin 4.4514461695505805
problin 3.84104971346248
problin 7.855667990922891
problin 13.924807595332167
problin 19.972334002825257
problin 4.488940128864926
problin 2.255640487265006
problin 12.718964801661897
problin 5.754573079694592
problin 12.262750190105024
problin 8.936228767242287
problin 11.363032907103616
problin 16.37322225870537
problin 17.511345986523104
problin 2.1802682849157593
problin 4.591161327788916
problin 17.85307004464753
problin 16.486717733670318
problin 15.497539449905291
problin 36.03275088349694
problin 10.27512374111683
problin 3.5712725627983697
problin 24.892709700524982
problin 20.579432801065323
problin 25.41508603344133
problin 8.13085384543071
problin 11.021560547583602
problin 9.909274652887351
problin 8.267983110345725
problin 7.282179173944609
problin 7.842860417976218
problin 10.36133103986969
problin 5.575249818804147
problin 13.696246385028763
problin 8.12882826889496
problin 2.127735976761775
problin 11.969157497283055
problin 15.758100739058346
problin 15.353710047403245
problin 8.790288513230541
problin 9.741685785486052
problin 9.64981227877237
problin 16.455798001968834
problin 4.7685331694659965
problin 8.492483034939541
problin 26.22444732481762
problin 9.274660014803082
problin 16.676146704321045
problin 9.05131031711828
problin 11.42937177119391
problin 4.032296459731998
problin 24.303424543249747
problin 15.146328566609244
problin 3.963886079773202
problin 14.901233323394402
problin 21.443546744329627
problin 1.3057348650789755
problin 6.8931937659884275
problin 20.192793007484617
problin 9.108819733903426
problin 20.310471968204727
problin 15.112327604247476
problin 36.24023060251921
problin 14.149829954046648
problin 3.260514759429233
problin 16.25247420947197
problin 15.194426379924334
problin 8.03353478444448
problin 11.490776458620589
problin 15.962541375575634
problin 1.2952005026829747
problin 4.910075916276929
problin 22.46249424353125
problin 9.139320107388741
problin 25.89222994679523
problin 15.440102498403656
problin 36.25977852793506
problin 14.153193094025346
problin 5.815701553433416
problin 13.258745743322557
problin 9.327221093235282
problin 9.477885435369688
problin 18.218538594304963
problin 20.372750326932863
problin 1.257401290927726
problin 6.8430884560108005
problin 20.277599961374097
problin 9.059336976901905
problin 20.509668130205895
problin 13.503231404822458
problin 33.85922225559799
problin 12.604554752743796
problin 10.195700462423208
problin 14.139133144747287
problin 11.377111091163002
problin 3.9419581274338884
problin 17.508091300887546
problin 18.595341186652004
problin 1.3056198136681008
problin 5.21054278509018
problin 22.946106697735516
problin 6.104090734610454
problin 23.33512819836383
problin 18.893012716222415
problin 39.81286790668873
problin 17.295458157854405
problin 4.684228186808964
problin 16.006723917565758
problin 11.370194224292977
problin 3.918126445316362
problin 12.325925429815236
problin 19.848011904686672
problin 1.2386689168512637
problin 6.149035112673652
problin 23.156051204860134
problin 9.085278143074127
problin 25.32098766071295
problin 19.499988087529687
problin 39.98201701418449
problin 6.5521909466540365
problin 10.783815532197364
problin 14.944166386493002
problin 7.109469749572187
problin 3.0135392214189505
problin 12.72352978554929
problin 7.986387880964382
problin 5.6684218412023055
problin 12.658197954877139
problin 11.69507085381811
problin 10.01606420092092
problin 3.1596217547283856
problin 23.67042787152936
problin 7.815594481592841
problin 10.642294143141616
problin 30.37564587894462
problin 7.968240069624689
problin 15.812913783752476
problin 13.965088699072307
problin 9.495770285458047
problin 9.071842512175358
problin 16.110520823789717
problin 10.894361365681384
problin 5.39391381991291
problin 0.9371491957879389
problin 6.510434804325565
problin 10.785525208008572
problin 14.98764719981652
problin 20.677968337129375
problin 2.8799293499679077
problin 13.442045099764918
problin 14.19656694994481
problin 7.430382884687663
problin 9.256891819069283
problin 9.800613192613607
problin 4.7906621840979
problin 3.144200426031677
problin 15.369050483699583
problin 20.770648537620183
problin 11.150155636640326
problin 6.1304702863648295
problin 7.989009260077242
problin 1.7990161467175114
problin 21.512657183965914
problin 9.508700875618825
problin 16.108555102961112
problin 6.845121350382215
problin 8.300708643651104
problin 3.468748530494724
problin 15.981858247249088
problin 7.979306810605466
problin 6.24363204519062
problin 13.00305053512723
problin 7.187876260953118
problin 3.033724441704446
problin 7.537011197253113
problin 8.947742239421377
problin 7.456158103518726
problin 8.245113671800638
problin 9.33269911886593
problin 7.19627877043144
problin 3.1173500190826555
problin 22.282731072149723
problin 16.500027069796534
problin 8.830752967400874
problin 25.066889919525092
problin 8.08766606901281
problin 5.714066869409528
problin 24.74482612235674
problin 9.303559966201412
problin 9.124505862486178
problin 6.863619281092926
problin 5.549138469332891
problin 6.081301574739483
problin 20.6965796239187
problin 12.230008443907108
problin 12.392354589904306
problin 9.828566969050126
problin 7.144567630036213
problin 3.0029231729401773
problin 11.117797748145653
problin 16.779120330040723
problin 7.854220721455611
problin 8.294287357841633
problin 11.083086707974498
problin 9.992617716994769
problin 3.1174867224147307
problin 18.654402846934012
problin 14.80149665130555
problin 27.62277797705858
problin 5.10415530065532
problin 8.010924170753308
problin 0.9123868825290314
problin 26.284874953121825
problin 6.305748348620609
problin 9.183029957380443
problin 32.68294697090434
problin 15.0032934278993
problin 6.1950983536288255
problin 23.492193187938355
problin 12.992608736440157
problin 19.220206681016194
problin 14.131860022557552
problin 14.151982713306655
problin 6.468005132737747
problin 6.643989886419331
problin 9.901630130190288
problin 3.4093514964416
problin 8.25164682844
problin 9.098145040456728
problin 10.004914059071947
problin 3.1107266364712403
problin 20.486723252744202
problin 14.793707830516333
problin 9.760587969699591
problin 11.955931047806068
problin 2.386151366638415
problin 3.7142250023981562
problin 25.529549539293853
problin 9.49302676785932
problin 9.11926481726465
problin 4.32681922808747
problin 5.360073688201876
problin 6.259883415928749
problin 16.37352612399943
problin 12.06534264726318
problin 0.5170013126538594
problin 9.27278750079137
problin 7.541513136537088
problin 17.818139396048583
problin 21.514090484567284
problin 15.52389006636672
problin 4.046609690194576
problin 14.86769664047217
problin 23.864978548812914
problin 11.250643134085426
problin 32.94044403563757
problin 17.674154405844234
problin 42.257613920098336
problin 16.619488054543545
problin 54.03367918657856
problin 8.742228895633085
problin 5.959335591275316
problin 1.2788689841105318
problin 9.078788525307923
problin 17.66526430194844
problin 25.83550353106052
problin 12.37983414621498
problin 7.294111412380752
problin 10.5821969330629
problin 18.250203120232815
problin 14.99587853057908
problin 29.94393734841021
problin 18.36933174247373
problin 54.48727474568949
problin 13.617707641769577
problin 39.035905205659
problin 9.122194487410372
problin 3.3320144273615817
problin 5.125200556654145
problin 8.482236939260368
problin 17.62963921443476
problin 21.443516446716202
problin 11.410994725666887
problin 10.285471417114362
problin 8.472362162126299
problin 17.17304168231373
problin 9.127761772245895
problin 26.895410998608547
problin 19.8735154185469
problin 44.543643633801274
problin 13.555009052369337
problin 18.296376125199377
problin 9.460589312140685
problin 0.5089806583262377
problin 10.249319534450013
problin 10.87225313802501
problin 16.721919634025905
problin 21.43454373392593
problin 12.264536191554765
problin 10.593590480104316
problin 8.38903199119169
problin 19.268822267775736
problin 5.8384804813841455
problin 17.873101683754804
