sample,cellID,true_x,true_y,method,est_x,est_y,error
s19c4/k10_r5,176_7,399.0,186.0,spalin,372.6102255417244,192.4049947834138,27.1559230028039
s19c4/k10_r5,176_7,399.0,186.0,problin,374.19956625926886,191.93206316252144,25.500017393965425
s19c4/k10_r5,180_10,337.0,195.0,spalin,334.6682242420568,197.01601687022156,3.0824506819006134
s19c4/k10_r5,180_10,337.0,195.0,problin,338.83955756595634,196.44407891005892,2.3386611419665257
s19c4/k10_r5,133_5,381.0,189.0,spalin,371.33392332559566,192.59909242365922,10.314383381933443
s19c4/k10_r5,133_5,381.0,189.0,problin,370.6085287811243,192.43826167915591,10.945515861167737
s19c4/k10_r5,190_6,379.0,248.0,spalin,364.9550738777251,244.4156255448289,14.495091928478498
s19c4/k10_r5,190_6,379.0,248.0,problin,366.82825896295174,242.01711319634086,13.56267725703017
s19c4/k10_r5,83_3,387.0,204.0,spalin,396.38428802831316,194.83209503143047,13.119273734131157
s19c4/k10_r5,83_3,387.0,204.0,problin,402.9441699364304,190.2913930726765,21.0271838069113
s19c4/k10_r5,33_1,404.0,212.0,spalin,407.65565782169824,185.97715617049198,26.278360585932813
s19c4/k10_r5,33_1,404.0,212.0,problin,405.3456749730108,188.48854604029452,23.54993223838102
s15c8/k10_r1,215_8,361.0,335.0,spalin,361.77067878182277,334.5711205764786,0.881976952460695
s15c8/k10_r1,215_8,361.0,335.0,problin,362.8339024274677,333.6458362964497,2.2796836292531837
s15c8/k10_r1,166_4,350.0,374.0,spalin,346.79877708089595,347.6162968441306,26.577201139225135
s15c8/k10_r1,166_4,350.0,374.0,problin,346.56645191038865,347.9289152161967,26.29621102531569
s15c8/k10_r1,171_6,336.0,353.0,spalin,342.4406325307257,347.35527397295357,8.564150822834524
s15c8/k10_r1,171_6,336.0,353.0,problin,342.26349203620805,347.7732288175472,8.157847110688014
s15c8/k10_r1,119_2,345.0,376.0,spalin,343.61099336370955,350.95500723214195,25.08348066313208
s15c8/k10_r1,119_2,345.0,376.0,problin,342.91360986612665,352.1483427191931,23.942735408298518
s15c8/k10_r1,206_2,329.0,391.0,spalin,333.5066131181528,400.1108536245473,10.164507640049948
s15c8/k10_r1,206_2,329.0,391.0,problin,333.98105533893215,401.44195875450055,11.569157917506145
s15c8/k10_r1,215_1,314.0,407.0,spalin,314.34560681847006,404.6644406963465,2.3609915997003053
s15c8/k10_r1,215_1,314.0,407.0,problin,314.07392492775085,404.92570653623807,2.075610336442861
s15c8/k10_r1,165_1,333.0,395.0,spalin,329.7959254823754,389.663295188607,6.224669610383877
s15c8/k10_r1,165_1,333.0,395.0,problin,329.9201561626997,389.0004774716063,6.743864517534449
s15c8/k10_r1,213_5,332.0,374.0,spalin,327.34290956570305,373.5664972129971,4.677223105600096
s15c8/k10_r1,213_5,332.0,374.0,problin,328.81834398139495,373.53065815951527,3.2160871853784307
s15c8/k10_r1,215_4,347.0,381.0,spalin,346.3023134329977,378.3219408236733,2.767447831068029
s15c8/k10_r1,215_4,347.0,381.0,problin,344.1516828668614,377.530659607899,4.488789730784288
s15c8/k10_r1,171_3,338.0,378.0,spalin,335.2411950597058,377.1618128795129,2.883324877210726
s15c8/k10_r1,171_3,338.0,378.0,problin,336.4550402398263,375.59197671772915,2.8610272261050627
s15c8/k10_r1,120_1,341.0,390.0,spalin,330.71022059095463,387.3545533348098,10.624403434790114
s15c8/k10_r1,120_1,341.0,390.0,problin,330.030124040237,388.7357902401236,11.042481826543916
s15c8/k10_r1,65_1,341.0,384.0,spalin,336.5670670871501,370.8294538067824,13.896552854485401
s15c8/k10_r1,65_1,341.0,384.0,problin,336.4961081085438,370.37322470417166,14.351795954964043
s15c8/k10_r1,208_10,330.0,426.0,spalin,327.5023475018519,427.94862434600185,3.1678707112722657
s15c8/k10_r1,208_10,330.0,426.0,problin,327.94745420111485,428.8775899243169,3.534610025031228
s15c8/k10_r1,208_11,301.0,410.0,spalin,297.17620288967066,410.21169727541877,3.8296527358734136
s15c8/k10_r1,208_11,301.0,410.0,problin,296.5844222888163,410.4580314747003,4.439270137682354
s15c8/k10_r1,167_7,314.0,414.0,spalin,315.4242335340326,402.4315516512845,11.655789907010217
s15c8/k10_r1,167_7,314.0,414.0,problin,315.91548476178605,400.848055292034,13.290700939906403
s15c8/k10_r1,212_14,303.0,380.0,spalin,299.36396727159087,379.0349565188938,3.7619201111251592
s15c8/k10_r1,212_14,303.0,380.0,problin,299.40611022317665,375.74445595544285,5.57007170897478
s15c8/k10_r1,167_8,312.0,386.0,spalin,300.53012232218657,373.9350060087797,16.64698693314154
s15c8/k10_r1,167_8,312.0,386.0,problin,299.5707334559435,374.66084418978807,16.82447982290878
s15c8/k10_r1,117_3,327.0,387.0,spalin,317.82477588192825,389.19988917495664,9.43526629189325
s15c8/k10_r1,117_3,327.0,387.0,problin,318.0823337418352,389.67418276004804,9.309995968105941
s15c8/k10_r1,14_1,336.0,391.0,spalin,336.56706708714853,370.82945380678035,20.178515773320267
s15c8/k10_r1,14_1,336.0,391.0,problin,336.4961081085331,370.37322470415666,20.632740544110124
s15c8,215_8,361.0,335.0,unit,356.4563535911608,339.5337016574593,6.418658224847818
s15c8,215_8,361.0,335.0,random brlen,360.133812266498,337.719312007364,2.8539339486160844
s15c8,215_8,361.0,335.0,given true brlen,362.82833782113363,333.65861755220317,2.2676256435851774
s15c8,215_8,361.0,335.0,gaussian (no topology info),313.38758327679966,346.8166226205567,49.05685269542208
s15c8,166_4,350.0,374.0,unit,343.36906077348135,351.60110497237656,23.359791383577846
s15c8,166_4,350.0,374.0,random brlen,344.7875137976995,355.279652810629,19.43248340536444
s15c8,166_4,350.0,374.0,given true brlen,346.0054442922318,349.20313766811887,25.116545479200138
s15c8,166_4,350.0,374.0,gaussian (no topology info),323.28725987159675,416.0484595232285,49.816096128100895
s15c8,171_6,336.0,353.0,unit,341.5502762430937,349.4232044198892,6.60295638305681
s15c8,171_6,336.0,353.0,random brlen,351.302275032966,350.0314551226061,15.587555288551076
s15c8,171_6,336.0,353.0,given true brlen,342.02848503426605,348.6891688875527,7.411200758879331
s15c8,171_6,336.0,353.0,gaussian (no topology info),340.9264427253185,425.17964868947007,72.347574408968
s15c8,119_2,345.0,376.0,unit,340.6508287292818,356.2696132596686,20.20404542820786
s15c8,119_2,345.0,376.0,random brlen,345.36245849068445,356.92270207812976,19.080740870240437
s15c8,119_2,345.0,376.0,given true brlen,342.0943171134738,354.9041369832338,21.295032976241558
s15c8,119_2,345.0,376.0,gaussian (no topology info),347.8868605473413,338.9634412481805,37.148898341630165
s15c8,206_2,329.0,391.0,unit,332.01173375427516,398.66182583530644,8.232503588654524
s15c8,206_2,329.0,391.0,random brlen,332.9350971952742,395.9783209321455,6.345759941858241
s15c8,206_2,329.0,391.0,given true brlen,333.293130413776,400.84737319349796,10.74251960955672
s15c8,206_2,329.0,391.0,gaussian (no topology info),316.97653332641795,418.02369930207476,29.577763181479668
s15c8,215_1,314.0,407.0,unit,318.67840042094207,400.99515916864004,7.612197048726383
s15c8,215_1,314.0,407.0,random brlen,318.3828244048951,402.40080731585977,6.3530876831657945
s15c8,215_1,314.0,407.0,given true brlen,314.1336316812549,404.90589934039804,2.09836007367191
s15c8,215_1,314.0,407.0,gaussian (no topology info),306.279622394098,382.7980627645012,25.403503623097677
s15c8,165_1,333.0,395.0,unit,328.03520126282615,392.98547750592,5.357940591290398
s15c8,165_1,333.0,395.0,random brlen,332.7105398060844,394.3898944626171,0.6752895457556771
s15c8,165_1,333.0,395.0,given true brlen,327.4967998067308,395.49583338017453,5.525492114562607
s15c8,165_1,333.0,395.0,gaussian (no topology info),319.02244140306095,360.3866195324335,37.32905372124211
s15c8,213_5,332.0,374.0,unit,328.3926861352279,374.04277821625914,3.607567503840129
s15c8,213_5,332.0,374.0,random brlen,331.92667793298517,375.4532728188335,1.4551213047274194
s15c8,213_5,332.0,374.0,given true brlen,325.3587159849486,372.66136938884017,6.774849465612587
s15c8,213_5,332.0,374.0,gaussian (no topology info),338.1999245651879,403.98493800156274,30.619202660611233
s15c8,215_4,347.0,381.0,unit,343.7260194685614,378.0427782162594,4.411814728484058
s15c8,215_4,347.0,381.0,random brlen,345.95961242554495,381.0904944032748,1.0443158248846631
s15c8,215_4,347.0,381.0,given true brlen,347.85845801756705,378.4851653064755,2.657318893862691
s15c8,215_4,347.0,381.0,gaussian (no topology info),316.2232516083077,417.1163307420246,47.451001968692374
s15c8,171_3,338.0,378.0,unit,335.17805840568315,377.128334648777,2.953498746615316
s15c8,171_3,338.0,378.0,random brlen,342.29203122772617,380.02901166379604,4.747464627735208
s15c8,171_3,338.0,378.0,given true brlen,335.4027635635076,377.1797122763604,2.723694009355208
s15c8,171_3,338.0,378.0,gaussian (no topology info),330.2110756953925,397.87846327170337,21.3499565308074
s15c8,120_1,341.0,390.0,unit,333.4154696132596,379.2994475138121,13.115903502887297
s15c8,120_1,341.0,390.0,random brlen,341.5734170675837,380.12039793780684,9.896228778716042
s15c8,120_1,341.0,390.0,given true brlen,333.1618248436409,381.1531327574619,11.819646770900519
s15c8,120_1,341.0,390.0,gaussian (no topology info),322.3868352995685,325.67142539453033,66.96727119225382
s15c8,65_1,341.0,384.0,unit,337.0331491712708,367.78453038674036,16.69363232720598
s15c8,65_1,341.0,384.0,random brlen,344.7701645424199,360.5489107512996,23.752215215163215
s15c8,65_1,341.0,384.0,given true brlen,337.66904571374135,367.90822663285235,16.432906820060392
s15c8,65_1,341.0,384.0,gaussian (no topology info),332.8900109036894,328.27848366614114,56.30860774061791
s15c8,208_10,330.0,426.0,unit,323.83142433634265,420.3437092934463,8.369286126983086
s15c8,208_10,330.0,426.0,random brlen,322.12211105242056,422.98751885643037,8.434226515262488
s15c8,208_10,330.0,426.0,given true brlen,326.65024759316526,427.29489382671795,3.5913216522009543
s15c8,208_10,330.0,426.0,gaussian (no topology info),333.8092159396784,371.750879292848,54.38269231634496
s15c8,208_11,301.0,410.0,unit,302.8314243363433,408.0103759601137,2.7042039345884783
s15c8,208_11,301.0,410.0,random brlen,301.3171001253387,402.2196102355638,7.786849001748637
s15c8,208_11,301.0,410.0,given true brlen,297.95024759316584,410.43933827116314,3.0812347946074086
s15c8,208_11,301.0,410.0,gaussian (no topology info),286.14884043649204,411.5793121756335,14.934897633692648
s15c8,167_7,314.0,414.0,unit,315.49427300902835,403.03112788033945,11.070185518001812
s15c8,167_7,314.0,414.0,random brlen,304.49537668517405,399.24894361517215,17.547977912714142
s15c8,167_7,314.0,414.0,given true brlen,312.8152854231081,409.81755555057714,4.34699783772758
s15c8,167_7,314.0,414.0,gaussian (no topology info),303.01783821012145,382.33171105343826,33.51847852128723
s15c8,212_14,303.0,380.0,unit,300.9774962943002,380.4674122984325,2.075812008900486
s15c8,212_14,303.0,380.0,random brlen,298.30280005881013,383.303776237947,5.742701865667167
s15c8,212_14,303.0,380.0,given true brlen,298.2498950548679,384.58736516455974,6.603591155029547
s15c8,212_14,303.0,380.0,gaussian (no topology info),298.5825826070341,357.87840916865935,22.55833232605931
s15c8,167_8,312.0,386.0,unit,306.93248888289907,371.402236895296,15.452325280778881
s15c8,167_8,312.0,386.0,random brlen,300.6071108189486,382.74911192423724,11.847624115106536
s15c8,167_8,312.0,386.0,given true brlen,303.8725337893731,375.3030813671296,13.434276133946767
s15c8,167_8,312.0,386.0,gaussian (no topology info),312.83658101108927,334.5046721700375,51.50212283103895
s15c8,117_3,327.0,387.0,unit,319.81997035439866,380.7392983874576,9.52623799791948
s15c8,117_3,327.0,387.0,random brlen,307.6164239837518,392.07234104313386,20.03625870354873
s15c8,117_3,327.0,387.0,given true brlen,314.0714752522346,387.7454567740839,12.949998376664356
s15c8,117_3,327.0,387.0,gaussian (no topology info),282.9713188211177,397.99291463270396,45.38027036580526
s15c8,14_1,336.0,391.0,unit,337.03314917126994,367.7845303867392,23.238447163576364
s15c8,14_1,336.0,391.0,random brlen,344.7701645424163,360.5489107512955,31.688872219339416
s15c8,14_1,336.0,391.0,given true brlen,337.6690457137365,367.90822663284695,23.152013105440773
s15c8,14_1,336.0,391.0,gaussian (no topology info),350.7294875909045,344.9524203002771,48.34601742535722
s15c8/k10_r2,215_8,361.0,335.0,spalin,362.03418508408004,334.35847212208296,1.2170032071767003
s15c8/k10_r2,215_8,361.0,335.0,problin,362.8241521753126,333.6574884365944,2.264921291474681
s15c8/k10_r2,166_4,350.0,374.0,spalin,346.601708363708,348.07574943903103,26.14603513332743
s15c8/k10_r2,166_4,350.0,374.0,problin,346.303502285766,348.4533002602068,25.812748070410628
s15c8/k10_r2,171_6,336.0,353.0,spalin,342.16098868992157,349.40000475659474,7.135667270121412
s15c8/k10_r2,171_6,336.0,353.0,problin,341.8245939038603,350.3190927290319,6.411954299620069
s15c8/k10_r2,119_2,345.0,376.0,spalin,342.34016142684743,353.184047959647,22.970468187281664
s15c8/k10_r2,119_2,345.0,376.0,problin,341.6591524132723,354.3928230868985,21.863928209537537
s15c8/k10_r2,206_2,329.0,391.0,spalin,331.6270851501798,399.3595600595287,8.762637774960382
s15c8/k10_r2,206_2,329.0,391.0,problin,332.3130337003868,399.0613648838096,8.715606467126483
s15c8/k10_r2,215_1,314.0,407.0,spalin,325.88134694202574,394.949392884145,16.922870235792715
s15c8/k10_r2,215_1,314.0,407.0,problin,327.0369482702821,392.4182383643116,19.559902673634273
s15c8/k10_r2,165_1,333.0,395.0,spalin,326.3233861172045,394.5754654076368,6.690097350566022
s15c8/k10_r2,165_1,333.0,395.0,problin,327.4450718899637,392.02436443045656,6.301716698678523
s15c8/k10_r2,213_5,332.0,374.0,spalin,325.7226120687744,373.46271746862715,6.300339019260387
s15c8/k10_r2,213_5,332.0,374.0,problin,325.08040620081033,372.62595546281534,7.0546989117857555
s15c8/k10_r2,215_4,347.0,381.0,spalin,346.88248682153903,378.7905234767708,2.2125993432641877
s15c8/k10_r2,215_4,347.0,381.0,problin,347.8185747368447,378.5576516818238,2.5758745907164102
s15c8/k10_r2,171_3,338.0,378.0,spalin,332.5235689167723,382.5234573093724,7.103024949910922
s15c8/k10_r2,171_3,338.0,378.0,problin,332.0631067673588,383.56428201841226,8.136825894426318
s15c8/k10_r2,120_1,341.0,390.0,spalin,329.03188210055157,388.9231777736581,12.016463379973404
s15c8/k10_r2,120_1,341.0,390.0,problin,327.7261767782168,391.4468755929854,13.352446663616641
s15c8/k10_r2,65_1,341.0,384.0,spalin,336.93529418646176,367.6987156478789,16.80040787836177
s15c8/k10_r2,65_1,341.0,384.0,problin,336.4526404504587,368.2392814961488,16.40361931496954
s15c8/k10_r2,208_10,330.0,426.0,spalin,325.5865101986302,426.84945097914976,4.494492095084121
s15c8/k10_r2,208_10,330.0,426.0,problin,322.7553613760931,425.81491736886187,7.247002440413042
s15c8/k10_r2,208_11,301.0,410.0,spalin,298.73052561349147,411.17652380720995,2.5563102824090183
s15c8/k10_r2,208_11,301.0,410.0,problin,301.75535704801496,413.48158149364133,3.5625796786670834
s15c8/k10_r2,167_7,314.0,414.0,spalin,312.7793205728208,415.43755725827543,1.88590273735391
s15c8/k10_r2,167_7,314.0,414.0,problin,312.26607764278947,419.4447481679296,5.714172674412933
s15c8/k10_r2,212_14,303.0,380.0,spalin,298.74469292440807,382.644115339888,5.009888645290811
s15c8/k10_r2,212_14,303.0,380.0,problin,298.0747561743591,384.6929607354673,6.803080714400763
s15c8/k10_r2,167_8,312.0,386.0,spalin,301.7328009184256,373.1910407165084,16.415992656760917
s15c8/k10_r2,167_8,312.0,386.0,problin,301.241749642205,371.6854552888983,17.906594903753366
s15c8/k10_r2,117_3,327.0,387.0,spalin,315.30090295404176,386.3569299125344,11.716757692644405
s15c8/k10_r2,117_3,327.0,387.0,problin,314.03311056006584,385.8956736927191,13.013829503279533
s15c8/k10_r2,14_1,336.0,391.0,spalin,336.935294186423,367.6987156478315,23.32004776315371
s15c8/k10_r2,14_1,336.0,391.0,problin,336.4526404504726,368.2392814961609,22.765218869767253
s15c8/k10_r3,215_8,361.0,335.0,spalin,360.7521200744526,335.45770553546635,0.520517833206436
s15c8/k10_r3,215_8,361.0,335.0,problin,358.6958622881669,337.16434141886293,3.1612377911977956
s15c8/k10_r3,166_4,350.0,374.0,spalin,348.1288912950006,346.45142658623047,27.6120434759866
s15c8/k10_r3,166_4,350.0,374.0,problin,350.0875845037821,344.49302626629196,29.507103720410086
s15c8/k10_r3,171_6,336.0,353.0,spalin,342.3288512303616,350.5668081992611,6.78047050249702
s15c8/k10_r3,171_6,336.0,353.0,problin,342.2262000042148,351.18431673352063,6.48554332470744
s15c8/k10_r3,119_2,345.0,376.0,spalin,342.5122449332381,353.11362508377056,23.021187677407433
s15c8/k10_r3,119_2,345.0,376.0,problin,342.32900487639495,353.5405192498204,22.617747246753137
s15c8/k10_r3,206_2,329.0,391.0,spalin,331.8575488598774,400.8469135663778,10.25316011141451
s15c8/k10_r3,206_2,329.0,391.0,problin,333.869502659524,401.47964305511675,11.555733413062464
s15c8/k10_r3,215_1,314.0,407.0,spalin,314.7040708420846,404.67060320718747,2.433475943797068
s15c8/k10_r3,215_1,314.0,407.0,problin,314.16742797026575,404.92750600498925,2.079245893246614
s15c8/k10_r3,165_1,333.0,395.0,spalin,326.4199659915183,399.18936743309473,7.800490179613724
s15c8/k10_r3,165_1,333.0,395.0,problin,325.23957979764907,400.13341742895864,9.304627677505035
s15c8/k10_r3,213_5,332.0,374.0,spalin,325.98223814446715,372.80733183649716,6.134811741051184
s15c8/k10_r3,213_5,332.0,374.0,problin,325.0843609001931,372.52453300743673,7.071284678537699
s15c8/k10_r3,215_4,347.0,381.0,spalin,347.30236211262655,378.3505524058636,2.6666449709751716
s15c8/k10_r3,215_4,347.0,381.0,problin,347.90868155241117,378.47870361231855,2.680044335123558
s15c8/k10_r3,171_3,338.0,378.0,spalin,335.87416761093436,375.9024110355187,2.986476654908633
s15c8/k10_r3,171_3,338.0,378.0,problin,336.044557759903,375.7118696758905,3.009866231988552
s15c8/k10_r3,120_1,341.0,390.0,spalin,334.6748925325243,377.09628141786163,14.370558017075732
s15c8/k10_r3,120_1,341.0,390.0,problin,334.705096957216,376.3349807997469,15.045216982859914
s15c8/k10_r3,65_1,341.0,384.0,spalin,337.231323186438,369.27348684640936,15.201089256627574
s15c8/k10_r3,65_1,341.0,384.0,problin,337.3210703712166,368.513571355511,15.917411704620529
s15c8/k10_r3,208_10,330.0,426.0,spalin,317.7177024101834,419.97964771484675,13.678431040224051
s15c8/k10_r3,208_10,330.0,426.0,problin,313.3692889789484,416.82090742871594,18.995691340352124
s15c8/k10_r3,208_11,301.0,410.0,spalin,307.11156643931,413.8877529295952,7.243332602033171
s15c8/k10_r3,208_11,301.0,410.0,problin,311.79317055726096,415.8952505745175,12.298231987341667
s15c8/k10_r3,167_7,314.0,414.0,spalin,312.86862933735046,415.7257008716116,2.063502622868477
s15c8/k10_r3,167_7,314.0,414.0,problin,312.5986759378759,416.1794233921329,2.591060680351587
s15c8/k10_r3,212_14,303.0,380.0,spalin,298.6108334122247,384.10366105506506,6.0087284337121565
s15c8/k10_r3,212_14,303.0,380.0,problin,298.05353698754425,384.9286577577446,6.9827762119782095
s15c8/k10_r3,167_8,312.0,386.0,spalin,304.8091634215142,375.0082113470114,13.134974247803385
s15c8/k10_r3,167_8,312.0,386.0,problin,305.2552471575815,375.33181312392264,12.621485733788303
s15c8/k10_r3,117_3,327.0,387.0,spalin,316.3312201799663,385.4853196227574,10.77576537855025
s15c8/k10_r3,117_3,327.0,387.0,problin,315.5773073732415,385.6770845282033,11.499043968561974
s15c8/k10_r3,14_1,336.0,391.0,spalin,337.2313231864365,369.27348684640657,21.761377038292512
s15c8/k10_r3,14_1,336.0,391.0,problin,337.3210703712166,368.5135713555111,22.52520144436888
s15c8/k10_r4,215_8,361.0,335.0,spalin,362.010078520207,334.40524060228887,1.1721763340680762
s15c8/k10_r4,215_8,361.0,335.0,problin,362.8502847525576,333.6374499501695,2.2978460139531256
s15c8/k10_r4,166_4,350.0,374.0,spalin,346.22866526357996,348.8366640366105,25.444379389180234
s15c8/k10_r4,166_4,350.0,374.0,problin,345.9670059929612,349.13758012114397,25.187396905860403
s15c8/k10_r4,171_6,336.0,353.0,spalin,342.22182300818616,348.11059581372524,7.913112841477484
s15c8/k10_r4,171_6,336.0,353.0,problin,342.0918955166576,348.5153085612052,7.564631404574336
s15c8/k10_r4,119_2,345.0,376.0,spalin,342.7836917836487,353.45665028778353,22.652033868003038
s15c8/k10_r4,119_2,345.0,376.0,problin,342.3024053870654,354.2772575485547,21.88959927242976
s15c8/k10_r4,206_2,329.0,391.0,spalin,333.0466117508371,400.61992926196183,10.436383744725097
s15c8/k10_r4,206_2,329.0,391.0,problin,333.93597387309285,401.4529772993319,11.559782545368375
s15c8/k10_r4,215_1,314.0,407.0,spalin,314.4406700283612,404.69173099219245,2.3499565711520525
s15c8/k10_r4,215_1,314.0,407.0,problin,314.1151150118567,404.92162758831984,2.081557913580111
s15c8/k10_r4,165_1,333.0,395.0,spalin,327.5346743174727,395.5318711185372,5.491144844458798
s15c8/k10_r4,165_1,333.0,395.0,problin,326.8518780615187,396.2502056673701,6.273947527765886
s15c8/k10_r4,213_5,332.0,374.0,spalin,325.8072544713192,372.8587424522981,6.297028344638656
s15c8/k10_r4,213_5,332.0,374.0,problin,325.0847547103904,372.53600780262457,7.068514028382735
s15c8/k10_r4,215_4,347.0,381.0,spalin,347.33548325615163,378.427154218302,2.594626067771473
s15c8/k10_r4,215_4,347.0,381.0,problin,347.8990504587846,378.4875632171597,2.668450920517336
s15c8/k10_r4,171_3,338.0,378.0,spalin,335.3910951578406,377.11778421976885,2.7540314374261676
s15c8/k10_r4,171_3,338.0,378.0,problin,335.49711284730745,376.95966915279314,2.7104856337497107
s15c8/k10_r4,120_1,341.0,390.0,spalin,333.59483000777186,380.1661050424077,12.310240966396847
s15c8/k10_r4,120_1,341.0,390.0,problin,333.5663841277613,379.7697810638561,12.64579077865186
s15c8/k10_r4,65_1,341.0,384.0,spalin,337.3025612173112,369.3887659770611,15.07180192361943
s15c8/k10_r4,65_1,341.0,384.0,problin,337.41906960612835,368.5272860839491,15.88168562885279
s15c8/k10_r4,208_10,330.0,426.0,spalin,327.4397576689789,427.8630889337452,3.166376662463896
s15c8/k10_r4,208_10,330.0,426.0,problin,327.93286353049643,428.84898042410316,3.519906623828918
s15c8/k10_r4,208_11,301.0,410.0,spalin,297.21455849780216,410.23099605590056,3.792482899685042
s15c8/k10_r4,208_11,301.0,410.0,problin,296.6061169584955,410.45073245522667,4.416941014844515
s15c8/k10_r4,167_7,314.0,414.0,spalin,315.3810070534243,403.39202300224196,10.69749299913636
s15c8/k10_r4,167_7,314.0,414.0,problin,315.79361189916045,401.5424412702038,12.586016572018762
s15c8/k10_r4,212_14,303.0,380.0,spalin,298.7739440180372,381.4606502695374,4.471358671878528
s15c8/k10_r4,212_14,303.0,380.0,problin,298.33128644021895,380.47042467277186,4.6923539589459775
s15c8/k10_r4,167_8,312.0,386.0,spalin,300.7094990571707,372.6090976424954,17.515469662222923
s15c8/k10_r4,167_8,312.0,386.0,problin,298.99385944585606,371.4112723065538,19.544581546496996
s15c8/k10_r4,117_3,327.0,387.0,spalin,318.27192590485174,388.01819557313684,8.787263489594103
s15c8/k10_r4,117_3,327.0,387.0,problin,318.2211696884492,389.0693199544678,9.01942053088565
s15c8/k10_r4,14_1,336.0,391.0,spalin,337.3025612173187,369.38876597706974,21.650452690849704
s15c8/k10_r4,14_1,336.0,391.0,problin,337.4190696061813,368.52728608400946,22.517473865803474
s15c8/k10_r5,215_8,361.0,335.0,spalin,360.71848562704747,335.4078691065415,0.4955880852581368
s15c8/k10_r5,215_8,361.0,335.0,problin,358.68741151673504,337.16209787068533,3.165869974485965
s15c8/k10_r5,166_4,350.0,374.0,spalin,347.9006222072738,346.1265417216005,27.952407114849134
s15c8/k10_r5,166_4,350.0,374.0,problin,350.06223396242746,344.4862941111706,29.513771503459242
s15c8/k10_r5,171_6,336.0,353.0,spalin,343.60672583954783,348.87040131244623,8.655395041145754
s15c8/k10_r5,171_6,336.0,353.0,problin,343.4816371703715,349.080261571814,8.446256217667269
s15c8/k10_r5,119_2,345.0,376.0,spalin,343.6603123823959,348.966133190988,27.06704116744501
s15c8/k10_r5,119_2,345.0,376.0,problin,343.52366066398855,349.1676266535552,26.8729573593614
s15c8/k10_r5,206_2,329.0,391.0,spalin,333.6199394189418,399.99799770797716,10.114731978033547
s15c8/k10_r5,206_2,329.0,391.0,problin,333.977804033308,401.4186028192687,11.546679942723417
s15c8/k10_r5,215_1,314.0,407.0,spalin,314.3887104718721,404.60188217123056,2.429416586673622
s15c8/k10_r5,215_1,314.0,407.0,problin,314.1000529691437,404.8972092503447,2.1051697160728775
s15c8/k10_r5,165_1,333.0,395.0,spalin,330.5869542583388,388.01161740433355,7.393259163235326
s15c8/k10_r5,165_1,333.0,395.0,problin,330.3687262140992,388.1833712450811,7.306848111104811
s15c8/k10_r5,213_5,332.0,374.0,spalin,325.7542187342463,373.2321371923492,6.2928051702728816
s15c8/k10_r5,213_5,332.0,374.0,problin,325.0883307106077,372.58322128262927,7.055383355985939
s15c8/k10_r5,215_4,347.0,381.0,spalin,347.11320558820864,378.6584247851522,2.3443101313587373
s15c8/k10_r5,215_4,347.0,381.0,problin,347.8598306741787,378.52361258332564,2.6214124867562636
s15c8/k10_r5,171_3,338.0,378.0,spalin,333.79517498866295,381.03767538518696,5.187294585979897
s15c8/k10_r5,171_3,338.0,378.0,problin,333.89105532256167,380.87675846569334,5.015891309845848
s15c8/k10_r5,120_1,341.0,390.0,spalin,330.74604860299286,387.6208753957318,10.526336168621024
s15c8/k10_r5,120_1,341.0,390.0,problin,330.5244402466392,387.8149953029025,10.701009189444282
s15c8/k10_r5,65_1,341.0,384.0,spalin,336.5548009432475,370.2342223057831,14.465698399342953
s15c8/k10_r5,65_1,341.0,384.0,problin,336.7174082542783,369.4029744321326,15.212289357276152
s15c8/k10_r5,208_10,330.0,426.0,spalin,325.53182907037274,426.8190582704019,4.542621259436001
s15c8/k10_r5,208_10,330.0,426.0,problin,322.74345004632227,425.82904111727095,7.258563505942775
s15c8/k10_r5,208_11,301.0,410.0,spalin,298.5494717385708,411.08311175382937,2.6792200042823313
s15c8/k10_r5,208_11,301.0,410.0,problin,301.74345110230837,413.49570840411945,3.573890987167196
s15c8/k10_r5,167_7,314.0,414.0,spalin,312.0802147304007,414.9328527032135,2.1344295835803804
s15c8/k10_r5,167_7,314.0,414.0,problin,312.2303517249213,419.4871243085221,5.765430443138041
s15c8/k10_r5,212_14,303.0,380.0,spalin,298.6290406866598,384.96407551618904,6.61417652087568
s15c8/k10_r5,212_14,303.0,380.0,problin,298.0542495006028,384.98968255388326,7.025480765813445
s15c8/k10_r5,167_8,312.0,386.0,spalin,309.82849691879375,384.3244751013855,2.742774018683543
s15c8/k10_r5,167_8,312.0,386.0,problin,309.31418471787117,382.84821076887135,4.140939396703996
s15c8/k10_r5,117_3,327.0,387.0,spalin,310.0328207348631,384.60514280965464,17.135358565768055
s15c8/k10_r5,117_3,327.0,387.0,problin,309.51157721050186,383.1124437035252,17.915301438225903
s15c8/k10_r5,14_1,336.0,391.0,spalin,336.5548009432323,370.23422230576557,20.773187702732955
s15c8/k10_r5,14_1,336.0,391.0,problin,336.7174082542292,369.4029744320697,21.6089376875651
s3c3/k10_r1,205_5,242.0,233.0,spalin,242.11013652301162,230.58877657727436,2.4137374438827934
s3c3/k10_r1,205_5,242.0,233.0,problin,243.92792863618547,232.42913999060391,2.0106690370500226
s3c3/k10_r1,207_7,237.0,219.0,spalin,238.4042768706828,223.15994734154378,4.390575749711176
