cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_24,1,1,0,1,0,2,1,2,2,2
216_23,1,1,0,1,0,2,1,2,2,2
216_22,0,1,0,1,0,2,1,2,2,2
216_21,0,1,0,1,1,2,1,2,2,2
216_20,0,1,2,1,0,2,1,1,0,2
216_19,0,1,2,1,0,2,1,1,0,2
216_18,0,1,1,1,0,2,1,2,1,2
216_17,0,1,0,1,0,2,1,2,1,2
216_28,2,2,2,2,2,0,1,2,0,0
216_27,2,2,2,2,2,0,1,0,0,0
216_26,2,0,1,2,2,0,1,1,0,0
216_25,2,0,1,2,2,1,1,0,0,1
216_32,1,2,0,0,0,0,1,0,0,0
216_31,1,2,0,0,1,0,1,0,0,0
216_30,1,2,0,0,0,0,1,0,2,0
216_29,1,2,0,2,0,0,1,0,2,0
216_14,0,1,1,1,0,2,0,1,2,2
216_13,0,1,1,1,0,2,0,1,2,2
216_16,0,1,1,1,0,2,2,1,2,2
216_15,0,1,1,1,2,2,2,1,2,2
216_12,0,0,1,1,0,2,2,1,1,2
216_11,0,0,1,1,0,2,2,1,1,2
216_10,0,1,1,1,1,2,2,1,0,2
216_9,0,1,1,1,1,2,2,1,2,2
216_2,2,0,1,2,2,2,0,1,0,2
216_1,2,0,1,2,2,2,0,1,0,2
216_4,0,0,1,2,2,2,0,1,0,2
216_3,0,2,1,2,2,2,0,1,0,2
216_8,0,0,1,2,1,2,0,0,0,2
216_7,0,0,1,2,1,2,0,0,0,2
216_6,0,0,1,2,1,2,0,2,0,2
216_5,0,0,1,2,1,2,0,2,0,2
