216_24,282.0,101.0
216_23,287.0,108.0
216_22,297.0,135.0
216_21,301.0,151.0
216_20,310.0,142.0
216_19,328.0,153.0
216_18,307.0,160.0
216_17,299.0,181.0
216_28,316.0,182.0
216_27,324.0,202.0
216_26,312.0,204.0
216_25,321.0,226.0
216_32,349.0,113.0
216_31,355.0,138.0
216_30,345.0,153.0
216_29,350.0,178.0
216_14,285.0,158.0
216_13,283.0,173.0
216_16,268.0,140.0
216_15,275.0,147.0
216_12,299.0,202.0
216_11,305.0,216.0
216_10,274.0,236.0
216_9,289.0,242.0
216_2,297.0,228.0
216_1,306.0,251.0
216_4,330.0,213.0
216_3,329.0,237.0
216_8,359.0,158.0
216_7,341.0,143.0
216_6,311.0,171.0
216_5,332.0,176.0
