cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,2,1,0,0,0,0
I1,0,0,0,1,2,1,1,1,0,0
I2,0,1,0,1,2,1,1,1,2,0
216_8,0,1,0,1,2,1,1,1,2,2
216_7,0,1,0,1,2,1,1,1,2,0
I3,0,1,0,1,2,1,1,1,0,0
216_10,0,1,0,1,2,1,1,1,0,1
216_9,0,1,0,1,2,1,1,1,0,0
I4,0,0,2,0,2,1,0,1,2,0
I5,0,0,2,0,2,1,0,1,2,0
216_6,0,0,2,0,2,1,0,1,2,1
216_5,1,0,2,0,2,1,0,1,2,0
I6,0,2,2,1,2,1,0,1,2,0
I7,0,2,2,1,2,1,1,1,2,0
216_2,0,2,2,1,2,1,1,1,2,0
216_1,0,2,2,1,2,1,1,1,2,0
I8,0,2,2,1,2,1,2,1,2,0
216_4,0,2,2,1,2,1,2,1,2,2
216_3,0,2,2,1,2,1,2,1,2,0
Evolve tree: [&R] ((((216_3:0.13022793474518954,216_4:0.13022793474518954)I8:0.2870604701440873,(216_1:0.12142580669781664,216_2:0.12142580669781664)I7:0.2958625981914602)I6:0.3539914725373225,(216_5:0.11704607916389712,216_6:0.11704607916389712)I5:0.6542337982627023)I4:0.352346822651532,((216_9:0.05719637176967074,216_10:0.05719637176967074)I3:0.2716813296123542,(216_7:0.02827399588619251,216_8:0.02827399588619251)I2:0.30060370549583243)I1:0.7947489986961065)I0:0.11732133459117769;
