pos_1,pos_2,progenitor,descendants
182,301,1,1
228,263,2,2
231,250,3,3
239,263,4,4
279,308,5,5
295,310,5,6
313,292,6,7
302,283,7,8
281,254,8,9
301,269,9,10
259,326,10,11
262,305,11,12
228,289,12,13
244,246,13,14
251,235,14,15
253,260,15,16
259,240,16,17
248,297,17,18
245,278,18,19
286,284,19,20
271,272,20,21
