Angles,NumBranches
55.61965527615513,0
166.5289880377534,1
128.71750791183865,2
134.38394009160078,3
145.4914770123316,3
19.21267181718563,2
2.7182332018389608,3
85.91438322002513,3
178.84848110603625,1
147.52880770915152,2
175.52149556078976,2
135.24590312327072,1
130.28648583761537,1
136.71679821128987,2
147.51132349257094,3
155.5960283111484,3
135.72217746154485,2
161.70722403543496,3
157.83365417791757,4
107.05331476870091,3
152.10272896905238,4
169.14358665193777,4
115.84438755456033,1
147.43135093370282,2
177.27368900609375,3
84.66489425934424,3
107.10272896905238,2
151.26020470831193,3
68.94550238168331,3
97.41526604188748,1
148.28486648490218,2
69.8293465881496,3
157.56962019665843,4
149.03624346792648,4
125.93349726018384,3
127.54570118725155,4
122.26980197958073,4
25.22877938340838,2
114.74674821262613,3
79.45193458185787,1
117.25532837494308,2
161.565051177078,2
135.0,1
166.6286680301081,2
117.37770277133174,3
141.431645426444,4
145.6086727615277,4
108.43494882292201,5
154.13364320590549,5
100.00797980144135,3
35.537677791974374,4
112.07246969716267,4
100.12086538558923,2
121.8441573810349,3
110.77225468204583,4
150.80251395393555,5
132.1844433157888,5
160.51669859178057,4
136.38035407344444,5
161.565051177078,3
113.02920215418841,4
92.9737310824801,5
125.01817071226685,5
131.56838340738955,4
35.053995057582696,0
147.89374404488217,1
81.49129668372967,2
178.3028438103997,2
98.7073702715204,3
177.61405596961117,3
20.1196331408183,1
13.123846339979371,2
103.45161294722129,3
160.01689347810003,3
30.499833233447433,2
147.2647737278924,3
132.90109406679645,3
101.5751888173962,0
68.1041210534791,1
36.32682595212023,2
114.87415391412763,3
160.23283132320836,2
151.0735741647464,3
134.48383577023517,3
153.434948822922,1
107.96913974015703,2
164.74488129694222,3
154.74683660542613,4
144.24611274556324,4
77.27564431457762,3
146.30993247402023,4
119.41559883309554,4
89.56921278299137,2
117.49660777515548,3
64.32750803845039,3
149.03624346792648,4
83.08877288097533,0
144.60520415501293,1
88.63607246839712,2
123.46537934635526,2
167.10625595511783,1
108.86899945506141,2
71.56505117707799,2
138.62148470411734,3
168.69006752597977,3
79.2097990024858,1
129.26907479113484,2
126.7565530271057,3
162.34987578006988,4
74.04384028565636,2
133.15238973400537,3
157.38013505195957,4
58.392497753751115,3
147.652556500558,4
174.14398641457106,4
78.98952009299643,1
68.68208772453846,2
22.833654177917552,2
88.7093255800043,3
66.87915133757528,4
166.53479190518829,3
116.05349531049094,4
96.73292132685961,4
170.8376529542783,5
156.03751102542182,5
140.51813043265503,0
65.43748195474889,1
159.39373938616316,2
2.1020178611182927,2
157.38013505195957,3
129.0938588862295,3
91.07282927579149,1
144.24611274556324,2
20.40422845905544,2
90.0,3
146.07020257793937,3
39.805571092265204,1
29.207596471142708,2
159.48214501742234,3
146.30993247402023,4
92.6025622024998,3
132.87890360333856,4
176.5935562450053,4
100.91112838428339,2
94.50011370842067,3
173.65980825409008,4
177.3709181143614,4
177.4108693812694,3
108.06317176559651,4
109.4400348281762,1
77.31961650818019,2
179.66624195274719,3
161.565051177078,3
140.1944289077348,2
120.4435756799257,3
143.13010235415598,4
164.86863008834868,4
176.96729738382302,3
118.30075576600638,4
165.96375653207352,4
6.5819446551780185,0
174.6064136052694,1
86.06521794363056,2
178.73260101476674,2
70.47826972407981,3
108.86899945506141,3
67.7881693135538,1
106.41527967619953,2
45.0,3
167.63750758428571,2
130.6012946450045,3
41.42366562500264,3
7.1250163489017995,1
64.44003482817621,2
178.15723893881065,2
18.388100281021504,3
74.74488129694225,4
137.48955292199915,4
149.26451229807992,1
132.27368900609375,2
177.01336300952482,3
