pos_1,pos_2,progenitor,descendants_1,descendants_2
395,159,1,1,
399,145,1,2,
416,143,2,3,
405,119,3,4,
423,112,4,5,6
397,87,5,7,
368,117,6,8,
379,107,6,9,
390,73,7,10,
370,67,8,11,
375,50,9,12,
338,46,10,13,
352,47,10,14,
412,73,11,15,
383,89,12,16,
398,56,13,17,
369,33,14,18,19
331,75,15,20,
321,53,16,21,
345,77,17,22,
354,64,18,23,
310,48,19,24,
321,22,20,25,
