cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_3,1,1,2,0,2,2,1,0,2,0
216_8,1,1,2,1,0,0,0,0,2,2
216_10,1,1,2,1,0,0,0,2,2,2
216_9,1,1,2,1,0,0,0,2,2,2
216_5,1,1,2,1,1,2,2,2,2,0
216_7,1,1,2,1,0,2,2,0,2,0
216_6,1,1,2,1,0,2,2,0,2,0
216_23,1,2,1,1,2,2,2,1,0,0
216_22,1,2,1,1,2,2,0,1,0,0
216_25,1,2,1,1,1,2,0,1,0,0
216_24,1,2,1,1,0,2,0,1,0,0
216_19,0,2,1,1,0,2,1,1,0,0
216_18,0,2,0,1,1,2,1,1,0,1
216_21,0,2,0,1,0,2,1,1,0,2
216_20,0,2,1,1,0,2,1,1,0,0
216_27,0,1,0,0,2,2,0,1,0,2
216_26,0,1,0,0,0,2,1,1,0,2
216_35,2,1,2,0,0,2,1,2,2,2
216_34,2,1,2,0,0,2,1,2,2,2
216_31,0,1,1,0,0,2,1,2,0,2
216_30,0,1,1,0,0,2,1,2,0,2
216_33,1,1,1,0,0,2,1,2,0,2
216_32,1,1,1,0,0,2,1,2,0,2
