90_1,333.0,142.0
216_3,363.0,125.0
135_2,311.0,142.0
178_5,341.0,113.0
216_8,360.0,112.0
214_9,300.0,94.0
216_10,310.0,94.0
216_9,297.0,108.0
174_3,302.0,171.0
216_5,285.0,188.0
211_6,283.0,148.0
216_7,285.0,144.0
216_6,294.0,154.0
39_2,346.0,111.0
90_3,353.0,119.0
146_9,344.0,102.0
196_17,360.0,105.0
216_23,356.0,86.0
216_22,374.0,102.0
194_17,359.0,79.0
216_25,365.0,59.0
216_24,375.0,89.0
141_6,368.0,143.0
185_11,396.0,141.0
216_19,409.0,116.0
216_18,435.0,131.0
182_12,381.0,117.0
216_21,395.0,87.0
216_20,391.0,112.0
87_4,339.0,87.0
179_15,294.0,80.0
216_27,298.0,70.0
216_26,276.0,80.0
139_9,327.0,73.0
183_21,329.0,60.0
216_35,354.0,48.0
216_34,315.0,50.0
177_16,336.0,84.0
215_30,342.0,69.0
216_31,340.0,69.0
216_30,348.0,76.0
211_28,321.0,68.0
216_33,312.0,70.0
216_32,331.0,74.0
