cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,1,0,1,1,2,0,2
I2,1,0,0,1,1,1,1,2,0,2
I3,1,2,2,1,1,1,1,2,2,2
216_6,1,2,2,1,1,1,1,2,2,2
216_5,1,2,2,1,1,1,1,2,2,2
I4,1,0,0,1,1,1,1,2,0,2
216_8,1,0,0,1,1,1,1,2,0,2
216_7,1,0,0,1,1,1,1,2,0,2
I5,0,0,0,1,0,1,1,2,0,2
I6,0,2,0,1,0,1,1,2,0,2
216_4,0,2,0,1,0,1,1,2,0,2
216_3,0,2,1,1,0,1,1,2,0,2
I7,0,0,0,1,1,1,1,2,0,2
216_2,0,0,1,1,1,1,1,2,0,2
216_1,1,0,0,1,1,1,1,2,0,2
I8,1,0,0,0,0,0,2,0,1,0
I9,1,1,0,2,0,0,2,0,1,0
I10,1,1,0,2,0,0,2,0,1,0
I11,1,1,0,2,2,0,2,1,1,0
216_18,1,1,0,2,2,0,2,1,1,0
216_17,1,1,0,2,2,0,2,1,1,0
I12,1,1,0,2,2,0,2,0,1,2
216_20,1,1,0,2,2,0,2,0,1,2
216_19,1,1,0,2,2,0,2,0,1,2
I13,1,1,0,2,0,0,2,2,1,0
I14,1,1,0,2,0,1,2,2,1,0
216_22,1,1,0,2,0,1,2,2,1,0
216_21,1,1,0,2,0,1,2,2,1,0
I15,1,1,0,2,0,0,2,2,1,0
216_24,1,1,0,2,0,0,2,2,1,0
216_23,1,1,0,2,0,0,2,2,1,0
I16,1,2,1,0,0,0,2,0,1,1
216_13,1,2,1,0,0,1,2,0,1,1
I17,1,2,1,1,0,1,2,2,1,1
216_16,1,2,1,1,0,1,2,2,1,1
216_15,1,2,1,1,0,1,2,2,1,1
Evolve tree: [&R] ((((216_15:0.0492336448598122,216_16:0.0492336448598122)I17:0.679457943925228,216_13:0.72869158878504)I16:0.32199999999999945,(((216_23:0.09672897196261515,216_24:0.09672897196261515)I15:0.26596261682242683,(216_21:0.05345794392523269,216_22:0.05345794392523269)I14:0.3092336448598093)I13:0.3333831775700915,((216_19:0.05345794392523269,216_20:0.05345794392523269)I12:0.2984112149532674,(216_17:0.020186915887850092,216_18:0.020186915887850092)I11:0.33168224299065)I10:0.3442056074766335)I9:0.3546168224299059)I8:0.23930841121495333,(((216_1:0.15577570093457696,216_2:0.15577570093457696)I7:0.22328971962616587,(216_3:0.10560747663551223,216_4:0.10560747663551223)I6:0.2734579439252306)I5:0.3234953271028019,((216_7:0.09231775700934422,216_8:0.09231775700934422)I4:0.2758130841121464,(216_5:0.07485981308411084,216_6:0.07485981308411084)I3:0.29327102803737976)I2:0.3344299065420541)I1:0.587439252336448)I0:0;
