cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_6,2,0,2,1,2,2,2,2,0,0
216_5,2,2,2,1,2,2,2,2,0,0
216_8,2,2,2,1,2,2,2,2,0,0
216_7,2,2,2,1,2,2,2,2,0,1
216_4,2,0,2,1,2,2,2,0,0,0
216_3,2,0,2,1,2,2,2,0,0,2
216_2,2,0,2,1,2,2,0,0,0,0
216_1,2,0,2,1,2,2,0,0,0,0
216_18,2,2,1,1,2,0,2,0,2,1
216_17,2,2,1,1,2,0,2,0,2,1
216_20,2,2,1,1,2,0,2,2,2,1
216_19,2,2,1,1,2,0,2,2,2,1
216_22,2,2,0,1,2,1,2,1,2,1
216_21,2,2,0,1,2,1,2,1,2,1
216_24,1,2,0,1,2,1,2,1,2,1
216_23,1,2,1,1,2,1,2,1,2,1
216_13,0,2,1,0,2,0,0,1,0,1
216_16,2,2,1,1,2,0,0,1,0,1
216_15,2,2,1,1,2,0,0,1,0,1
