cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
216_2,2,2,2,0,0,2,0,0,0,2
I1,0,0,0,0,2,1,0,0,1,0
I2,0,0,2,0,2,1,1,2,1,0
I3,0,0,2,2,2,1,1,2,1,0
216_14,0,0,2,2,2,1,1,2,1,0
216_13,0,0,2,2,2,1,1,2,1,0
I4,0,0,2,0,2,1,1,2,1,0
I5,0,2,2,0,2,1,1,2,1,1
216_16,0,2,2,0,2,1,1,2,1,1
216_15,0,2,2,0,2,1,1,2,1,1
I6,2,2,2,0,2,1,1,2,1,0
216_18,2,2,2,2,2,1,1,2,1,0
216_17,2,2,2,0,2,1,1,2,1,0
I7,0,0,0,0,2,1,0,0,1,1
I8,0,0,0,0,2,1,0,0,1,1
I9,2,0,0,0,2,1,0,0,1,1
216_11,2,0,0,0,2,1,0,0,1,1
216_10,2,0,0,0,2,1,0,0,1,1
I10,1,2,0,1,2,1,0,0,1,1
216_9,1,2,0,1,2,1,0,0,1,1
216_8,1,2,0,1,2,1,0,2,1,1
I11,0,0,0,1,2,1,0,0,1,1
I12,0,0,0,1,2,1,0,0,1,1
216_5,0,0,0,1,2,1,0,0,1,1
216_4,0,0,0,1,2,1,0,0,1,1
I13,0,0,0,1,2,1,0,0,1,1
216_7,0,0,0,1,2,1,0,2,1,1
216_6,0,0,0,1,2,1,2,0,1,1
Evolve tree: [&R] (((((216_6:0.132,216_7:0.132)I13:0.234,(216_4:0.12,216_5:0.12)I12:0.246)I11:0.258,((216_8:0.108,216_9:0.108)I10:0.228,(216_10:0.06,216_11:0.06)I9:0.276)I8:0.28800000000000003)I7:0.27,(((216_17:0.084,216_18:0.084)I6:0.246,(216_15:0.054,216_16:0.054)I5:0.276)I4:0.27,(216_13:0.07200000000000001,216_14:0.07200000000000001)I3:0.528)I2:0.294)I1:0.342,216_2:1.236)I0:0.054;
