sigma: 22.470982031241125
216_10 235.0 224.0
216_9 247.0 240.0
216_8 228.0 254.0
216_6 255.0 250.0
216_5 243.0 269.0
216_4 304.0 309.0
216_3 285.0 316.0
216_2 267.0 250.0
216_1 268.0 288.0
207_1 269.3515508400419 276.59770652261994
211_3 292.2199292358976 309.2539700363575
168_1 269.3885479065509 276.7496112567593
214_5 257.88550792813754 265.29068915651106
125_1 258.0050629886386 265.36862242857717
193_5 238.08186049617873 247.30660417910192
141_3 248.9496759386697 253.03256869516056
78_1 249.0643011282807 253.18867080448237
