cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,1,0,0,1,0,0,0,0,0
I2,0,1,0,0,1,2,2,2,2,0
216_13,0,1,0,2,1,2,2,2,2,1
I3,0,1,0,0,1,2,2,2,2,1
216_15,0,1,1,0,1,2,2,2,2,1
216_14,0,1,0,0,1,2,2,2,2,1
I4,2,1,0,0,1,0,2,0,0,0
I5,2,1,0,0,1,0,2,0,0,2
216_19,2,1,2,0,1,0,2,0,0,2
216_18,2,1,0,0,1,0,2,2,0,2
I6,2,1,0,0,1,0,2,0,0,0
216_17,2,1,0,1,1,0,2,0,0,0
216_16,2,1,0,2,1,0,2,0,0,0
I7,2,0,0,2,0,0,2,0,0,0
I8,2,1,0,2,2,0,2,0,0,0
I9,2,1,0,2,2,0,2,0,0,0
216_2,2,1,0,2,2,0,2,0,2,0
216_1,2,1,0,2,2,2,2,0,0,1
I10,2,1,0,2,2,0,2,0,2,0
216_4,2,1,0,2,2,0,2,0,2,0
216_3,2,1,0,2,2,0,2,0,2,0
I11,2,0,0,2,0,1,2,0,0,0
I12,2,2,2,2,0,1,2,0,0,0
I13,2,2,2,2,2,1,2,0,0,0
216_8,2,2,2,2,2,1,2,0,0,0
216_7,2,2,2,2,2,1,2,0,0,0
I14,2,2,2,2,1,1,2,2,0,0
216_6,2,2,2,2,1,1,2,2,0,0
216_5,2,2,2,2,1,1,2,2,0,0
I15,2,0,2,2,0,1,2,0,0,0
I16,2,0,2,2,1,1,2,2,0,1
216_12,2,0,2,2,1,1,2,2,0,1
216_11,2,0,2,2,1,1,2,2,0,1
I17,2,0,2,2,0,1,2,0,0,0
216_10,2,0,2,2,0,1,2,0,0,2
216_9,2,0,2,2,0,1,2,0,0,0
Evolve tree: [&R] (((((216_9:0.03647072670750793,216_10:0.03647072670750793)I17:0.23774023586961546,(216_11:0.02827399588619251,216_12:0.02827399588619251)I16:0.2459369666909309)I15:0.26496122556996554,((216_5:0.020130191961974638,216_6:0.020130191961974638)I14:0.22986887443261747,(216_7:0.012038973181965588,216_8:0.012038973181965588)I13:0.2379600932126265)I12:0.289173121752497)I11:0.35932447174213766,((216_3:0.19809322314712102,216_4:0.19809322314712102)I10:0.3182674287636632,(216_1:0.17967221023387375,216_2:0.17967221023387375)I9:0.3366884416769105)I8:0.38213600797844244)I7:0.31060626116759854,(((216_16:0.12142580669781664,216_17:0.12142580669781664)I6:0.29052612036602005,(216_18:0.11704607916389712,216_19:0.11704607916389712)I5:0.29490584789993957)I4:0.41861321331483037,((216_14:0.06979383206259182,216_15:0.06979383206259182)I3:0.29489969707076863,216_13:0.36469352913336045)I2:0.4658716112453067)I1:0.37853778067815835)I0:0.031845113612483766;
