cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,2,0,0,0,0,2,0,2,0
I2,0,2,1,2,0,2,2,0,2,0
216_13,0,2,1,2,0,2,2,2,2,0
I3,0,2,1,2,1,2,2,0,2,0
216_15,0,2,1,2,1,2,2,0,2,2
216_14,0,2,1,2,1,2,2,0,2,0
I4,2,2,0,0,0,0,2,0,2,0
I5,2,2,0,0,1,2,2,1,2,0
216_19,2,2,0,0,1,2,2,1,2,0
216_18,2,2,1,0,1,2,2,1,2,0
I6,2,2,2,0,0,1,2,0,2,0
216_17,2,2,2,0,0,1,2,2,2,0
216_16,2,2,2,0,0,1,2,0,2,0
I7,0,0,1,0,0,2,2,0,0,0
I8,2,0,1,2,0,2,2,0,2,0
I9,2,0,1,2,2,2,2,0,2,0
216_2,2,0,1,2,2,2,2,0,2,0
216_1,2,0,1,2,2,2,2,0,2,0
I10,2,1,1,2,0,2,2,0,2,1
216_4,2,1,1,2,0,2,2,1,2,1
216_3,2,1,1,2,0,2,2,0,2,1
I11,0,1,1,0,0,2,2,0,0,0
I12,0,1,1,0,2,2,2,0,0,0
I13,0,1,1,0,2,2,2,0,0,1
216_8,0,1,1,0,2,2,2,0,0,1
216_7,0,1,1,0,2,2,2,0,0,1
I14,0,1,1,2,2,2,2,0,0,2
216_6,0,1,1,2,2,2,2,0,0,2
216_5,0,1,1,2,2,2,2,0,0,2
I15,0,1,1,0,0,2,2,0,0,0
I16,1,1,1,2,0,2,2,2,0,0
216_12,1,1,1,2,0,2,2,2,0,0
216_11,1,1,1,2,0,2,2,2,0,0
I17,0,1,1,0,0,2,2,0,0,0
216_10,0,1,1,0,0,2,2,0,0,0
216_9,0,1,1,0,0,2,2,0,0,0
Evolve tree: [&R] (((((216_9:0.03667289719626102,216_10:0.03667289719626102)I17:0.24667289719625834,(216_11:0.028392523364485455,216_12:0.028392523364485455)I16:0.2549532710280339)I15:0.28084112149532503,((216_5:0.020186915887850092,216_6:0.020186915887850092)I14:0.23764485981308078,(216_7:0.012056074766354914,216_8:0.012056074766354914)I13:0.24577570093457596)I12:0.30635514018691357)I11:0.3771588785046718,((216_3:0.20334579439252026,216_4:0.20334579439252026)I10:0.3366542056074739,(216_1:0.18409345794392237,216_2:0.18409345794392237)I9:0.3559065420560718)I8:0.40134579439252216)I7:0.31676635514018686,(((216_16:0.12358878504672693,216_17:0.12358878504672693)I6:0.30560747663551074,(216_18:0.11906542056074568,216_19:0.11906542056074568)I5:0.310130841121492)I4:0.44158878504672716,((216_14:0.0705420560747651,216_15:0.0705420560747651)I3:0.30852336448597767,216_13:0.3790654205607428)I2:0.49171962616822207)I1:0.3873271028037381)I0:0.03188785046728972;
