cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_16,1,2,0,2,1,1,0,2,1,1
216_15,1,2,0,2,1,1,0,2,1,1
216_14,1,2,0,0,2,1,1,2,1,1
216_13,1,2,0,0,2,1,1,2,1,1
216_6,0,2,2,1,2,0,0,2,1,1
216_5,0,2,2,1,2,0,0,2,1,1
216_4,0,2,0,1,0,0,1,2,1,1
216_3,0,2,0,1,0,0,1,2,1,1
216_2,0,2,0,1,2,0,1,2,1,1
216_1,0,2,0,1,2,0,1,2,1,1
216_28,0,2,0,2,1,0,1,1,2,2
216_27,0,2,2,2,1,0,1,1,2,2
216_26,0,2,0,2,2,0,1,0,2,2
216_25,0,2,0,2,0,0,1,0,2,2
216_32,2,0,1,0,2,0,1,0,2,2
216_31,2,0,1,0,2,0,1,2,2,2
216_30,0,0,1,1,2,1,1,0,2,2
216_29,0,0,1,1,2,1,1,0,2,2
216_24,0,2,1,0,2,0,1,1,2,0
216_23,0,2,1,0,2,0,1,1,2,0
216_22,0,2,1,0,2,0,1,1,2,0
216_21,1,2,1,0,2,0,1,1,2,0
216_20,2,2,1,0,2,0,1,0,2,0
216_19,0,2,1,0,2,0,1,0,2,0
216_18,0,2,1,1,2,2,1,0,2,0
216_17,0,2,1,1,2,0,1,0,2,0
