cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,1,0,0,0,1,0,1,0
I1,0,1,1,0,0,0,1,1,1,0
I2,0,1,1,1,2,0,1,1,1,0
I3,0,1,1,1,2,1,1,1,1,0
216_25,0,1,1,1,2,1,1,1,1,0
216_28,0,1,1,1,2,1,1,1,1,0
I4,2,1,1,1,2,0,1,1,1,0
I5,2,1,1,1,2,0,1,1,1,0
216_24,2,1,1,1,2,0,1,1,1,0
216_23,2,1,1,1,2,0,1,1,1,0
I6,2,1,1,1,2,1,1,1,1,0
216_22,2,1,1,1,2,1,1,1,1,0
216_21,2,1,1,1,2,1,1,1,1,0
I7,0,1,1,0,0,0,1,1,1,0
I8,0,1,1,0,0,0,1,1,1,0
216_16,0,1,1,0,0,0,1,1,1,0
216_17,0,1,1,0,0,0,1,1,1,0
I9,0,1,1,0,0,0,1,1,1,0
216_18,0,1,1,0,0,1,1,1,1,0
I10,0,1,1,0,0,0,1,1,1,0
216_20,0,1,1,0,0,0,1,1,1,0
216_19,0,1,1,0,0,0,1,1,1,0
I11,1,2,1,0,0,1,1,2,1,2
I12,1,2,1,0,0,1,1,2,1,2
I13,1,2,1,1,0,1,1,2,1,2
216_6,1,2,1,1,0,1,1,2,1,2
216_7,1,2,1,1,0,1,1,2,1,2
I14,1,2,1,0,0,1,1,2,1,2
I15,1,2,1,0,0,1,1,2,1,2
216_2,1,2,1,0,0,1,1,2,1,2
216_1,1,2,1,0,0,1,1,2,1,2
I16,1,2,1,0,0,1,1,2,1,2
216_4,1,2,1,0,0,1,1,2,1,2
216_3,1,2,1,0,0,1,1,2,1,2
I17,1,2,1,0,0,1,1,2,1,2
I18,1,2,1,0,0,1,1,2,1,2
216_8,1,2,1,1,0,1,1,2,1,2
I19,1,2,1,2,0,1,1,2,1,2
216_10,1,2,1,2,0,1,1,2,1,2
216_9,1,2,1,2,0,1,1,2,1,2
I20,1,2,1,0,0,1,1,2,1,2
216_12,1,2,1,0,0,1,1,2,1,2
216_14,1,2,1,0,0,1,1,2,1,2
Evolve tree: [&R] ((((216_14:0.1387531722887663,216_12:0.1387531722887663)I20:0.16685847877542792,((216_9:0.01855321780474515,216_10:0.01855321780474515)I19:0.11417336266199196,216_8:0.13272658046673713)I18:0.17288507059745706)I17:0.22378909333914068,(((216_3:0.0294162965763624,216_4:0.0294162965763624)I16:0.09443867030928528,(216_1:0.01642919235811928,216_2:0.01642919235811928)I15:0.1074257745275284)I14:0.16070049148146545,(216_7:0.1067010903604266,216_6:0.1067010903604266)I13:0.1778543680066865)I12:0.2448452860362217)I11:0.3713477643718675,((((216_19:0.008091045846733485,216_20:0.008091045846733485)I10:0.12763749948003275,216_18:0.13572854532676626)I9:0.15715449703435497,(216_17:0.11518127537028744,216_16:0.11518127537028744)I8:0.17770176699083376)I7:0.22465916469907163,(((216_21:0.014321081231462463,216_22:0.014321081231462463)I6:0.10662088391217797,(216_23:0.004015098179377865,216_24:0.004015098179377865)I5:0.11692686696426258)I4:0.16776162790011917,(216_28:0.10950658646144862,216_25:0.10950658646144862)I3:0.17919700658231097)I2:0.22883861401643324)I1:0.3832063017150095)I0:0.1689819130114285;
