cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,1,1,0,0,0,0,1,0,0,0
I1,1,1,0,0,0,0,1,0,0,0
216_3,1,1,1,2,2,0,1,0,0,0
I2,1,1,0,0,0,0,1,1,0,0
216_5,1,1,0,0,0,2,1,1,0,0
I3,1,1,0,0,0,0,1,1,0,0
216_8,1,1,0,0,0,0,1,1,1,0
216_7,1,1,0,0,0,0,1,1,0,0
I4,1,1,0,0,0,1,1,1,0,0
I5,1,1,0,1,0,1,1,1,1,0
216_16,1,1,0,1,0,1,1,1,1,0
I6,1,1,0,1,1,1,1,1,1,2
216_14,1,1,0,1,1,1,1,1,1,2
216_13,1,1,0,1,1,1,1,1,1,2
I7,1,1,2,0,0,1,1,1,0,2
I8,1,1,2,1,0,1,1,1,0,2
216_12,1,1,2,1,0,1,1,1,0,2
216_11,1,1,2,1,0,1,1,1,0,2
I9,1,1,2,2,0,1,1,1,0,2
216_10,1,1,2,2,0,1,1,1,0,2
216_9,1,1,2,2,0,1,1,1,0,2
Evolve tree: [&R] ((((216_9:0.06705499223213832,216_10:0.06705499223213832)I9:0.22164860081162133,(216_11:0.05480284044900492,216_12:0.05480284044900492)I8:0.23390075259475474)I7:0.26495610408602366,((216_13:0.08500076884268579,216_14:0.08500076884268579)I6:0.20370282420107386,216_16:0.28870359304375975)I5:0.26495610408602366)I4:0.28730870945470444,(((216_7:0.07463050618864697,216_8:0.07463050618864697)I3:0.16629637418197676,216_5:0.24092688037062382)I2:0.25915863407589007,216_3:0.5000855144465137)I1:0.34088289213797396)I0:0.22876201520214315;
