	0
128_1	127
129_5	128
131_4	130
140_3	139
176_8	175
177_5	176
183_2	182
185_1	184
190_5	189
200_15	199
210_12	209
215_16	214
216_1	215
216_11	215
216_14	215
216_15	215
216_16	215
216_17	215
216_18	215
216_19	215
216_2	215
216_20	215
216_3	215
216_4	215
216_5	215
216_6	215
216_8	215
216_9	215
32_1	31
73_2	72
75_1	74
