32_1,245.0,166.0
75_1,225.0,167.0
140_3,232.0,160.0
190_5,209.0,176.0
216_6,227.0,174.0
216_5,203.0,186.0
216_8,232.0,156.0
128_1,215.0,204.0
185_1,208.0,227.0
216_2,191.0,229.0
216_1,197.0,242.0
183_2,225.0,187.0
216_4,222.0,188.0
216_3,236.0,202.0
73_2,247.0,145.0
131_4,244.0,150.0
177_5,247.0,153.0
216_9,247.0,152.0
216_11,259.0,149.0
210_12,219.0,107.0
216_15,220.0,95.0
216_14,207.0,117.0
129_5,221.0,149.0
200_15,205.0,162.0
216_20,207.0,154.0
216_19,211.0,174.0
176_8,225.0,127.0
216_18,192.0,109.0
215_16,211.0,124.0
216_17,212.0,116.0
216_16,215.0,131.0
