pos_1,pos_2,progenitor,descendants
186,201,1,
145,185,2,
199,197,3,
200,181,4,
195,218,5,
175,188,6,
156,165,7,
146,142,8,
130,187,9,
143,157,10,
161,102,11,
136,92,12,
182,89,13,
155,80,14,
231,190,15,
249,165,16,
161,189,17,
170,156,18,
184,179,19,
219,175,20,
176,144,21,
143,124,22,
230,162,23,
205,119,24,
224,132,25,
245,123,26,
266,145,27,
260,100,28,
235,173,29,
209,157,30,
166,73,31,
209,55,32,
250,73,33,
258,63,34,
