cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,1,0,2,0,0,1,0,0,2
I2,1,1,0,2,1,2,1,0,0,2
216_24,1,1,0,2,1,2,1,0,0,2
216_23,1,1,0,2,1,2,1,0,1,2
I3,1,1,0,2,0,0,1,0,1,2
I4,1,1,0,2,0,1,1,0,1,2
216_30,1,1,0,2,0,1,1,0,1,2
216_29,1,1,0,2,0,1,1,0,1,2
I5,1,1,1,2,0,0,1,0,1,2
216_28,1,1,1,2,0,0,1,1,1,2
216_27,1,1,1,2,0,0,1,0,1,2
I6,2,1,0,0,0,2,0,0,0,0
I7,2,1,2,2,2,2,2,0,2,0
216_15,2,1,2,2,2,2,2,0,2,0
I8,2,1,2,2,2,2,2,0,2,0
216_14,2,1,2,2,2,2,2,0,2,0
216_13,2,1,2,2,2,2,2,0,2,0
I9,2,1,0,0,0,2,1,0,0,1
I10,2,1,0,0,0,2,1,0,0,1
I11,2,1,0,0,0,2,1,0,0,1
216_2,2,1,0,0,0,2,1,0,0,1
216_1,2,1,0,0,0,2,1,0,0,1
I12,2,1,2,0,0,2,1,0,0,1
216_4,2,1,2,0,0,2,1,0,0,1
216_3,2,1,2,0,0,2,1,0,0,1
I13,2,1,0,1,1,2,1,0,0,1
216_7,2,1,1,1,1,2,1,0,0,1
I14,2,1,0,1,1,2,1,0,0,1
216_6,2,1,0,1,1,2,1,0,0,1
216_5,2,1,0,1,1,2,1,0,0,1
Evolve tree: [&R] (((((216_5:0.14400000000000002,216_6:0.14400000000000002)I14:0.24,216_7:0.384)I13:0.28200000000000003,((216_3:0.06,216_4:0.06)I12:0.27,(216_1:0.048,216_2:0.048)I11:0.28200000000000003)I10:0.336)I9:0.366,((216_13:0.018000000000000002,216_14:0.018000000000000002)I8:0.27,216_15:0.28800000000000003)I7:0.744)I6:0.258,(((216_27:0.14400000000000002,216_28:0.14400000000000002)I5:0.222,(216_29:0.14400000000000002,216_30:0.14400000000000002)I4:0.222)I3:0.318,(216_23:0.192,216_24:0.192)I2:0.492)I1:0.606)I0:0;
