cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_4,2,2,1,1,2,0,2,1,0,1
216_3,2,2,1,1,2,0,2,1,0,1
216_2,2,2,1,1,2,0,2,1,0,1
216_1,2,2,1,1,2,2,2,1,0,1
216_30,1,0,0,2,1,2,1,2,2,2
216_29,1,0,0,2,1,0,1,2,2,2
216_28,1,0,0,2,0,0,1,0,2,2
216_27,1,0,0,2,0,0,1,0,2,2
216_26,1,2,0,2,0,0,1,0,2,2
216_25,1,2,0,2,0,0,1,0,2,2
216_24,2,0,1,2,1,1,1,0,1,2
216_23,2,2,1,2,1,1,1,0,1,2
216_22,0,2,1,2,1,0,1,0,0,2
216_21,0,0,2,2,1,0,1,0,0,2
216_16,1,2,1,2,2,1,2,2,2,0
216_15,1,2,1,2,2,1,2,2,2,0
216_14,1,2,1,2,2,1,2,2,2,0
216_13,1,2,1,2,2,1,2,2,2,0
216_17,1,2,1,2,2,1,2,0,0,0
216_20,1,2,1,2,2,1,2,0,0,0
216_19,1,2,1,2,2,1,2,0,0,0
216_8,0,2,1,2,2,1,2,2,0,0
216_7,0,2,1,2,2,1,2,2,0,0
216_6,0,2,1,2,2,1,2,2,0,0
216_5,0,2,1,2,2,1,2,2,0,0
216_9,1,2,1,2,0,1,2,2,2,0
216_12,0,2,1,2,0,1,2,2,2,1
