cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,2,2,1,1,2,0,2,1,0,0
I2,2,2,1,1,2,0,2,1,0,1
216_4,2,2,1,1,2,0,2,1,0,1
216_3,2,2,1,1,2,0,2,1,0,1
I3,2,2,1,1,2,0,2,1,0,1
216_2,2,2,1,1,2,0,2,1,0,1
216_1,2,2,1,1,2,2,2,1,0,1
I4,0,0,0,2,0,0,0,0,0,0
I5,0,0,0,2,0,0,0,0,0,2
I6,1,0,0,2,0,0,1,0,2,2
I7,1,0,0,2,1,0,1,2,2,2
216_30,1,0,0,2,1,2,1,2,2,2
216_29,1,0,0,2,1,0,1,2,2,2
I8,1,0,0,2,0,0,1,0,2,2
I9,1,0,0,2,0,0,1,0,2,2
216_28,1,0,0,2,0,0,1,0,2,2
216_27,1,0,0,2,0,0,1,0,2,2
I10,1,2,0,2,0,0,1,0,2,2
216_26,1,2,0,2,0,0,1,0,2,2
216_25,1,2,0,2,0,0,1,0,2,2
I11,0,0,0,2,1,0,1,0,0,2
I12,2,0,0,2,1,1,1,0,1,2
216_24,2,0,1,2,1,1,1,0,1,2
216_23,2,2,1,2,1,1,1,0,1,2
I13,0,0,0,2,1,0,1,0,0,2
216_22,0,2,1,2,1,0,1,0,0,2
216_21,0,0,2,2,1,0,1,0,0,2
I14,0,2,1,2,0,1,2,0,0,0
I15,1,2,1,2,2,1,2,0,0,0
I16,1,2,1,2,2,1,2,2,2,0
I17,1,2,1,2,2,1,2,2,2,0
216_16,1,2,1,2,2,1,2,2,2,0
216_15,1,2,1,2,2,1,2,2,2,0
I18,1,2,1,2,2,1,2,2,2,0
216_14,1,2,1,2,2,1,2,2,2,0
216_13,1,2,1,2,2,1,2,2,2,0
I19,1,2,1,2,2,1,2,0,0,0
216_17,1,2,1,2,2,1,2,0,0,0
I20,1,2,1,2,2,1,2,0,0,0
216_20,1,2,1,2,2,1,2,0,0,0
216_19,1,2,1,2,2,1,2,0,0,0
I21,0,2,1,2,0,1,2,2,0,0
I22,0,2,1,2,2,1,2,2,0,0
I23,0,2,1,2,2,1,2,2,0,0
216_8,0,2,1,2,2,1,2,2,0,0
216_7,0,2,1,2,2,1,2,2,0,0
I24,0,2,1,2,2,1,2,2,0,0
216_6,0,2,1,2,2,1,2,2,0,0
216_5,0,2,1,2,2,1,2,2,0,0
I25,0,2,1,2,0,1,2,2,2,0
216_9,1,2,1,2,0,1,2,2,2,0
216_12,0,2,1,2,0,1,2,2,2,1
Evolve tree: [&R] (((((216_12:0.24274766355139835,216_9:0.24274766355139835)I25:0.20349532710280194,((216_5:0.0492336448598122,216_6:0.0492336448598122)I24:0.17859813084111897,(216_7:0.04502803738317676,216_8:0.04502803738317676)I23:0.18280373831775443)I22:0.21841121495326907)I21:0.23691588785046608,(((216_19:0.028392523364485455,216_20:0.028392523364485455)I20:0.1798130841121469,216_17:0.20820560747663236)I19:0.20971962616822232,((216_13:0.04502803738317676,216_14:0.04502803738317676)I18:0.1583177570093435,(216_15:0.012056074766354914,216_16:0.012056074766354914)I17:0.19128971962616534)I16:0.21457943925233441)I15:0.26523364485981166)I14:0.29416822429906475,(((216_21:0.17457943925233374,216_22:0.17457943925233374)I13:0.237738317757007,(216_23:0.15577570093457696,216_24:0.15577570093457696)I12:0.25654205607476377)I11:0.2644112149532695,(((216_25:0.028392523364485455,216_26:0.028392523364485455)I10:0.16528971962616576,(216_27:0.012056074766354914,216_28:0.012056074766354914)I9:0.1816261682242963)I8:0.20747663551401663,(216_29:0.16514018691588522,216_30:0.16514018691588522)I7:0.23601869158878264)I6:0.27557009345794237)I5:0.3005981308411208)I4:0.3126728971962617,((216_1:0.03667289719626102,216_2:0.03667289719626102)I3:0.20108411214952987,(216_3:0.012056074766354914,216_4:0.012056074766354914)I2:0.22570093457943596)I1:1.0522429906542015)I0:0;
