216_14,277.0,293.0
216_16,244.0,271.0
216_15,259.0,266.0
216_10,230.0,312.0
216_9,240.0,339.0
216_12,267.0,311.0
216_11,261.0,332.0
216_8,305.0,315.0
216_7,329.0,314.0
216_6,287.0,320.0
216_5,275.0,339.0
216_4,328.0,296.0
216_3,347.0,307.0
216_2,325.0,326.0
216_1,339.0,323.0
216_17,367.0,301.0
216_19,361.0,280.0
216_18,344.0,286.0
216_21,335.0,229.0
216_20,349.0,262.0
216_30,287.0,224.0
216_29,289.0,244.0
216_28,290.0,263.0
216_27,271.0,276.0
216_26,302.0,224.0
216_25,317.0,258.0
216_24,313.0,275.0
216_23,296.0,296.0
216_22,315.0,305.0
