cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_4,1,2,0,1,1,2,1,2,1,0
216_3,1,2,0,1,1,2,1,2,1,0
216_2,1,0,1,1,1,2,1,2,1,0
216_1,1,0,1,1,1,2,1,2,1,0
216_30,2,2,0,1,1,1,1,1,0,2
216_29,2,2,0,1,1,1,1,1,0,2
216_28,2,2,2,1,1,1,1,1,1,2
216_27,2,2,2,1,1,1,1,1,1,2
216_26,2,2,2,1,1,1,1,1,1,2
216_25,2,2,2,1,1,1,1,1,1,2
216_24,2,2,0,1,1,1,1,1,0,2
216_23,2,2,0,1,1,1,1,1,0,2
216_22,2,2,1,1,1,1,1,1,0,2
216_21,2,2,1,1,1,1,1,1,0,2
216_16,0,0,1,1,1,0,1,1,0,2
216_15,0,0,1,1,1,0,1,1,0,2
216_14,2,1,1,1,1,1,1,1,0,2
216_13,2,1,1,1,1,1,1,1,0,2
216_17,0,0,0,1,1,2,1,1,2,2
216_20,0,0,0,1,1,0,1,1,2,2
216_19,0,0,0,1,1,0,1,1,2,2
216_8,2,0,0,0,1,2,1,1,0,2
216_7,2,0,0,0,1,2,1,1,0,2
216_6,2,0,0,0,1,2,1,1,1,2
216_5,2,0,0,0,1,2,1,1,1,2
216_9,2,1,2,2,1,2,1,1,1,2
216_12,2,0,0,2,1,2,1,1,1,2
