216_28,263.0,213.0
216_26,282.0,244.0
216_32,198.0,215.0
216_31,223.0,235.0
216_22,280.0,230.0
216_21,265.0,236.0
216_23,243.0,194.0
216_19,297.0,214.0
216_17,334.0,269.0
216_8,232.0,279.0
216_7,252.0,292.0
216_6,248.0,308.0
216_5,268.0,312.0
216_4,279.0,321.0
216_3,258.0,324.0
216_2,267.0,334.0
216_1,287.0,348.0
216_10,280.0,302.0
216_9,292.0,312.0
216_12,245.0,264.0
216_11,267.0,285.0
216_16,258.0,258.0
216_15,280.0,279.0
216_14,297.0,261.0
216_13,301.0,283.0
216_34,196.0,246.0
216_33,216.0,257.0
