sigma: 22.470982031241125
216_13 96.0 349.0
216_15 94.0 309.0
216_14 118.0 316.0
216_8 130.0 329.0
216_7 148.0 346.0
216_2 141.0 381.0
216_1 113.0 380.0
216_16 160.0 394.0
209_1 127.14834153327583 379.36212690617646
209_4 138.36481462176928 338.8473734577494
118_1 130.0990919561072 356.4184539520664
208_8 107.49014743695312 330.05696146708
164_4 107.51093043450247 330.30703378232516
63_1 130.0809307243892 356.40447166421353
virtual 130.16369918561267 356.5077669818659
