cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,1,0,2,0,0,2,0,0,2
I2,0,1,0,2,0,1,2,2,2,2
216_16,0,1,1,2,0,1,2,2,2,2
216_15,2,1,0,2,0,1,2,2,2,2
I3,0,1,1,2,0,1,2,0,0,2
216_17,2,1,1,2,1,1,2,1,0,2
216_24,0,1,1,2,0,1,2,0,1,2
I4,2,0,2,0,2,0,1,1,0,0
I5,2,0,2,1,2,0,1,1,1,0
I6,2,0,2,1,2,0,1,1,1,0
I7,2,2,2,1,2,1,1,1,1,0
216_14,2,2,2,1,2,1,1,1,1,0
216_13,2,2,2,1,2,1,1,1,1,0
I8,2,0,2,1,2,0,1,1,1,0
216_12,2,0,2,1,2,0,1,1,1,2
216_11,2,0,2,1,2,0,1,1,1,0
I9,2,0,2,1,2,1,1,1,1,2
I10,2,0,2,1,2,1,1,1,1,2
216_8,2,0,2,1,2,1,1,1,1,2
216_7,2,0,2,1,2,1,1,1,1,2
I11,2,0,2,1,2,1,1,1,1,2
216_10,2,0,2,1,2,1,1,1,1,2
216_9,2,0,2,1,2,1,1,1,1,2
I12,2,0,2,0,2,0,1,1,1,0
I13,2,1,2,0,2,2,1,1,1,0
216_2,2,1,2,1,2,2,1,1,1,0
216_1,2,1,2,0,2,2,1,1,1,0
I14,2,0,2,0,2,2,1,1,1,1
I15,2,1,2,0,2,2,1,1,1,1
216_4,2,1,2,0,2,2,1,1,1,1
216_3,2,1,2,0,2,2,1,1,1,1
I16,2,0,2,0,2,2,1,1,1,1
216_6,2,0,2,0,2,2,1,1,1,1
216_5,2,0,2,0,2,2,1,1,1,1
Evolve tree: [&R] (((((216_5:0.1480041787330661,216_6:0.1480041787330661)I16:0.21152295207466104,(216_3:0.1435385029740302,216_4:0.1435385029740302)I15:0.21598862783369693)I14:0.27995995930450285,(216_1:0.17055081684304865,216_2:0.17055081684304865)I13:0.4689362732691814)I12:0.2938094069569157,(((216_9:0.16601223054136086,216_10:0.16601223054136086)I11:0.21428127799110866,(216_7:0.1614883209639153,216_8:0.1614883209639153)I10:0.21880518756855424)I9:0.25313856529031,((216_11:0.15248434229088492,216_12:0.15248434229088492)I8:0.22259232123925388,(216_13:0.15248434229088492,216_14:0.15248434229088492)I7:0.22259232123925388)I6:0.2583554102926407)I5:0.2998644232463661)I4:0.3076515376001633,((216_24:0.6639042338826575,216_17:0.6639042338826575)I3:0.2693922631864883,(216_15:0.08251429874537099,216_16:0.08251429874537099)I2:0.8507821983237749)I1:0.3076515376001633)I0:0;
