42_2,248.0,297.0
196_16,248.0,308.0
216_16,263.0,317.0
216_15,236.0,326.0
83_4,238.0,271.0
216_17,274.0,327.0
216_24,311.0,223.0
42_1,238.0,340.0
88_3,234.0,314.0
134_6,212.0,321.0
180_11,212.0,307.0
216_14,228.0,313.0
216_13,206.0,325.0
180_10,191.0,330.0
216_12,206.0,339.0
216_11,177.0,338.0
133_3,232.0,322.0
178_6,219.0,326.0
216_8,222.0,349.0
216_7,221.0,334.0
177_7,236.0,286.0
216_10,257.0,306.0
216_9,241.0,300.0
87_1,240.0,355.0
137_3,230.0,354.0
182_4,206.0,362.0
216_4,189.0,347.0
216_3,223.0,376.0
181_5,235.0,348.0
216_6,250.0,333.0
216_5,243.0,371.0
176_2,214.0,383.0
216_2,238.0,389.0
216_1,204.0,394.0
