rateModel frame rate
constant 0 6.002520941635658
constant 1 6.002495016669816
constant 2 6.002450264204942
constant 3 6.002386684241033
constant 4 6.002294467213284
constant 5 6.002148995747672
constant 6 6.001925362295675
constant 7 6.001623566857294
constant 8 6.001264696663761
constant 9 6.000848751715077
constant 10 6.000385634774448
constant 11 5.9998536173045585
constant 12 5.999250812047709
constant 13 5.9985698883547816
constant 14 5.997852836078379
constant 15 5.997099655218501
constant 16 5.996293763813953
constant 17 5.9953881574406465
constant 18 5.994416260594382
constant 19 5.993374977479131
constant 20 5.992274335749365
constant 21 5.991114335405085
constant 22 5.989894976446289
constant 23 5.988611555675221
constant 24 5.987321517319039
constant 25 5.98602928223395
constant 26 5.984723123997308
constant 27 5.9833992423808535
constant 28 5.982057637384585
constant 29 5.98069137139016
constant 30 5.979336415536319
constant 31 5.977993831662234
constant 32 5.9766427507254605
constant 33 5.975265640455965
constant 34 5.973871767770191
constant 35 5.9724510081532785
constant 36 5.971003361605226
constant 37 5.969497174455856
constant 38 5.967901836267492
constant 39 5.96620444200057
constant 40 5.964376082187927
constant 41 5.962416756829565
constant 42 5.9603475152434555
constant 43 5.958168357429595
constant 44 5.955834169756433
constant 45 5.95334305575726
constant 46 5.950775260049542
constant 47 5.948144521716909
constant 48 5.945462092895302
constant 49 5.942749055234096
constant 50 5.939981504816006
constant 51 5.937178103657093
constant 52 5.934357640921747
constant 53 5.9315201166099705
constant 54 5.928685506100829
constant 55 5.925853809394321
constant 56 5.92302502649045
constant 57 5.920212121386481
constant 58 5.917445130520523
constant 59 5.914685410242896
constant 60 5.911977037617212
constant 61 5.909308284946712
constant 62 5.906690860752262
constant 63 5.9041247650338615
constant 64 5.901577436648172
constant 65 5.89903612180386
constant 66 5.896509197771327
constant 67 5.893964719189093
constant 68 5.891490664948482
constant 69 5.889071549172926
constant 70 5.886693265355862
constant 71 5.884320078433069
constant 72 5.881965028623802
constant 73 5.879666896404921
constant 74 5.877392690111735
constant 75 5.87510438158403
constant 76 5.872840878811955
constant 77 5.870617579168523
constant 78 5.8683949413961445
constant 79 5.866181156599376
constant 80 5.86395796355283
constant 81 5.861754242091566
constant 82 5.859600235304112
constant 83 5.8575327265085555
constant 84 5.855530540876188
constant 85 5.853572595008848
constant 86 5.851667054564777
constant 87 5.849827873519053
constant 88 5.848004532846933
constant 89 5.846167854196379
constant 90 5.8443288626450585
constant 91 5.84254996208315
constant 92 5.840873126108152
constant 93 5.8392799809504
constant 94 5.837769658103512
constant 95 5.8363707341560165
constant 96 5.835044218800566
constant 97 5.833784710035735
constant 98 5.832610568831134
constant 99 5.831521795186764
constant 100 5.830518389102624
constant 101 5.829600350578716
constant 102 5.828768968253661
constant 103 5.828023332517702
constant 104 5.827338513358517
constant 105 5.826784257851956
constant 106 5.826372220307691
constant 107 5.8260705847382885
constant 108 5.8258045840149215
constant 109 5.825615872526016
constant 110 5.825504450271572
constant 111 5.825496334873212
constant 112 5.825620402851319
constant 113 5.825876654205894
constant 114 5.826167947452475
constant 115 5.826482676847589
constant 116 5.826818649788565
constant 117 5.827181062559362
constant 118 5.82757718961609
constant 119 5.8278976438940475
constant 120 5.8281413539241775
constant 121 5.828367893091724
constant 122 5.828589300328214
constant 123 5.828819893093029
constant 124 5.8290845415315315
constant 125 5.829423713398621
constant 126 5.8299409713641355
constant 127 5.8305242172413045
constant 128 5.831200731468336
constant 129 5.832003551812931
constant 130 5.832870682271783
constant 131 5.833752052604485
constant 132 5.834662995257083
constant 133 5.835622596310226
constant 134 5.8366238388709615
constant 135 5.837557265673574
constant 136 5.838491592838647
constant 137 5.839436474648605
constant 138 5.840404804965627
constant 139 5.841395993057598
constant 140 5.84233172859261
constant 141 5.843293085347179
constant 142 5.844318547453795
constant 143 5.845377819626391
constant 144 5.846525259137397
constant 145 5.847713378824157
constant 146 5.84898705458625
constant 147 5.850375785456352
constant 148 5.85193692918452
constant 149 5.8536423031558416
constant 150 5.855538037486805
constant 151 5.857617395333248
constant 152 5.85986019438242
constant 153 5.862253167584225
constant 154 5.864753445032956
constant 155 5.867317625774376
constant 156 5.869854460824075
constant 157 5.872406882427102
constant 158 5.874972191775467
constant 159 5.8775492006854035
constant 160 5.880123983651235
constant 161 5.882645321094152
constant 162 5.8852178696646025
