rateModel frame rate
constant 0 6.00000000000001
constant 1 -0.0
constant 2 11.999999999999845
constant 3 6.000000000000104
constant 4 6.000000000000026
constant 5 -0.0
constant 6 12.000000000000005
constant 7 11.999999999999996
constant 8 -0.0
constant 9 6.000000000000059
constant 10 5.999999999999951
constant 11 5.999999999999997
constant 12 5.999999999999944
constant 13 -0.0
constant 14 12.00000000000008
constant 15 5.999999999999983
constant 16 5.999999999999975
constant 17 6.000000000000004
constant 18 6.0000000000000755
constant 19 -0.0
constant 20 17.999999999999982
constant 21 -0.0
constant 22 5.999999999999885
constant 23 6.000000000000062
constant 24 5.999999999999937
constant 25 5.9999999999999805
constant 26 12.000000000000162
constant 27 -0.0
constant 28 5.999999999999948
constant 29 6.000000000000101
constant 30 5.999999999999849
constant 31 5.999999999999989
constant 32 6.00000000000015
constant 33 5.9999999999998925
constant 34 12.000000000000021
constant 35 -0.0
constant 36 5.999999999999967
constant 37 6.000000000000016
constant 38 6.0
constant 39 -0.0
constant 40 12.000000000000004
constant 41 12.000000000000002
constant 42 -0.0
constant 43 5.999999999999954
constant 44 6.0000000000000435
constant 45 5.999999999999992
constant 46 6.0000000000000355
constant 47 5.999999999999952
constant 48 5.999999999999959
constant 49 6.000000000000015
constant 50 6.0000000000000115
constant 51 12.00000000000002
constant 52 -0.0
constant 53 -0.0
constant 54 17.999999999999954
constant 55 -0.0
constant 56 6.000000000000074
constant 57 5.999999999999992
constant 58 5.999999999999971
constant 59 5.999999999999984
constant 60 6.000000000000022
constant 61 11.999999999999925
constant 62 -0.0
constant 63 5.999999999999986
constant 64 6.000000000000122
constant 65 5.999999999999965
constant 66 6.000000000000089
constant 67 5.999999999999953
constant 68 5.999999999999997
constant 69 5.999999999999971
constant 70 5.999999999999992
constant 71 5.999999999999995
constant 72 6.000000000000162
constant 73 5.999999999999815
constant 74 6.000000000000076
constant 75 5.999999999999946
constant 76 6.000000000000008
constant 77 6.000000000000025
constant 78 6.000000000000026
constant 79 6.000000000000046
constant 80 6.000000000000007
constant 81 5.999999999999929
constant 82 6.000000000000018
constant 83 5.999999999999982
constant 84 6.000000000000021
constant 85 6.0000000000000195
constant 86 6.000000000000001
constant 87 5.9999999999999805
constant 88 5.999999999999961
constant 89 5.9999999999999964
constant 90 6.000000000000028
constant 91 6.000000000000037
constant 92 5.99999999999999
constant 93 5.999999999999931
constant 94 6.000000000000152
constant 95 5.999999999999887
constant 96 5.999999999999999
constant 97 -0.0
constant 98 24.000000000000167
constant 99 -0.0
constant 100 -0.0
constant 101 5.999999999999784
constant 102 6.000000000000004
constant 103 6.000000000000044
constant 104 6.000000000000017
constant 105 5.999999999999962
constant 106 6.000000000000039
constant 107 6.000000000000039
constant 108 11.999999999999908
constant 109 -0.0
constant 110 6.00000000000004
constant 111 11.999999999999927
constant 112 -0.0
constant 113 6.000000000000036
constant 114 6.000000000000006
constant 115 5.999999999999991
constant 116 6.000000000000017
constant 117 5.999999999999971
constant 118 5.999999999999989
constant 119 5.999999999999961
constant 120 6.000000000000063
constant 121 5.999999999999968
constant 122 6.000000000000013
constant 123 6.000000000000044
constant 124 6.000000000000008
constant 125 6.000000000000004
constant 126 5.999999999999995
constant 127 6.000000000000009
constant 128 5.999999999999997
constant 129 5.999999999999993
constant 130 5.999999999999988
constant 131 5.99999999999999
constant 132 6.000000000000028
constant 133 5.999999999999998
constant 134 6.000000000000013
constant 135 6.000000000000033
constant 136 5.999999999999985
constant 137 5.999999999999966
constant 138 5.999999999999997
constant 139 6.00000000000002
constant 140 5.999999999999992
constant 141 5.9999999999999165
constant 142 6.000000000000055
constant 143 5.999999999999997
constant 144 5.999999999999969
constant 145 5.999999999999978
constant 146 6.00000000000005
constant 147 6.000000000000004
constant 148 5.999999999999976
constant 149 5.999999999999953
constant 150 6.000000000000038
constant 151 6.000000000000009
constant 152 5.999999999999962
constant 153 6.000000000000037
constant 154 5.999999999999961
constant 155 5.9999999999999885
constant 156 6.000000000000016
constant 157 5.999999999999998
constant 158 5.999999999999998
constant 159 6.0000000000000036
constant 160 5.999999999999974
constant 161 5.999999999999991
constant 162 6.000000000000011
constant 163 6.000000000000016
constant 164 5.999999999999969
constant 165 6.000000000000001
constant 166 5.999999999999972
constant 167 6.000000000000048
constant 168 5.999999999999993
constant 169 6.000000000000009
constant 170 5.9999999999999964
constant 171 6.0000000000000115
constant 172 6.000000000000014
constant 173 5.999999999999992
constant 174 5.999999999999994
constant 175 6.000000000000027
constant 176 5.999999999999999
constant 177 5.999999999999992
constant 178 6.000000000000003
constant 179 5.999999999999981
constant 180 6.000000000000001
constant 181 6.000000000000012
constant 182 5.999999999999981
constant 183 6.000000000000021
constant 184 5.999999999999963
constant 185 6.000000000000006
constant 186 5.999999999999984
constant 187 6.000000000000016
constant 188 6.000000000000013
constant 189 5.999999999999975
constant 190 5.999999999999989
constant 191 6.000000000000002
constant 192 6.000000000000008
constant 193 6.0000000000000355
constant 194 5.99999999999999
constant 195 6.000000000000018
constant 196 6.0000000000000115
constant 197 5.999999999999991
constant 198 6.000000000000011
constant 199 6.0000000000000036
constant 200 6.000000000000009
constant 201 5.999999999999993
constant 202 5.9999999999999885
constant 203 6.000000000000013
constant 204 5.999999999999992
constant 205 5.999999999999988
constant 206 6.0000000000000036
constant 207 6.000000000000004
constant 208 6.0
constant 209 5.9999999999999964
constant 210 6.000000000000005
constant 211 5.9999999999999964
constant 212 6.0000000000000036
constant 213 5.9999999999999645
constant 214 6.000000000000022
linear 0 7.999999999999976
linear 1 -0.0
linear 2 15.943925233644935
linear 3 7.943925233644795
linear 4 7.925233644859825
linear 5 -0.0
linear 6 15.794392523364525
linear 7 15.71962616822454
linear 8 -0.0
linear 9 7.831775700934347
linear 10 7.813084112149473
linear 11 7.794392523364571
linear 12 7.775700934579502
linear 13 -0.0
linear 14 15.495327102803662
linear 15 7.7196261682242255
linear 16 7.70093457943935
linear 17 7.6822429906541565
