rateModel frame rate
constant 0 6.000000000000005
constant 1 6.000000000000005
constant 2 6.000000000000005
constant 3 6.000000000000006
constant 4 6.000000000000006
constant 5 6.000000000000006
constant 6 6.000000000000007
constant 7 6.000000000000007
constant 8 6.000000000000007
constant 9 6.000000000000007
constant 10 6.000000000000005
constant 11 6.000000000000005
constant 12 6.000000000000005
constant 13 6.000000000000004
constant 14 6.000000000000004
constant 15 6.000000000000004
constant 16 6.000000000000004
constant 17 6.0000000000000036
constant 18 6.0000000000000036
constant 19 6.0000000000000036
constant 20 6.0000000000000036
constant 21 6.000000000000003
constant 22 6.000000000000003
constant 23 6.000000000000003
constant 24 6.000000000000003
constant 25 6.000000000000002
constant 26 6.000000000000002
constant 27 6.000000000000002
constant 28 6.000000000000001
constant 29 6.000000000000001
constant 30 6.0
constant 31 6.0
constant 32 6.0
constant 33 6.000000000000001
constant 34 6.000000000000001
constant 35 6.000000000000002
constant 36 6.000000000000002
constant 37 6.000000000000002
constant 38 6.000000000000003
constant 39 6.000000000000003
constant 40 6.000000000000003
constant 41 6.000000000000003
constant 42 6.000000000000003
constant 43 6.0000000000000036
constant 44 6.0000000000000036
constant 45 6.0000000000000036
constant 46 6.0000000000000036
constant 47 6.0000000000000036
constant 48 6.0000000000000036
constant 49 6.0000000000000036
constant 50 6.0000000000000036
constant 51 6.0000000000000036
constant 52 6.0000000000000036
constant 53 6.0000000000000036
constant 54 6.0000000000000036
constant 55 6.0000000000000036
constant 56 6.000000000000003
constant 57 6.000000000000003
constant 58 6.000000000000003
constant 59 6.000000000000003
constant 60 6.000000000000003
constant 61 6.000000000000002
constant 62 6.000000000000002
constant 63 6.000000000000002
constant 64 6.000000000000002
constant 65 6.000000000000001
constant 66 6.000000000000001
constant 67 6.000000000000001
constant 68 6.000000000000001
constant 69 6.000000000000001
constant 70 6.0
constant 71 6.0
constant 72 6.0
constant 73 6.0
constant 74 6.0
constant 75 6.0
constant 76 6.0
constant 77 6.0
constant 78 5.999999999999999
constant 79 5.999999999999999
constant 80 5.999999999999999
constant 81 5.999999999999999
constant 82 5.999999999999999
constant 83 5.999999999999999
constant 84 5.999999999999999
constant 85 5.999999999999999
constant 86 5.999999999999999
constant 87 5.999999999999999
constant 88 5.999999999999999
constant 89 5.999999999999999
constant 90 5.999999999999999
constant 91 5.999999999999999
constant 92 5.999999999999999
constant 93 5.999999999999999
constant 94 5.999999999999999
constant 95 5.999999999999999
constant 96 5.999999999999999
constant 97 5.999999999999999
constant 98 5.999999999999999
constant 99 5.999999999999999
constant 100 6.0
constant 101 5.999999999999999
constant 102 6.0
constant 103 6.0
constant 104 6.0
constant 105 6.0
constant 106 6.0
constant 107 6.0
constant 108 5.999999999999999
constant 109 5.999999999999999
constant 110 5.999999999999999
constant 111 5.999999999999999
constant 112 5.999999999999999
constant 113 6.0
constant 114 6.0
constant 115 5.999999999999999
constant 116 5.999999999999999
constant 117 5.999999999999999
constant 118 5.999999999999999
constant 119 5.999999999999999
constant 120 5.999999999999999
constant 121 5.999999999999999
constant 122 5.999999999999999
constant 123 5.999999999999999
constant 124 5.999999999999998
constant 125 5.999999999999999
constant 126 6.0
constant 127 6.0
constant 128 6.000000000000001
constant 129 6.000000000000001
constant 130 6.000000000000002
constant 131 6.000000000000002
constant 132 6.000000000000002
constant 133 6.000000000000002
constant 134 6.000000000000003
constant 135 6.000000000000003
constant 136 6.000000000000003
constant 137 6.000000000000003
constant 138 6.000000000000003
constant 139 6.0000000000000036
constant 140 6.0000000000000036
constant 141 6.000000000000004
constant 142 6.000000000000004
constant 143 6.0000000000000036
constant 144 6.0000000000000036
constant 145 6.000000000000004
constant 146 6.000000000000004
constant 147 6.000000000000004
constant 148 6.0000000000000036
constant 149 6.0000000000000036
constant 150 6.000000000000004
constant 151 6.0000000000000036
constant 152 6.0000000000000036
constant 153 6.000000000000004
constant 154 6.0000000000000036
constant 155 6.000000000000004
constant 156 6.0000000000000036
constant 157 6.000000000000004
constant 158 6.0000000000000036
constant 159 6.000000000000004
constant 160 6.0000000000000036
constant 161 6.0000000000000036
constant 162 6.0000000000000036
constant 163 6.0000000000000036
constant 164 6.0000000000000036
constant 165 6.000000000000003
constant 166 6.000000000000003
constant 167 6.000000000000003
constant 168 6.000000000000003
constant 169 6.000000000000002
constant 170 6.000000000000002
constant 171 6.000000000000003
constant 172 6.000000000000002
constant 173 6.000000000000001
constant 174 6.000000000000001
constant 175 6.000000000000001
constant 176 6.000000000000001
constant 177 6.0
constant 178 6.0
constant 179 5.999999999999999
constant 180 6.0
constant 181 6.0
constant 182 6.0
constant 183 5.999999999999999
constant 184 5.999999999999999
constant 185 5.999999999999998
constant 186 5.999999999999999
constant 187 5.999999999999999
constant 188 5.999999999999999
constant 189 5.999999999999998
constant 190 5.999999999999999
constant 191 5.999999999999998
constant 192 5.999999999999998
constant 193 5.999999999999997
constant 194 5.999999999999997
constant 195 5.999999999999998
constant 196 5.999999999999998
constant 197 5.999999999999997
constant 198 5.999999999999997
constant 199 5.999999999999998
constant 200 5.999999999999998
constant 201 5.999999999999999
constant 202 6.0
constant 203 5.999999999999999
constant 204 5.999999999999999
constant 205 5.999999999999999
constant 206 5.999999999999999
constant 207 6.0
constant 208 6.0
constant 209 6.000000000000001
constant 210 6.000000000000001
constant 211 6.000000000000001
constant 212 6.000000000000001
constant 213 6.0
constant 214 6.0
linear 0 7.621621154769283
linear 1 7.621184637724468
linear 2 7.6203020592887185
linear 3 7.618973419462036
linear 4 7.61719215156578
linear 5 7.614946414841735
linear 6 7.612230996014176
linear 7 7.6090458950831055
linear 8 7.605388101593179
linear 9 7.601257615544396
linear 10 7.596653764155228
linear 11 7.591575911345434
linear 12 7.58602340295561
linear 13 7.5799963554518435
linear 14 7.573498020098164
linear 15 7.566528396894572
linear 16 7.559091616389831
linear 17 7.5511921438080645
linear 18 7.542833052502204
linear 19 7.5340177339754355
linear 20 7.524757183529187
linear 21 7.515051401163458
linear 22 7.504900386878248
linear 23 7.494318384328447
linear 24 7.483320585085169
linear 25 7.471911975769863
linear 26 7.460109495354507
linear 27 7.447918794723823
linear 28 7.435339873877811
linear 29 7.4223787454633525
linear 30 7.40904786742348
linear 31 7.395359826738078
linear 32 7.381333524395514
linear 33 7.366982015583673
linear 34 7.352324898685957
linear 35 7.337368783966255
linear 36 7.322113671424566
linear 37 7.3065730146704775
linear 38 7.290766919543587
linear 39 7.2747021375548515
linear 40 7.258392206776966
linear 41 7.2418371272099336
linear 42 7.225069945072384
linear 43 7.20809066036432
linear 44 7.190919001038967
linear 45 7.173568307131338
linear 46 7.1560583660654675
linear 47 7.138400972305008
linear 48 7.120602630903053
linear 49 7.102670095612569
linear 50 7.084609808255723
linear 51 7.066428157062519
linear 52 7.048128236108713
linear 53 7.029710045394308
linear 54 7.011178075552998
linear 55 6.99253232658478
linear 56 6.973772798489658
linear 57 6.9549168694140775
linear 58 6.935976441210029
linear 59 6.916965744356008
linear 60 6.897902231175669
linear 61 6.878793281729713
linear 62 6.859652711855902
linear 63 6.840480521554236
linear 64 6.821278703134609
linear 65 6.802049161272307
linear 66 6.782796735043509
linear 67 6.7635279964139885
linear 68 6.744244848185882
linear 69 6.724952607825526
linear 70 6.705657910951352
