rateModel frame rate
constant 0 6.1544726308961035
constant 1 6.154432834941118
constant 2 6.154383430540935
constant 3 6.154324417695552
constant 4 6.154218067626079
constant 5 6.153969157632338
constant 6 6.153479755575463
constant 7 6.152749861455453
constant 8 6.151865460374431
constant 9 6.150826552332398
constant 10 6.149673786111689
constant 11 6.148321223040549
constant 12 6.1467625710870655
constant 13 6.144969749841156
constant 14 6.1431119288925835
constant 15 6.14118910824135
constant 16 6.139136485119979
constant 17 6.13676797606325
constant 18 6.134217938671523
constant 19 6.131474850122479
constant 20 6.12857954790726
constant 21 6.125532032025867
constant 22 6.122332302478299
constant 23 6.1189623695231194
constant 24 6.115653496262899
constant 25 6.1124238369590636
constant 26 6.109227236282956
constant 27 6.106048822211
constant 28 6.102888594743199
constant 29 6.099718552295536
constant 30 6.096682075949362
constant 31 6.093782085829794
constant 32 6.090935183649134
constant 33 6.08807097203392
constant 34 6.085224145973373
constant 35 6.082353995064075
constant 36 6.079460519306027
constant 37 6.076415343340588
constant 38 6.073093840125272
constant 39 6.0694439084367104
constant 40 6.065348252976303
constant 41 6.060806873744051
constant 42 6.055900221396196
constant 43 6.0506282959327375
constant 44 6.044807391449019
constant 45 6.0384273987809705
constant 46 6.031805633532984
constant 47 6.02499433022289
constant 48 6.0180371661595355
constant 49 6.01101704183514
constant 50 6.0038369594268275
constant 51 5.99657036509699
constant 52 5.989291249136725
constant 53 5.9819996115460325
constant 54 5.974774270927634
constant 55 5.967615227281529
constant 56 5.960522480607718
constant 57 5.953541097545669
constant 58 5.9467878752798455
constant 59 5.9401008468105045
constant 60 5.933649923002047
constant 61 5.92738485986994
constant 62 5.921346179411842
constant 63 5.915533881627753
constant 64 5.909814985305631
constant 65 5.904136935278399
constant 66 5.898528236793846
constant 67 5.892855076028982
constant 68 5.887464171873371
constant 69 5.882291643599735
constant 70 5.877273589771819
constant 71 5.872265649487948
constant 72 5.86731533977052
constant 73 5.862572829824613
constant 74 5.857904037698623
constant 75 5.8531498450143244
constant 76 5.84846123864362
constant 77 5.843893066474454
constant 78 5.839284228641587
constant 79 5.834666284095258
constant 80 5.8299619615292855
constant 81 5.825282379340941
constant 82 5.8207447934555345
constant 83 5.816485473471607
constant 84 5.81241869178375
constant 85 5.808456210687399
constant 86 5.804629705024205
constant 87 5.800992151041694
constant 88 5.797338969604842
constant 89 5.793547800446902
constant 90 5.78965733042579
constant 91 5.785908911106907
constant 92 5.782469012963459
constant 93 5.779259970859141
constant 94 5.776277461799802
constant 95 5.773633601083266
constant 96 5.771170361917597
constant 97 5.768865207662635
constant 98 5.76679076944489
constant 99 5.76494704726436
constant 100 5.763334041121046
constant 101 5.761951751014949
constant 102 5.760803318073925
constant 103 5.759883954826311
constant 104 5.759088120918032
constant 105 5.758692166560609
constant 106 5.758737948360144
constant 107 5.759095859514546
constant 108 5.759462723199409
constant 109 5.760002124588486
constant 110 5.760714063681777
constant 111 5.761701988483236
constant 112 5.763078236265519
constant 113 5.7648428070286295
constant 114 5.766605180838571
constant 115 5.768316033920634
constant 116 5.769965554214395
constant 117 5.7715725549413195
constant 118 5.773162677421855
constant 119 5.7742954214470945
constant 120 5.7749639115621285
constant 121 5.775404508121272
constant 122 5.775664272053911
constant 123 5.775799350045598
constant 124 5.775907800100088
constant 125 5.776150439972359
constant 126 5.776938854562236
constant 127 5.777823203596579
constant 128 5.778911777056986
constant 129 5.780335871438836
constant 130 5.7818460362599104
constant 131 5.783240725935639
constant 132 5.784579721420551
constant 133 5.785938475714868
constant 134 5.787288853054574
constant 135 5.788192012884
constant 136 5.788921865645345
constant 137 5.789516778777378
constant 138 5.79002775447001
constant 139 5.790451671093139
constant 140 5.790476184467867
constant 141 5.790425638063518
constant 142 5.790453582992516
