rateModel frame rate
exp 0 8.990281393483198
exp 1 8.966232519832927
exp 2 8.925937308104546
exp 3 8.869395758298053
exp 4 8.800470397048096
exp 5 8.707819897883542
exp 6 8.59479820354088
exp 7 8.461405314020105
exp 8 8.323960912991518
exp 9 8.18246500045512
exp 10 8.046417411352492
exp 11 7.904185578686523
exp 12 7.748379695742277
exp 13 7.569582267296441
exp 14 7.3948920995055625
exp 15 7.224309192369641
exp 16 7.066516022878727
exp 17 6.92254623431034
exp 18 6.812159347338506
exp 19 6.7350263709910205
exp 20 6.676528357897556
exp 21 6.636665308058114
exp 22 6.615437221472693
exp 23 6.58601682002576
exp 24 6.572045863665876
exp 25 6.584679959981813
exp 26 6.616185333435678
exp 27 6.660234798686869
exp 28 6.716828355735382
exp 29 6.784829821463216
exp 30 6.867280333828529
exp 31 6.950140339562059
exp 32 7.014876771985468
exp 33 7.057869260701957
exp 34 7.109798476377863
exp 35 7.162203699353546
exp 36 7.215084929629006
exp 37 7.276263558543755
exp 38 7.323707684686324
exp 39 7.371292825347912
exp 40 7.39514974521815
exp 41 7.395278444297039
exp 42 7.376400946335023
exp 43 7.338517251332103
exp 44 7.286257880049834
exp 45 7.243212572610582
exp 46 7.22831026260255
exp 47 7.2222925731444985
exp 48 7.220993533813966
exp 49 7.208129998816096
exp 50 7.19489276967978
exp 51 7.164251463032946
exp 52 7.118611576760883
exp 53 7.05797311086359
exp 54 6.973578768468311
exp 55 6.865428549575044
exp 56 6.733522454183792
exp 57 6.568292584445655
exp 58 6.387262835013278
exp 59 6.240309191498745
exp 60 6.1364114636680425
exp 61 6.104940569041532
exp 62 6.090484776329994
exp 63 6.093044085533428
exp 64 6.086696789831517
exp 65 6.062903130594209
exp 66 6.014961575457857
exp 67 6.003405559673413
exp 68 6.003687598054066
exp 69 6.03758348888286
exp 70 6.091770938434711
exp 71 6.1638574174099565
exp 72 6.244670264905376
exp 73 6.367463732635943
exp 74 6.531143394444766
exp 75 6.706001188928929
exp 76 6.854746632955264
exp 77 6.964449778294276
exp 78 7.029269148404523
exp 79 7.060990513740917
exp 80 7.058845263517802
exp 81 7.043214693743716
exp 82 7.014369124837534
exp 83 6.976083389829089
exp 84 6.924290905258513
exp 85 6.866595699082175
exp 86 6.821795816474814
exp 87 6.78112253685749
exp 88 6.747138552072263
exp 89 6.726089529869143
exp 90 6.71332272490442
exp 91 6.666138243663375
exp 92 6.6025026553977
exp 93 6.518478454352854
exp 94 6.411958523608401
exp 95 6.299117655931461
exp 96 6.191300160912276
exp 97 6.087436902382383
exp 98 5.982739342904421
exp 99 5.877207482478393
exp 100 5.770841321104294
exp 101 5.663640858782129
exp 102 5.571755164725482
exp 103 5.482964737232791
exp 104 5.37956775736289
exp 105 5.263182417120186
exp 106 5.179695574721563
exp 107 5.103620093618573
exp 108 4.991070744405253
exp 109 4.877208869780296
exp 110 4.762034469743705
exp 111 4.642936119134741
exp 112 4.555515003448575
exp 113 4.4997711226852095
exp 114 4.497037585212136
exp 115 4.521806133020341
exp 116 4.55317711040293
exp 117 4.589239768811681
exp 118 4.627084084504297
exp 119 4.645475606680122
exp 120 4.679455440642926
exp 121 4.757504875953667
exp 122 4.901980019148701
exp 123 5.087542102386011
exp 124 5.305473033703194
exp 125 5.553641665121048
exp 126 5.808968990954604
exp 127 6.0235621853481085
exp 128 6.2093303063093925
exp 129 6.319867684965323
exp 130 6.391884829880462
exp 131 6.384808296318849
exp 132 6.335371149797588
exp 133 6.258874011473462
exp 134 6.158492100962962
exp 135 6.015985543170066
exp 136 5.85332667649586
exp 137 5.6785148930999645
exp 138 5.455245408422123
exp 139 5.19718482130797
exp 140 4.952541141975008
exp 141 4.734267309256475
exp 142 4.561155288084693
exp 143 4.39749996202673
exp 144 4.251760006032033
exp 145 4.142397282133362
exp 146 4.075666695204285
exp 147 4.026742970028235
exp 148 4.016467457966231
exp 149 4.049293638409958
exp 150 4.118854844974941
exp 151 4.2151499691167125
exp 152 4.327621450715991
exp 153 4.449729505179406
exp 154 4.5971147139854445
exp 155 4.695154952473953
exp 156 4.745937994889505
exp 157 4.763420831599351
exp 158 4.769495336314315
exp 159 4.772718631233224
exp 160 4.7834102242773415
exp 161 4.789004863159975
exp 162 4.7807158190353585
exp 163 4.755897077618895
exp 164 4.729934615142921
exp 165 4.692843652057949
exp 166 4.656934623855432
exp 167 4.572593746034763
exp 168 4.440932441199349
exp 169 4.30088448568041
exp 170 4.1971323589357485
exp 171 4.186935500192728
exp 172 4.225881020221204
exp 173 4.286541439286121
exp 174 4.357025397273545
exp 175 4.439972225683325
exp 176 4.547824201442056
exp 177 4.6573176449057785
exp 178 4.7447438817609155
exp 179 4.81284964335517
exp 180 4.879119936588925
exp 181 4.971389309322245
exp 182 5.049513083219412
exp 183 5.094958880303062
exp 184 5.075970715559682
exp 185 4.978912909150105
exp 186 4.843621920281365
exp 187 4.723641602920463
exp 188 4.6392600735753895
exp 189 4.573565490266125
exp 190 4.489687570818515
exp 191 4.409070959419411
exp 192 4.329991296137866
exp 193 4.279857794061255
exp 194 4.237371885946352
exp 195 4.1945708522583
exp 196 4.16496823636326
exp 197 4.118109747551388
exp 198 4.03181240466819
exp 199 3.9214214206358062
exp 200 3.816077990416899
exp 201 3.7440365132958005
