sample frame parent_x parent_y child_id child_x child_y
s14c3 153 335.0 188.0 5 337.0 182.0
s14c3 155 315.0 209.0 3 315.0 214.0
s14c3 155 315.0 209.0 4 315.0 196.0
s14c3 157 332.0 163.0 7 340.0 166.0
s14c3 157 332.0 163.0 8 327.0 160.0
s14c3 157 310.0 155.0 11 308.0 155.0
s14c3 157 310.0 155.0 12 313.0 148.0
s14c3 185 300.0 110.0 14 286.0 113.0
s14c3 185 300.0 110.0 15 303.0 109.0
s14c3 186 297.0 174.0 13 299.0 178.0
s14c3 186 297.0 174.0 14 298.0 169.0
s14c3 194 324.0 227.0 3 332.0 231.0
s14c3 194 324.0 227.0 4 318.0 225.0
s14c3 198 336.0 225.0 1 343.0 228.0
s14c3 198 336.0 225.0 2 333.0 222.0
s14c3 198 352.0 188.0 3 347.0 195.0
s14c3 198 352.0 188.0 4 360.0 184.0
s14c3 199 326.0 185.0 7 323.0 188.0
s14c3 199 326.0 185.0 8 329.0 175.0
s14c3 207 327.0 205.0 9 329.0 209.0
s14c3 207 327.0 205.0 10 326.0 196.0
s14c4 26 224.0 165.0 1 224.0 168.0
s14c4 26 224.0 165.0 2 224.0 158.0
s14c4 83 224.0 163.0 1 234.0 162.0
s14c4 83 224.0 163.0 2 215.0 159.0
s14c4 129 200.0 152.0 2 193.0 159.0
s14c4 129 200.0 152.0 3 211.0 154.0
s14c4 131 247.0 181.0 1 255.0 183.0
s14c4 131 247.0 181.0 2 240.0 176.0
s14c4 185 268.0 173.0 2 272.0 174.0
s14c4 185 268.0 173.0 3 261.0 171.0
s14c4 186 236.0 150.0 5 241.0 156.0
s14c4 186 236.0 150.0 6 233.0 149.0
s14c4 191 282.0 179.0 1 270.0 184.0
s14c4 191 282.0 179.0 2 283.0 171.0
s14c4 193 182.0 199.0 5 176.0 206.0
s14c4 193 182.0 199.0 6 185.0 199.0
s14c5 32 284.0 210.0 1 283.0 216.0
s14c5 32 284.0 210.0 2 288.0 205.0
s14c5 35 295.0 200.0 3 291.0 205.0
s14c5 35 295.0 200.0 4 297.0 196.0
s14c5 69 285.0 225.0 1 284.0 233.0
s14c5 69 285.0 225.0 2 285.0 219.0
s14c5 71 281.0 188.0 3 283.0 193.0
s14c5 71 281.0 188.0 4 275.0 180.0
s14c5 82 289.0 201.0 5 290.0 211.0
s14c5 82 289.0 201.0 6 282.0 195.0
s14c5 87 302.0 177.0 7 305.0 186.0
s14c5 87 302.0 177.0 8 297.0 173.0
s14c5 107 262.0 182.0 4 266.0 187.0
s14c5 107 262.0 182.0 5 259.0 173.0
s14c5 108 274.0 213.0 2 271.0 219.0
s14c5 108 274.0 213.0 3 276.0 208.0
s14c5 116 290.0 191.0 3 292.0 195.0
s14c5 116 290.0 191.0 4 285.0 181.0
s14c5 148 302.0 189.0 8 298.0 194.0
s14c5 148 302.0 189.0 9 311.0 185.0
s14c5 149 260.0 232.0 7 253.0 236.0
s14c5 149 260.0 232.0 8 274.0 232.0
s14c5 153 254.0 162.0 6 254.0 162.0
s14c5 153 254.0 162.0 7 247.0 153.0
s14c5 156 261.0 207.0 4 264.0 209.0
s14c5 156 261.0 207.0 5 258.0 195.0
s14c5 157 279.0 244.0 1 278.0 248.0
s14c5 157 279.0 244.0 2 282.0 235.0
s14c5 163 289.0 212.0 3 288.0 216.0
s14c5 163 289.0 212.0 4 296.0 205.0
s14c5 163 282.0 189.0 5 282.0 195.0
s14c5 163 282.0 189.0 6 277.0 182.0
s14c5 197 278.0 140.0 10 284.0 142.0
s14c5 197 278.0 140.0 11 270.0 147.0
s14c5 198 300.0 208.0 3 304.0 217.0
s14c5 198 300.0 208.0 4 295.0 198.0
s14c5 198 258.0 214.0 13 265.0 217.0
s14c5 198 258.0 214.0 14 255.0 209.0
s14c5 199 298.0 239.0 1 306.0 245.0
s14c5 199 298.0 239.0 2 296.0 231.0
s14c5 201 274.0 219.0 3 281.0 223.0
s14c5 201 274.0 219.0 4 271.0 215.0
s14c5 201 308.0 201.0 7 312.0 200.0
s14c5 201 308.0 201.0 8 306.0 198.0
s14c5 201 266.0 237.0 18 271.0 243.0
s14c5 201 266.0 237.0 19 264.0 230.0
s14c5 201 273.0 180.0 20 273.0 178.0
s14c5 201 273.0 180.0 21 269.0 168.0
s14c5 201 307.0 172.0 22 309.0 175.0
s14c5 201 307.0 172.0 23 308.0 166.0
s14c5 202 270.0 200.0 12 267.0 197.0
s14c5 202 270.0 200.0 13 275.0 196.0
s14c5 203 286.0 200.0 11 284.0 201.0
s14c5 203 286.0 200.0 12 277.0 200.0
s14c5 204 289.0 173.0 10 288.0 175.0
s14c5 204 289.0 173.0 11 285.0 165.0
s14c5 206 314.0 121.0 16 322.0 127.0
s14c5 206 314.0 121.0 17 312.0 113.0
s14c5 208 288.0 187.0 9 292.0 185.0
s14c5 208 288.0 187.0 10 281.0 182.0
s14c6 6 334.0 351.0 1 338.0 351.0
s14c6 6 334.0 351.0 2 327.0 347.0
s14c6 57 349.0 341.0 1 352.0 341.0
s14c6 57 349.0 341.0 2 345.0 336.0
s14c6 59 306.0 348.0 3 310.0 355.0
s14c6 59 306.0 348.0 4 302.0 344.0
s14c6 116 313.0 354.0 1 313.0 362.0
s14c6 116 313.0 354.0 2 314.0 347.0
s14c6 120 295.0 322.0 3 302.0 327.0
s14c6 120 295.0 322.0 4 289.0 316.0
s14c6 171 302.0 323.0 3 297.0 330.0
s14c6 171 302.0 323.0 4 312.0 321.0
s14c6 172 310.0 364.0 1 301.0 370.0
s14c6 172 310.0 364.0 2 313.0 364.0
s14c6 172 286.0 310.0 6 284.0 317.0
s14c6 172 286.0 310.0 7 293.0 301.0
s14c6 179 316.0 349.0 3 308.0 355.0
s14c6 179 316.0 349.0 4 326.0 348.0
s14c6 204 305.0 319.0 6 300.0 326.0
s14c6 204 305.0 319.0 7 307.0 313.0
s14c6 208 292.0 337.0 5 289.0 341.0
s14c6 208 292.0 337.0 6 294.0 331.0
s14c6 212 299.0 369.0 1 294.0 380.0
s14c6 212 299.0 369.0 2 305.0 368.0
s14c6 214 287.0 323.0 10 284.0 328.0
s14c6 214 287.0 323.0 11 295.0 319.0
s14c6 215 319.0 351.0 5 320.0 358.0
s14c6 215 319.0 351.0 6 326.0 340.0
s14c6 216 302.0 294.0 13 293.0 292.0
s14c6 216 302.0 294.0 14 312.0 290.0
s15c1 25 86.0 397.0 1 87.0 403.0
s15c1 25 86.0 397.0 2 82.0 394.0
s15c1 71 90.0 408.0 1 98.0 411.0
s15c1 71 90.0 408.0 2 81.0 408.0
s15c1 82 87.0 399.0 3 81.0 396.0
s15c1 82 87.0 399.0 4 98.0 396.0
s15c1 123 62.0 386.0 2 57.0 388.0
s15c1 123 62.0 386.0 3 63.0 383.0
s15c1 128 92.0 401.0 1 97.0 408.0
s15c1 128 92.0 401.0 2 89.0 400.0
s15c1 136 76.0 387.0 5 71.0 396.0
s15c1 136 76.0 387.0 6 81.0 384.0
s15c1 139 111.0 415.0 7 112.0 417.0
s15c1 139 111.0 415.0 8 112.0 408.0
s15c1 177 68.0 383.0 4 67.0 391.0
s15c1 177 68.0 383.0 5 69.0 380.0
s15c1 180 36.0 407.0 3 35.0 413.0
s15c1 180 36.0 407.0 4 27.0 402.0
s15c1 186 86.0 400.0 2 83.0 400.0
s15c1 186 86.0 400.0 3 89.0 394.0
s15c1 188 87.0 362.0 9 88.0 367.0
s15c1 188 87.0 362.0 10 86.0 354.0
s15c1 191 115.0 436.0 11 108.0 448.0
s15c1 191 115.0 436.0 12 119.0 432.0
s15c1 193 62.0 417.0 8 55.0 420.0
s15c1 193 62.0 417.0 9 76.0 414.0
s15c1 199 100.0 432.0 1 98.0 437.0
s15c1 199 100.0 432.0 2 98.0 423.0
s15c2 6 140.0 270.0 1 137.0 277.0
s15c2 6 140.0 270.0 2 144.0 267.0
s15c2 48 121.0 286.0 1 130.0 290.0
s15c2 48 121.0 286.0 2 123.0 279.0
s15c2 58 136.0 256.0 3 134.0 263.0
s15c2 58 136.0 256.0 4 140.0 251.0
s15c2 105 124.0 285.0 2 119.0 289.0
s15c2 105 124.0 285.0 3 132.0 281.0
s15c2 109 132.0 291.0 1 129.0 299.0
s15c2 109 132.0 291.0 2 135.0 287.0
s15c2 128 161.0 257.0 6 164.0 263.0
s15c2 128 161.0 257.0 7 154.0 252.0
s15c2 137 141.0 271.0 5 140.0 275.0
s15c2 137 141.0 271.0 6 139.0 266.0
s15c2 155 137.0 278.0 4 142.0 282.0
s15c2 155 137.0 278.0 5 132.0 273.0
s15c2 160 115.0 288.0 3 113.0 294.0
s15c2 160 115.0 288.0 4 118.0 279.0
s15c2 171 165.0 295.0 2 170.0 303.0
s15c2 171 165.0 295.0 3 158.0 289.0
s15c2 175 122.0 304.0 1 125.0 304.0
s15c2 175 122.0 304.0 2 112.0 299.0
s15c2 188 194.0 249.0 11 195.0 253.0
s15c2 188 194.0 249.0 12 195.0 245.0
s15c2 189 157.0 251.0 13 160.0 259.0
s15c2 189 157.0 251.0 14 156.0 241.0
s15c2 200 131.0 239.0 10 135.0 245.0
s15c2 200 131.0 239.0 11 119.0 235.0
s15c2 208 146.0 297.0 7 143.0 299.0
s15c2 208 146.0 297.0 8 150.0 291.0
s15c2 210 120.0 265.0 9 125.0 267.0
s15c2 210 120.0 265.0 10 120.0 262.0
s15c2 212 107.0 288.0 5 102.0 288.0
s15c2 212 107.0 288.0 6 115.0 284.0
s15c2 214 105.0 265.0 7 100.0 269.0
s15c2 214 105.0 265.0 8 109.0 258.0
s15c3 27 78.0 179.0 1 81.0 179.0
s15c3 27 78.0 179.0 2 71.0 171.0
s15c3 74 88.0 179.0 1 93.0 181.0
s15c3 74 88.0 179.0 2 81.0 178.0
s15c3 74 71.0 169.0 3 62.0 172.0
s15c3 74 71.0 169.0 4 78.0 166.0
s15c3 121 56.0 175.0 2 51.0 179.0
s15c3 121 56.0 175.0 3 67.0 172.0
s15c3 126 78.0 168.0 4 90.0 172.0
s15c3 126 78.0 168.0 5 76.0 164.0
s15c3 128 68.0 170.0 1 72.0 173.0
s15c3 128 68.0 170.0 2 63.0 165.0
s15c3 167 48.0 175.0 3 48.0 178.0
s15c3 167 48.0 175.0 4 46.0 170.0
s15c3 170 70.0 166.0 5 74.0 167.0
s15c3 170 70.0 166.0 6 63.0 166.0
s15c3 173 85.0 151.0 8 87.0 154.0
s15c3 173 85.0 151.0 9 76.0 151.0
s15c3 185 85.0 168.0 1 86.0 170.0
s15c3 185 85.0 168.0 2 82.0 161.0
s15c3 191 99.0 162.0 7 107.0 169.0
s15c3 191 99.0 162.0 8 96.0 158.0
s15c4 34 131.0 65.0 1 127.0 68.0
s15c4 34 131.0 65.0 2 136.0 63.0
s15c4 91 112.0 77.0 1 105.0 85.0
s15c4 91 112.0 77.0 2 120.0 76.0
s15c4 92 116.0 96.0 3 107.0 99.0
s15c4 92 116.0 96.0 4 123.0 95.0
s15c4 143 119.0 105.0 4 113.0 107.0
s15c4 143 119.0 105.0 5 129.0 102.0
s15c4 151 85.0 112.0 3 90.0 119.0
s15c4 151 85.0 112.0 4 85.0 106.0
s15c4 158 104.0 93.0 1 106.0 94.0
s15c4 158 104.0 93.0 2 95.0 89.0
s15c4 158 127.0 88.0 3 131.0 91.0
s15c4 158 127.0 88.0 4 124.0 83.0
s15c4 192 115.0 104.0 7 108.0 109.0
s15c4 192 115.0 104.0 8 122.0 102.0
s15c4 194 139.0 114.0 9 132.0 121.0
s15c4 194 139.0 114.0 10 145.0 111.0
s15c4 195 74.0 101.0 6 81.0 101.0
s15c4 195 74.0 101.0 7 67.0 99.0
s15c4 196 80.0 114.0 5 74.0 115.0
s15c4 196 80.0 114.0 6 88.0 112.0
s15c4 201 106.0 82.0 4 107.0 84.0
s15c4 201 106.0 82.0 5 111.0 76.0
s15c4 205 94.0 97.0 1 94.0 106.0
s15c4 205 94.0 97.0 2 87.0 97.0
s15c4 207 138.0 95.0 4 141.0 104.0
s15c4 207 138.0 95.0 5 131.0 92.0
s15c5 28 261.0 140.0 1 254.0 152.0
s15c5 28 261.0 140.0 2 264.0 139.0
s15c5 71 264.0 137.0 2 264.0 137.0
s15c5 71 264.0 137.0 3 268.0 129.0
s15c5 72 238.0 162.0 1 243.0 165.0
s15c5 72 238.0 162.0 2 233.0 156.0
s15c5 120 268.0 117.0 3 263.0 121.0
s15c5 120 268.0 117.0 4 280.0 108.0
s15c5 126 253.0 151.0 1 248.0 152.0
s15c5 126 253.0 151.0 2 258.0 143.0
s15c5 168 254.0 149.0 3 254.0 149.0
s15c5 168 254.0 149.0 4 256.0 137.0
s15c5 168 275.0 117.0 5 285.0 124.0
s15c5 168 275.0 117.0 6 271.0 112.0
s15c5 194 270.0 140.0 2 280.0 142.0
s15c5 194 270.0 140.0 3 260.0 140.0
s15c5 203 263.0 121.0 5 268.0 123.0
s15c5 203 263.0 121.0 6 256.0 116.0
s15c5 203 295.0 131.0 7 296.0 136.0
s15c5 203 295.0 131.0 8 303.0 121.0
s15c5 203 263.0 101.0 9 276.0 103.0
s15c5 203 263.0 101.0 10 256.0 102.0
s15c5 209 249.0 160.0 4 244.0 164.0
s15c5 209 249.0 160.0 5 255.0 153.0
s15c5 210 230.0 160.0 1 230.0 157.0
s15c5 210 230.0 160.0 2 231.0 149.0
s15c6 5 261.0 327.0 1 255.0 324.0
s15c6 5 261.0 327.0 2 267.0 324.0
s15c6 51 286.0 301.0 2 289.0 307.0
s15c6 51 286.0 301.0 3 283.0 290.0
s15c6 60 241.0 327.0 1 230.0 330.0
s15c6 60 241.0 327.0 2 250.0 322.0
s15c6 109 233.0 283.0 4 230.0 291.0
s15c6 109 233.0 283.0 5 231.0 277.0
s15c6 110 218.0 327.0 1 217.0 333.0
s15c6 110 218.0 327.0 2 219.0 319.0
s15c6 112 299.0 322.0 4 289.0 329.0
s15c6 112 299.0 322.0 5 305.0 319.0
s15c6 119 242.0 311.0 3 246.0 310.0
s15c6 119 242.0 311.0 4 233.0 310.0
s15c6 157 288.0 335.0 5 290.0 338.0
s15c6 157 288.0 335.0 6 285.0 331.0
s15c6 158 231.0 273.0 9 233.0 277.0
s15c6 158 231.0 273.0 10 228.0 267.0
s15c6 163 307.0 339.0 7 307.0 347.0
s15c6 163 307.0 339.0 8 309.0 334.0
s15c6 163 220.0 298.0 9 226.0 300.0
s15c6 163 220.0 298.0 10 213.0 297.0
s15c6 169 240.0 313.0 4 240.0 319.0
s15c6 169 240.0 313.0 5 241.0 304.0
s15c6 200 258.0 346.0 4 260.0 350.0
s15c6 200 258.0 346.0 5 261.0 336.0
s15c6 203 245.0 349.0 6 235.0 349.0
s15c6 203 245.0 349.0 7 250.0 347.0
s15c6 203 192.0 286.0 11 199.0 290.0
s15c6 203 192.0 286.0 12 186.0 282.0
s15c6 203 213.0 265.0 13 221.0 265.0
s15c6 203 213.0 265.0 14 210.0 260.0
s15c6 210 199.0 278.0 10 205.0 276.0
s15c6 210 199.0 278.0 11 193.0 277.0
s15c6 215 199.0 251.0 16 190.0 258.0
s15c6 215 199.0 251.0 17 200.0 244.0
s15c7 43 314.0 285.0 2 324.0 283.0
s15c7 43 314.0 285.0 3 308.0 283.0
s15c7 52 306.0 289.0 1 314.0 296.0
s15c7 52 306.0 289.0 2 298.0 285.0
s15c7 85 300.0 282.0 4 308.0 284.0
s15c7 85 300.0 282.0 5 292.0 271.0
s15c7 92 324.0 288.0 3 332.0 293.0
s15c7 92 324.0 288.0 4 320.0 277.0
s15c7 96 321.0 299.0 1 324.0 302.0
s15c7 96 321.0 299.0 2 315.0 299.0
s15c7 105 284.0 288.0 3 278.0 298.0
s15c7 105 284.0 288.0 4 291.0 281.0
s15c7 132 307.0 272.0 7 311.0 281.0
s15c7 132 307.0 272.0 8 309.0 264.0
s15c7 132 292.0 264.0 9 284.0 270.0
s15c7 132 292.0 264.0 10 293.0 256.0
s15c7 135 320.0 267.0 6 324.0 272.0
s15c7 135 320.0 267.0 7 321.0 261.0
s15c7 148 329.0 315.0 1 327.0 325.0
s15c7 148 329.0 315.0 2 329.0 310.0
s15c7 152 268.0 312.0 4 262.0 313.0
s15c7 152 268.0 312.0 5 275.0 311.0
s15c7 152 277.0 283.0 6 284.0 288.0
s15c7 152 277.0 283.0 7 271.0 278.0
s15c7 154 305.0 306.0 3 295.0 308.0
s15c7 154 305.0 306.0 4 315.0 306.0
s15c7 172 311.0 290.0 12 315.0 292.0
s15c7 172 311.0 290.0 13 307.0 284.0
s15c7 174 285.0 277.0 15 285.0 281.0
s15c7 174 285.0 277.0 16 291.0 268.0
s15c7 177 310.0 252.0 14 311.0 259.0
s15c7 177 310.0 252.0 15 312.0 242.0
s15c7 178 328.0 261.0 11 333.0 268.0
s15c7 178 328.0 261.0 12 329.0 249.0
s15c7 180 296.0 240.0 19 298.0 245.0
s15c7 180 296.0 240.0 20 296.0 234.0
s15c7 185 342.0 281.0 10 344.0 290.0
s15c7 185 342.0 281.0 11 342.0 277.0
s15c7 194 294.0 324.0 3 293.0 332.0
s15c7 194 294.0 324.0 4 297.0 320.0
s15c7 194 257.0 276.0 9 267.0 275.0
s15c7 194 257.0 276.0 10 250.0 272.0
s15c7 196 329.0 332.0 1 339.0 333.0
s15c7 196 329.0 332.0 2 321.0 329.0
s15c7 198 288.0 298.0 9 293.0 307.0
s15c7 198 288.0 298.0 10 289.0 289.0
s15c7 201 324.0 317.0 6 329.0 317.0
s15c7 201 324.0 317.0 7 312.0 315.0
s15c7 202 276.0 322.0 9 269.0 327.0
s15c7 202 276.0 322.0 10 281.0 316.0
s15c7 203 337.0 303.0 3 339.0 309.0
s15c7 203 337.0 303.0 4 332.0 297.0
s15c7 207 244.0 316.0 9 248.0 322.0
s15c7 207 244.0 316.0 10 237.0 313.0
s15c7 215 305.0 302.0 22 312.0 306.0
s15c7 215 305.0 302.0 23 299.0 301.0
s15c8 15 336.0 391.0 1 342.0 393.0
s15c8 15 336.0 391.0 2 329.0 393.0
s15c8 66 341.0 384.0 1 340.0 395.0
s15c8 66 341.0 384.0 2 343.0 381.0
s15c8 66 327.0 384.0 3 324.0 391.0
s15c8 66 327.0 384.0 4 332.0 374.0
s15c8 118 327.0 387.0 3 328.0 395.0
s15c8 118 327.0 387.0 4 324.0 379.0
s15c8 120 345.0 376.0 2 353.0 377.0
s15c8 120 345.0 376.0 3 342.0 370.0
s15c8 121 341.0 390.0 1 346.0 397.0
s15c8 121 341.0 390.0 2 335.0 389.0
s15c8 126 326.0 371.0 7 326.0 377.0
s15c8 126 326.0 371.0 8 328.0 362.0
s15c8 166 333.0 395.0 1 331.0 401.0
s15c8 166 333.0 395.0 2 337.0 396.0
s15c8 167 350.0 374.0 4 347.0 375.0
s15c8 167 350.0 374.0 5 358.0 371.0
s15c8 168 314.0 414.0 7 319.0 409.0
s15c8 168 314.0 414.0 8 309.0 416.0
s15c8 168 312.0 386.0 9 309.0 393.0
s15c8 168 312.0 386.0 10 316.0 378.0
s15c8 172 338.0 378.0 3 342.0 383.0
s15c8 172 338.0 378.0 4 335.0 374.0
s15c8 172 336.0 353.0 7 340.0 357.0
s15c8 172 336.0 353.0 8 334.0 350.0
s15c8 207 329.0 391.0 2 339.0 396.0
s15c8 207 329.0 391.0 3 321.0 389.0
s15c8 209 330.0 426.0 10 323.0 430.0
s15c8 209 330.0 426.0 11 340.0 426.0
s15c8 209 301.0 410.0 12 293.0 412.0
s15c8 209 301.0 410.0 13 305.0 410.0
s15c8 213 303.0 380.0 14 309.0 386.0
s15c8 213 303.0 380.0 15 294.0 382.0
s15c8 214 332.0 374.0 5 319.0 374.0
s15c8 214 332.0 374.0 6 332.0 374.0
s15c8 216 314.0 407.0 1 319.0 408.0
s15c8 216 314.0 407.0 2 309.0 402.0
s15c8 216 347.0 381.0 5 350.0 386.0
s15c8 216 347.0 381.0 6 346.0 371.0
s15c8 216 361.0 335.0 10 363.0 341.0
s15c8 216 361.0 335.0 11 363.0 326.0
s16c1 3 230.0 288.0 1 235.0 286.0
s16c1 3 230.0 288.0 2 223.0 285.0
s16c1 45 231.0 285.0 2 227.0 290.0
s16c1 45 231.0 285.0 3 244.0 288.0
s16c1 50 248.0 299.0 1 243.0 299.0
s16c1 50 248.0 299.0 2 251.0 291.0
s16c1 94 240.0 290.0 3 233.0 295.0
s16c1 94 240.0 290.0 4 245.0 282.0
s16c1 105 267.0 302.0 2 265.0 309.0
s16c1 105 267.0 302.0 3 271.0 297.0
s16c1 105 259.0 295.0 6 251.0 302.0
s16c1 105 259.0 295.0 7 260.0 284.0
s16c1 108 241.0 299.0 1 241.0 303.0
s16c1 108 241.0 299.0 2 243.0 295.0
s16c1 147 237.0 294.0 5 241.0 298.0
s16c1 147 237.0 294.0 6 232.0 290.0
s16c1 148 255.0 268.0 7 246.0 267.0
s16c1 148 255.0 268.0 8 263.0 267.0
s16c1 154 281.0 292.0 3 274.0 292.0
s16c1 154 281.0 292.0 4 286.0 290.0
s16c1 156 222.0 280.0 1 223.0 280.0
s16c1 156 222.0 280.0 2 222.0 274.0
s16c1 159 226.0 263.0 3 228.0 265.0
s16c1 159 226.0 263.0 4 217.0 264.0
s16c1 161 243.0 292.0 12 245.0 297.0
s16c1 161 243.0 292.0 13 243.0 283.0
s16c1 164 292.0 274.0 7 288.0 276.0
s16c1 164 292.0 274.0 8 302.0 271.0
s16c1 165 277.0 278.0 15 277.0 281.0
s16c1 165 277.0 278.0 16 272.0 274.0
s16c1 196 258.0 258.0 12 260.0 263.0
s16c1 196 258.0 258.0 13 257.0 246.0
s16c1 200 265.0 316.0 9 267.0 319.0
s16c1 200 265.0 316.0 10 252.0 312.0
s16c1 203 244.0 245.0 12 241.0 247.0
s16c1 203 244.0 245.0 13 250.0 241.0
s16c1 206 303.0 283.0 6 311.0 289.0
s16c1 206 303.0 283.0 7 299.0 279.0
s16c1 207 287.0 307.0 5 279.0 308.0
s16c1 207 287.0 307.0 6 295.0 310.0
s16c1 209 283.0 282.0 20 287.0 288.0
s16c1 209 283.0 282.0 21 287.0 274.0
s16c1 210 265.0 268.0 22 264.0 276.0
s16c1 210 265.0 268.0 23 265.0 259.0
s16c1 214 297.0 268.0 10 301.0 275.0
s16c1 214 297.0 268.0 11 293.0 260.0
s16c1 216 243.0 260.0 4 248.0 262.0
s16c1 216 243.0 260.0 5 239.0 258.0
s16c1 216 281.0 251.0 10 279.0 256.0
s16c1 216 281.0 251.0 11 285.0 240.0
s16c2 13 243.0 156.0 1 242.0 164.0
s16c2 13 243.0 156.0 2 250.0 149.0
s16c2 62 237.0 138.0 2 228.0 142.0
s16c2 62 237.0 138.0 3 238.0 134.0
s16c2 66 214.0 153.0 1 209.0 156.0
s16c2 66 214.0 153.0 2 218.0 146.0
s16c2 120 214.0 140.0 2 216.0 146.0
s16c2 120 214.0 140.0 3 208.0 137.0
s16c2 127 204.0 178.0 1 211.0 182.0
s16c2 127 204.0 178.0 2 201.0 173.0
s16c2 171 217.0 161.0 3 225.0 164.0
s16c2 171 217.0 161.0 4 212.0 160.0
s16c2 171 209.0 145.0 5 206.0 147.0
s16c2 171 209.0 145.0 6 212.0 139.0
s16c2 183 226.0 184.0 1 228.0 187.0
s16c2 183 226.0 184.0 2 219.0 182.0
s16c2 200 225.0 190.0 3 227.0 195.0
s16c2 200 225.0 190.0 4 217.0 186.0
s16c2 216 205.0 140.0 8 212.0 146.0
s16c2 216 205.0 140.0 9 201.0 133.0
s16c3 12 319.0 145.0 1 319.0 151.0
s16c3 12 319.0 145.0 2 317.0 138.0
s16c3 64 320.0 112.0 2 329.0 113.0
s16c3 64 320.0 112.0 3 311.0 113.0
s16c3 73 308.0 133.0 1 309.0 132.0
s16c3 73 308.0 133.0 2 297.0 131.0
s16c3 112 331.0 111.0 3 333.0 122.0
s16c3 112 331.0 111.0 4 328.0 104.0
s16c3 114 307.0 127.0 5 307.0 134.0
s16c3 114 307.0 127.0 6 305.0 118.0
s16c3 157 316.0 82.0 4 321.0 82.0
s16c3 157 316.0 82.0 5 310.0 83.0
s16c3 158 345.0 123.0 3 339.0 130.0
s16c3 158 345.0 123.0 4 356.0 121.0
s16c3 178 312.0 166.0 2 316.0 170.0
s16c3 178 312.0 166.0 3 306.0 157.0
s16c3 195 317.0 75.0 6 321.0 86.0
s16c3 195 317.0 75.0 7 316.0 70.0
s16c3 198 351.0 210.0 1 360.0 210.0
s16c3 198 351.0 210.0 2 342.0 210.0
s16c3 198 297.0 70.0 9 291.0 79.0
s16c3 198 297.0 70.0 10 300.0 61.0
s16c3 203 365.0 117.0 6 365.0 122.0
s16c3 203 365.0 117.0 7 361.0 114.0
s16c3 205 343.0 141.0 5 340.0 143.0
s16c3 205 343.0 141.0 6 357.0 144.0
s16c4 41 360.0 143.0 1 357.0 145.0
s16c4 41 360.0 143.0 2 359.0 135.0
s16c4 93 386.0 160.0 1 395.0 165.0
s16c4 93 386.0 160.0 2 381.0 158.0
s16c4 94 358.0 135.0 3 359.0 143.0
s16c4 94 358.0 135.0 4 360.0 126.0
s16c4 150 347.0 158.0 3 347.0 162.0
s16c4 150 347.0 158.0 4 347.0 149.0
s16c4 152 415.0 167.0 1 418.0 171.0
s16c4 152 415.0 167.0 2 405.0 167.0
s16c4 152 370.0 158.0 3 369.0 168.0
s16c4 152 370.0 158.0 4 368.0 153.0
s16c4 182 381.0 148.0 7 386.0 156.0
s16c4 182 381.0 148.0 8 387.0 147.0
s16c4 195 340.0 189.0 5 333.0 194.0
s16c4 195 340.0 189.0 6 350.0 184.0
s16c4 196 366.0 160.0 7 356.0 165.0
s16c4 196 366.0 160.0 8 373.0 156.0
s16c4 203 397.0 192.0 3 392.0 193.0
s16c4 203 397.0 192.0 4 401.0 184.0
s16c4 204 363.0 178.0 5 366.0 186.0
s16c4 204 363.0 178.0 6 377.0 174.0
s16c5 38 395.0 148.0 1 400.0 154.0
s16c5 38 395.0 148.0 2 392.0 145.0
s16c5 93 401.0 129.0 2 405.0 135.0
s16c5 93 401.0 129.0 3 400.0 122.0
s16c5 94 409.0 158.0 1 416.0 164.0
s16c5 94 409.0 158.0 2 407.0 153.0
s16c5 148 468.0 177.0 1 462.0 185.0
s16c5 148 468.0 177.0 2 475.0 171.0
s16c5 153 390.0 157.0 3 388.0 167.0
s16c5 153 390.0 157.0 4 392.0 151.0
s16c5 156 430.0 143.0 5 421.0 141.0
s16c5 156 430.0 143.0 6 440.0 140.0
s16c5 166 431.0 114.0 7 434.0 121.0
s16c5 166 431.0 114.0 8 432.0 108.0
s16c5 203 462.0 205.0 1 472.0 207.0
s16c5 203 462.0 205.0 2 452.0 196.0
s16c5 212 438.0 83.0 7 438.0 89.0
s16c5 212 438.0 83.0 8 443.0 72.0
s16c5 213 454.0 126.0 6 452.0 133.0
s16c5 213 454.0 126.0 7 453.0 121.0
s16c5 214 488.0 168.0 3 492.0 176.0
s16c5 214 488.0 168.0 4 480.0 163.0
s16c6 25 380.0 117.0 1 379.0 123.0
s16c6 25 380.0 117.0 2 382.0 112.0
s16c6 77 379.0 109.0 1 383.0 116.0
s16c6 77 379.0 109.0 2 376.0 105.0
s16c6 79 376.0 91.0 3 376.0 91.0
s16c6 79 376.0 91.0 4 367.0 88.0
s16c6 128 375.0 91.0 2 379.0 101.0
s16c6 128 375.0 91.0 3 382.0 79.0
s16c6 129 337.0 102.0 5 340.0 109.0
s16c6 129 337.0 102.0 6 347.0 100.0
s16c6 133 397.0 122.0 1 394.0 132.0
s16c6 133 397.0 122.0 2 401.0 111.0
s16c6 136 392.0 80.0 5 394.0 88.0
s16c6 136 392.0 80.0 6 394.0 72.0
s16c6 175 380.0 88.0 3 381.0 97.0
s16c6 175 380.0 88.0 4 381.0 81.0
s16c6 176 369.0 66.0 5 372.0 71.0
s16c6 176 369.0 66.0 6 361.0 58.0
