sample progen_cell slope theta
s10 c1	-41	111
s10 c1	-31	173
s10 c1	-0	180
s10 c1	-25	175
s10 c1	-11	117
s10 c1	36	166
s10 c1	72	90
s10 c1	67	173
s10 c1	63	113
s10 c1	-35	132
s10 c1	55	111
s10 c1	-21	166
s10 c1	-85	162
s10 c2	-36	172
s10 c2	-85	169
s10 c2	30	136
s10 c2	-49	174
s10 c2	-4	157
s10 c2	-59	171
s10 c2	39	173
s10 c2	71	171
s10 c2	-33	137
s10 c2	-45	100
s10 c2	21	167
s10 c2	87	151
s10 c2	-4	156
s10 c2	-66	179
s10 c2	-41	106
s10 c2	-30	159
s10 c2	70	173
s10 c2	67	157
s10 c2	-76	153
s10 c3	45	180
s10 c3	24	167
s10 c3	-61	168
s10 c3	-35	153
s10 c3	-55	166
s10 c3	-87	161
s10 c3	-56	176
s10 c3	-36	103
s10 c3	-58	177
s10 c3	58	174
s10 c3	50	178
s10 c3	-18	151
s10 c3	-42	135
s10 c3	18	141
s10 c3	-30	157
s10 c3	51	144
s10 c3	59	163
s10 c3	77	177
s10 c3	17	149
s10 c3	-77	138
s10 c3	15	113
s10 c3	-69	179
s10 c3	-62	170
s10 c3	-34	168
s10 c3	36	152
s10 c4	-11	175
s10 c4	-49	142
s10 c4	-27	126
s10 c4	0	180
s10 c4	-30	177
s10 c4	65	166
s10 c4	24	150
s10 c4	-62	163
s10 c4	67	129
s10 c5	39	169
s10 c5	48	175
s10 c5	-43	166
s10 c5	0	180
s10 c5	50	150
s10 c5	-41	179
s10 c5	-63	118
s10 c5	4	158
s10 c5	-18	144
s10 c5	49	142
s10 c5	7	172
s10 c5	28	170
s10 c5	3	159
s10 c5	-77	94
s10 c5	67	180
s10 c5	-27	171
s10 c5	-43	166
s10 c5	-4	173
s10 c5	-54	135
s10 c5	-16	98
s10 c5	-27	173
s10 c5	-68	145
s11 c1	-29	165
s11 c1	-27	175
s11 c1	-51	144
s11 c1	9	125
s11 c1	47	176
s11 c1	-43	128
s11 c2	70	178
s11 c2	-25	147
s11 c2	90	148
s11 c2	47	149
s12 c1	47	167
s12 c1	-21	174
s12 c1	-71	158
s12 c1	90	180
s12 c1	90	165
s12 c1	-21	164
s12 c1	-48	175
s12 c2	0	146
s12 c2	15	180
s12 c2	71	129
s12 c2	-28	170
s12 c2	31	158
s12 c2	-69	172
s12 c3	27	180
s12 c3	42	135
s12 c3	-54	169
s12 c3	-52	158
s12 c3	-81	162
s12 c3	17	172
s12 c3	28	159
s12 c3	-66	151
s12 c3	-9	141
s12 c4	-33	156
s12 c4	85	171
s12 c4	73	170
s12 c4	-62	149
s12 c4	-56	152
s12 c4	-39	165
s12 c4	-54	140
s12 c4	-86	174
s12 c4	-10	162
s12 c4	17	162
s12 c4	-14	158
s12 c4	-67	172
s12 c4	40	150
s12 c4	-74	168
s12 c4	83	155
s12 c4	14	150
s12 c4	27	153
s12 c4	-51	177
s12 c4	49	162
s12 c4	61	155
s12 c4	36	129
s12 c4	54	157
s13 c1	49	171
s13 c1	4	172
s13 c1	81	122
s13 c1	14	137
s13 c1	60	148
s13 c1	-18	173
s13 c1	-78	172
s13 c1	63	174
s13 c1	-11	96
s13 c1	66	138
s13 c1	90	180
s13 c1	-60	152
s13 c1	-70	117
s13 c1	-87	174
s13 c1	-35	175
s13 c1	-52	165
s13 c1	-28	128
s13 c1	-4	175
s13 c1	-21	179
s13 c1	-80	163
s13 c1	-30	144
s13 c1	8	150
s13 c1	-23	137
s13 c1	90	125
s13 c1	-35	153
s13 c1	-63	117
s13 c1	39	162
s13 c1	90	162
s13 c1	82	162
s13 c1	51	166
s13 c1	-58	139
s13 c1	51	160
s13 c1	27	146
s13 c1	28	178
s13 c1	-53	176
s13 c1	3	175
s13 c1	90	153
s13 c1	90	109
s13 c1	43	149
s13 c1	82	166
s13 c1	-69	143
s13 c1	-53	141
s13 c1	-48	135
s13 c1	-32	156
s13 c2	-69	172
s13 c2	81	144
s13 c2	-22	108
s13 c2	54	175
s13 c2	-62	153
s13 c2	-73	135
s13 c2	76	163
s13 c2	-69	158
s13 c2	-60	145
s13 c2	-13	177
s13 c2	-17	126
s13 c2	-34	147
s13 c2	-60	135
s13 c2	81	179
s13 c2	-74	137
s13 c2	-30	135
s13 c2	5	169
s13 c2	-60	157
s13 c2	-45	146
s13 c2	85	179
s13 c2	65	135
s13 c2	-60	151
s13 c2	-29	136
s13 c2	-5	100
s13 c2	-60	104
s13 c2	-22	153
s13 c3	63	138
s13 c3	-41	174
s13 c3	-48	175
s13 c3	-32	163
s13 c3	-42	175
s13 c3	10	149
s13 c3	7	155
s13 c3	-63	172
s13 c3	45	180
s13 c3	-48	148
s13 c3	-27	157
s13 c4	-37	167
s13 c4	-17	156
s13 c4	-24	158
s13 c4	4	157
s13 c4	-0	145
s13 c4	-39	128
s13 c4	61	175
s13 c4	-54	120
s13 c4	-42	176
s13 c4	-32	163
s13 c4	36	177
s13 c4	86	153
s13 c4	29	168
s13 c4	17	159
s13 c4	-43	142
s13 c4	-63	157
s13 c4	-34	156
s13 c4	7	157
s13 c4	-10	133
s13 c4	18	157
s13 c4	39	162
s13 c4	-37	180
s13 c4	-54	153
s14 c1	-86	173
s14 c1	19	149
s14 c1	8	169
s14 c1	-13	153
s14 c1	-76	156
s14 c1	38	174
s14 c1	76	163
s14 c2	-86	130
s14 c2	59	176
s14 c2	-28	162
s14 c2	34	162
s14 c2	-12	175
s14 c2	34	149
s14 c2	56	168
s14 c2	82	166
s14 c2	69	167
s14 c2	-67	147
s14 c2	53	136
s14 c2	-75	164
s14 c2	8	169
s14 c2	5	152
s14 c2	-74	155
s14 c3	18	180
s14 c3	-53	174
s14 c3	24	144
s14 c3	50	153
s14 c3	81	177
s14 c3	29	179
s14 c3	-59	NaN
s14 c3	-54	162
s14 c3	-72	93
s14 c3	-60	165
s14 c3	-72	180
s14 c3	90	180
s14 c3	25	170
s14 c3	-54	113
s14 c3	-13	174
s14 c3	84	142
s14 c3	23	172
s14 c3	31	158
s14 c3	-40	152
s14 c3	-65	152
s14 c3	77	160
s14 c4	90	180
s14 c4	9	150
s14 c4	-16	125
s14 c4	25	158
s14 c4	15	178
s14 c4	41	148
s14 c4	-45	120
s14 c4	-38	131
s14 c5	-66	151
s14 c5	-56	168
s14 c5	-86	173
s14 c5	58	165
s14 c5	63	136
s14 c5	58	147
s14 c5	63	160
s14 c5	-66	175
s14 c5	63	180
s14 c5	-35	153
s14 c5	-11	150
s14 c5	52	NaN
s14 c5	67	138
s14 c5	-73	176
s14 c5	-54	149
s14 c5	69	144
s14 c5	-20	120
s14 c5	65	177
s14 c5	39	144
s14 c5	54	141
s14 c5	39	157
s14 c5	18	110
s14 c5	62	156
s14 c5	68	18
s14 c5	84	137
s14 c5	-7	96
s14 c5	8	27
s14 c5	73	127
s14 c5	54	141
s14 c5	15	118
s14 c6	20	150
s14 c6	36	129
s14 c6	54	165
s14 c6	-86	172
s14 c6	40	171
s14 c6	-31	137
s14 c6	-27	146
s14 c6	-61	158
s14 c6	-21	149
s14 c6	-62	163
s14 c6	-63	162
s14 c6	-47	124
s14 c6	-39	148
s14 c6	-72	139
s14 c6	-6	146
s15 c1	61	136
s15 c1	10	159
s15 c1	-0	138
s15 c1	-40	130
s15 c1	45	144
s15 c1	-50	150
s15 c1	90	145
s15 c1	-80	169
s15 c1	54	110
s15 c1	-45	117
s15 c1	81	176
s15 c1	-55	165
s15 c1	-16	169
s15 c1	90	146
s15 c2	-55	150
s15 c2	58	98
s15 c2	-63	157
s15 c2	-32	168
s15 c2	-63	164
s15 c2	48	152
s15 c2	84	144
s15 c2	42	174
s15 c2	-72	180
s15 c2	49	163
s15 c2	21	153
s15 c2	90	152
s15 c2	77	165
s15 c2	32	142
s15 c2	-49	157
s15 c2	45	112
s15 c2	-17	153
s15 c2	-51	158
s15 c3	39	131
s15 c3	14	166
s15 c3	-21	175
s15 c3	-24	157
s15 c3	30	135
s15 c3	42	172
s15 c3	76	158
s15 c3	5	166
s15 c3	15	124
s15 c3	66	177
s15 c3	45	168
s15 c4	-29	165
s15 c4	-31	138
s15 c4	-14	170
s15 c4	-17	178
s15 c4	69	144
s15 c4	24	177
s15 c4	49	158
s15 c4	-27	160
s15 c4	-38	162
s15 c4	8	164
s15 c4	-12	175
s15 c4	-63	114
s15 c4	52	90
s15 c4	50	132
s15 c5	-52	139
s15 c5	-63	NaN
s15 c5	42	161
s15 c5	-37	178
s15 c5	-42	133
s15 c5	-81	NaN
s15 c5	41	164
s15 c5	6	169
s15 c5	30	166
s15 c5	-65	130
s15 c5	3	163
s15 c5	-45	169
s15 c5	-83	5
s15 c6	-0	127
s15 c6	71	169
s15 c6	-22	166
s15 c6	-86	141
s15 c6	-82	178
s15 c6	-32	172
s15 c6	0	160
s15 c6	54	177
s15 c6	63	180
s15 c6	-81	158
s15 c6	13	170
s15 c6	-86	174
s15 c6	-86	137
s15 c6	-8	158
s15 c6	32	176
s15 c6	24	121
s15 c6	-5	152
s15 c6	-54	136
s15 c7	0	150
s15 c7	35	165
s15 c7	39	140
s15 c7	53	142
s15 c7	18	135
s15 c7	-53	166
s15 c7	83	142
s15 c7	-57	134
s15 c7	75	132
s15 c7	-82	169
s15 c7	-9	179
s15 c7	38	176
s15 c7	-6	169
s15 c7	45	150
s15 c7	-65	146
s15 c7	-87	161
s15 c7	78	140
s15 c7	80	158
s15 c7	81	167
s15 c7	-72	150
s15 c7	10	145
s15 c7	13	165
s15 c7	77	145
s15 c7	7	171
s15 c7	-43	165
s15 c7	60	159
s15 c7	39	147
s15 c7	21	160
s15 c8	0	146
s15 c8	-78	152
s15 c8	-65	177
s15 c8	76	167
s15 c8	32	124
s15 c8	36	135
s15 c8	-82	167
s15 c8	-40	94
s15 c8	-20	178
s15 c8	-35	157
s15 c8	-65	177
s15 c8	52	178
s15 c8	49	169
s15 c8	21	167
s15 c8	-13	150
s15 c8	-9	166
s15 c8	15	122
s15 c8	-0	NaN
s15 c8	31	146
s15 c8	75	155
s15 c8	90	149
s16 c1	5	135
s16 c1	-7	116
s16 c1	-45	111
s16 c1	-47	158
s16 c1	-63	157
s16 c1	-63	136
s16 c1	-76	153
s16 c1	42	174
s16 c1	-0	167
s16 c1	-9	158
s16 c1	81	90
s16 c1	5	129
s16 c1	82	158
s16 c1	-20	170
s16 c1	54	129
s16 c1	80	163
s16 c1	25	141
s16 c1	-34	180
s16 c1	40	172
s16 c1	7	152
s16 c1	90	120
s16 c1	-87	173
s16 c1	62	177
s16 c1	24	175
s16 c1	-69	178
s16 c2	-62	142
s16 c2	-39	128
s16 c2	-48	151
s16 c2	48	135
s16 c2	42	151
