pos_1,pos_2,progenitor,descendants
94,417,1,1
91,384,2,2
118,458,3,3
114,428,4,4
105,388,5,5
107,370,6,6
93,330,7,7
112,337,8,8
149,404,9,9
174,397,10,10
175,383,11,11
182,352,12,12
205,390,13,13
192,361,14,14
166,360,15,15
189,333,16,16
137,391,17,17
156,382,18,18
129,374,19,19
149,357,20,20
150,371,21,21
159,348,22,22
130,340,23,23
148,329,24,24
