sigma: 22.470982031241125
216_2 304.0 256.0
216_1 322.0 282.0
216_4 336.0 274.0
216_3 367.0 284.0
216_10 364.0 247.0
216_9 387.0 244.0
216_8 352.0 254.0
216_7 354.0 289.0
216_6 327.0 242.0
216_5 316.0 270.0
211_5 343.68077603778715 261.0019983017831
211_6 344.14343852589616 261.2296648134833
173_4 344.011425744177 261.07656410347045
176_6 351.00159833457013 258.27614345832444
124_2 350.7097563774037 258.4283465431377
171_2 350.77459727536245 277.9499856438272
176_1 318.4106175680372 268.3083699430611
126_1 342.02731734738495 265.29001792544943
57_1 342.12053631927466 265.2163375180271
