cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,2,0,0,0,1,0,0
I2,2,0,0,2,0,0,0,1,0,1
216_5,2,0,0,2,0,2,0,1,0,1
I3,2,1,0,2,0,0,1,1,0,1
216_8,2,1,0,2,0,0,1,1,0,1
216_7,2,1,0,2,0,0,1,1,1,1
I4,0,1,0,2,1,0,0,1,1,0
I5,2,1,0,2,1,1,1,1,1,0
216_2,2,1,0,2,1,1,1,1,1,0
216_1,2,1,0,2,1,1,1,1,1,0
I6,0,1,0,2,1,0,0,1,1,0
216_4,0,1,2,2,1,0,2,1,1,1
216_3,0,1,2,2,1,0,0,1,1,0
I7,0,0,0,0,0,2,0,0,2,2
I8,1,0,2,1,2,2,2,1,2,2
216_14,1,0,2,1,2,2,2,1,2,2
216_13,1,0,2,1,2,2,2,1,2,2
I9,0,0,1,2,0,2,0,0,2,2
I10,0,0,1,2,2,2,0,1,2,2
216_12,0,1,1,2,2,2,0,1,2,2
216_11,0,0,1,2,2,2,1,1,2,2
I11,0,2,1,2,0,2,0,0,2,2
216_10,0,2,1,2,0,2,0,0,2,2
216_9,0,2,1,2,0,2,0,0,2,2
Evolve tree: [&R] ((((216_9:0.234,216_10:0.234)I11:0.276,(216_11:0.192,216_12:0.192)I10:0.318)I9:0.432,(216_13:0.09,216_14:0.09)I8:0.852)I7:0.252,(((216_3:0.264,216_4:0.264)I6:0.312,(216_1:0.21,216_2:0.21)I5:0.366)I4:0.354,((216_7:0.192,216_8:0.192)I3:0.324,216_5:0.516)I2:0.41400000000000003)I1:0.264)I0:0.096;
