cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,1,0,0,0,0,0,0,0
I2,2,0,1,2,0,0,1,0,0,0
216_5,2,0,1,2,2,1,1,0,0,0
I3,2,0,1,2,1,2,1,1,0,0
216_8,2,0,1,2,1,2,1,1,0,0
216_7,2,1,1,2,1,2,1,1,0,0
I4,0,1,1,0,2,0,0,2,2,0
I5,0,1,1,0,2,0,0,2,2,0
216_2,0,1,1,0,2,0,2,2,2,0
216_1,0,1,1,2,2,0,0,2,2,0
I6,0,1,1,0,2,0,2,2,2,0
216_4,0,1,1,0,2,0,2,2,2,0
216_3,0,1,1,2,2,0,2,2,2,0
I7,1,0,0,2,0,0,0,2,0,0
I8,1,0,1,2,0,0,0,2,2,2
216_14,1,0,1,2,0,0,0,2,2,2
216_13,1,2,1,2,0,0,0,2,2,2
I9,1,0,1,2,2,0,0,2,2,2
I10,1,0,1,2,2,0,1,2,2,2
216_12,1,0,1,2,2,0,1,2,2,2
216_11,1,0,1,2,2,0,1,2,2,2
I11,1,0,1,2,2,2,2,2,2,2
216_10,1,0,1,2,2,2,2,2,2,2
216_9,1,0,1,2,2,2,2,2,2,2
Evolve tree: [&R] ((((216_9:0.16985046728971695,216_10:0.16985046728971695)I11:0.2368785046728948,(216_11:0.13727102803738095,216_12:0.13727102803738095)I10:0.2694579439252308)I9:0.45016822429906334,(216_13:0.061962616822428804,216_14:0.061962616822428804)I8:0.7949345794392466)I7:0.30734579439252313,(((216_3:0.19368224299065123,216_4:0.19368224299065123)I6:0.2755514018691564,(216_1:0.15112149532710037,216_2:0.15112149532710037)I5:0.3181121495327072)I4:0.3738504672897181,((216_7:0.13727102803738095,216_8:0.13727102803738095)I3:0.27504672897195975,216_5:0.4123177570093407)I2:0.43076635514018496)I1:0.3211588785046726)I0:0.12575700934579442;
