[&R] (((((216_3:0.042,216_4:5.042)202_2:5.08,(216_1:3.083,216_2:4.083)203_1:4.04)161_1:8.06,((216_7:2.008,216_8:0.008)207_6:5.431,(216_5:0.018,216_6:3.018)208_5:10.421)161_2:20.744)114_1:33.703,(((216_9:1.021,216_10:3.021)213_9:3.222,216_11:11.242)169_5:9.816,((216_12:0.002,216_13:1.002)214_12:7.87,(216_14:0.001,216_15:0.001)215_14:15.871)172_7:17.187)123_3:25.827)61_1:78.114)I0;
I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_1,0:0.05/1:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/1:0.95,0,0,0,0:0.05/2:0.95,0,0,0:0.05/2:0.95,0,0:0.05/2:0.95,0:0.05/1:0.95,0:0.05/2:0.95,0,0,0:0.05/1:0.95,0,0:0.05/1:0.95,0,0,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/1:0.95,0:0.05/2:0.95,0,0,0,0:0.05/2:0.95,0,0:0.05/1:0.95,0,0:0.05/2:0.95,0,0:0.05/2:0.95,0,0:0.05/1:0.95,0,0:0.05/1:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0,0:0.05/2:0.95,0,0,0:0.05/2:0.95,0,0:0.05/2:0.95,0,0:0.05/1:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0,0,0,0:0.05/2:0.95,0:0.05/2:0.95,0,0,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/1:0.95,0,0,0:0.05/1:0.95,0,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/1:0.95,0:0.05/1:0.95,0:0.05/2:0.95,0:0.05/1:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0,0,0,0:0.05/2:0.95,0,0:0.05/1:0.95,0:0.05/1:0.95,0:0.05/2:0.95,0:0.05/2:0.95,0,0,0,0,0:0.05/1:0.95,0,0:0.05/1:0.95,0,0,0,0:0.05/1:0.95,0,0,0,0,0:0.05/1:0.95,0,0,0:0.05/2:0.95,0,0,0,0,0,0:0.05/1:0.95,0,0,0,0,0,0,0:0.05/2:0.95,0,0,0:0.05/2:0.95,0,0,0,0,0,0,0,0,0,0:0.05/2:0.95,0,0:0.05/1:0.95,0:0.05/1:0.95,0:0.05/2:0.95,0,0,0,0,0:0.05/2:0.95,0:0.05/2:0.95,0:0.05/1:0.95,0,0,0:0.05/2:0.95,0:0.05/2:0.95,0,0:0.05/2:0.95,0:0.05/1:0.95,0:0.05/1:0.95,0,0,0,0:0.05/2:0.95,0:0.05/2:0.95,0,0:0.05/2:0.95,0,0,0,0,0:0.05/2:0.95,0,0:0.05/2:0.95,0,0,0:0.05/2:0.95,0,0,0,0,0,0,0,0,0,0,0,0:0.05/2:0.95,0,0:0.05/1:0.95,0,0,0,0,0,0,0,0,0,0,0,0:0.05/1:0.95,0:0.05/2:0.95,0,0:0.05/1:0.95,0,0:0.05/1:0.95,0,0
123_3,1,2,2,1,0:0.04/2:0.96,0,0,2,0:0.04/2:0.96,0:0.04/1:0.96,2,0,2,1,2,0,0,1,0,1,0:0.04/1:0.96,0,2,2,2,1,2,0,0,0,2,0:0.04/2:0.96,1,0:0.04/2:0.96,2,0,2,0:0.04/1:0.96,1,0,1,2,2,0,2,0,0,2,0,2,0,1,2,2,0,0:0.04/1:0.96,0,2,2,0,0,2,2,1,0,0,1,0,2,2,2,1,1,2,1,2,2,0,0:0.04/2:0.96,0,2,0:0.04/2:0.96,1,1,2,2,0:0.04/2:0.96,0,0,0,1,0,1,0,0,0,1,0,0,0:0.04/1:0.96,0,1,0:0.04/2:0.96,0,2,0,0,0,0,0,1,0:0.04/1:0.96,0,0,0,0,0,2,0,0,2,0:0.04/2:0.96,0,0,0,0,0,0,0,0,2,0:0.04/2:0.96,1,1,2,0,0,0,0,2,2,1,0,0,2,2,0,2,1,1,0,0,0:0.04/2:0.96,2,2,0,2,0,0:0.04/1:0.96,0,0,2,0,2,0:0.04/2:0.96,0,2,0,0:0.04/1:0.96,0:0.04/2:0.96,0,0,0,0,0,0:0.04/1:0.96,0,0,2,0,1,0,0,0,0,0:0.04/2:0.96,0,0,0,0,0,0,1,2,0,1,0,1,0,0
172_7,1,2,2,1,2,0,0,2,2,1,2,0,2,1,2,0,0,1,0:0.05/1:0.95,1,1,0,2,2,2,1,2,0,0,0,2,2,1,2,2,0,2,1,1,0,1,2,2,0,2,0:0.05/2:0.95,0,2,0,2,0,1,2,2,0,1,0,2,2,0,0:0.05/1:0.95,2,2,1,0,0,1,0,2,2,2,1,1,2,1,2,2,0,2,0,2,2,1,1,2,2,2,0,0:0.05/1:0.95,0,1,0:0.05/1:0.95,1,0:0.05/1:0.95,0,0,1,0,0,1,0:0.05/2:0.95,1,2,0,2,0:0.05/2:0.95,0,0,0,0,1,1,0,0,0,0,0,2,0:0.05/1:0.95,0:0.05/1:0.95,2,2,0,0,0,0,0,0,0,0:0.05/2:0.95,2,2,1,1,2,0,0,0,0,2,2,1,0,0,2,2,0,2,1,1,0,0,2,2,2,0,2,0:0.05/2:0.95,1,0,0,2,0,2,2,0,2,0,1,2,0,0,0,0,0,1,0,0:0.05/1:0.95,2,0:0.05/2:0.95,1,0,0,0:0.05/2:0.95,0,2,0,0,0,0,0,0:0.05/1:0.95,1,2,0,1,0:0.05/2:0.95,1,0,0
215_14,1,2,2,1,2,0,1,2,2,1,2,0,2,1,2,0,0,1,1,1,1,0,2,2,2,1,2,0,0,0,2,2,1,2,2,0,2,1,1,2,1,2,2,2,2,2,0,2,1,2,0,1,2,2,0,1,0,2,2,0,1,2,2,1,0,1,1,0,2,2,2,1,1,2,1,2,2,0,2,0,2,2,1,1,2,2,2,0,1,0,1,1,1,1,0,2,1,0,0,1,2,1,2,0,2,2,1,0,0,0,1,1,0,0,0,2,2,2,1,1,2,2,0,0,0,1,0,0,0,2,2,2,1,1,2,0,2,0,0,2,2,1,0,0,2,2,2,2,1,1,0,0,2,2,2,0,2,2,1,1,0,2,0,2,2,0,2,0,1,2,1,0,1,0,0,1,0,1,2,2,1,0,0,2,0,2,0,0,0,0,0,1,1,2,0,1,2,1,0,0
216_15,1,2,2,1,2,0,1,2,2,1,2,0,2,1,2,0,0,1,1,1,1,0,2,2,2,1,2,0,0,0,2,2,1,2,2,0,2,1,1,2,1,2,2,2,2,2,0,2,1,2,0,1,2,2,0,1,0,2,2,0,1,2,2,1,0,1,1,0,2,2,2,1,1,2,1,2,2,0,2,0,2,2,1,1,2,2,2,0,1,0,1,1,1,1,0,2,1,0,0,1,2,1,2,0,2,2,1,0,0,0,1,1,0,0,0,2,2,2,1,1,2,2,0,0,0,1,0,0,0,2,2,2,1,1,2,0,2,0,0,2,2,1,0,0,2,2,2,2,1,1,0,0,2,2,2,0,2,2,1,1,0,2,0,2,2,0,2,0,1,2,1,0,1,0,0,1,0,1,2,2,1,0,0,2,0,2,0,0,0,0,0,1,1,2,0,1,2,1,0,0
216_14,1,2,2,1,2,0,1,2,2,1,2,0,2,1,2,0,0,1,1,1,1,0,2,2,2,1,2,0,0,0,2,2,1,2,2,0,2,1,1,2,1,2,2,2,2,2,0,2,1,2,0,1,2,2,0,1,0,2,2,0,1,2,2,1,0,1,1,0,2,2,2,1,1,2,1,2,2,0,2,0,2,2,1,1,2,2,2,0,1,0,1,1,1,1,0,2,1,0,0,1,2,1,2,0,2,2,1,0,0,0,1,1,0,0,0,2,2,2,1,1,2,2,0,0,0,1,0,0,0,2,2,2,1,1,2,0,2,0,0,2,2,1,0,0,2,2,2,2,1,1,0,0,2,2,2,0,2,2,1,1,0,2,0,2,2,0,2,0,1,2,1,0,1,0,0,1,0,1,2,2,1,0,0,2,0,2,0,0,0,0,0,1,1,2,0,1,2,1,0,0
214_12,1,2,2,1,2,0,0,2,2,1,2,0,2,1,2,0,0,1,1,1,1,0,2,2,2,1,2,0,0,0,2,2,1,2,2,0,2,1,1,0,1,2,2,0,2,2,0,2,0,2,0,1,2,2,0,1,0,2,2,0,1,2,2,1,0,0,1,0,2,2,2,1,1,2,1,2,2,0,2,2,2,2,1,1,2,2,2,0,1,0,1,1,1,1,0,0,1,0,0,1,2,1,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,1,1,2,0,0,0,1,2,2,1,0,0,2,2,0,2,1,1,0,0,2,2,2,0,2,2,1,0,0,2,0,2,2,0,2,0,1,2,2,0,0,2,0,1,0,1,2,2,1,1,0,2,0,2,0,0,1,0,0,1,1,2,1,1,2,1,0,0
216_13,1,2,2,1,2,0,0,2,2,1,2,0,2,1,2,0,0,1,1,1,1,0,2,2,2,1,2,0,0,0,2,2,1,2,2,0,2,1,1,0,1,2,2,0,2,2,0,2,0,2,0,1,2,2,0,1,0,2,2,0,1,2,2,1,0,0,1,0,2,2,2,1,1,2,1,2,2,0,2,2,2,2,1,1,2,2,2,0,1,0,1,1,1,1,0,0,1,0,0,1,2,1,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,1,1,2,0,0,0,1,2,2,1,0,0,2,2,0,2,1,1,0,0,2,2,2,0,2,2,1,0,0,2,0,2,2,0,2,0,1,2,2,0,0,2,0,1,0,1,2,2,1,1,0,2,0,2,0,0,1,0,1,1,1,2,1,1,2,1,0,0
216_12,1,2,2,1,2,0,0,2,2,1,2,0,2,1,2,0,0,1,1,1,1,0,2,2,2,1,2,0,0,0,2,2,1,2,2,0,2,1,1,0,1,2,2,0,2,2,0,2,0,2,0,1,2,2,0,1,0,2,2,0,1,2,2,1,0,0,1,0,2,2,2,1,1,2,1,2,2,0,2,2,2,2,1,1,2,2,2,0,1,0,1,1,1,1,0,0,1,0,0,1,2,1,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,1,1,2,0,0,0,1,2,2,1,0,0,2,2,0,2,1,1,0,0,2,2,2,0,2,2,1,0,0,2,0,2,2,0,2,0,1,2,2,0,0,2,0,1,0,1,2,2,1,1,0,2,0,2,0,0,1,0,0,1,1,2,1,1,2,1,0,0
