sigma: 22.470982031241125
216_16 263.0 317.0
216_15 236.0 326.0
216_17 274.0 327.0
216_24 311.0 223.0
216_14 228.0 313.0
216_13 206.0 325.0
216_12 206.0 339.0
216_11 177.0 338.0
216_8 222.0 349.0
216_7 221.0 334.0
216_10 257.0 306.0
216_9 241.0 300.0
216_4 189.0 347.0
216_3 223.0 376.0
216_6 250.0 333.0
216_5 243.0 371.0
216_2 238.0 389.0
216_1 204.0 394.0
181_5 242.19950892142865 351.69458189603995
182_4 224.7814903466505 350.6868603044137
137_3 225.00212655205027 350.55989845547543
176_2 221.8571497454332 387.0080870686221
87_1 231.13016169603858 338.67869365440464
177_7 248.3861235898169 303.9288121494893
178_6 221.6714373404439 341.3133395728859
133_3 228.74985757484643 333.641873508504
180_10 195.76624744992418 336.42914370307307
180_11 212.8101547466303 328.04053181034044
134_6 212.73953745878083 328.1940835942338
88_3 228.69149903704442 333.7454124709381
42_1 231.2439337349684 338.3201279999739
83_4 266.6347642823459 302.28153730378284
196_16 251.11875876898185 319.67987540025916
42_2 266.32441828457644 302.6088527112578
virtual 239.59761707863024 329.8117095954394
