pos_1,pos_2,progenitor,descendants_1,descendants_2
239,366,1,1,
234,357,2,2,
231,347,3,3,
231,337,4,4,
241,322,5,5,
243,332,6,6,
256,324,7,7,
226,361,8,8,
220,342,9,9,
245,353,10,10,
249,343,11,11,
274,344,12,12,
266,349,13,13,
259,367,14,14,
267,357,15,15,
248,366,16,16,17
262,336,17,18,
276,327,18,19,
269,308,19,20,
