Newick tree (s):
[&R] (((((216_7:0.6058236235108496,216_8:0.005000003963371827)201_4:1.028355482694613,(216_5:0.3786113298574517,216_6:0.005000010573196253)210_4:0.005000009741529902)157_2:0.9650341940817031,((216_3:0.3823815753896302,216_4:0.005000009659850695)205_2:0.40370238832431055,(216_1:0.31139156880973096,216_2:0.005000034644685018)210_1:0.005000006461437956)162_1:1.1070940384649026)108_1:0.005000009837415365,((216_9:0.005000117325771117,216_10:0.4534153015305539)174_5:1.145078038026525,(216_11:0.005000008063638783,216_12:0.465971662633268)174_6:0.5638855943835469)119_3:0.0050000092984788845)62_1:0.0050000092031498924,(((216_17:0.00500001951832695,216_18:0.1786442840602981)175_11:1.21544064238323,(216_19:0.00500001026508902,216_20:0.4622818013151362)175_12:0.5923029908476605)119_5:0.005000021792826747,((216_13:0.005000009550822466,216_14:0.20456411205082928)188_9:0.7512810804427233,216_15:0.005000030803649831)125_5:0.005000128497580577)62_2:0.6956808995794518)20_1:0.21796211971674448;
Negative-llh: (243.08434138124264, 'optimal')
Dropout rate: 8.976275302155307e-09
Silencing rate: 7.061122536876348e-09
Inferred locations:
201_4 177.3407554014136 265.0019097475421
210_4 197.75981203441566 283.1413978429591
157_2 197.54302500883165 282.91382986496933
205_2 176.86313261160512 278.4478588825429
210_1 160.46105626779078 290.1263255044224
162_1 176.63687233266114 278.5890830200863
108_1 186.55588352098786 269.6889483101396
174_5 222.95369781198139 278.5457787036927
174_6 168.07412829618772 231.00664569426075
119_3 186.54100723773377 251.40559353580412
62_1 186.55528259620195 251.47776927370262
175_11 170.43925446692407 219.55135991797783
175_12 172.32993479393954 199.25434020955035
119_5 170.84802795085625 219.49064224171994
188_9 232.14845022739027 232.9566443331102
125_5 188.8851291408659 229.95531998776465
62_2 188.48243496734065 229.89053982169014
20_1 186.56974415016845 251.3132252602668
