cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,1,2,0
I1,2,2,0,0,0,0,0,1,2,0
I2,2,2,2,0,0,0,0,1,2,0
I3,2,2,2,0,0,0,0,1,2,2
I4,2,2,2,0,0,0,0,1,2,2
216_24,2,2,2,0,0,0,0,1,2,2
216_23,2,2,2,0,0,0,0,1,2,2
I5,2,2,2,0,2,0,0,1,2,2
216_22,2,2,2,0,2,0,0,1,2,2
216_21,2,2,2,0,2,0,0,1,2,2
I6,2,2,2,1,2,1,0,1,2,0
I7,2,2,2,1,2,1,0,1,2,0
216_20,2,2,2,1,2,1,0,1,2,0
216_19,2,2,2,1,2,1,2,1,2,0
I8,2,2,2,1,2,1,0,1,2,1
216_18,2,2,2,1,2,1,0,1,2,1
216_17,2,2,2,1,2,1,0,1,2,1
I9,2,2,0,2,0,0,2,1,2,0
I10,2,2,0,2,1,0,2,1,2,0
I11,2,2,1,2,1,0,2,1,2,0
216_28,2,2,1,2,1,0,2,1,2,0
216_27,2,2,1,2,1,0,2,1,2,0
I12,2,2,0,2,1,0,2,1,2,0
216_26,2,2,0,2,1,0,2,1,2,1
216_25,2,2,0,2,1,2,2,1,2,1
I13,2,2,0,2,0,0,2,1,2,0
I14,2,2,0,2,0,0,2,1,2,0
216_32,2,2,0,2,0,0,2,1,2,0
216_31,2,2,0,2,0,0,2,1,2,0
I15,2,2,0,2,1,1,2,1,2,1
216_30,2,2,0,2,1,1,2,1,2,1
216_29,2,2,0,2,1,1,2,1,2,1
I16,0,0,0,0,0,0,0,1,2,0
I17,0,2,0,0,1,1,0,1,2,0
I18,0,2,0,0,1,1,0,1,2,2
I19,0,2,0,0,1,1,0,1,2,2
216_14,0,2,0,0,1,1,0,1,2,2
216_13,0,2,0,0,1,1,0,1,2,2
I20,0,2,0,0,1,1,0,1,2,2
216_16,0,2,0,0,1,1,0,1,2,2
216_15,0,2,0,0,1,1,0,1,2,2
I21,0,2,0,0,1,1,0,1,2,0
I22,0,2,0,0,1,1,1,1,2,0
216_12,0,2,0,0,1,1,1,1,2,0
216_11,0,2,0,0,1,1,1,1,2,0
I23,1,2,0,2,1,1,0,1,2,0
216_10,1,2,0,2,1,1,2,1,2,0
216_9,1,2,0,2,1,1,0,1,2,0
I24,0,1,2,0,0,0,0,1,2,0
I25,1,1,2,0,1,0,0,1,2,0
I26,1,1,2,0,1,0,0,1,2,0
216_2,1,1,2,0,1,0,0,1,2,0
216_1,1,1,2,0,1,0,0,1,2,0
I27,1,1,2,0,1,1,2,1,2,0
216_4,1,1,2,0,1,1,2,1,2,0
216_3,1,1,2,0,1,1,2,1,2,0
I28,1,1,2,1,0,0,1,1,2,2
I29,1,1,2,1,2,0,1,1,2,2
216_8,1,1,2,1,2,0,1,1,2,2
216_7,1,1,2,1,2,0,1,1,2,2
I30,1,1,2,1,0,0,1,1,2,2
216_6,1,1,2,1,0,0,1,1,2,2
216_5,1,1,2,1,0,2,1,1,2,2
Evolve tree: [&R] (((((216_5:0.09535897289914641,216_6:0.09535897289914641)I30:0.1837416004478283,(216_7:0.0867819963171266,216_8:0.0867819963171266)I29:0.19231857702984811)I28:0.23726007856380954,((216_3:0.07402026117428229,216_4:0.07402026117428229)I27:0.19531690248808092,(216_1:0.06979383206259182,216_2:0.06979383206259182)I26:0.19954333159977142)I25:0.24702348824842096)I24:0.300880231290716,(((216_9:0.06979383206259182,216_10:0.06979383206259182)I23:0.1850162954939144,(216_11:0.06138193148560831,216_12:0.06138193148560831)I22:0.19342819607089792)I21:0.26155052435427806,((216_15:0.044720728399874905,216_16:0.044720728399874905)I20:0.19093830049441085,(216_13:0.03647072670750793,216_14:0.03647072670750793)I19:0.1991883021867778)I18:0.2807016230164986)I17:0.300880231290716)I16:0.32939630818296556,((((216_29:0.09535897289914641,216_30:0.09535897289914641)I15:0.2034591905320864,(216_31:0.07826040190720206,216_32:0.07826040190720206)I14:0.22055776152403073)I13:0.23462340330526407,((216_25:0.09106353939559214,216_26:0.09106353939559214)I12:0.1978638964136526,(216_27:0.06558107023196158,216_28:0.06558107023196158)I11:0.22334636557728316)I10:0.24451413092725213)I9:0.2771694860746945,(((216_17:0.06138193148560831,216_18:0.06138193148560831)I8:0.18382163159114093,(216_19:0.05719637176967074,216_20:0.05719637176967074)I7:0.1880071913070785)I6:0.24863919305099094,((216_21:0.02419549947338963,216_22:0.02419549947338963)I5:0.2162280678191671,(216_23:0.00400000000000029,216_24:0.00400000000000029)I4:0.23642356729255642)I3:0.25341918883518344)I2:0.3167682966834513)I1:0.3360261385732744)I0:0.09431084328484335;
