[&R] ((((((216_5:4.031,216_6:0.031)193_3:9.653,(216_7:4.127,216_8:4.127)195_5:10.556)153_2:17.939,((216_3:2.097,216_4:5.097)198_2:12.709,(216_1:3.093,216_2:4.093)199_1:9.713)155_1:15.817)108_1:35.855,(((216_9:5.091,216_10:2.091)199_8:7.253,(216_11:5.091,216_12:2.091)201_11:7.253)158_5:15.508,((216_15:0.001,216_16:0.001)205_14:7.375,(216_13:0.018,216_14:3.018)207_13:7.358)162_7:21.476)108_2:36.626)59_1:47.359,((((216_29:5.083,216_30:3.083)193_15:7.41,(216_31:2.053,216_32:4.053)197_20:13.44)149_8:10.577,((216_25:3.105,216_26:5.105)194_14:12.782,(216_27:2.08,216_28:5.08)200_20:12.807)151_7:19.183)105_4:23.707,(((216_17:1.026,216_18:3.026)201_14:13.79,(216_19:2.025,216_20:2.025)202_17:10.791)160_8:13.403,((216_21:1.013,216_22:2.013)210_21:5.318,(216_23:0.002,216_24:1.002)215_23:10.33)161_10:17.887)112_5:29.559)60_3:42.06)13_1:22.163)I0;
I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13_1,0,0,0,0,0,0,0:0.24/2:0.76,0,0,0,0,0,0,0,0,0:0.24/1:0.76,0:0.24/2:0.76,0,0,0,0,0,0,0,0,0:0.24/1:0.76,0:0.24/1:0.76,0,0,0,0,0:0.24/1:0.76,0,0:0.24/1:0.76,0,0,0,0,0,0,0:0.24/1:0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0.24/1:0.76,0,0,0,0,0,0,0,0,0:0.24/2:0.76,0,0:0.24/2:0.76,0:0.24/2:0.76,0,0,0,0:0.24/2:0.76,0,0,0,0,0,0:0.24/1:0.76,0,0,0:0.24/1:0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0.24/2:0.76,0,0,0:0.24/2:0.76,0,0,0,0:0.24/1:0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0.24/1:0.76,0,0,0:0.24/2:0.76,0,0,0,0,0,0,0,0,0:0.24/1:0.76,0:0.24/1:0.76,0,0,0,0,0,0:0.24/1:0.76,0,0,0,0:0.24/2:0.76,0,0,0,0:0.24/1:0.76,0,0,0,0,0:0.24/1:0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0.24/2:0.76,0,0,0:0.24/2:0.76,0,0,0,0,0,0,0,0:0.24/2:0.76,0,0,0,0,0
60_3,0,0,0,0,0,0:0.06/2:0.94,0:0.01/2:0.99,0:0.06/2:0.94,0,0,0,0,0:0.06/1:0.94,0:0.06/2:0.94,0,0:0.01/1:0.99,0:0.01/2:0.99,0,0:0.06/2:0.94,0,0:0.06/2:0.94,0,0,0,0,0:0.01/1:0.99,0:0.01/1:0.99,0,0,0,0,0:0.01/1:0.99,0,0:0.01/1:0.99,0,0,0,0:0.06/2:0.94,0,0,0:0.01/1:0.99,0,0,0:0.06/2:0.94,0:0.06/2:0.94,0,0,0:0.06/1:0.94,0,0,0:0.06/1:0.94,0,0,0,0,0,0,0,0,0,0:0.01/1:0.99,0,0,0,0,0,0,0:0.06/1:0.94,0,0:0.01/2:0.99,0,0:0.01/2:0.99,0:0.01/2:0.99,0,0,0:0.06/1:0.94,0:0.01/2:0.99,0,0,0,0,0,0:0.01/1:0.99,0,0:0.06/1:0.94,0:0.01/1:0.99,0:0.06/1:0.94,0,0,0,0,0:0.06/1:0.94,0,0:0.06/1:0.94,0,0:0.06/2:0.94,0,0,0,0:0.06/1:0.94,0:0.01/2:0.99,0,0,0:0.01/2:0.99,0,0,0,0:0.01/1:0.99,0,0,0,0,0,0,0,0,0,0,0,0:0.06/2:0.94,0:0.06/1:0.94,0,0:0.01/1:0.99,0,0:0.06/1:0.94,0:0.01/2:0.99,0,0,0,0,0,0,0,0,0:0.01/1:0.99,0:0.01/1:0.99,0:0.06/1:0.94,0,0,0,0,0:0.01/1:0.99,0,0,0,0:0.01/2:0.99,0,0,0,0:0.01/1:0.99,0,0,0,0:0.06/1:0.94,0:0.01/1:0.99,0,0:0.06/1:0.94,0,0:0.06/1:0.94,0,0,0,0:0.06/2:0.94,0,0:0.06/2:0.94,0:0.06/1:0.94,0,0,0,0,0,0:0.06/1:0.94,0,0,0:0.06/1:0.94,0,0,0,0,0:0.06/2:0.94,0:0.06/2:0.94,0,0,0:0.01/2:0.99,0:0.06/2:0.94,0,0:0.01/2:0.99,0,0,0,0:0.06/1:0.94,0,0,0:0.06/2:0.94,0:0.01/2:0.99,0:0.06/1:0.94,0,0,0,0:0.06/2:0.94
112_5,0,0:0.04/1:0.96,0,0,0,2,2,2,0,0,0,0,1,2,0,1,2,0,2,0:0.04/2:0.96,2,0,0,0,0,1,1,0:0.04/2:0.96,0,0:0.04/2:0.96,0,1,0,1,0,0,0,2,0,0,1,0:0.04/1:0.96,0,2,2,0,0,1,0:0.04/1:0.96,0,1,0,0:0.04/2:0.96,0,0,0:0.04/1:0.96,0,0,0,0,1,0:0.04/2:0.96,0:0.04/1:0.96,0,0,0,0,1,0,2,0,2,2,0,0:0.04/1:0.96,1,2,0,0,0,0:0.04/1:0.96,0,1,0:0.04/1:0.96,1,1,1,0,0,0,0:0.04/1:0.96,1,0:0.04/2:0.96,1,0,2,0:0.04/1:0.96,0,0,1,2,0,0,2,0,0,0:0.04/2:0.96,1,0,0,0,0,0:0.04/1:0.96,0,0,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0:0.04/2:0.96,0,0,0,1,1,1,0,0,0,0,1,0:0.04/2:0.96,0,0:0.04/1:0.96,2,0:0.04/1:0.96,0,0,1,0:0.04/2:0.96,0,0,1,1,0,1,0:0.04/1:0.96,1,0,0,0,2,0,2,1,0,0,0,0,0,1,0:0.04/1:0.96,0:0.04/1:0.96,1,0,0,0,0,2,2,0:0.04/2:0.96,0,2,2,0,2,0,0,0,1,0,0,2,2,1,0:0.04/1:0.96,0,0,2
161_10,0,1,0,0,0,2,2,2,0,0:0.02/1:0.98,0,0,1,2,0:0.02/2:0.98,1,2,0,2,2,2,0,0,0,0:0.02/1:0.98,1,1,2,0:0.02/2:0.98,2,0:0.02/2:0.98,1,0,1,0,0,0,2,0,0,1,1,0:0.02/2:0.98,2,2,0,0,1,1,0:0.02/1:0.98,1,0,2,0,0,1,0,0,0:0.02/2:0.98,0,1,2,1,0:0.02/2:0.98,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,0:0.02/1:0.98,0:0.02/2:0.98,0,1,1,2,1,0:0.02/1:0.98,2,1,0,0,1,2,0,0,2,0,0,2,1,0,0,0,0,1,0:0.02/1:0.98,0,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,2,0:0.02/1:0.98,0,0,1,1,1,0,0,0,0,1,2,0:0.02/2:0.98,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,0:0.02/1:0.98,0,1,1,1,1,0,0:0.02/1:0.98,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,0,2
215_23,0,1,0,0,0,2,2,2,0,1,0,0,1,2,2,1,2,0,2,2,2,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,2,0,0,1,1,2,2,2,0,0,1,1,1,1,0,2,0,0,1,0,0,2,0,1,2,1,2,0,1,0,1,1,2,0,2,2,0,1,1,2,1,0,0,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,2,1,0,0,1,2,1,2,2,2,0,2,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,0,1,2,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,2,0,2,2,1,1,1,0,2
216_24,0,1,0,0,0,2,2,2,0,1,0,0,1,2,2,1,2,0,2,2,2,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,2,0,0,1,1,2,2,2,0,0,1,1,1,1,0,2,0,0,1,0,0,2,0,1,2,1,2,0,1,0,1,1,2,1,2,2,0,1,1,2,1,0,0,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,2,1,0,0,1,2,1,2,2,2,0,2,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,0,1,2,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,2,0,2,2,1,1,1,0,2
216_23,0,1,0,0,0,2,2,2,0,1,0,0,1,2,2,1,2,0,2,2,2,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,2,0,0,1,1,2,2,2,0,0,1,1,1,1,0,2,0,0,1,0,0,2,0,1,2,1,2,0,1,0,1,1,2,0,2,2,0,1,1,2,1,0,0,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,2,1,0,0,1,2,1,2,2,2,0,2,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,0,1,2,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,2,0,2,2,1,1,1,0,2
210_21,0,1,2,0,0,2,2,2,0,1,0,0,1,2,2,1,2,0,2,2,2,1,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,2,0,0,1,1,2,2,2,0,0,1,1,1,1,0,2,0,0,1,0,1,2,0,1,2,1,2,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,2,1,0,0,1,2,0,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,1,2,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,1,2
216_22,0,1,2,0,0,2,2,2,0,1,0,0,1,2,2,1,2,0,2,2,2,1,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,2,0,0,1,1,2,2,2,0,0,1,1,1,1,0,2,0,0,1,0,1,2,0,1,2,1,2,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,1,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,2,1,0,0,1,2,0,0,2,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,2,1,0,1,0,1,2,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,1,2
216_21,0,1,2,0,0,2,2,2,0,1,0,0,1,2,2,1,2,0,2,2,2,1,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,2,0,0,1,1,2,2,2,0,0,1,1,1,1,0,2,0,0,1,0,1,2,0,1,2,1,2,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,2,1,0,0,1,2,0,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,1,2,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,1,0,2,0,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,1,2
160_8,0,1,0,0,0,2,2,2,0,0,0,0:0.06/2:0.94,1,2,0,1,2,0,2,2,2,0,0,0,0,1,1,2,0,2,0:0.06/1:0.94,1,0,1,0,0,0,2,0,0,1,1,0,2,2,0,0,1,1,0,1,0:0.06/2:0.94,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,2,1,0,2,1,0,0:0.06/2:0.94,1,2,0:0.06/1:0.94,0,2,0,0,2,1,0:0.06/1:0.94,0,0,0,1,0:0.06/2:0.94,0,0:0.06/1:0.94,0:0.06/2:0.94,0,0,2,1,0,1,0:0.06/1:0.94,1,2,0:0.06/2:0.94,0,0,0,2,0,0,0,1,1,1,0,0,0:0.06/1:0.94,0,1,2,0,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,0:0.06/1:0.94,2
202_17,0,1,0,0,0,2,2,2,0,0,2,2,1,2,0,1,2,0,2,2,2,0,0,0,0,1,1,2,0,2,1,1,0,1,2,0,0,2,0,0,1,1,0,2,2,0,0,1,1,0,1,2,2,1,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,2,1,1,2,1,0,2,1,2,2,1,2,1,0,2,0,0,2,1,1,0,0,0,1,2,0,1,2,0,0,2,1,0,1,1,1,2,2,0,0,2,2,0,0,0,1,1,1,0,0,1,2,1,2,0,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,0,2,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,1,2
216_20,0,1,0,0,0,2,2,2,0,0,2,2,1,2,0,1,2,0,2,2,2,0,0,0,0,1,1,2,0,2,1,1,0,1,2,0,2,2,0,0,1,1,0,2,2,0,0,1,1,0,1,2,2,1,0,1,0,0,0,0,1,2,1,1,1,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,2,1,1,2,1,0,2,1,2,2,1,2,1,0,2,0,0,2,1,1,0,0,0,1,2,0,1,2,0,0,2,1,0,1,1,1,2,2,0,0,2,2,0,0,0,1,1,1,0,0,1,2,1,2,0,1,2,1,0,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,0,2,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,1,2
216_19,0,1,0,0,0,2,2,2,0,0,2,2,1,2,0,1,2,0,2,2,2,0,0,0,0,1,1,2,0,2,1,1,0,1,2,2,0,2,0,0,1,1,0,2,2,0,0,1,1,0,1,2,2,1,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,2,1,1,2,1,0,2,1,2,2,1,2,1,0,2,0,0,2,1,1,0,0,0,1,2,0,1,2,0,0,2,1,0,1,1,1,2,2,0,0,2,2,0,0,0,1,1,1,0,0,1,2,1,2,0,1,2,1,0,0,1,2,0,0,1,1,1,1,1,1,0,0,0,2,0,2,1,0,0,0,0,2,1,1,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,2,1,1,0,1,2
201_14,0,1,0,0,0,2,2,2,0,0,0,2,1,2,2,1,2,0,2,2,2,0,0,0,0,1,1,2,2,2,1,1,0,1,0,2,0,2,0,1,1,1,0,2,2,0,0,1,1,0,1,2,2,0,0,1,0,0,1,0,1,2,1,0,0,0,0,1,0,2,0,2,2,0,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,2,1,0,2,1,0,2,1,2,1,0,2,0,0,2,1,1,0,0,0,1,2,2,1,2,0,0,2,1,0,1,1,1,2,2,0,0,1,2,0,0,0,1,1,1,0,0,1,1,1,2,2,1,2,1,0,0,1,2,0,0,1,1,1,1,1,1,0,0,2,2,0,2,1,0,0,0,0,0,1,1,1,1,0,2,0,0,2,2,2,0,2,2,0,2,0,0,0,1,0,2,2,2,1,1,0,1,2
