cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_24,0,1,0,2,0,2,0,1,0,1
216_23,0,1,0,2,0,2,0,1,0,1
216_22,2,1,0,2,0,2,0,1,0,1
216_21,2,1,0,2,0,2,0,1,0,1
216_20,0,1,0,2,0,2,2,1,0,1
216_19,0,1,0,2,0,2,2,1,0,1
216_18,0,1,2,2,2,2,2,1,0,1
216_17,0,1,2,2,2,2,2,1,0,1
216_28,1,1,0,2,2,2,2,1,2,1
216_27,1,1,0,2,2,2,2,1,2,1
216_26,1,1,1,2,2,2,2,1,2,1
216_25,1,1,1,2,2,2,2,1,2,1
216_32,2,1,0,2,1,2,2,1,2,1
216_31,2,1,0,2,1,2,2,1,2,1
216_30,2,1,0,2,0,2,2,1,2,1
216_29,2,1,0,2,0,2,2,1,2,1
216_14,0,0,0,0,0,2,2,1,2,1
216_13,0,0,0,0,0,2,2,1,2,1
216_16,0,0,0,0,0,2,2,1,2,1
216_15,0,0,0,0,0,2,2,1,2,1
216_12,0,0,0,0,0,2,2,1,2,1
216_11,0,0,0,0,0,2,2,1,2,1
216_10,0,0,0,0,0,2,2,0,2,1
216_9,0,0,0,0,0,2,2,0,2,1
216_2,1,2,0,0,0,2,2,0,2,1
216_1,1,2,0,0,0,2,2,1,2,1
216_4,1,2,2,0,2,2,2,0,2,1
216_3,1,2,0,0,2,2,2,0,2,1
216_8,1,0,0,2,0,2,2,0,2,1
216_7,1,0,0,2,0,2,2,0,2,1
216_6,1,0,0,0,0,2,2,1,2,1
216_5,1,0,0,0,0,2,2,1,2,1
