sigma: 22.470982031241125
216_6 345.0 185.0
216_5 375.0 184.0
216_8 396.0 107.0
216_7 391.0 139.0
216_4 450.0 136.0
216_3 434.0 151.0
216_2 428.0 175.0
216_1 460.0 166.0
216_18 335.0 177.0
216_17 310.0 188.0
216_20 383.0 168.0
216_19 367.0 165.0
216_22 392.0 178.0
216_21 414.0 175.0
216_24 413.0 140.0
216_23 404.0 176.0
216_13 344.0 167.0
216_16 307.0 173.0
216_15 311.0 201.0
204_14 325.63850183736355 179.23491935818527
78_3 326.211418354271 178.9666444557845
193_16 405.08203818089464 161.43094565834616
203_17 398.51317764356963 168.37521959810647
139_10 398.44706280274323 168.25522494658796
203_16 359.56023608459645 171.3643864784843
211_16 328.8255297973881 180.56759117294587
141_9 359.2263172398654 171.46881231592025
83_6 379.1790821811714 166.09120846040145
32_2 379.1392347704312 166.03829667211312
180_1 440.2842360277604 157.86876966864793
191_3 440.2008565356154 156.72547441049824
136_1 440.1201398615937 157.3103964288413
194_6 381.9640618345955 148.48607462800476
198_5 363.0169679863395 179.5226960266436
138_3 381.76686522221263 148.92380715802196
82_1 384.1671046607127 163.42384348536456
virtual 383.93662927460986 163.5434648771182
