82_1,423.0,167.0
138_3,402.0,153.0
198_5,366.0,184.0
216_6,345.0,185.0
216_5,375.0,184.0
194_6,408.0,133.0
216_8,396.0,107.0
216_7,391.0,139.0
136_1,457.0,147.0
191_3,447.0,142.0
216_4,450.0,136.0
216_3,434.0,151.0
180_1,456.0,153.0
216_2,428.0,175.0
216_1,460.0,166.0
32_2,376.0,153.0
83_6,405.0,152.0
141_9,376.0,151.0
211_16,324.0,179.0
216_18,335.0,177.0
216_17,310.0,188.0
203_16,378.0,165.0
216_20,383.0,168.0
216_19,367.0,165.0
139_10,414.0,158.0
203_17,403.0,182.0
216_22,392.0,178.0
216_21,414.0,175.0
193_16,419.0,157.0
216_24,413.0,140.0
216_23,404.0,176.0
78_3,374.0,174.0
216_13,344.0,167.0
204_14,318.0,186.0
216_16,307.0,173.0
216_15,311.0,201.0
